Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G03_491280
Composite Element REF	Signal
AACS	6.90615909409674
FSTL1	9.07991457851485
ELMO2	6.1781896245971
CREB3L1	4.61668781834656
RPS11	10.3259440050417
PNMA1	8.37697044435623
MMP2	7.20649871078241
SAMD4A	4.03158712826249
SMARCD3	7.05792712553282
A4GNT	3.85509458920138
C9orf39	3.48869335191095
PKNOX2	4.85612761130054
RALYL	3.78195486335534
ZHX3	4.09886049514536
ERCC5	5.55323565786619
RXFP3	3.00245176397720
APBB2	4.86781884825486
BBOX1	3.10689403761071
PRO0478	2.84263337735991
GCSH	9.18011646009376
XDH	3.71332274043482
EDN1	3.88860976677035
MTERF	6.39179148587498
PDCL3	7.15560066042417
CLK4	6.63227904481805
KCNG1	3.69209899657811
CXCR4	7.98981535317627
DECR1	7.70896324459209
SALL1	5.0554135191189
PTPRR	3.50323106147681
CADM4	3.44759935384668
IRAK1	7.30288013141784
CFHR5	3.15789428452496
HNRPD	7.79825503375978
TMSB10	12.5970711756718
CXCL3	3.89368916203588
LMAN1	3.90104520988088
SUHW1	3.69752598462915
CHD8	5.32862110725553
SUMO1	8.84531316416975
GP1BA	3.08731310740784
OR7A10	3.55948679054436
DDB1	8.14549701176295
CHRNA10	3.69717757013861
STYK1	3.60174664954428
MYO9B	3.88920481422497
CCNI	10.3287579131232
MMP7	5.43712266156185
EP300	5.66840254763186
CRNKL1	7.34023777376792
C9orf45	3.28088755876626
XAB2	4.2788856975664
RTN1	4.25550032975447
HIC2	3.83782433564285
TBX10	3.48761350099489
CENPQ	4.86021537055401
UTY	3.14847828897249
OR2W1	3.03696002389262
ATP5G2	11.1245518970560
ZEB1	3.80959868011070
ZG16	3.50429650135276
ERG	3.551847172
PARN	7.1143029713125
SOD2	5.10146808292895
JOSD3	7.92144345417572
ADAM5P	3.34282979058785
CHD9	6.13953855000225
hCG_40738	3.63380731579384
STK16	5.980274356701
PDE1C	4.09122923706835
SEMA4D	4.47888142724717
AGPAT1	5.98020949693892
TOB2	5.31600193829106
BANK1	3.51304130148657
MAP3K3	4.96031433477209
MAX	5.21048303473107
GRM2	3.75100786519651
OSBPL8	8.36219292946587
PROSC	5.61236369459698
NR4A2	3.73327387635143
RICS	4.28057624297944
PIR	4.41891071913936
PPCS	9.17509386101863
IPO9	6.1253146120229
LONP1	6.00601423467648
EVC	3.87803079372512
CXCL13	4.08802796670879
SCYL3	6.35350990618427
KIAA1199	4.66187115054923
SORL1	6.45359292244712
NAT10	6.83654979352578
CHD1	6.39795228337438
SYN3	3.62997498579326
DMC1	3.80093839884129
SLC22A2	3.64856429098962
SERPINF1	7.11641408631121
C20orf27	5.78647773384969
OR7A17	3.08225333903259
RPS6KA5	4.52329357834065
LHB	3.44174008020544
TAOK3	4.1619119403739
STK25	6.04348926945509
SLC12A4	3.74165820557745
BRCA1	4.09893886204956
GBL	6.54136453805499
C14orf108	8.4700278916129
CDC25B	5.71206051628122
BMP3	3.05893821123523
MAP1LC3C	3.72760298509158
TMEM180	3.24698147978968
CRYGC	3.59661074379627
SLK	5.79631206862077
POU3F1	3.24795271320771
C20orf32	3.85517388124919
USP52	5.87891258488073
HIGD1B	4.60205997005280
BAZ1B	5.9336812911875
USP6NL	5.57658756423073
SLCO2B1	4.11172407050672
ABCD4	4.94145656125707
DIMT1L	7.57529871975465
SLC25A46	8.53721875607738
LARP7	6.92708628337339
TEK	4.27785251672291
CD160	3.52500672414139
TERF2IP	8.67325795631487
PHF20	6.14017634588373
COL1A1	6.72849851196269
KIAA0090	5.29241080867342
GTPBP1	4.35028219204302
GRK5	3.97129611890291
AP1S2	6.39302287052358
RAB33B	5.08335515209918
CA11	6.38879091151199
ALDOC	5.80430387070615
NUDT1	5.68959420459798
ZNF212	5.36948925340822
ACBD3	6.78155452231834
ZNF83	7.0253923816901
PRDM2	4.60098215661756
GDPD5	4.51633328704346
PDCD4	5.78595367163593
CEP350	5.23461485358837
FOXP3	3.2524657789193
SMYD3	7.90549314471693
CST7	4.0432200738602
SELL	3.94023374037154
CIAO1	6.98560840704805
LGI2	5.29230337564467
WDR45	7.56115308807367
ANKRD6	6.77468382233969
LTBP4	4.11796437564587
PSCD3	3.16333473136185
PYY	3.97405330852053
KCNC1	3.15995492514120
SIRT6	4.39273300403594
CCL19	3.99169535093202
ARHGEF9	4.36861223034315
ABR	4.40103456646903
C10orf22	6.98747949244397
STK17A	5.62399621379223
FOXE1	3.65262607653366
GML	3.23277281194272
CNGA3	3.10125823198167
CD38	3.51683388399759
ZDHHC6	7.49997723404125
NEFH	6.32721970935712
PGBD5	6.72512136795
CTDSP2	7.2454642132262
RMND5B	6.22627856038702
ZNF257	3.51200726739766
DUSP4	5.97726498550091
FLJ22167	7.87993084784207
EXOSC7	7.22986704594854
ROR2	3.62330617116581
FOXM1	5.16057575965701
ZBTB48	4.66047973347672
BUD31	8.31811246836723
MAOA	4.25492566704305
CCDC41	4.88164266137914
TNNT3	4.18603714201418
FBXO11	5.84250860373467
GYPC	5.87026433702056
PLIN	3.77729234302246
RFXAP	3.18359479832044
C6orf15	4.23050132271906
RNF4	7.28808526238969
F8A1	7.9676045559465
PPP1R3D	4.62173476384879
GRB2	6.7919413600265
TPM3	3.30467189162799
SYT13	3.89772158279735
EPB42	3.31321949148555
RP5-1077B9.4	5.32123587065766
EIF1	10.4580494670442
CETN3	7.97995194701045
FPGT	6.31909944233526
PRY	3.84513424525649
NTHL1	6.09340918200005
POLR2B	8.86748745483588
RPS28	11.6612970844587
GDF10	2.9566891687609
COQ9	8.99374020120963
P2RX3	2.84064895597424
GCC2	6.76828439311966
RARRES3	5.08823602988877
PLXNA1	5.36923736027092
WBP4	4.76465690245987
KIAA0100	5.72812780530935
PMF1	8.01423897352645
HS2ST1	6.00966308816607
CRELD2	6.91708621350128
C8G	3.21549211907839
CD82	4.76634934990729
PMM1	5.08116320212848
CBLL1	4.22856932620597
LIM2	3.57260933547960
VAX2	4.58621685533809
SETDB1	5.96644701134394
LRAP	3.90998388203154
GCLM	6.62691892610332
CPEB3	3.53080137006844
PPM1A	6.37680489017314
INTS1	4.31667706945044
MMP16	3.30961207307519
CAMTA1	4.00781398612974
SAMSN1	3.71794934719708
DRD3	3.05017066230428
GMPPA	5.54487389938637
C11orf73	7.13031965067128
AIPL1	3.73719235266809
PTP4A2	9.89126593892024
IL24	3.40229491804675
BDKRB1	3.28753668128128
HPCA	3.13162950620028
MLF1	7.09327151043002
SEC14L1	5.82118033917095
CHFR	5.62646369031914
EMILIN1	3.76551718379244
THADA	6.29577145628324
TAF12	4.24169736035678
NDUFS4	9.43656312414685
ID1	8.69932229788224
PIK3CB	3.44569436519831
COL18A1	6.80904535611561
PDZD3	3.36558569871346
TBC1D17	4.17426862344239
COX8A	10.4530587083421
CDCA4	7.11470615870767
C2orf44	5.03531679153381
C9orf16	7.08059131473472
ERBB2IP	7.99567227936578
EMX2	7.66778474127458
FUS	6.13617382923985
NIPSNAP3B	3.83536762186786
TF	6.13843711867516
CXorf56	4.82932440003125
CLCN4	3.8684015239609
PWP2	3.91947103520586
MMP15	5.85365821153469
MTMR14	5.9240362864595
NPR1	5.40204048890215
DNAL4	5.55149799344025
ELAC2	4.74080518683567
ASS1	9.5152087150974
IPP	5.26144375029987
TMEM59	10.0389263551008
POLR2J	8.50151565680664
SEC23IP	6.04448850868799
RGS4	4.37928197919609
UQCRC1	9.83174204103413
SNX6	7.99768514919497
DDX18	6.83908544716341
POLG	4.03927568560177
ADAM23	3.99378433317694
ZNHIT2	4.92102960333907
TFR2	3.97274539146546
NCDN	4.46868817196623
RAG1	3.54394064990443
POMT1	4.06639406551355
CYP1A1	3.54747176462003
SNAPC1	6.13536062398342
GNA11	4.81408719921321
CCDC52	2.95043860410930
CAPN1	6.40036260607069
DDHD2	6.81269937103248
UPF3A	6.35124983567819
LAGE3	6.73491723759892
GNRHR	3.29537364799643
UNC13B	5.40699060391862
TTLL4	4.76571434577071
PPBP	3.12185977445383
HTR3A	3.20724017653768
SDC2	7.18808472320669
ANKRD49	8.42432713745248
BTF3	11.2157819616980
COX7A2	11.5484781116067
SARS	8.75826774999932
C13orf18	3.63143708912136
CACNB1	4.11052122359737
QKI	6.18379573433126
SETMAR	6.2144551995641
LAMB4	3.43675093133448
MAN2B1	5.03945860261827
EML3	4.71386871835591
ACADL	3.33147600178845
OFD1	6.92122169502131
CGA	3.41080689249873
EIF3EIP	10.4559993933626
PEX16	5.11984177273012
