Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D05_458650
Composite Element REF	Signal
AACS	5.97023669437786
FSTL1	8.36346292806171
ELMO2	5.3569153437847
CREB3L1	4.09090744329641
RPS11	9.71206618553595
PNMA1	8.13754905152968
MMP2	7.92642639733966
SAMD4A	3.77665209935313
SMARCD3	6.8657553552459
A4GNT	3.59074282254259
C9orf39	3.53964267804052
PKNOX2	3.98309624400379
RALYL	3.34029170560977
ZHX3	4.60353975862867
ERCC5	6.091848887482
RXFP3	2.97213745291613
APBB2	3.86512090774122
BBOX1	7.27543883273643
PRO0478	2.91039743609113
GCSH	9.01577250336917
XDH	3.73289166672159
EDN1	4.83778161244197
MTERF	5.45543283240565
PDCL3	7.37549342725792
CLK4	6.21648137261774
KCNG1	3.67991000214108
CXCR4	9.68264317740318
DECR1	7.23840546825798
SALL1	3.20485528057784
PTPRR	3.62133904508135
CADM4	3.41352218154016
IRAK1	8.8094616937941
CFHR5	3.37260644973586
HNRPD	7.23229209598232
TMSB10	11.9747061225700
CXCL3	3.83093574063304
LMAN1	3.68581205831317
SUHW1	3.73040161945066
CHD8	7.08924307802038
SUMO1	8.1818809355841
GP1BA	3.19506200976336
OR7A10	3.91686952232021
DDB1	7.55078247661594
CHRNA10	3.74957843776403
STYK1	4.31306819142173
MYO9B	4.31948690392896
CCNI	9.98755859793362
MMP7	11.0139714175008
EP300	6.26994021031353
CRNKL1	5.2929748061399
C9orf45	3.30145042234130
XAB2	4.0218099098689
RTN1	3.47702548155896
HIC2	4.35258943935206
TBX10	3.40982001152894
CENPQ	3.8819949897992
UTY	3.22170968524175
OR2W1	2.96484998156699
ATP5G2	9.53694982521021
ZEB1	3.85164630678815
ZG16	3.32180095971022
ERG	3.93511108223033
PARN	7.53983965734281
SOD2	4.84303016440053
JOSD3	8.93757416422735
ADAM5P	3.31580837373052
CHD9	5.6110987752214
hCG_40738	3.82654286261387
STK16	4.38084639513628
PDE1C	3.45417313643936
SEMA4D	4.76231299211303
AGPAT1	5.95204845762443
TOB2	5.87916244930866
BANK1	3.30882894450768
MAP3K3	5.23934679638237
MAX	4.68545588376754
GRM2	3.62772990789519
OSBPL8	7.58746794563539
PROSC	5.32454357375614
NR4A2	5.56587710391341
RICS	5.4655660311667
PIR	6.22467268071183
PPCS	8.93595283333803
IPO9	6.43717067714177
LONP1	6.80301936500397
EVC	4.51166893866546
CXCL13	3.95745014504616
SCYL3	5.07539933457898
KIAA1199	6.24025795432123
SORL1	7.9239383008177
NAT10	7.37226143090448
CHD1	5.39391738253977
SYN3	3.57910907955378
DMC1	3.92357204208584
SLC22A2	3.42347783348738
SERPINF1	7.99071260195345
C20orf27	4.70569123017986
OR7A17	3.04419014393887
