Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C10_458636
Composite Element REF	Signal
AACS	7.12632621156602
FSTL1	9.36571757583896
ELMO2	5.85515296530482
CREB3L1	3.73121025295592
RPS11	9.8959531534355
PNMA1	9.22340519099917
MMP2	6.59994302571312
SAMD4A	3.93600910641006
SMARCD3	6.88534988231971
A4GNT	3.74518509154992
C9orf39	3.07842350030785
PKNOX2	4.2164112099402
RALYL	3.06033888502075
ZHX3	4.55296875864081
ERCC5	7.05852854431871
RXFP3	3.01953813185704
APBB2	3.4748784741554
BBOX1	5.03263566809422
PRO0478	2.98809175293402
GCSH	8.6370023452441
XDH	3.57509728786958
EDN1	4.05660646140912
MTERF	7.1054943823357
PDCL3	8.1068183375788
CLK4	5.09921905314627
KCNG1	3.79623303978093
CXCR4	9.9506753160234
DECR1	7.58407364993548
SALL1	3.12980024802954
PTPRR	3.11696465593774
CADM4	3.50088162231295
IRAK1	9.3849116449760
CFHR5	3.36931391806993
HNRPD	8.01506108695038
TMSB10	12.1177881353809
CXCL3	4.32639478585659
LMAN1	3.73880879256669
SUHW1	3.86882952382627
CHD8	6.7129821074852
SUMO1	8.55973136821121
GP1BA	3.28330458774828
OR7A10	3.88164723519992
DDB1	7.70704426908166
CHRNA10	3.39733229356874
STYK1	3.70402562069882
MYO9B	4.78409063817922
CCNI	9.39186947766285
MMP7	7.79364726175573
EP300	6.8562018113873
CRNKL1	7.6247137000277
C9orf45	2.93515947306864
XAB2	4.11208676592979
RTN1	3.4290615037165
HIC2	3.70685725702317
TBX10	3.67709086206134
CENPQ	3.93967470881185
UTY	3.27652400654062
OR2W1	2.83070764848876
ATP5G2	10.5951205256195
ZEB1	3.60864151318905
ZG16	3.49923107300083
ERG	3.27187731191249
PARN	6.81187608443151
SOD2	6.128619935348
JOSD3	8.49423106960407
ADAM5P	3.2319589847414
CHD9	6.06111949047211
hCG_40738	4.03284515015393
STK16	5.06181350189208
PDE1C	3.32564253709161
SEMA4D	4.22401860777512
AGPAT1	6.83153292175781
TOB2	6.06100310251166
BANK1	3.71057944799998
MAP3K3	5.05578303798028
MAX	4.85371302940303
GRM2	3.75141595465809
OSBPL8	6.44070698504188
PROSC	6.35581495804328
NR4A2	4.80088143981686
RICS	4.38293043903308
PIR	5.30822194263766
PPCS	9.54468444457312
IPO9	6.42726974316506
LONP1	8.26779396253914
EVC	4.28713504514213
CXCL13	3.7045257376653
SCYL3	5.38429366680811
KIAA1199	6.47049057285727
SORL1	7.95441971519555
NAT10	7.52733942829458
CHD1	6.05158717146627
SYN3	3.45297717085042
DMC1	3.78481483815710
SLC22A2	3.67013052371534
SERPINF1	7.48826344566715
C20orf27	6.50715609930954
OR7A17	3.27896181681751
RPS6KA5	5.05127018813166
LHB	3.34476509765337
TAOK3	4.89246879471945
STK25	6.86924911168923
SLC12A4	3.68386373219977
BRCA1	3.62360022191856
GBL	5.07759108894528
C14orf108	7.74941384154191
CDC25B	7.35363656578431
BMP3	3.49081526262578
MAP1LC3C	3.26093489119737
TMEM180	4.25614302369131
CRYGC	3.55046979609933
SLK	6.76239552319613
POU3F1	3.37043492457562
C20orf32	3.80060480612665
USP52	5.86562378766655
HIGD1B	3.59992532417295
BAZ1B	6.60697714692775
USP6NL	6.52328041542066
SLCO2B1	3.89259376821013
ABCD4	4.18616865884523
DIMT1L	6.16302540138477
SLC25A46	7.79455904797146
LARP7	7.57692369049813
TEK	3.4874649536649
CD160	3.75147244868405
TERF2IP	7.39339582585007
PHF20	6.85570599496011
COL1A1	6.56207853455543
KIAA0090	5.05299781515547
GTPBP1	4.30238442693327
GRK5	3.93657180629675
AP1S2	4.7753750795809
RAB33B	4.67002751744687
CA11	4.60952945027311
ALDOC	7.12750446566023
NUDT1	5.11296869494564
ZNF212	5.85809751163351
ACBD3	7.33521314311026
ZNF83	6.31564850104609
PRDM2	4.62417308034301
GDPD5	5.59940745801167
PDCD4	6.75206831059663
CEP350	6.53695290711714
FOXP3	3.22576376150149
SMYD3	7.46583527791168
CST7	4.16109543001236
SELL	3.48011493331535
CIAO1	6.67801936345605
LGI2	3.67553079613339
WDR45	7.01814294609747
ANKRD6	7.0781244153952
LTBP4	4.49174021014495
PSCD3	3.66205212970858
PYY	3.35693548708566
KCNC1	3.01278325097528
SIRT6	3.72040971099411
CCL19	3.70958838427798
ARHGEF9	4.97190230763307
ABR	4.10002496147117
C10orf22	7.19701926813002
STK17A	5.04930749053066
FOXE1	3.15623849561721
GML	3.08307413574054
CNGA3	2.88518005085180
CD38	3.32450305879728
ZDHHC6	7.77799910136471
NEFH	3.37805719998891
PGBD5	3.86312985248908
CTDSP2	7.87439691466559
RMND5B	5.9232509452643
ZNF257	3.93015006364029
DUSP4	3.13300781035141
FLJ22167	6.06890273040879
EXOSC7	7.40396249757095
ROR2	3.67331522269089
FOXM1	5.69211890242646
ZBTB48	4.91614415796899
BUD31	8.6488724342626
MAOA	6.27612099668503
CCDC41	3.73893585728627
TNNT3	3.67205203062456
FBXO11	5.98688970758371
GYPC	4.95046904067411
PLIN	3.44166714434924
RFXAP	3.53908696865239
C6orf15	3.57577292595888
RNF4	7.88862360787109
F8A1	8.14373834927234
PPP1R3D	4.68190237259429
GRB2	6.34920805582569
TPM3	3.12902747723358
SYT13	4.52552033118391
EPB42	3.50010783943632
RP5-1077B9.4	5.18260954951675
EIF1	10.3239160822857
CETN3	7.21482038456146
FPGT	5.90300838344922
PRY	3.57607013419544
NTHL1	4.66785175163654
POLR2B	8.61774768988281
RPS28	12.3677224114156
GDF10	4.06760192656028
COQ9	7.5757923109712
P2RX3	2.92039710947534
GCC2	7.08076223801728
RARRES3	7.27290324956661
PLXNA1	6.27855041321227
WBP4	5.5583669916399
KIAA0100	6.5923666981018
PMF1	6.66555321911338
HS2ST1	6.06810598370154
CRELD2	6.94226418874373
C8G	3.09963177425542
CD82	6.04463625061097
PMM1	5.10221121318037
CBLL1	4.44510466687193
LIM2	3.3684399856895
VAX2	4.17868475634
SETDB1	5.65464902916288
LRAP	3.31373487233143
GCLM	6.55979005601518
CPEB3	3.82016834511088
PPM1A	5.07559404908769
INTS1	4.22344466960678
MMP16	3.20548453882127
CAMTA1	4.82344489362816
SAMSN1	4.2444464434095
DRD3	2.84706748052092
GMPPA	5.90713125952129
C11orf73	6.56267145440604
AIPL1	3.65504117812255
PTP4A2	9.88766026615826
IL24	3.40811551572579
BDKRB1	3.10159712049429
HPCA	4.04290274908712
MLF1	6.65049105229669
SEC14L1	5.05064746992524
CHFR	5.04510888978031
EMILIN1	3.53329348784144
THADA	6.5114468409162
TAF12	5.22113143413499
NDUFS4	7.97337470958877
ID1	5.14485098665261
PIK3CB	4.26305639078182
COL18A1	6.96427378921178
PDZD3	3.92588516324159
TBC1D17	4.83239094885723
COX8A	10.0120681414661
CDCA4	6.40062163059065
C2orf44	4.90577498300691
C9orf16	7.97482137160215
ERBB2IP	8.24711103468376
EMX2	9.87228607041042
FUS	6.93048857845564
NIPSNAP3B	3.42089351721276
TF	3.51974001978768
CXorf56	5.66386273624385
CLCN4	4.19208372486197
PWP2	5.78985110594821
MMP15	3.7305948290363
MTMR14	6.8464641667329
NPR1	7.3466499348822
DNAL4	5.26689117382552
ELAC2	4.51425426455199
ASS1	10.4785217850497
IPP	5.81064968594084
TMEM59	9.72739296198518
POLR2J	9.32526386337477
SEC23IP	6.08978003389847
RGS4	3.65259489667323
UQCRC1	9.06695108454603
SNX6	7.27491313907352
DDX18	7.45223193836132
POLG	4.66085768260956
ADAM23	3.88942142968623
ZNHIT2	5.20681778445687
TFR2	3.27688971367372
NCDN	4.63818586882202
RAG1	3.66994644753077
POMT1	4.30927816417279
CYP1A1	3.09578508922006
SNAPC1	6.18475475379916
GNA11	5.6825247727785
CCDC52	2.95125989922051
CAPN1	7.58720398558788
DDHD2	8.06563931638474
UPF3A	7.49222850471833
LAGE3	6.20582456417097
GNRHR	3.09737939550431
UNC13B	5.60113964536314
TTLL4	5.05765201800051
PPBP	3.07297078604321
HTR3A	4.33309309604736
SDC2	4.49263926320454
ANKRD49	7.15803054988805
BTF3	10.1853373313494
COX7A2	10.4205134692259
SARS	9.15659094375057
C13orf18	3.66715811414055
CACNB1	3.67752792893538
QKI	5.62277809133548
