Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B03_451994
Composite Element REF	Signal
AACS	5.75014645226457
FSTL1	6.29458737729881
ELMO2	4.98622354554316
CREB3L1	3.96712069439381
RPS11	10.0867528840756
PNMA1	7.85009696711053
MMP2	7.07513488553897
SAMD4A	3.71126555021126
SMARCD3	7.32784932848186
A4GNT	3.74245726652331
C9orf39	3.23778209612453
PKNOX2	3.81315439615997
RALYL	3.37076654783098
ZHX3	4.36372812783331
ERCC5	6.64646565327407
RXFP3	3.04929685343218
APBB2	3.58657170449969
BBOX1	3.41797004565692
PRO0478	3.29074153370278
GCSH	6.25395320494822
XDH	3.48229762676183
EDN1	5.17495340893206
MTERF	5.91256859361109
PDCL3	6.26773039429697
CLK4	7.10651278210028
KCNG1	3.89395119614226
CXCR4	8.12209446323003
DECR1	8.57584607993974
SALL1	3.18573778314742
PTPRR	3.40550350865882
CADM4	3.32887512584959
IRAK1	8.73097578242641
CFHR5	3.47954740481565
HNRPD	7.41142047330474
TMSB10	11.7603698161066
CXCL3	3.80608277075592
LMAN1	3.4783645214088
SUHW1	3.25200443461182
CHD8	6.07719369530998
SUMO1	6.76552477133474
GP1BA	3.36108919869448
OR7A10	3.88919812861834
DDB1	7.43574159335467
CHRNA10	3.57739597987592
STYK1	3.41055615981291
MYO9B	5.63153034331783
CCNI	10.6297991625793
MMP7	11.1754680792693
EP300	6.4917221083965
CRNKL1	6.31949751596277
C9orf45	3.45277827039619
XAB2	4.54175114778262
RTN1	3.89135726805452
HIC2	4.05478927566867
TBX10	3.46200730670747
CENPQ	3.97176972561116
UTY	3.07793655967305
OR2W1	2.9333080416511
ATP5G2	10.7030526509925
ZEB1	3.59369463879413
ZG16	3.42648717911602
ERG	3.98161422644902
PARN	6.31725140040528
SOD2	5.54395692857084
JOSD3	8.29239522084779
ADAM5P	3.27660025049766
CHD9	5.21751890816576
hCG_40738	4.00428442704004
STK16	4.02321069450516
PDE1C	3.82204571101167
SEMA4D	5.27358348316954
AGPAT1	6.44139816150727
TOB2	6.20691687518336
BANK1	3.16101575322138
