Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_C03_547236
Composite Element REF	Signal
AACS	7.64467564007953
FSTL1	8.50415669509366
ELMO2	5.14531212945423
CREB3L1	4.38275448735912
RPS11	9.87975224571434
PNMA1	7.25358322331724
MMP2	8.9450570921946
SAMD4A	3.89526703343058
SMARCD3	7.88627987644944
A4GNT	3.72943456082679
C9orf39	3.34165861881614
PKNOX2	3.90746449074294
RALYL	3.24017306733417
ZHX3	4.33179046489879
ERCC5	6.53048790038546
RXFP3	3.08256115192045
APBB2	7.5371954088443
BBOX1	8.81714605725388
PRO0478	3.32572336467534
GCSH	8.89414535391164
XDH	4.05825503804679
EDN1	4.856895459331
MTERF	5.68944960151493
PDCL3	7.43356060977576
CLK4	6.81744120299906
KCNG1	3.53447375745115
CXCR4	8.8855941662109
DECR1	6.37048414744539
SALL1	2.93114958591758
PTPRR	3.52141269639448
CADM4	3.30876729776818
IRAK1	8.86841348782998
CFHR5	3.27601092332939
HNRPD	7.83369956578996
TMSB10	12.167827888499
CXCL3	4.04581014432255
LMAN1	4.42985058851479
SUHW1	3.17112211538049
CHD8	6.76445483753903
SUMO1	8.08716513891802
GP1BA	3.28461035221071
OR7A10	3.92886955902839
DDB1	7.30800802159466
CHRNA10	3.68932183540364
STYK1	3.93194695664139
MYO9B	4.47341183108356
CCNI	10.0821201225938
MMP7	8.64427582144296
EP300	7.13130372400592
CRNKL1	5.9576695045297
C9orf45	3.43695522965753
XAB2	4.63546029670625
RTN1	4.10238343911055
HIC2	3.86561538732036
TBX10	3.49029637174606
CENPQ	4.54055707345909
UTY	3.18959701495737
OR2W1	2.97348770019987
ATP5G2	10.6237702170888
ZEB1	4.06816865037264
ZG16	3.41674380461036
ERG	3.59642853185035
PARN	7.65150591397827
SOD2	6.41697478641805
JOSD3	7.53260395659935
ADAM5P	3.21618663682932
CHD9	6.88703844982373
hCG_40738	4.10006315109089
STK16	4.84814400154994
PDE1C	3.59461175122068
SEMA4D	6.4779241166896
AGPAT1	6.093255388778
TOB2	6.91848258519149
BANK1	3.40116532656666
MAP3K3	5.89607348200055
MAX	5.19861574586947
GRM2	3.69016149308397
OSBPL8	7.53657046331013
PROSC	6.34786746940074
NR4A2	6.30598656936316
RICS	5.377725527791
PIR	4.67807106669697
PPCS	9.00084573471842
IPO9	6.08312852503843
LONP1	6.05037611911359
EVC	4.26909599511128
CXCL13	4.09491738878689
SCYL3	5.34354846505684
KIAA1199	7.89513609553135
SORL1	7.94845662080178
NAT10	6.20679930663618
CHD1	6.40712925558543
SYN3	3.79392126483213
DMC1	3.88300166148892
SLC22A2	3.68876958076233
SERPINF1	8.93423877945326
C20orf27	5.43798263514333
OR7A17	3.13798862087824
RPS6KA5	5.12816066394921
LHB	3.68224356303414
TAOK3	5.9531506320636
STK25	6.26898995175927
SLC12A4	3.58320078179006
BRCA1	3.575683959258
GBL	5.36781424352544
C14orf108	8.38422936395864
CDC25B	6.78774556570859
BMP3	3.32909898117163
MAP1LC3C	3.41625440809489
TMEM180	3.17800295625098
CRYGC	3.77904701438733
SLK	6.13184801380443
POU3F1	3.26873201836724
C20orf32	3.91484942271436
USP52	5.99330649610966
HIGD1B	3.95700379563664
BAZ1B	6.89253809195804
USP6NL	5.81279953195328
SLCO2B1	4.08949606376993
ABCD4	4.48836115730882
DIMT1L	5.68484373393173
SLC25A46	7.35605549980574
LARP7	6.6586808883654
TEK	3.7085949554523
CD160	3.52841142396947
TERF2IP	8.00652760236468
PHF20	5.83842348183406
COL1A1	9.16701180996076
KIAA0090	5.73758394564093
GTPBP1	4.65214112609592
GRK5	3.8056126197831
AP1S2	4.77986550521031
RAB33B	4.7964027780931
CA11	4.70684650967815
ALDOC	6.33383437530818
NUDT1	4.53957642069917
ZNF212	5.93555481398466
ACBD3	7.5884366062093
ZNF83	6.7241898030416
PRDM2	5.8152399181487
GDPD5	4.43879172569768
PDCD4	5.62531666583808
CEP350	6.15705451956174
FOXP3	3.33840030606602
SMYD3	7.3391763870666
CST7	5.9789021778761
SELL	3.7661235554872
CIAO1	6.68577688317354
LGI2	3.61277245441336
WDR45	6.58301480158727
ANKRD6	6.28402005121812
LTBP4	3.85139839840082
PSCD3	3.51130917381632
PYY	3.10678799256891
KCNC1	3.03754226215001
SIRT6	3.93345807345734
CCL19	4.22265592383016
ARHGEF9	4.2014410482566
ABR	4.6249703286355
C10orf22	6.38646049863245
STK17A	4.93987787137872
FOXE1	3.17388037301999
GML	3.27333618847616
CNGA3	3.02410010371884
CD38	3.66309332417731
ZDHHC6	7.18006833953224
