Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A01_451978
Composite Element REF	Signal
AACS	6.76768630329667
FSTL1	7.22098417910137
ELMO2	5.58065087993456
CREB3L1	3.85995424310526
RPS11	10.0448379956168
PNMA1	8.15220204645502
MMP2	6.0492459937211
SAMD4A	3.53755588592597
SMARCD3	5.56348956546287
A4GNT	3.64051018063711
C9orf39	3.14254477288406
PKNOX2	4.14436479964964
RALYL	3.14880766245947
ZHX3	4.49290998201065
ERCC5	6.89685361821646
RXFP3	3.05385762270411
APBB2	3.76852428653053
BBOX1	4.80691025381527
PRO0478	2.986227539092
GCSH	8.63301105584895
XDH	3.56791512166373
EDN1	3.42760275102636
MTERF	7.11227134113826
PDCL3	7.38883110561016
CLK4	5.66736875272886
KCNG1	4.46414436757121
CXCR4	6.52399151971606
DECR1	7.80717447640371
SALL1	3.17478643291362
PTPRR	3.35580837281651
CADM4	3.43649945729849
IRAK1	8.24532682066923
CFHR5	3.12630399488824
HNRPD	8.00031727310142
TMSB10	11.0836656512895
CXCL3	3.88357562841819
LMAN1	3.99169266980932
SUHW1	3.53678185132491
CHD8	4.75922919358628
SUMO1	7.67506037910014
GP1BA	3.42136875750726
OR7A10	3.9566878395804
DDB1	7.50743596454128
CHRNA10	3.74099361249327
STYK1	3.40108913811009
MYO9B	4.6228648709486
CCNI	9.80293577388157
MMP7	8.02165828687834
EP300	6.11451617584873
CRNKL1	6.85272027494148
C9orf45	3.34124597927989
XAB2	4.36467611240217
RTN1	3.71370062615486
HIC2	4.0093128347839
TBX10	3.66260253638285
CENPQ	4.20780436497066
UTY	3.07355011435896
OR2W1	2.95415387997862
ATP5G2	10.5084518799771
ZEB1	3.31950991953972
ZG16	3.45736371886940
ERG	3.63998604419129
PARN	7.13761377605102
SOD2	5.09753419641338
JOSD3	8.5726739773823
ADAM5P	3.12518957080665
CHD9	5.69015690961313
hCG_40738	3.7695181671304
STK16	4.84605846873088
PDE1C	3.69549296366043
SEMA4D	4.51805399236928
AGPAT1	6.55444224182584
TOB2	6.11970343491102
BANK1	3.01947382578779
MAP3K3	5.01376939770929
MAX	4.75752541764047
GRM2	3.88195159505075
OSBPL8	6.4065017796869
PROSC	5.87265872500131
NR4A2	5.31404658561126
RICS	4.60414337807433
PIR	4.69201479286593
PPCS	9.21082842259088
IPO9	5.94260551065407
LONP1	6.65143616919226
EVC	4.26035363088395
CXCL13	3.86565002663518
SCYL3	5.33421339839969
KIAA1199	5.63049310620224
SORL1	8.46346849585407
NAT10	6.67493370214846
CHD1	5.94258170844173
SYN3	3.79604059932569
DMC1	3.86854517803692
SLC22A2	3.71659645484393
SERPINF1	6.02564279146787
C20orf27	5.89821322845663
OR7A17	2.95925928425521
RPS6KA5	4.61971355962397
LHB	3.30346053754984
TAOK3	4.83713868720695
STK25	5.90854462466957
SLC12A4	3.66345223875570
BRCA1	4.01441215170491
GBL	5.21069631109649
C14orf108	8.28443794715435
CDC25B	6.3283769059807
BMP3	3.18357117476554
MAP1LC3C	3.62228680020671
TMEM180	3.42866239119587
CRYGC	3.73918902588104
SLK	5.61659483361674
POU3F1	3.27931471952722
C20orf32	3.78709738746111
USP52	6.36692473229811
HIGD1B	3.79482127939824
BAZ1B	6.16658865792199
USP6NL	5.76323435509383
SLCO2B1	4.2291409362333
ABCD4	4.66112710402122
DIMT1L	6.03137594889893
SLC25A46	7.90298217140848
LARP7	7.07625780682611
TEK	3.57328151596994
CD160	3.89158051331346
TERF2IP	6.61830752768124
PHF20	6.54353704539632
COL1A1	6.2628092916454
KIAA0090	5.58587532509935
GTPBP1	4.30693515985596
GRK5	3.54843577801197
AP1S2	4.66519352546768
RAB33B	3.78641890476164
CA11	3.88513917285881
ALDOC	8.13149056712888
NUDT1	6.10119025232575
ZNF212	6.04682792334384
ACBD3	6.9799491567798
ZNF83	8.02482263045418
PRDM2	4.99188699505338
GDPD5	5.41854880616626
PDCD4	6.29436637617685
CEP350	5.45315770298532
FOXP3	3.29171719811676
SMYD3	7.04958419373866
CST7	3.83349208124575
SELL	3.85353353119618
CIAO1	6.34301637396019
LGI2	3.77735385327984
WDR45	6.61197181084641
ANKRD6	7.36492746766102
LTBP4	4.37038011226868
PSCD3	3.70779849812416
PYY	3.31563288591029
KCNC1	3.13864881744990
SIRT6	3.93351120222884
CCL19	3.82188587087456
ARHGEF9	3.92827917441795
ABR	4.69112796032631
C10orf22	6.12664225008581
STK17A	4.83667672062758
FOXE1	3.37204111773013
GML	3.18419404093344
CNGA3	2.76344489869987
CD38	3.61674670183729
ZDHHC6	6.87029058580652
NEFH	7.73087651209935
PGBD5	3.57187529062163
CTDSP2	7.42211161689574
RMND5B	5.86235803217277
ZNF257	3.68918019163152
DUSP4	3.25143415647582
FLJ22167	5.21128232433686
EXOSC7	5.77160703944881
ROR2	3.29033291350654
FOXM1	5.02085399509695
ZBTB48	4.61287873099123
BUD31	8.56772890085108
MAOA	3.98831777268596
CCDC41	4.94737823334493
TNNT3	3.9923927060564
FBXO11	6.14643629567558
GYPC	6.25415625784914
PLIN	3.48606889206228
RFXAP	3.72305531470501
C6orf15	3.99841628873521
RNF4	8.10034841803363
F8A1	6.99311858297676
PPP1R3D	4.32154431615581
GRB2	6.6215942625786
TPM3	3.04242654752140
SYT13	3.66332149776264
EPB42	3.87354859204285
RP5-1077B9.4	5.51958922536563
EIF1	9.84825118915738
CETN3	7.34405299081192
FPGT	5.61050898587962
PRY	3.63721887018178
NTHL1	4.87334159694563
POLR2B	7.84853153976056
RPS28	11.7022217332406
GDF10	3.15878363088185
COQ9	6.95123650620844
P2RX3	2.89693304944752
GCC2	6.88786716892124
RARRES3	6.62260697389588
PLXNA1	6.09641292088718
WBP4	5.417387189568
KIAA0100	9.60981820802583
PMF1	6.34723084567354
HS2ST1	5.9520366342099
CRELD2	6.66244379304459
C8G	3.37665852445353
CD82	6.22205903130286
PMM1	4.47408244258436
CBLL1	5.63079202691325
LIM2	3.44894266483954
VAX2	3.61944267247246
SETDB1	5.11686965762545
LRAP	3.28403770726362
GCLM	6.8429678440326
CPEB3	3.56013245116928
PPM1A	6.02926447570593
INTS1	4.11109649871045
MMP16	3.21875788288169
CAMTA1	4.51459680305246
SAMSN1	5.69944441557126
DRD3	2.74077688484326
GMPPA	5.64331895354294
C11orf73	7.08036669302807
AIPL1	3.63169185864624
PTP4A2	9.17173877462124
IL24	3.31259868646917
BDKRB1	3.44223331343913
HPCA	3.45996435378721
MLF1	7.20482573539434
SEC14L1	5.58869725316869
CHFR	5.47167546243461
EMILIN1	3.50796045974272
THADA	6.39060785272227
TAF12	6.00919560905121
NDUFS4	7.95062584110454
ID1	8.17672557587035
PIK3CB	4.06027340313359
COL18A1	6.9239100188028
PDZD3	3.33836861209274
TBC1D17	5.00123877499069
COX8A	9.79117153502482
CDCA4	5.63675680778549
C2orf44	4.60285435461408
C9orf16	7.15159818947045
ERBB2IP	7.87250439549084
EMX2	8.55483285612766
FUS	6.77761561883008
NIPSNAP3B	3.30390237614705
TF	3.63409402583231
CXorf56	5.00354587673599
CLCN4	3.8940112601311
PWP2	5.75162557416849
MMP15	3.69729361158507
MTMR14	5.58299608743681
NPR1	5.90726789913372
DNAL4	4.98029780662306
ELAC2	4.66892684770108
ASS1	10.9621445177424
IPP	5.77347337492323
TMEM59	9.4764438805924
POLR2J	9.01698948625875
SEC23IP	4.91076229750255
RGS4	3.87434859994855
UQCRC1	7.76015029350198
SNX6	7.23599272556752
DDX18	6.42938745737828
POLG	4.43523926690087
ADAM23	4.10087837063124
ZNHIT2	5.02136363529755
TFR2	3.31856915014730
NCDN	4.71269753811389
RAG1	3.53168712218289
POMT1	4.51201691553836
CYP1A1	3.39310485562888
SNAPC1	5.75359147043567
GNA11	5.19325613186359
CCDC52	2.62764197336777
CAPN1	6.42048789783239
DDHD2	6.44879146774924
UPF3A	6.60963145756463
LAGE3	5.999308636096
GNRHR	3.0418591415233
UNC13B	4.68629993137526
TTLL4	4.77107855427266
PPBP	2.8502707880777
HTR3A	4.27686217529272
SDC2	4.43681992336913
ANKRD49	7.43094034558747
BTF3	10.1894944652093
COX7A2	10.4375765862770
SARS	7.83173537365072
C13orf18	3.7408978076564
