Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B07_464070
Composite Element REF	Signal
AACS	6.66344029447236
FSTL1	8.602730236082
ELMO2	5.14608602034343
CREB3L1	4.45142620186987
RPS11	9.61494119487766
PNMA1	7.50857712667232
MMP2	9.21117090505497
SAMD4A	3.83770366820783
SMARCD3	5.98402402574889
A4GNT	3.40176909174131
C9orf39	3.41394499589262
PKNOX2	3.86125259159408
RALYL	3.16532765832896
ZHX3	3.91924124257061
ERCC5	6.78864386471126
RXFP3	3.08373657142071
APBB2	4.43360275918964
BBOX1	3.94967632365624
PRO0478	3.17196945776359
GCSH	6.76573427290646
XDH	3.89551029115576
EDN1	4.24774212233822
MTERF	5.31994342646163
PDCL3	7.15098494093159
CLK4	5.65115628021976
KCNG1	3.54618584244486
CXCR4	7.5319002974351
DECR1	8.05820498871466
SALL1	3.19683171938135
PTPRR	3.21805099926182
CADM4	3.69286416281252
IRAK1	8.66729998721361
CFHR5	3.1275028913069
HNRPD	7.9785496121015
TMSB10	12.1112554074867
CXCL3	4.21174944885208
LMAN1	3.60389082563776
SUHW1	4.00934478825138
CHD8	5.66275822044595
SUMO1	7.33423986353552
GP1BA	3.32212565502929
OR7A10	3.83765459004806
DDB1	7.30871467380515
CHRNA10	3.61134635407151
STYK1	3.93285704180381
MYO9B	4.71712184115304
CCNI	9.78063948306707
MMP7	7.34278856542528
EP300	5.95023719042246
CRNKL1	5.12041492609353
C9orf45	3.36251267425562
XAB2	3.9798134753027
RTN1	3.97448373679914
HIC2	4.51196445299488
TBX10	3.64974736030082
CENPQ	4.48571607299162
UTY	3.16170900920216
OR2W1	2.97550786203132
ATP5G2	10.3255702138359
ZEB1	4.07048360406226
ZG16	3.59277466227727
ERG	3.50241847446466
PARN	7.05340739804184
SOD2	5.80166652596295
JOSD3	7.57483694311255
ADAM5P	3.24839088700653
CHD9	5.7937700834729
hCG_40738	3.57551881974922
STK16	4.84920119956872
PDE1C	3.63386273384997
SEMA4D	6.74192920171574
AGPAT1	5.79810044846639
TOB2	6.17007404537398
BANK1	3.4399716131579
MAP3K3	5.27544877913437
MAX	4.72035992059819
GRM2	3.73823567716161
OSBPL8	7.73641710603594
PROSC	4.64849956047086
NR4A2	5.37369025778381
RICS	4.72888614161848
PIR	3.77105718912289
PPCS	8.30923138855033
IPO9	6.42287988003824
LONP1	6.7297651093841
EVC	4.74837488693978
CXCL13	6.17026235373951
SCYL3	4.93399215369919
KIAA1199	6.26309150294401
SORL1	8.10475678025138
NAT10	6.49960858091845
CHD1	6.4886461628741
SYN3	3.72435594895542
DMC1	4.13008613906528
SLC22A2	3.67296544173924
SERPINF1	8.36792219542505
C20orf27	4.62432872728741
OR7A17	3.12309063576041
RPS6KA5	4.02557402604014
LHB	3.43269289872896
TAOK3	4.57987052065961
STK25	5.48024747245812
SLC12A4	3.70133248161449
BRCA1	4.46193638721952
GBL	5.52281604648911
C14orf108	6.777664374816
CDC25B	6.81964059585132
BMP3	3.22648760363112
MAP1LC3C	3.43822978904941
TMEM180	3.91147930881136
CRYGC	3.40280208073853
SLK	5.63807834602004
POU3F1	3.24217160878335
C20orf32	3.87362687632571
USP52	6.61070350673929
HIGD1B	3.67620029429599
BAZ1B	6.66440203555262
USP6NL	5.15187948421864
SLCO2B1	4.16139287166238
ABCD4	4.49914881840223
DIMT1L	5.43869618145457
SLC25A46	6.29828915721542
LARP7	5.7242008383885
TEK	3.34247933915114
CD160	3.59318102907283
TERF2IP	7.29700873878064
PHF20	6.49358551856837
COL1A1	8.6471212084123
KIAA0090	5.56388413702091
GTPBP1	4.51904853919366
GRK5	3.77639668540484
AP1S2	5.20554032040431
RAB33B	3.67194905351608
CA11	4.51011715873971
ALDOC	5.48481171066588
NUDT1	5.1866467046651
ZNF212	5.15119139940726
ACBD3	7.40549740606175
ZNF83	6.24730491054357
PRDM2	4.8957195838651
GDPD5	5.74395815203667
PDCD4	4.88653711984136
CEP350	6.11901233859415
FOXP3	3.08982415173042
SMYD3	6.3308445453122
CST7	4.88140396248475
SELL	3.91275258855579
CIAO1	5.74381622657221
LGI2	3.62245080593457
WDR45	6.0411631506573
ANKRD6	5.79800836195818
LTBP4	4.11173712212099
PSCD3	3.30469110685213
PYY	7.25882780339483
KCNC1	3.31519144657848
SIRT6	3.86454729549116
CCL19	5.04249685224241
ARHGEF9	4.4374006978731
ABR	4.45562509682069
C10orf22	6.70861053072551
STK17A	4.64080361389236
FOXE1	3.71309971729521
GML	3.21170266895113
CNGA3	3.20032452408818
CD38	4.02049712285080
ZDHHC6	6.15548130514550
NEFH	7.11566553936025
PGBD5	3.78254976777223
CTDSP2	7.48214028169813
RMND5B	5.16399555988412
ZNF257	3.68540134312598
DUSP4	4.87450592173398
FLJ22167	5.08534780697596
EXOSC7	6.31659241913955
ROR2	3.82130784699322
FOXM1	5.74190925155372
ZBTB48	4.84947048456674
BUD31	6.55258936497853
MAOA	3.79383664887119
CCDC41	3.80611277100562
TNNT3	3.75317726158135
FBXO11	5.58794526330317
GYPC	5.43852740923088
PLIN	3.61914217449460
RFXAP	3.52463652211477
C6orf15	3.81622509555751
RNF4	8.50688186826299
F8A1	8.1472025954399
PPP1R3D	4.14138950241815
GRB2	7.78728534429178
TPM3	3.04508338622194
SYT13	3.98445175072688
EPB42	3.23890572093697
RP5-1077B9.4	5.43509616723326
EIF1	10.7667832451626
CETN3	6.58548958857624
FPGT	4.06370990570059
PRY	3.35961981726862
NTHL1	5.56057843460001
POLR2B	8.03130106114252
RPS28	11.4956681720730
GDF10	2.93769241790825
COQ9	6.53037847354746
P2RX3	2.95867165130982
GCC2	6.53511800808482
RARRES3	5.9486932125866
PLXNA1	6.3283640305095
WBP4	4.14239036435656
KIAA0100	6.42123288045316
PMF1	6.18874698916091
HS2ST1	5.48774020186564
CRELD2	6.87917535280832
C8G	3.04685389554262
CD82	5.31363621135458
PMM1	4.50979855797261
CBLL1	3.70124691114279
LIM2	3.52106913593107
VAX2	3.64453251466008
SETDB1	5.27028434627798
LRAP	5.19196343568308
GCLM	4.94647351723823
CPEB3	3.32134337298315
PPM1A	5.7283893134029
INTS1	3.99518626689906
MMP16	3.19919889602711
CAMTA1	4.42694983489186
SAMSN1	5.19376837516422
DRD3	2.87820886055168
GMPPA	4.67350329061609
C11orf73	4.95400234530096
AIPL1	3.79427048875326
PTP4A2	9.28430294568463
IL24	3.42435815162085
BDKRB1	3.66493039457707
HPCA	3.73561768699841
MLF1	5.96959739903335
SEC14L1	6.43969914396115
CHFR	6.06972279850129
EMILIN1	4.30516917720067
THADA	6.32061478812986
TAF12	4.84076803296456
NDUFS4	7.81105350403715
ID1	7.18838057692742
PIK3CB	4.18597304210958
COL18A1	7.93916586993861
PDZD3	3.15690103924070
TBC1D17	4.38529236478527
COX8A	9.49683622719564
CDCA4	5.66646999428082
C2orf44	4.17717390565608
C9orf16	7.23844803730088
ERBB2IP	8.188454078111
EMX2	7.59001223587246
FUS	6.5929892619241
NIPSNAP3B	3.84994936502897
TF	3.17502104700166
CXorf56	5.43121141268303
CLCN4	3.71122731358977
PWP2	5.03056459805934
MMP15	4.65156667788011
MTMR14	5.52645876306404
NPR1	5.57828146590915
DNAL4	5.76112438603588
ELAC2	4.70050036059513
ASS1	10.2034939325788
IPP	5.4880271694696
TMEM59	8.61792386723492
POLR2J	7.82441419113608
SEC23IP	4.33818333124392
RGS4	4.42640131046315
UQCRC1	8.75452942806977
SNX6	6.79504599710213
DDX18	6.27048796537279
POLG	4.33333390684714
ADAM23	4.03978387988821
ZNHIT2	3.88585357946002
TFR2	3.64880201358494
NCDN	4.22684769852231
RAG1	3.46367328599639
POMT1	4.88171108049041
CYP1A1	3.4385258863841
SNAPC1	5.43063311716381
GNA11	5.24223166040412
CCDC52	3.00310901764785
CAPN1	6.15476960068079
DDHD2	5.96962883921397
UPF3A	6.71361421305983
LAGE3	6.61124210367242
GNRHR	3.15876206251385
UNC13B	5.32305173580674
TTLL4	4.49474317711432
PPBP	3.01562517828139
HTR3A	4.03691995913736
SDC2	4.94704927887111
ANKRD49	5.97392530202297
BTF3	10.0768909311287
COX7A2	10.3363489645508
SARS	7.8722486775174
C13orf18	4.0998896850639
CACNB1	4.1933693945021
QKI	5.32926120322977
SETMAR	4.63386860803914
LAMB4	3.39411919951258
MAN2B1	6.78104017815322
EML3	5.70141201846572
ACADL	3.30584869995579
OFD1	8.05652939911893
CGA	3.51166519911673
EIF3EIP	10.3534419280622
PEX16	5.09302902176074
GNG12	6.95489081995414
HABP4	4.66951421394647
CNTN2	3.36918516549459
ASNSD1	6.38662402769658
FUT4	3.94865623375478
DBH	3.43487977357696
CD53	7.23261503063574
HIST1H2BJ	3.77840053036161
TFAP2B	3.31150040919885
ACF	3.79350150901146
TMEM11	5.5555317402609
CDH8	3.24983695843314
C3orf32	4.14076331843666
AGPS	4.08748469299814
C4orf18	3.43627844417806
PCCB	8.10716390624529
IPO13	4.96868805984323
PECI	7.22567184005976
UNG	7.79852549345303
C6orf105	3.92636486255589
GSTP1	8.62577661047445
SUV420H1	6.2467081300681
ARHGAP15	3.75675735921762
LTBR	6.30451426143299
TDRKH	3.49779191438209
PSG4	3.70780892249098
SLC9A3R1	5.59094242446247
NBPF3	9.33561838034314
SLC9A3	3.49295079931053
OSBP	6.16074546537965
PRR5	4.40650346646715
CHMP7	4.76426276864216
ADRA1A	3.09478887968415
ASAH1	6.25824698750414
FKBP4	6.73517586493563
ZNF350	3.81464582899673
DOM3Z	4.598559608502
GIPR	3.62938797269734
AHI1	4.68353727390886
BST1	4.91646018867937
NCR2	3.55228645843037
NADSYN1	4.57186846431077
UBE2W	6.09461993238255
RGS14	3.94865614464801
KRT15	4.11006284610123
SCN11A	4.04234972609449
GFI1	3.30636185242341
FHL1	4.77333472614782
SMC6	5.18443197325173
GATA1	3.54182888258276
OSGEP	5.12292844522009
ARMC6	4.50680634270381
HK3	4.10206172042657
PSMD5	6.52520009511261
RSU1	7.45527390959762
RPL4	11.5021375126816
MAD2L1	6.92063453159308
RBPMS	4.19928547942038
EIF4A3	8.84785851121075
E4F1	4.85438609153176
DLEC1	3.34500830110196
PRPF3	5.48949226699785
EMR1	3.11504936698396
CHMP2B	6.73809195029335
CAMSAP1	4.75179859968651
RPS21	9.52161637341886
XCR1	3.27895076063929
ARID5A	4.89594474299926
RBM6	6.36125643217392
UBE2N	7.03806949283215
KLF4	3.95781481071518
MGC4172	4.10358796508533
LMO4	7.27287563498543
KLKB1	3.18827190301869
HDAC3	6.2838540738276
HP	3.70189052199067
SCHIP1	6.77774382548498
BTK	4.11970454293252
KRCC1	7.86668834795032
PRND	3.35982045836261
C6orf27	3.43826418667307
PIGL	3.36314513207462
CLCA1	3.81535769021370
C1orf112	4.34963070691233
OLFML2A	5.82752694428873
HUS1	4.3088310271218
SFRS6	6.88798956777215
CXCR7	6.02916419734823
UIMC1	6.02447739134866
FXYD2	3.39589258704030
GOT2	7.07251422129595
ZNF667	3.59175504897444
TFEC	4.00244420956988
ATP7B	3.77545656540669
RAB38	3.93672796805823
POLD2	6.96258336697529
PPM1H	5.57505607455691
DCX	3.31775720211964
NFYC	4.95254397602048
ZNF228	3.40034892390506
KIN	5.7173374442495
PLSCR4	4.8681898318534
HIST1H4I	4.05756393945829
PPARGC1A	3.58830117471935
HIG2	6.51797184317391
KCNK10	3.89162843978872
EXOC1	7.49295312121802
OR6A2	3.38286554780997
ETFA	8.21178627767516
PDAP1	4.92360849080889
C19orf6	3.51799310152835
POLRMT	4.06037962414095
ZNF146	7.93835390303468
MIA2	3.28249785302075
LY6G6E	3.36723223030644
EIF4E2	7.8553565976494
NENF	4.5745279320017
HOXB5	3.62689319969910
ZNF324	4.3856024237709
CUGBP1	4.40748457881507
ENTPD7	4.19118650844362
TTC13	5.82087222986667
GJB5	3.25870806519355
PRSS22	4.27826014856775
CYP3A5	3.54516610852583
MBOAT5	3.94483902280495
CUL4B	4.65775184465206
CENPJ	3.57467078280801
KIAA0664	6.17616310302629
PITX1	3.37836326074489
PDGFRB	6.16677604287243
RDX	5.96841763369958
CELSR3	4.85068875035726
JUND	6.27746335772417
ITSN1	4.89507247169706
CHRNB1	3.55377762664777
EHBP1L1	3.99796469818081
C19orf2	6.23765520143505
FETUB	3.08498789231766
CAMK2B	3.14688031136158
DCTN1	6.32849976506975
TNKS2	6.7605212895646
MRTO4	6.52415859750986
C1QBP	5.64637885337068
TTC3	7.97003275823752
NDUFB8	8.33092412486849
CADPS2	5.23923606662908
EDG2	5.07107179015787
MYF5	2.91988987838321
SEMA3G	3.62366529794492
IL23A	4.77521842497236
GJA9	3.61560662684319
R3HDM2	7.2072181287934
C5	4.38753513587629
SLC2A10	6.05160559086966
TRIM45	4.75532434838848
TSP50	5.17407397777117
PAQR3	3.94544990913184
ANKRD26	3.56060910255714
TCP1	7.97092633448388
TMED7	6.18474295156314
CMA1	2.95656758798424
PTCRA	4.2027612977
HCRTR1	3.51179764561202
FST	4.23826419417975
PAWR	4.06775716604815
LDLR	5.0900786513434
ASTN2	3.73245594426814
SCRN1	7.02366028943533
GPATCH8	6.49248084164307
KIF4A	5.56131615049914
TANC2	4.25566023778909
ZMYM5	3.54510599772539
PGM1	9.3036320778429
ZNF586	4.46637399413546
POLR3G	3.69723644059463
CPD	5.31394504061212
SNCAIP	5.99771916991159
DCT	3.38830639258141
HLA-DOA	3.49619805957138
TANK	5.58327746294238
RCAN1	4.21279425013633
UPK1B	4.52019242842808
DNAJB4	4.72664371362298
UGT1A8	2.94445283136739
LIMD2	3.98995018389376
HIST1H4L	3.59288458871966
PECR	4.25127768058811
HSPA2	5.48435593608948
SERP1	9.21614503441278
TACR2	3.37949299282777
NUP85	7.17881527382185
CD177	3.25600851664784
GPR135	3.15893875957152
PIGG	7.49452309692352
LGR5	4.00674279258118
JAK2	3.59421729343921
DPYSL4	3.36990533991779
TM9SF4	5.36722516365525
PTHR1	3.34929297395201
SIRPG	3.06937535504208
ZNF264	4.82302596180662
BICD1	6.19920024425126
RAB5A	6.95504084193177
FLJ13224	3.06500813895852
METTL5	8.77811042561916
HERC6	4.76775943666773
CASP1	5.26908386403247
USP9Y	2.76798356129818
LRP1B	2.78924278502221
XAF1	6.16917129127443
PLA2G4C	3.92479800886346
APOA2	3.24147945340048
SPAG6	3.05864133403864
KALRN	3.60462380717686
SECTM1	5.57040770095437
THOC7	8.7196222577932
IFNAR1	3.77017620591578
TCTA	5.77389980240259
NY-REN-7	3.10805379560007
TALDO1	8.81889721072774
B2M	11.6520395634840
LPPR4	4.17782219327970
SQLE	5.76239461071611
SEPHS1	6.35461716193928
EIF5A	5.74406628124304
FAM49A	4.46870022691475
YTHDC2	4.1097013947326
EHD2	4.73294920122847
NCF1	4.2072075517154
SPG7	6.09911228186769
ZNF614	3.57720037376744
HOXA5	4.09939853953326
NUP133	7.60174211637935
FGF12	3.63046466607418
SLMO2	6.65766245054077
INPP5B	4.41307612333955
PPID	6.53310714126927
SNTA1	4.49790420626398
IL20RA	3.46385248470152
UBE2J1	5.78500099656137
CACNG2	3.08794010520458
GCM1	3.41754287265797
ELF1	6.05701832758735
TLR5	4.97995351651283
TCFL5	5.67912149879966
C1orf107	5.11992533880715
C19orf22	6.41923794513692
SAFB2	6.12239436678257
MAP3K7IP1	3.89584085620518
NCK2	7.90559101402436
OXA1L	6.6498876675289
KIAA0652	5.29337004859951
KLRG1	3.32004331025852
FRAG1	5.62863254084362
ZSCAN12	2.97641894534199
PSMD12	6.99757257366133
E2F4	5.01306807070911
CLEC4M	3.45940847896779
KIAA0999	4.59120159169503
CLDN10	7.11936608193975
MGC13053	4.25682472680575
TAC1	2.90530445672287
GYPA	3.39544143600591
HPCAL4	3.31873476674103
TRAIP	4.10521508769158
MEX3D	4.52010944149795
KIAA0232	7.48782494909319
ERCC8	4.56361675705241
NFAT5	5.7916299224904
GPX4	8.92676614878032
CSPG4LYP1	3.41320670068537
KIAA0368	5.62265466989603
FBXO3	4.78795047093906
DVL1	7.10977550920576
CMKLR1	3.67276209190813
GPR157	3.60220703158478
TYMS	7.99894777047883
OR52A1	3.15137165856633
PEF1	6.76788448210286
ZNF750	2.99175692889478
ALG9	5.23436605063337
MCM5	6.17209127289268
SDK2	3.60989596662946
BAIAP3	3.84183746069377
RABGGTB	6.03298803780012
KCNK7	3.42983309770497
PTP4A3	5.10495700783067
ANKRD40	3.88626982767543
CALCOCO2	6.54437716128316
TMSL8	5.18107747254524
SNCA	4.10355339021905
ZNF551	3.48140614731085
HBQ1	3.55672483107683
ARHGAP26	3.96862803787756
