Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_C10_472020
Composite Element REF	Signal
AACS	6.84511586388654
FSTL1	7.51906150075334
ELMO2	5.53699214158763
CREB3L1	4.45148707533308
RPS11	9.06723739271544
PNMA1	8.42578856415147
MMP2	4.00451795390843
SAMD4A	3.80368210663922
SMARCD3	5.11423719246538
A4GNT	3.48673205169565
C9orf39	3.57314557903025
PKNOX2	3.70391444831624
RALYL	3.21762761976858
ZHX3	4.19539218394775
ERCC5	6.14880161247045
RXFP3	3.06385848949064
APBB2	3.86111322760753
BBOX1	4.84321988937776
PRO0478	3.12349153296094
GCSH	7.43471640730635
XDH	3.73255810763676
EDN1	4.314649344599
MTERF	5.5983701453294
PDCL3	7.37414056482924
CLK4	5.5512486122637
KCNG1	3.60408171500424
CXCR4	7.52848606541621
DECR1	8.03219542127392
SALL1	3.70491194828594
PTPRR	3.32327567172307
CADM4	3.37600638738521
IRAK1	8.24568630593936
CFHR5	3.27390769087316
HNRPD	8.50484540998628
TMSB10	12.3468249358885
CXCL3	3.50030080733153
LMAN1	5.6898531955729
SUHW1	3.17969789409501
CHD8	6.84769768304178
SUMO1	7.84737874492938
GP1BA	3.31972792944890
OR7A10	3.60249929736784
DDB1	7.73738888455626
CHRNA10	3.66552090782441
STYK1	3.16100652396508
MYO9B	4.22071235227703
CCNI	9.9036083709937
MMP7	5.06752971645533
EP300	6.38138689904402
CRNKL1	6.73457949535226
C9orf45	3.2652719412351
XAB2	3.90920522948874
RTN1	4.16622730244239
HIC2	3.49478894664729
TBX10	3.53117344505451
CENPQ	5.47021188942269
UTY	3.16527919531371
OR2W1	2.91040841621643
ATP5G2	10.5023084760663
ZEB1	3.39320464590792
ZG16	3.29979744793723
ERG	4.08471854608448
PARN	7.03585775362561
SOD2	7.05984530598808
JOSD3	6.1521731054759
ADAM5P	3.14384046756685
CHD9	6.00305272767395
hCG_40738	3.96462122426171
STK16	3.98239202937054
PDE1C	3.42187927371739
SEMA4D	5.78467418030042
AGPAT1	5.86397288812134
TOB2	5.82409540619628
BANK1	4.40046059264557
MAP3K3	5.11136797054778
MAX	5.78586150476319
GRM2	3.52857298325649
OSBPL8	7.77383522771229
PROSC	4.95260831426576
NR4A2	5.79133819305822
RICS	5.13910351325848
PIR	6.35043017903581
PPCS	8.78712200462197
IPO9	6.63374280649532
LONP1	6.73005711563568
EVC	3.91018495421167
CXCL13	9.2090414409157
SCYL3	5.89293491203239
KIAA1199	3.73104427289739
SORL1	6.7731193816028
NAT10	6.4020026135149
CHD1	6.36037505832499
SYN3	3.63593793697536
DMC1	3.94775160567905
SLC22A2	3.53371434286223
SERPINF1	7.18747274746508
C20orf27	4.78601870359179
OR7A17	2.91640642824916
RPS6KA5	5.36193842083065
LHB	3.49842255991934
TAOK3	5.07259763037091
STK25	4.8360378307529
SLC12A4	3.56744169079479
BRCA1	4.89632233251301
GBL	4.78563674851506
C14orf108	7.99239832503241
CDC25B	6.73756259439092
BMP3	3.41967863109734
MAP1LC3C	3.09842988298479
TMEM180	3.27873018635212
CRYGC	3.73307574837402
SLK	5.93480333968119
POU3F1	3.21248851847007
C20orf32	3.99695208781806
USP52	6.8205777852766
HIGD1B	3.64491125453727
BAZ1B	6.36888594113972
USP6NL	7.1248164325959
SLCO2B1	4.37070350138389
ABCD4	4.31377333859806
DIMT1L	5.76624318138415
SLC25A46	7.35107928081849
LARP7	8.22928472030488
TEK	3.47714866782089
CD160	3.43747245277187
TERF2IP	8.18279759251392
