Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G05_491198
Composite Element REF	Signal
AACS	7.11343680182066
FSTL1	10.8277173623328
ELMO2	5.7790385956168
CREB3L1	4.36361130692524
RPS11	10.5495392205991
PNMA1	9.03476068453519
MMP2	7.2533923535892
SAMD4A	3.99770573397759
SMARCD3	6.33827257374207
A4GNT	3.58343012435949
C9orf39	3.14298843014386
PKNOX2	5.69163927603432
RALYL	3.53189625310849
ZHX3	4.64969945541152
ERCC5	6.4283697577723
RXFP3	2.92626269091969
APBB2	4.72427516862033
BBOX1	4.10320407357057
PRO0478	3.01334550708260
GCSH	8.70402509283501
XDH	3.73182613936546
EDN1	4.50426740142662
MTERF	6.68193667751227
PDCL3	7.36778398888963
CLK4	6.00995142810449
KCNG1	4.88481750923906
CXCR4	5.96177944388003
DECR1	6.86826228360543
SALL1	4.28736067976808
PTPRR	3.27342412665879
CADM4	3.61045356459785
IRAK1	8.85260675200924
CFHR5	3.0521733241562
HNRPD	8.12267872773933
TMSB10	12.0461344925602
CXCL3	4.38179191313697
LMAN1	4.63436184376663
SUHW1	3.54054844198633
CHD8	5.96001740351677
SUMO1	7.86243408819453
GP1BA	3.19296097548449
OR7A10	3.82649728252551
DDB1	8.13895248454788
CHRNA10	3.76766650412206
STYK1	3.73658102410376
MYO9B	4.2550638779034
CCNI	9.87844172719091
MMP7	5.6355341392668
EP300	6.27566772461122
CRNKL1	7.52860636594596
C9orf45	3.24744356362021
XAB2	4.79610676291303
RTN1	4.99226657589749
HIC2	4.16412633856922
TBX10	3.36886636355162
CENPQ	5.04530856872503
UTY	3.15767244041258
OR2W1	2.86935747283686
ATP5G2	10.3241154310688
ZEB1	3.67510281770026
ZG16	3.48318880175519
ERG	4.11660080546277
PARN	7.50209707590719
SOD2	4.86658337040488
JOSD3	7.83162202341812
ADAM5P	3.09353861998274
CHD9	5.23215446813451
hCG_40738	4.09319347996005
STK16	4.88950099265064
PDE1C	3.62135961618893
SEMA4D	6.43283572733966
AGPAT1	7.10961914711833
TOB2	5.6998075301778
BANK1	4.03053698390281
MAP3K3	6.6969843945256
MAX	5.48565146815992
GRM2	3.74166303973057
OSBPL8	8.08425708663824
PROSC	6.72620807506275
NR4A2	4.74464232030244
RICS	5.94645549030697
PIR	6.61476431595912
PPCS	9.00779790699524
IPO9	6.25283200579312
LONP1	7.01228284795965
EVC	4.14125649030022
CXCL13	4.95068012105104
SCYL3	5.79831634899377
KIAA1199	6.2078721182765
SORL1	9.99522811147408
NAT10	6.65507448948694
CHD1	7.19808947978863
SYN3	3.7893241879336
DMC1	3.84281356557179
SLC22A2	3.63481260082704
SERPINF1	7.17721664716649
C20orf27	6.58661453706801
OR7A17	3.01481240833247
RPS6KA5	6.51373807579837
LHB	3.23820966364216
TAOK3	4.74608310440327
STK25	5.59631284603134
SLC12A4	3.60743597602088
BRCA1	3.86210495621943
GBL	6.26903790772641
C14orf108	8.50773525015408
CDC25B	7.71946308615794
BMP3	3.06552477161745
MAP1LC3C	3.43318159175121
TMEM180	4.62253358376202
CRYGC	3.40706038537536
SLK	5.74606680052878
POU3F1	3.05640354391038
C20orf32	3.59728070368894
USP52	6.29180402304207
HIGD1B	3.84616753340269
BAZ1B	7.12289748954926
USP6NL	6.17921313493242
SLCO2B1	3.92627228395860
ABCD4	5.45709739641445
DIMT1L	6.86130977237823
SLC25A46	8.02131957641043
LARP7	6.38162677933299
TEK	3.71803863759963
CD160	3.45474408226163
TERF2IP	8.030485290128
PHF20	5.8757799993365
COL1A1	8.07734937320848
KIAA0090	7.31495671280775
GTPBP1	4.31307995823542
GRK5	4.22407662217551
AP1S2	5.44482444727688
RAB33B	4.34770800193033
CA11	4.54801731416223
ALDOC	3.89279033173612
NUDT1	5.78884724878102
ZNF212	6.48985567595745
ACBD3	7.23810919958153
ZNF83	6.89270659635471
PRDM2	5.32364703453575
GDPD5	5.12871699455421
PDCD4	5.91201262918647
CEP350	6.63814586641349
FOXP3	3.23551351972366
SMYD3	6.70262673729711
CST7	3.69097839738037
SELL	4.0610967411558
CIAO1	6.74810939959397
LGI2	3.62141160164811
WDR45	6.75206157099125
ANKRD6	5.94643460734262
LTBP4	4.48069135907591
PSCD3	3.17468252019804
PYY	3.09158582278662
KCNC1	3.08163069026705
SIRT6	3.99968377524222
CCL19	3.88426667768261
ARHGEF9	4.86112250633473
ABR	5.04824455655975
C10orf22	7.67367074101933
STK17A	5.8591363506823
FOXE1	4.58849848410287
GML	3.20394462292861
CNGA3	2.89710999911774
CD38	4.06945435661226
ZDHHC6	7.08412356837953
NEFH	7.61202852412668
PGBD5	3.93518609633213
CTDSP2	8.22085063323438
RMND5B	6.35085085403128
ZNF257	4.64895020014474
DUSP4	5.11126098012206
FLJ22167	5.70274191862373
EXOSC7	7.1230576305946
ROR2	3.62833150341912
FOXM1	6.9106602041585
ZBTB48	5.10506638560192
BUD31	7.73239559513071
MAOA	5.03016195153286
CCDC41	4.80556686558852
TNNT3	3.66285718462258
FBXO11	6.68953992682126
GYPC	6.71838037849515
PLIN	3.41030486590035
RFXAP	3.91637963840555
C6orf15	3.61176474343397
RNF4	9.2622788315457
F8A1	8.4327619576819
PPP1R3D	4.8063068231257
GRB2	7.44647276661897
TPM3	3.03918346521092
SYT13	4.12933411945615
EPB42	3.44474332756957
RP5-1077B9.4	5.85710777069724
