Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E12_586158
Composite Element REF	Signal
AACS	8.21890373984013
FSTL1	9.089523865249
ELMO2	5.70007655091204
CREB3L1	3.96856291605383
RPS11	9.85175904764468
PNMA1	8.71396759314088
MMP2	6.95223708576494
SAMD4A	3.89845598996247
SMARCD3	7.6249174675446
A4GNT	3.72942512139682
C9orf39	3.33897149437685
PKNOX2	4.29571709515444
RALYL	3.24180979212852
ZHX3	4.35087229586406
ERCC5	6.62634292346987
RXFP3	2.89381291915011
APBB2	4.55806424454113
BBOX1	5.27231540036237
PRO0478	2.99122997179298
GCSH	9.89720123608305
XDH	3.52095467749747
EDN1	3.86597344407824
MTERF	7.1288573019934
PDCL3	7.59050778671126
CLK4	5.89797494844283
KCNG1	3.59187098672672
CXCR4	7.66590566875677
DECR1	7.9161459807206
SALL1	3.09699352654909
PTPRR	4.028473014064
CADM4	3.58564270371145
IRAK1	9.4607344710538
CFHR5	3.30001300889012
HNRPD	8.46150492683976
TMSB10	12.0728329488045
CXCL3	3.65174709326797
LMAN1	4.44156545852095
SUHW1	3.67957846016135
CHD8	6.38823109886711
SUMO1	8.4785031463771
GP1BA	3.2685013094816
OR7A10	3.80980462574583
DDB1	7.15121308125372
CHRNA10	3.66586978809433
STYK1	3.44421530624155
MYO9B	4.60600605712678
CCNI	9.5522424771634
MMP7	8.05661787157003
EP300	5.78542971832849
CRNKL1	6.65024769044136
C9orf45	3.16325993917983
XAB2	4.19409208049539
RTN1	3.43549859092788
HIC2	3.91833480980728
TBX10	3.68745257609349
CENPQ	5.0907254438442
UTY	3.13823148333516
OR2W1	2.88023192601916
ATP5G2	10.4458014423971
ZEB1	3.76307424843697
ZG16	3.56168778003466
ERG	3.85009391408533
PARN	7.23750743527737
SOD2	5.42147277571486
JOSD3	7.34778652159104
ADAM5P	3.25227837107454
CHD9	6.8142805729706
hCG_40738	3.83544337926947
STK16	5.57764088236647
PDE1C	3.65895823224603
SEMA4D	4.93837696740589
AGPAT1	5.93643198315062
TOB2	6.14546917986047
BANK1	4.97188976898202
MAP3K3	5.06825575580495
MAX	5.62412208697533
GRM2	3.96540612643169
OSBPL8	7.22454477484932
PROSC	5.68574577010122
NR4A2	8.07873359696299
RICS	3.61880062352744
PIR	5.13487874603273
PPCS	8.8369934118708
IPO9	6.19044111449379
LONP1	7.43852106402535
EVC	4.45003459324966
CXCL13	4.13900418281489
SCYL3	5.53249742488495
KIAA1199	5.95192648511315
SORL1	7.35669737528183
NAT10	7.14250317302023
CHD1	6.21146235970995
SYN3	3.92921442556438
DMC1	3.95158905115903
SLC22A2	3.84718937492160
SERPINF1	7.83718499124754
C20orf27	6.44961693692677
OR7A17	3.20162844744474
RPS6KA5	4.51075740835913
LHB	3.47151955927406
TAOK3	4.99436267398374
STK25	5.31524079387302
SLC12A4	3.64470072131962
BRCA1	4.22386148599655
GBL	5.52290605956836
C14orf108	8.32162785073177
CDC25B	7.17977290179377
BMP3	3.44076349760038
MAP1LC3C	3.09474491341571
TMEM180	3.28867953448015
CRYGC	3.52143402392486
SLK	5.30223993641156
POU3F1	3.22050291329467
C20orf32	3.89856651549552
USP52	6.13974977501902
HIGD1B	3.93141788999242
BAZ1B	6.87919788690415
USP6NL	5.42435917687123
SLCO2B1	4.25354398383284
ABCD4	5.02363135848852
DIMT1L	6.20708821902622
SLC25A46	7.20731317004344
LARP7	7.65882947985574
TEK	3.51931602778645
CD160	3.62671332479237
TERF2IP	8.44378470828903
PHF20	6.28017620480568
COL1A1	7.85177334213661
