Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H02_516290
Composite Element REF	Signal
AACS	6.53262024479538
FSTL1	6.73861575232015
ELMO2	5.47506940195257
CREB3L1	3.72432263802506
RPS11	9.68326761440632
PNMA1	8.64764605290131
MMP2	5.36546488975503
SAMD4A	3.80447246521755
SMARCD3	8.19278328088041
A4GNT	3.64521270133104
C9orf39	3.04063286938805
PKNOX2	3.87865706497352
RALYL	3.53699439368498
ZHX3	4.37620953279593
ERCC5	4.91453240024415
RXFP3	2.98048164429149
APBB2	4.10081342020247
BBOX1	7.54429260562649
PRO0478	3.10385429183519
GCSH	7.92615978799038
XDH	3.81759470566939
EDN1	3.72550761766145
MTERF	6.58273544182556
PDCL3	7.11529135835014
CLK4	5.68213198559608
KCNG1	3.84104686513819
CXCR4	9.17503673736197
DECR1	7.28887086052716
SALL1	3.15395923881558
PTPRR	3.53993464735792
CADM4	3.35592582724598
IRAK1	7.07052110972092
CFHR5	3.69646456959055
HNRPD	7.47368605783434
TMSB10	12.0910850603749
CXCL3	4.16061130258066
LMAN1	3.74754416759974
SUHW1	3.43676351023867
CHD8	7.13724258683768
SUMO1	7.50123840731895
GP1BA	3.45040228758508
OR7A10	4.03493141691143
DDB1	7.8489483829386
CHRNA10	3.50251632471054
STYK1	3.8052122951881
MYO9B	4.04153616998899
CCNI	10.2984771155693
MMP7	9.37736438691541
EP300	5.4730033669736
CRNKL1	6.15825218482941
C9orf45	2.87291925361537
XAB2	4.12497052545692
RTN1	4.08600126027354
HIC2	3.77412770180549
TBX10	3.59106836043498
CENPQ	4.08995278063813
UTY	3.18859865472734
OR2W1	2.86078701401516
ATP5G2	10.6609130502610
ZEB1	3.23989871571156
ZG16	3.39678963282687
ERG	3.65915994300634
PARN	6.29965144053273
SOD2	6.60668770697322
JOSD3	6.55819833944281
ADAM5P	3.17780151583608
CHD9	5.6542011498808
hCG_40738	3.57784702922376
STK16	4.7100195023375
PDE1C	3.50145333498657
SEMA4D	5.01232189757297
AGPAT1	5.43384569917764
TOB2	5.36391657183176
BANK1	4.73480563018122
MAP3K3	5.43034369101503
MAX	5.20209870772101
GRM2	4.50628941905049
OSBPL8	6.84499982608315
PROSC	5.30067206516549
NR4A2	5.04075843593847
RICS	3.88473405496217
PIR	4.05109125264978
PPCS	8.48520320782544
IPO9	5.78971491767603
LONP1	5.7445151413004
EVC	3.56344767007806
CXCL13	6.12694703721002
SCYL3	5.46387630136442
KIAA1199	4.53511148036149
SORL1	6.75140451256065
NAT10	6.56491095994244
CHD1	5.69195059887111
SYN3	3.34101789099738
DMC1	3.9366142178372
SLC22A2	3.36885304531265
SERPINF1	5.26551532830765
C20orf27	5.14489485210905
OR7A17	3.16208625390697
RPS6KA5	4.8577558107514
LHB	3.35646540343416
TAOK3	4.63133272608738
STK25	5.56786186844616
SLC12A4	3.70249854763281
BRCA1	3.77452407651632
GBL	5.43931831088625
C14orf108	8.2686008214898
CDC25B	6.53821605301047
BMP3	3.45735457502816
MAP1LC3C	3.54543846157322
TMEM180	3.93396910913929
CRYGC	3.80839361809187
SLK	5.40851750171262
POU3F1	3.39649242161249
C20orf32	3.98240230091219
USP52	5.1610022169586
HIGD1B	4.43621845087563
BAZ1B	6.27730045578569
USP6NL	4.64991320636107
SLCO2B1	4.04462757994538
ABCD4	4.50841718133412
DIMT1L	5.937434168791
SLC25A46	7.53808056156364
LARP7	6.88017212654013
TEK	3.45508548750258
CD160	3.97892783152753
TERF2IP	8.3629375977124
PHF20	5.16037033209893
COL1A1	5.58641467904839
KIAA0090	6.01110796652474
GTPBP1	4.28732389851694
GRK5	3.67393486988536
AP1S2	4.63122624580729
RAB33B	5.69275170136812
CA11	4.87018125975818
ALDOC	5.08197600754615
NUDT1	4.79031955909398
ZNF212	5.33339464925485
ACBD3	6.25475429024854
ZNF83	6.58686280348509
PRDM2	4.88578954493155
GDPD5	4.34076817443992
PDCD4	5.17260925394701
CEP350	5.16295151484979
FOXP3	3.56950751690372
SMYD3	5.80325453762776
CST7	4.66478959007848
SELL	4.05081384218321
CIAO1	6.22014698916738
LGI2	3.82411075455635
WDR45	5.48153142364746
ANKRD6	8.0127917742251
LTBP4	3.61614631404837
PSCD3	3.51053758473156
PYY	3.28144136207687
KCNC1	3.28117871059771
SIRT6	4.24862251798903
CCL19	3.6901472096617
ARHGEF9	4.09393185967254
ABR	4.08570374234837
C10orf22	6.46308577715803
STK17A	4.39246338771683
FOXE1	3.40302503018066
GML	3.35048629410824
CNGA3	3.15353177656968
CD38	3.81948448458654
ZDHHC6	6.9572383699553
NEFH	6.69655742815998
PGBD5	3.50787410533436
CTDSP2	6.95007153485066
RMND5B	5.69532409738061
ZNF257	3.92151954548998
DUSP4	4.42334625882240
FLJ22167	6.12235012781806
EXOSC7	6.31244662881567
ROR2	3.71846974674642
FOXM1	5.30487057582629
ZBTB48	4.85660903635706
BUD31	8.15805521192668
MAOA	3.97349356846274
CCDC41	4.17365152004190
TNNT3	4.05404201352138
FBXO11	5.22791114387891
GYPC	4.72548868728193
PLIN	3.48635901587429
RFXAP	3.44419558700606
C6orf15	3.83087028506789
RNF4	7.75935142451384
F8A1	7.14682671979893
PPP1R3D	4.06521708268687
GRB2	7.41846297843245
TPM3	3.53393588997872
SYT13	3.89585305682135
EPB42	3.94627833248909
RP5-1077B9.4	4.93794676067178
EIF1	10.1764944345962
CETN3	7.41220052363788
FPGT	4.41275369779273
PRY	3.49104471959726
NTHL1	5.13864975479237
POLR2B	7.69862137757659
RPS28	11.1432972584236
GDF10	2.99999673232593
COQ9	8.2411790136755
P2RX3	3.20710639517914
GCC2	6.17700170994774
RARRES3	7.8767730330805
PLXNA1	5.20311451479368
WBP4	4.13425866105675
KIAA0100	4.90626343349565
PMF1	7.3091789203205
HS2ST1	5.2788070226114
CRELD2	5.23302247511723
C8G	3.05978607175489
CD82	5.41450317923578
PMM1	4.93997361504393
CBLL1	4.59808272263367
LIM2	3.47590483144793
VAX2	4.05576450637322
SETDB1	5.29236278077879
LRAP	3.06291571847843
GCLM	6.45250846076263
CPEB3	4.25030882832598
PPM1A	6.02426973470439
INTS1	3.80334934491732
MMP16	3.25582747398738
CAMTA1	3.70141064353081
SAMSN1	4.87693664612834
DRD3	2.98933905827278
GMPPA	4.63965402938873
C11orf73	4.57610751164233
AIPL1	3.87523133125816
PTP4A2	9.06784019426655
IL24	3.46873738534909
BDKRB1	3.10476941524117
HPCA	3.74775086807309
MLF1	6.53839368860119
SEC14L1	5.97659261541013
CHFR	4.85116417591142
EMILIN1	3.24754613224278
THADA	4.66787177836194
TAF12	4.7918606013421
NDUFS4	8.27479700301724
ID1	4.30084491459727
PIK3CB	3.88087975053668
COL18A1	6.65265999070445
PDZD3	3.14000576388817
TBC1D17	4.59907062607854
COX8A	10.6794901935933
CDCA4	6.90426655302002
C2orf44	4.2103507429541
C9orf16	7.61660077853755
ERBB2IP	8.09881809816045
EMX2	7.9570263865906
FUS	5.66682926152681
NIPSNAP3B	3.69374131652502
TF	4.29568739181662
CXorf56	5.11841549700295
CLCN4	3.77407148460052
PWP2	4.99073458464349
MMP15	4.39303033581383
MTMR14	5.84501562385768
NPR1	7.38313313935947
DNAL4	4.82647614063395
ELAC2	4.43072779336161
ASS1	10.7669568880125
IPP	4.80538521203975
TMEM59	9.9779265643621
POLR2J	9.07036256386681
SEC23IP	4.97178866664599
RGS4	3.84691966376841
UQCRC1	10.1980539487864
SNX6	7.70942442045174
DDX18	6.34960060842277
POLG	4.37469300426604
ADAM23	4.17621104960221
ZNHIT2	4.5576326733871
TFR2	3.54570086652214
NCDN	4.39511896808871
RAG1	3.76073537606073
POMT1	4.69326414383214
CYP1A1	3.50130486943522
SNAPC1	5.60602153733775
GNA11	4.70996041523686
CCDC52	3.15959606130526
CAPN1	7.32445334058113
DDHD2	4.93205260247169
UPF3A	4.59559429422008
LAGE3	5.53343133078669
GNRHR	3.27752422837924
UNC13B	5.23539679782257
TTLL4	4.44856401227879
PPBP	2.96173405702115
HTR3A	4.10938369536916
SDC2	5.6614536705933
ANKRD49	6.52160642985532
BTF3	10.0860218379485
COX7A2	11.0479642690971
SARS	8.21736773365481
C13orf18	3.90614523666961
CACNB1	3.87757687187193
QKI	5.67679761749888
SETMAR	5.64016272703508
LAMB4	3.30838347367805
MAN2B1	7.05908778249584
EML3	4.68910456437488
ACADL	3.4668203026627
OFD1	7.03226488090112
CGA	3.73645034533594
EIF3EIP	9.8237747046928
PEX16	5.02415676234812
GNG12	7.5193687036336
HABP4	4.88723884006603
CNTN2	3.65449061008146
ASNSD1	6.89022938858653
FUT4	3.94231287724714
DBH	3.71445190829031
CD53	6.66527768251484
HIST1H2BJ	3.37695057885732
TFAP2B	3.53370650196561
ACF	3.55594346808344
TMEM11	5.84598154447772
CDH8	3.85638287778188
C3orf32	4.80269571820332
AGPS	4.52149081592318
C4orf18	3.21681911227338
PCCB	8.90143859238066
IPO13	5.03218566638535
PECI	7.06436204673973
UNG	7.68557362035795
C6orf105	4.02952482982297
GSTP1	9.0126905147628
SUV420H1	5.3451324598827
ARHGAP15	4.00364194739952
LTBR	5.88418868909757
TDRKH	3.19070785518245
PSG4	3.26564909501509
SLC9A3R1	6.04393442510008
NBPF3	9.40405374133405
SLC9A3	3.37848101001708
OSBP	6.30207171782524
PRR5	3.85985370212080
CHMP7	6.07883553645241
ADRA1A	3.29773129137519
ASAH1	6.44041310939544
FKBP4	5.89549891970166
ZNF350	5.36844344943503
DOM3Z	5.18286577288047
GIPR	3.63164101934517
AHI1	4.28119866586373
BST1	4.04236241861233
NCR2	3.69888818273095
NADSYN1	5.52851766167039
UBE2W	5.27096923631954
RGS14	4.08522006376355
KRT15	3.6070581074462
SCN11A	3.59246718866428
GFI1	3.75480311354139
FHL1	3.88600388190425
SMC6	5.14404016888953
GATA1	3.73016815789908
OSGEP	6.11595852979241
ARMC6	5.2384789428053
HK3	3.61243040436814
PSMD5	6.48960483924905
RSU1	6.57803459842037
RPL4	11.1311052355614
MAD2L1	7.26384885771436
RBPMS	5.16761767258632
EIF4A3	9.60877685318583
E4F1	5.3980261578441
DLEC1	3.29777354453308
PRPF3	4.87935982283284
EMR1	3.43704174280212
CHMP2B	5.97480465800045
CAMSAP1	4.14567192064728
RPS21	9.22117245039584
XCR1	3.53619313638034
ARID5A	4.10277507642811
RBM6	5.67775060574555
UBE2N	7.97716460861889
KLF4	4.16620002087342
MGC4172	4.28789580430885
LMO4	7.240030946892
KLKB1	3.33574730178997
HDAC3	6.04182840135568
HP	4.58279078989774
SCHIP1	5.56582354304083
BTK	3.88336307469816
KRCC1	7.51908370315443
PRND	3.14897736207098
C6orf27	3.98734746682402
PIGL	4.2618514542641
CLCA1	4.18331341058823
C1orf112	4.71143707730936
OLFML2A	3.91975133811891
HUS1	4.95528229930715
SFRS6	7.27270068290831
CXCR7	4.81565496082897
UIMC1	5.63334327229487
FXYD2	3.71091770669824
GOT2	8.34563264247306
ZNF667	4.73964537961228
TFEC	3.80348681427553
ATP7B	4.44606392469151
RAB38	4.93192108485355
POLD2	6.87804679537393
PPM1H	5.3457566122044
DCX	3.52106757791911
NFYC	5.38837603248396
ZNF228	3.87612935831424
KIN	4.83412785461368
PLSCR4	5.86147704156074
HIST1H4I	4.16602191166109
PPARGC1A	3.46907350763050
HIG2	7.20696291652836
KCNK10	4.1746544838138
EXOC1	6.62445535237741
OR6A2	3.82668967889571
ETFA	7.06443902072977
PDAP1	4.64152326546066
C19orf6	3.43022282437471
POLRMT	4.1609597614924
ZNF146	7.44136054550282
MIA2	3.37150122151659
LY6G6E	3.38750765849373
EIF4E2	8.15570147937623
NENF	5.08912780526473
HOXB5	3.76159992569678
ZNF324	4.69932907658521
CUGBP1	4.60660943641047
ENTPD7	3.96123037897674
TTC13	4.84760975988554
GJB5	3.12391867614654
PRSS22	4.23720441626308
CYP3A5	3.44588515405843
MBOAT5	4.75496668844638
CUL4B	4.72208873901534
CENPJ	3.76643973866365
KIAA0664	6.61717911342228
PITX1	3.46614481221169
PDGFRB	4.74989673342914
RDX	5.45575702078729
CELSR3	3.98696233753625
JUND	6.231464374014
ITSN1	4.15515947534501
CHRNB1	3.76219243146807
EHBP1L1	3.42613919390402
C19orf2	6.27823930171687
FETUB	3.09188923058554
CAMK2B	3.39466613599703
DCTN1	6.41841433616052
TNKS2	6.24103786542476
MRTO4	7.19974587198064
C1QBP	6.44911425434034
TTC3	5.04108592761728
NDUFB8	9.7290364952082
CADPS2	3.64366388659655
EDG2	4.41214818013068
MYF5	3.33775772095773
SEMA3G	3.38410957908270
IL23A	3.68756630563343
GJA9	3.44122907176272
R3HDM2	5.20562831370409
