Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C08_458632
Composite Element REF	Signal
AACS	6.04892965925135
FSTL1	8.86716635663904
ELMO2	5.38219377854975
CREB3L1	4.30714354090347
RPS11	9.57454121298832
PNMA1	8.76714900280695
MMP2	8.58599883983181
SAMD4A	4.02680151117199
SMARCD3	7.09586233594299
A4GNT	3.84088959659169
C9orf39	3.41225028051983
PKNOX2	4.51462184309898
RALYL	3.13655155155517
ZHX3	4.36746647686836
ERCC5	5.614930302009
RXFP3	3.05260585928562
APBB2	4.04215615135995
BBOX1	5.05785856009506
PRO0478	2.84210102421437
GCSH	7.08591554380832
XDH	3.63866746821231
EDN1	6.83467839379363
MTERF	6.06539148067665
PDCL3	7.04764765343256
CLK4	6.59090919745467
KCNG1	3.31525309587687
CXCR4	9.61082491410944
DECR1	8.76402186169597
SALL1	2.88888145537355
PTPRR	3.32336240490296
CADM4	3.18910365369078
IRAK1	8.99700413548426
CFHR5	3.2903253193311
HNRPD	7.56574929810896
TMSB10	12.1663935862438
CXCL3	4.70997986588416
LMAN1	4.87793038166717
SUHW1	3.36583516055872
CHD8	6.17314840377157
SUMO1	7.54465827026583
GP1BA	3.42136901435157
OR7A10	3.61639089678283
DDB1	7.90010496694323
CHRNA10	3.44238469310447
STYK1	3.47829292003758
MYO9B	4.20818642221332
CCNI	9.77952710368822
MMP7	8.59503240252611
EP300	5.04700605659516
CRNKL1	5.34062883581197
C9orf45	3.45192393056923
XAB2	3.85795993006427
RTN1	4.06556470719592
HIC2	3.85822597250896
TBX10	3.73067111067485
CENPQ	3.84714300846130
UTY	3.27781776198545
OR2W1	2.93434929731533
ATP5G2	10.1120996551380
ZEB1	4.18870700223427
ZG16	3.5531224339221
ERG	4.07660376002265
PARN	7.10095807123581
SOD2	6.41744217633345
JOSD3	7.6473249102737
ADAM5P	3.2597020366439
CHD9	5.69013388544628
hCG_40738	3.53369521575171
STK16	5.08554377679557
PDE1C	3.58152379766102
SEMA4D	4.53262274150991
AGPAT1	5.62672591119667
