Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_D04_543766
Composite Element REF	Signal
AACS	6.80156351701046
FSTL1	7.9381574370815
ELMO2	4.54990555509866
CREB3L1	4.46355542920348
RPS11	9.8527591297321
PNMA1	7.74867338666789
MMP2	7.28834342059967
SAMD4A	3.57022145412507
SMARCD3	7.30974916706866
A4GNT	4.14378349392199
C9orf39	3.16811675144183
PKNOX2	4.60157573937151
RALYL	3.60040398358048
ZHX3	4.09946307211448
ERCC5	5.5608510417169
RXFP3	3.21061977303153
APBB2	3.55724702416293
BBOX1	4.31515094459657
PRO0478	3.01175583058400
GCSH	8.41820005901009
XDH	3.84729500840545
EDN1	4.27390000974302
MTERF	6.75935386293072
PDCL3	7.24989018347696
CLK4	6.33681380063382
KCNG1	3.56786337673428
CXCR4	6.08929723525133
DECR1	8.09390527102313
SALL1	3.32491584609849
PTPRR	4.10962552307003
CADM4	3.39562173032130
IRAK1	7.94791619054606
CFHR5	3.15524225608654
HNRPD	7.13475108483525
TMSB10	11.9645667612833
CXCL3	6.27413895908324
LMAN1	4.032524862314
SUHW1	3.42259415497833
CHD8	4.93967937129212
SUMO1	8.09867098380836
GP1BA	3.57669584810365
OR7A10	3.73309147545308
DDB1	6.8288876147952
CHRNA10	3.77971805284870
STYK1	3.46042589851283
MYO9B	4.01168691181376
CCNI	10.7635742694955
MMP7	9.88907722521899
EP300	5.55091678044714
CRNKL1	6.76753558029202
C9orf45	3.48825890933232
XAB2	3.67033954006525
RTN1	3.82836721083606
HIC2	3.69217553146619
TBX10	3.74257157286175
CENPQ	4.65937991935205
UTY	3.20666593147587
OR2W1	2.99576594346139
ATP5G2	10.9958846104151
ZEB1	3.50515553345574
ZG16	3.71296689409761
ERG	3.76474091912154
PARN	6.21383740557953
SOD2	4.50233312323565
JOSD3	9.40770123116188
ADAM5P	3.44472551094819
CHD9	6.30504890883561
hCG_40738	3.62167474230726
STK16	6.25098086436579
PDE1C	3.63709170165915
SEMA4D	5.43879134505588
AGPAT1	5.76527678979301
TOB2	5.43018491585562
BANK1	6.31699808789054
MAP3K3	4.95124984827701
MAX	5.48556499632919
GRM2	4.05281478302756
OSBPL8	6.92670082861757
PROSC	6.52333785273562
NR4A2	5.23165201504297
RICS	4.69021052465165
PIR	5.08583986927462
PPCS	8.96314761986176
IPO9	5.21834417183167
LONP1	5.35555139110766
EVC	3.56130752578602
CXCL13	4.02488450101537
SCYL3	5.55710816520228
KIAA1199	2.9174735168627
SORL1	8.4606898577204
NAT10	6.40506951070059
CHD1	5.96251594186292
SYN3	3.617247731146
DMC1	3.81808291707791
SLC22A2	3.9597892049275
SERPINF1	6.03556447801397
C20orf27	5.1888835399328
OR7A17	3.1945099483848
RPS6KA5	4.28048406702657
LHB	3.64070180152056
TAOK3	4.15019058248586
STK25	5.30948440298619
SLC12A4	3.57714965247359
BRCA1	3.95695134782271
GBL	5.68550849749134
C14orf108	7.28227852752465
CDC25B	5.85402305376684
BMP3	3.43955344248021
MAP1LC3C	3.3681576624678
TMEM180	3.44601405799271
CRYGC	3.59077034367055
SLK	5.44687669820858
POU3F1	3.41237124074338
C20orf32	4.03295643563371
USP52	5.78302549475433
HIGD1B	3.77741295283487
BAZ1B	5.60533245060762
USP6NL	5.40996784077963
SLCO2B1	4.05237501311339
ABCD4	5.03856404668145
DIMT1L	6.51216283579868
SLC25A46	7.80392278633738
LARP7	7.33372302346841
TEK	3.58699046999412
CD160	3.88469279174488
TERF2IP	7.53046896858832
PHF20	5.0749471299453
COL1A1	6.40235048304601
KIAA0090	4.40847046658557
GTPBP1	4.26066804872094
GRK5	3.61688790026448
AP1S2	6.4108823107824
RAB33B	4.65798794929
CA11	4.35482697245646
ALDOC	6.6550575608569
NUDT1	4.68630035888666
ZNF212	5.0970234350827
ACBD3	7.10915761277669
ZNF83	6.73787777688182
PRDM2	4.25710062780746
GDPD5	4.69770297029414
PDCD4	5.84110658044956
CEP350	4.92808910482548
FOXP3	3.44764159952187
SMYD3	6.1477080093149
CST7	4.42815490916474
SELL	4.19787088279281
CIAO1	5.99578897044312
LGI2	3.97217751672869
WDR45	6.5246935468273
ANKRD6	6.43433807466439
LTBP4	3.55820277791112
PSCD3	3.29001926892194
PYY	3.31253553878841
KCNC1	3.21963368969690
SIRT6	4.17281142060159
CCL19	3.88648186057234
ARHGEF9	4.3945847628849
ABR	4.63372351965008
C10orf22	6.76559062952554
STK17A	5.53176873205528
FOXE1	3.29249646849315
GML	3.42458638001439
CNGA3	3.27403954389753
CD38	3.46878448446406
ZDHHC6	7.24383395526374
NEFH	3.48794733934151
PGBD5	3.26934387493619
CTDSP2	6.89501189698007
RMND5B	5.0688909251062
ZNF257	3.95240080424212
DUSP4	8.8268235848139
FLJ22167	7.06483468116953
EXOSC7	6.55697291681793
ROR2	3.76651242976295
FOXM1	4.20936054778992
ZBTB48	3.96272985570432
BUD31	8.01388199401691
MAOA	4.63602780201028
CCDC41	4.21882216816099
TNNT3	3.58822464573052
FBXO11	5.01360670522307
GYPC	6.56855400699703
PLIN	3.64371991804513
RFXAP	3.62974647812687
C6orf15	4.06367814660435
RNF4	7.58290790952272
F8A1	7.70980238214948
PPP1R3D	4.09091777798012
GRB2	6.71099692700258
TPM3	3.20379172057861
SYT13	3.90004709149078
EPB42	3.64763123250732
RP5-1077B9.4	4.72202180307458
EIF1	11.6198044409424
CETN3	8.53711777954048
FPGT	5.74219891316872
PRY	3.61093392426690
NTHL1	5.85454760255668
POLR2B	8.3446132778354
RPS28	11.9527169007630
GDF10	3.01021238755887
COQ9	7.93187673213782
P2RX3	3.03940337851562
GCC2	7.45331786394235
RARRES3	7.81072577199049
PLXNA1	5.29684928903794
WBP4	4.69583201719778
KIAA0100	5.94615283625722
PMF1	5.9763197333791
HS2ST1	5.47144178743758
CRELD2	6.60984288838447
C8G	3.04653237340728
CD82	5.53625954928146
PMM1	5.15432167085608
CBLL1	3.73035020309895
LIM2	3.56347688059978
VAX2	3.78131808686871
SETDB1	5.23355253682733
LRAP	5.75373457949675
GCLM	5.58204697320501
CPEB3	3.24125874905733
PPM1A	5.65701679519328
INTS1	4.04538089968733
MMP16	3.17042037929164
CAMTA1	3.09058638531218
SAMSN1	4.68096821493002
DRD3	2.91690677839620
GMPPA	5.40917233569785
C11orf73	6.34497079411257
AIPL1	3.87984103551173
PTP4A2	8.63145662859504
IL24	3.43904115136227
BDKRB1	3.31158937750225
HPCA	3.61405669571216
MLF1	6.77096890335662
SEC14L1	7.10720829400265
CHFR	4.54663968970149
EMILIN1	3.46242051818763
THADA	6.43775384993122
TAF12	5.69673676093594
NDUFS4	9.3618986748928
ID1	6.06757517642013
PIK3CB	3.63694859602181
COL18A1	6.70825720428782
PDZD3	3.34628255305384
TBC1D17	4.060814323036
COX8A	9.78421447588078
CDCA4	6.25858989842637
C2orf44	4.13844133733047
C9orf16	8.2323625153672
ERBB2IP	7.53453110706586
EMX2	8.22341358765915
FUS	5.31302832197481
NIPSNAP3B	3.71921552057002
TF	3.31979407006311
CXorf56	4.95915570058229
CLCN4	3.7017505298696
PWP2	4.50221437585773
MMP15	4.05415515452992
MTMR14	5.48255970731696
NPR1	5.4948194588626
DNAL4	6.53862683172603
ELAC2	4.61676655344388
ASS1	10.9182145946507
IPP	5.30404920770877
TMEM59	10.0441170860385
POLR2J	8.56022459816725
SEC23IP	5.4546503416591
RGS4	4.04080658639035
UQCRC1	8.93599490350951
SNX6	8.08754846583624
DDX18	7.11708248321649
POLG	4.62991386131557
ADAM23	4.26330359089545
ZNHIT2	4.20440636729817
TFR2	3.6769919013743
NCDN	4.08612925836828
RAG1	3.2891345081978
POMT1	4.02170114951811
CYP1A1	3.22877774428531
SNAPC1	6.85804912237047
GNA11	4.51566386996675
CCDC52	3.07931452303624
CAPN1	6.57565718739997
DDHD2	6.56306136058056
UPF3A	5.66396520668665
LAGE3	5.36866058303401
GNRHR	3.24026479747999
UNC13B	4.6068472844463
TTLL4	4.27365945588087
PPBP	3.06718831065990
HTR3A	3.14329367683050
SDC2	7.84650452940502
ANKRD49	8.0175613193581
BTF3	11.1990778503245
COX7A2	11.0338966401463
SARS	9.00139685456729
C13orf18	5.58205076447235
CACNB1	4.00552758251824
QKI	6.04821445114005
SETMAR	6.408230861655
LAMB4	3.19301257955381
MAN2B1	6.90669511835061
EML3	4.76384786520523
ACADL	3.33573312917129
OFD1	7.42507116544654
CGA	3.43780362205525
EIF3EIP	11.4053084724675
PEX16	5.34596798580311
GNG12	8.25567017743316
HABP4	4.37965665257494
CNTN2	3.27876874675759
ASNSD1	8.17093804390178
FUT4	3.96926143812754
DBH	3.34739698965521
CD53	7.0437322199963
HIST1H2BJ	3.34081556823540
TFAP2B	3.29934778164454
ACF	3.73652187949269
TMEM11	6.50770355833559
CDH8	3.52886767802452
C3orf32	3.84237796828415
AGPS	4.39887165969968
C4orf18	3.5004990984232
PCCB	6.08369015726679
IPO13	3.70395277366643
PECI	6.6496328024845
UNG	7.03117466871904
C6orf105	3.6467315141524
GSTP1	8.73451127587614
SUV420H1	6.52154149550234
ARHGAP15	3.67593248925287
LTBR	5.98926316916712
TDRKH	3.14154058805989
PSG4	3.06787990172542
SLC9A3R1	6.53937360699603
NBPF3	8.47587577147232
SLC9A3	3.53525971174401
OSBP	6.07788604789072
PRR5	4.5185138934157
CHMP7	4.81730164094255
ADRA1A	3.04753450013636
ASAH1	7.07066784738207
FKBP4	6.24165968720825
ZNF350	4.08677409880617
DOM3Z	5.03284346903857
GIPR	3.59096263433004
AHI1	4.93515371662274
BST1	5.41000900244578
NCR2	3.66097494203579
NADSYN1	4.53759072016119
UBE2W	6.1780829164964
RGS14	4.21421683092728
KRT15	4.14436620010349
SCN11A	3.85065308235556
GFI1	3.67331392856061
FHL1	3.95690137887502
SMC6	5.16551183360964
GATA1	3.72863530990181
OSGEP	5.28595189416107
ARMC6	5.17449433076103
HK3	3.40307731555225
PSMD5	7.29640598495506
RSU1	6.70017510518185
RPL4	12.4708234328012
MAD2L1	7.64100710679703
RBPMS	5.69847163567345
