Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E06_586162
Composite Element REF	Signal
AACS	6.83616971586457
FSTL1	8.19012563374506
ELMO2	6.01187813623617
CREB3L1	4.25409569108270
RPS11	10.218571365469
PNMA1	7.177044152318
MMP2	7.41570966584772
SAMD4A	4.20674446783945
SMARCD3	8.06007496002021
A4GNT	3.98114506072524
C9orf39	3.33290795565445
PKNOX2	3.74471878654104
RALYL	3.41836787997288
ZHX3	4.51652974757427
ERCC5	6.99074410460217
RXFP3	2.90717307811922
APBB2	4.38989072244445
BBOX1	7.68031155118974
PRO0478	3.06716352276649
GCSH	9.78025149457705
XDH	5.83833778108363
EDN1	5.02491036415208
MTERF	6.57233281121284
PDCL3	6.95145156531827
CLK4	7.10976084599922
KCNG1	3.43189325605219
CXCR4	5.52444199948156
DECR1	8.75056347428796
SALL1	3.04537273346996
PTPRR	5.41239346737376
CADM4	3.34687023794511
IRAK1	9.45508109654783
CFHR5	3.27498150856084
HNRPD	7.57794196901485
TMSB10	12.0651766443269
CXCL3	3.82513814046165
LMAN1	4.47058539984373
SUHW1	3.40602719709936
CHD8	5.6851674366401
SUMO1	7.59969404948137
GP1BA	3.29495764656954
OR7A10	3.8315698387316
DDB1	7.67784607421786
CHRNA10	3.85670600487792
STYK1	3.36010173780263
MYO9B	4.61206824460059
CCNI	8.98825006584227
MMP7	10.0752680955588
EP300	7.09801360412232
CRNKL1	6.4403417540986
C9orf45	3.20911776520548
XAB2	4.47194642346381
RTN1	3.7858711805665
HIC2	4.33222029792044
TBX10	3.54089767980577
CENPQ	4.89045206622897
UTY	3.10261987582852
OR2W1	3.05841046071292
ATP5G2	10.3711014192697
ZEB1	4.24322977969599
ZG16	3.43846129081960
ERG	3.8369621213648
PARN	7.30129299802583
SOD2	5.09302031462764
JOSD3	8.23810963703092
ADAM5P	3.31301835444092
CHD9	6.73334070607518
hCG_40738	3.79962065812074
STK16	5.0502515529962
PDE1C	3.71248543866545
SEMA4D	4.4581868029088
AGPAT1	6.1692803428944
TOB2	7.16575302013007
BANK1	3.24275253604667
MAP3K3	5.56896331093774
MAX	5.13274414522212
GRM2	3.64173701861312
OSBPL8	7.01371318143776
PROSC	5.49246861703419
NR4A2	5.14623770279928
RICS	5.59450343699844
PIR	5.21406783052691
PPCS	8.7121162629852
IPO9	6.27011578268076
LONP1	6.83954058844295
EVC	4.22671748682573
CXCL13	4.09354087658181
SCYL3	5.2752265318343
KIAA1199	6.58591691797587
SORL1	9.30807970256864
NAT10	6.61250689744247
CHD1	7.15222665356883
SYN3	3.42367914771054
DMC1	4.19287837504196
SLC22A2	3.68890987795166
SERPINF1	7.24235655395357
C20orf27	6.31558728321874
OR7A17	3.10729483023601
RPS6KA5	5.09342223916007
LHB	3.38210074577656
TAOK3	5.04342502088538
STK25	5.50178969508504
SLC12A4	3.69926616052425
BRCA1	3.75903134652313
GBL	6.12223099186108
C14orf108	7.91913774663592
CDC25B	7.24055523780321
BMP3	3.25775800078489
MAP1LC3C	3.32504531558586
TMEM180	3.23631906695586
CRYGC	3.40592945808376
SLK	6.4588958088284
POU3F1	3.01712426555816
C20orf32	3.66540954760253
USP52	6.89834158065908
HIGD1B	3.71260413843857
