Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_B02_543616
Composite Element REF	Signal
AACS	6.73375847685422
FSTL1	8.71311346054566
ELMO2	5.57316823607637
CREB3L1	4.3995602209591
RPS11	9.78027342496673
PNMA1	8.0409080648927
MMP2	8.2578598387419
SAMD4A	3.89649325953727
SMARCD3	8.08851248422004
A4GNT	3.88247877617338
C9orf39	3.34292606845166
PKNOX2	5.09348994105783
RALYL	3.35664190422626
ZHX3	4.24669740373139
ERCC5	5.29987191300946
RXFP3	3.15600482010066
APBB2	4.15053273547398
BBOX1	7.32008326184106
PRO0478	3.02588488051505
GCSH	8.78879010901633
XDH	4.01727398668741
EDN1	5.71539386531488
MTERF	6.40373215288517
PDCL3	7.38813937451325
CLK4	6.61725860653135
KCNG1	4.18472373489536
CXCR4	9.36616450691632
DECR1	8.13631701234421
SALL1	3.28044130444648
PTPRR	4.5672276676215
CADM4	3.23446692186777
IRAK1	8.58831101223212
CFHR5	3.22288361843422
HNRPD	7.64200849127243
TMSB10	12.2146428426874
CXCL3	5.17242613516813
LMAN1	3.91007339327217
SUHW1	3.75396711419589
CHD8	5.94563449079322
SUMO1	8.37807625625048
GP1BA	3.33465628445542
OR7A10	3.72166246455333
DDB1	7.4282013069029
CHRNA10	3.66117658855671
STYK1	3.69415487321106
MYO9B	4.06677359091943
CCNI	10.8601088787096
MMP7	10.5273733168372
EP300	6.96119107003162
CRNKL1	6.84348588415516
C9orf45	3.18148032157533
XAB2	3.80738646824466
RTN1	3.65629326561382
HIC2	4.22755836494088
TBX10	3.45337225181528
CENPQ	4.13736908959283
UTY	3.04390206084167
OR2W1	2.8290707864063
ATP5G2	11.0115690257902
ZEB1	3.67378254350695
ZG16	3.42101041515393
ERG	3.40887222415706
PARN	7.20336458323735
SOD2	5.34255271857626
JOSD3	8.07065785790314
ADAM5P	3.23793595919540
CHD9	5.8982017860093
hCG_40738	3.88255387214379
STK16	5.90587678011103
PDE1C	3.65108301392787
SEMA4D	5.13972105148247
AGPAT1	6.73976958996796
TOB2	6.99153473424256
BANK1	5.07324887305153
MAP3K3	5.7030957530873
MAX	5.3277838301994
GRM2	3.65879897845211
OSBPL8	6.97545651996538
PROSC	6.15706577928412
NR4A2	4.05673874758791
RICS	4.98849036308234
PIR	6.03367806995749
PPCS	8.28199184103075
IPO9	6.65275702458931
LONP1	6.46304136124312
EVC	4.74058637225833
CXCL13	5.44875807625568
SCYL3	6.106308935979
KIAA1199	5.76905623103086
SORL1	7.77045389616961
NAT10	7.29490970338677
CHD1	5.65948238203076
SYN3	3.63759400730151
DMC1	3.85575284730526
SLC22A2	3.68496783212048
SERPINF1	8.20849247146744
C20orf27	5.6782114407879
OR7A17	3.20440487466732
RPS6KA5	4.33123556415332
LHB	3.38841991703552
TAOK3	5.46442572116845
STK25	5.79707391037376
SLC12A4	3.58250024625227
BRCA1	3.82938934505247
GBL	6.08538606289446
C14orf108	6.73536378755828
CDC25B	6.97405435914247
BMP3	3.07680728071023
MAP1LC3C	3.4261939761057
TMEM180	3.43076964285429
CRYGC	3.58172134658781
SLK	5.1359598887692
POU3F1	3.32718050325875
C20orf32	3.74641365391845
USP52	6.69607152594257
HIGD1B	3.75151024634506
BAZ1B	6.70167577020472
USP6NL	4.57470011339789
SLCO2B1	4.29959401156201
ABCD4	4.59399866065206
DIMT1L	6.6925454815457
SLC25A46	6.82082909904886
LARP7	6.2180684463971
TEK	3.67705267694836
CD160	3.53771452891771
TERF2IP	7.72586974335833
PHF20	5.96021241795174
COL1A1	9.15206817021238
KIAA0090	4.99215297151119
GTPBP1	4.43740920704761
GRK5	3.63169208064799
AP1S2	5.58146345882644
RAB33B	5.67698684559173
CA11	4.75202593225149
ALDOC	4.62504270281058
NUDT1	5.59527341893879
ZNF212	5.48339327220812
ACBD3	7.83708102167731
ZNF83	7.1229688761164
PRDM2	4.66288618820469
GDPD5	4.54456948630796
PDCD4	6.41113660821516
CEP350	6.25243401659118
FOXP3	3.26347710723843
SMYD3	6.60775822073222
CST7	4.61873039958618
SELL	5.65483299197595
CIAO1	6.5903659244003
LGI2	3.94024476463369
WDR45	7.11359434031886
ANKRD6	7.1699144531345
LTBP4	3.65991403912138
PSCD3	3.13763910224721
PYY	3.09279552340909
KCNC1	3.10750572060732
SIRT6	4.00360249057975
CCL19	3.92932216816421
ARHGEF9	4.60767052763644
ABR	4.15062802179158
C10orf22	7.0884032999858
STK17A	4.87775930010738
FOXE1	3.46490228899217
GML	3.26342724671023
CNGA3	2.96612061600293
CD38	3.48009569871638
ZDHHC6	7.19298745477104
NEFH	3.21373834416205
PGBD5	3.44710694286577
CTDSP2	7.19143925525112
RMND5B	5.35901625147336
ZNF257	3.43360403256667
DUSP4	4.9385477399736
FLJ22167	5.84597149809707
EXOSC7	6.98258508730428
ROR2	3.79628840003639
FOXM1	5.27735821145216
ZBTB48	4.42873330433495
BUD31	8.1194294108955
MAOA	3.69316692460482
CCDC41	5.09326232111045
TNNT3	3.53497308567608
FBXO11	5.82745086694972
GYPC	5.50566099240359
PLIN	3.52745039837446
RFXAP	3.27076554259091
C6orf15	3.68270617970389
RNF4	8.47019612264843
F8A1	7.85692689022002
PPP1R3D	4.68225503111941
GRB2	7.56360128054146
TPM3	3.10063988397359
SYT13	3.9081944144237
EPB42	3.29443537254764
RP5-1077B9.4	5.07388168493807
EIF1	10.4906163703929
CETN3	6.83592221664785
FPGT	5.26560903783681
PRY	3.54210659079439
NTHL1	6.27863704170943
POLR2B	8.77675248553835
RPS28	11.8722578849026
GDF10	2.98750646859721
COQ9	7.31109416176078
P2RX3	2.81745593918342
GCC2	6.99420399440541
RARRES3	7.84300926340793
PLXNA1	5.70529721170774
WBP4	4.36602679910907
KIAA0100	6.13004512134776
PMF1	7.41568104379072
HS2ST1	6.27064750395234
CRELD2	7.11254259201632
C8G	3.04426753457419
CD82	5.32509487612144
PMM1	5.52137627111916
CBLL1	4.67171058039967
LIM2	3.36183537354593
VAX2	3.32997695279596
SETDB1	5.84136471032845
LRAP	3.26155264521810
GCLM	6.85377736160579
CPEB3	3.10364926940833
PPM1A	5.61713314220657
INTS1	4.21627383515508
MMP16	3.22139152829903
CAMTA1	3.35008952989518
SAMSN1	4.61984999137055
DRD3	2.76429820763174
GMPPA	5.43769836214633
C11orf73	6.2069001866955
AIPL1	3.70402562069882
PTP4A2	8.60564148969177
IL24	3.45526738674057
BDKRB1	3.19505720230175
HPCA	3.45193549776448
MLF1	6.28486179226339
SEC14L1	6.38000492957568
CHFR	5.16155863724090
EMILIN1	3.4360017169961
THADA	6.73580710117086
TAF12	5.44859274547498
NDUFS4	8.62229976046583
ID1	5.08556160564830
PIK3CB	3.65477160081846
COL18A1	8.03744909300577
PDZD3	3.18232660544999
TBC1D17	5.43024516057784
COX8A	9.95097124027335
CDCA4	6.29139542265274
C2orf44	4.16965454292891
C9orf16	7.61826517765337
ERBB2IP	8.30494199520468
EMX2	9.01758731410978
FUS	6.48922335648393
NIPSNAP3B	3.58360893576222
TF	3.11961953938309
CXorf56	5.12795922440804
CLCN4	3.77462481194028
PWP2	5.60230921805916
MMP15	3.71166403314002
MTMR14	5.88385301985222
NPR1	6.06923569853016
DNAL4	6.48931120201392
ELAC2	4.47914252511682
ASS1	10.6203327151355
IPP	5.69248833492388
TMEM59	9.16219292217157
POLR2J	8.22843090235001
SEC23IP	6.02861903304762
RGS4	3.87680937232654
UQCRC1	9.09357327450788
SNX6	7.35035625488769
DDX18	7.19354671615297
POLG	4.45407094731279
ADAM23	3.91133803821671
ZNHIT2	5.16379107930905
TFR2	3.41734121541776
NCDN	3.97756135794026
RAG1	3.54791391442688
POMT1	4.37286917731431
CYP1A1	3.45823587508842
SNAPC1	5.04593992568665
GNA11	5.27023700214663
CCDC52	2.92868019965021
CAPN1	7.30203070634035
DDHD2	7.0345103412464
UPF3A	7.53092290607258
LAGE3	5.4219853090029
GNRHR	3.09586716372585
UNC13B	4.65635077286901
TTLL4	4.96703465366006
PPBP	2.90561497538526
HTR3A	4.66067851181479
SDC2	7.0917154244564
ANKRD49	7.52506170245616
BTF3	11.1431574139686
COX7A2	10.8106598832731
SARS	8.89196805104844
