Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A09_458800
Composite Element REF	Signal
AACS	6.26022482899987
FSTL1	6.73457959871265
ELMO2	5.34696381261473
CREB3L1	3.92924206190209
RPS11	9.76285979928076
PNMA1	7.21045761781425
MMP2	6.3082368048044
SAMD4A	3.64224145630695
SMARCD3	6.010707704951
A4GNT	3.89477669500067
C9orf39	3.43918297236118
PKNOX2	3.94072195376924
RALYL	3.49001193693657
ZHX3	4.7836284499284
ERCC5	6.14079592102171
RXFP3	3.22279785031672
APBB2	3.75948512495733
BBOX1	6.8455135959249
PRO0478	3.20498375032493
GCSH	7.5421622205085
XDH	3.94525342471556
EDN1	3.93395218555619
MTERF	6.06415774969833
PDCL3	7.43491679560445
CLK4	6.53379845161837
KCNG1	3.78897276913304
CXCR4	6.87374692274745
DECR1	8.02736356280433
SALL1	3.37126683144125
PTPRR	3.77785456760243
CADM4	3.39661797632454
IRAK1	9.17242964516321
CFHR5	3.54773662368704
HNRPD	7.28264108242919
TMSB10	12.1518163253957
CXCL3	4.83485726415995
LMAN1	4.03414121133598
SUHW1	3.45230534765714
CHD8	7.09413069500648
SUMO1	7.41272398347908
GP1BA	3.47265787241829
OR7A10	3.99450588501684
DDB1	7.985314030763
CHRNA10	3.80997503113494
STYK1	4.42116853345115
MYO9B	4.45398482161725
CCNI	9.95134635223234
MMP7	10.9622266135294
EP300	5.68850804745245
CRNKL1	6.46500421219612
C9orf45	3.32754044651149
XAB2	3.96706131100043
RTN1	3.84155235107072
HIC2	4.20186980207249
TBX10	3.52199202219311
CENPQ	4.02117417253569
UTY	3.09770280280346
OR2W1	3.02755204580569
ATP5G2	10.1613459679258
ZEB1	3.17923637428594
ZG16	3.74497853620474
ERG	3.90640382552791
PARN	8.31048686428052
SOD2	4.69521724473187
JOSD3	7.8977412444563
ADAM5P	3.31642365606409
CHD9	5.38124099746894
hCG_40738	4.04343002737022
STK16	4.34564441734862
PDE1C	3.78479866669527
SEMA4D	4.99772528494269
AGPAT1	6.29437843675607
TOB2	7.27308856673924
BANK1	5.22827176456105
MAP3K3	5.5842103965626
MAX	4.68263749848921
GRM2	3.91004886518196
OSBPL8	7.40017443233749
PROSC	5.95244417497119
NR4A2	5.38714540770799
RICS	5.03882825283909
PIR	5.8962971999131
PPCS	8.99066638528439
IPO9	6.64396515386728
LONP1	7.0112811796423
EVC	3.83899267108149
CXCL13	3.91806497148581
SCYL3	5.34704196715246
KIAA1199	4.98054108797059
SORL1	8.06020148509236
NAT10	6.2172227569156
CHD1	4.91457957030077
SYN3	3.68111871191472
DMC1	4.15968305279961
SLC22A2	3.75852151380944
SERPINF1	5.64489926574849
C20orf27	5.8924083885288
OR7A17	2.97813078465394
RPS6KA5	4.44733790757066
LHB	3.4706606115812
TAOK3	5.29325314333967
STK25	6.01523348577328
SLC12A4	3.65205510477804
BRCA1	3.91013635899742
GBL	5.88932449991281
C14orf108	7.8383880864061
CDC25B	7.11788370718937
BMP3	3.41967798823367
MAP1LC3C	3.39749276710724
TMEM180	3.89006050179023
CRYGC	3.74024336560387
SLK	4.94635357143913
POU3F1	3.2679775090462
C20orf32	3.90881652417978
USP52	7.19554162376164
HIGD1B	3.87007493646382
BAZ1B	6.77000254672062
USP6NL	6.72391961892544
SLCO2B1	3.92161905742929
ABCD4	4.23425639998732
DIMT1L	5.7950652258401
SLC25A46	5.68512037268202
LARP7	7.20138002235714
TEK	3.70686315749227
CD160	3.67898529524220
TERF2IP	6.83557512598786
PHF20	6.63408316580226
COL1A1	6.90192897319235
KIAA0090	4.99922612852723
GTPBP1	5.01109328938369
GRK5	3.50005226670497
AP1S2	4.93191874104498
RAB33B	4.66274007808779
CA11	4.1884000468047
ALDOC	7.01032662785665
NUDT1	5.52773899993581
ZNF212	5.97513023211045
ACBD3	7.36957644718035
ZNF83	7.42404169890582
PRDM2	5.11282540225704
GDPD5	4.83118342004146
PDCD4	6.14635735905771
CEP350	8.03833295220086
FOXP3	3.46007475291901
SMYD3	5.90492700668391
CST7	3.86616008155388
SELL	4.42421525022132
CIAO1	6.6104034357918
LGI2	3.70142946944888
WDR45	6.89078694579916
ANKRD6	6.76202876111497
LTBP4	3.86864323139199
PSCD3	3.62468246874595
PYY	3.14195556337721
KCNC1	3.21634089581693
SIRT6	4.14221786223024
CCL19	3.89869391380569
ARHGEF9	5.29279230681807
ABR	4.53417355498226
C10orf22	5.9086937726598
STK17A	4.24379982369075
FOXE1	3.33829229885420
GML	3.38785917174675
CNGA3	3.06928356355225
CD38	3.29918299933544
ZDHHC6	7.34270055118543
NEFH	3.35088240982551
PGBD5	4.42172996384969
CTDSP2	7.09151335052608
RMND5B	5.55933869354976
ZNF257	3.62675765518
DUSP4	3.54668384210167
FLJ22167	5.03742462672943
EXOSC7	7.02900458027471
ROR2	3.48680299000802
FOXM1	5.39139818573558
ZBTB48	5.40527717592335
BUD31	7.98614115442773
MAOA	4.5380616106966
CCDC41	4.85764239865298
TNNT3	3.72442600349619
FBXO11	5.68383214959744
GYPC	5.45769335947893
PLIN	3.73173355567821
RFXAP	3.54271733714482
C6orf15	3.86462673087704
RNF4	8.03583091165466
F8A1	8.24956342594303
PPP1R3D	4.63352675692754
GRB2	6.80215404135105
TPM3	3.20027707287151
SYT13	3.77254091168769
EPB42	3.6505520780754
RP5-1077B9.4	4.95051763105200
EIF1	9.85899488570236
CETN3	4.94110475593579
FPGT	5.28449414697089
PRY	3.48507210620153
NTHL1	5.83083547735402
POLR2B	7.92640495095564
RPS28	11.3306871508238
GDF10	3.06845504506303
COQ9	6.72606096146807
P2RX3	2.87263824887678
GCC2	6.03765268325432
RARRES3	8.59161057019283
PLXNA1	7.0620519037129
WBP4	4.28084126912894
KIAA0100	7.45358224763855
PMF1	6.3406767774238
HS2ST1	6.33884925189965
CRELD2	6.75464431093871
C8G	2.99503622039296
CD82	6.1869469325727
PMM1	4.52630448986209
CBLL1	4.24073253052172
LIM2	3.66103791881406
VAX2	3.61936408329296
SETDB1	5.56679418503708
LRAP	2.90450829815534
GCLM	6.42467453493773
CPEB3	3.48221563217974
PPM1A	5.15336802420669
INTS1	4.24332756318414
MMP16	3.11333028269473
CAMTA1	4.41651845543121
SAMSN1	4.61186681787817
DRD3	2.80880503866786
GMPPA	4.44570396206393
C11orf73	5.70679572212154
AIPL1	3.98067478371862
PTP4A2	9.89744619910632
IL24	3.52886815482811
BDKRB1	3.28988830564536
HPCA	3.5942236730543
MLF1	6.17193633081807
SEC14L1	5.11349816598539
CHFR	5.49026551885195
EMILIN1	3.29333299921841
THADA	5.71396193135306
TAF12	6.00753257539985
NDUFS4	6.9224576449569
ID1	4.85484679723308
PIK3CB	4.06040353928292
COL18A1	7.35250013520822
PDZD3	3.22942130190097
TBC1D17	4.22747772183841
COX8A	9.79310684104684
CDCA4	5.19890839924342
C2orf44	4.76206151695309
C9orf16	8.71629009175135
ERBB2IP	7.59358522994625
EMX2	8.07522450981055
FUS	6.16314751324624
NIPSNAP3B	3.56886603930242
TF	3.60835308385525
CXorf56	5.29805907068868
CLCN4	4.43596879093622
PWP2	6.75713675873249
MMP15	4.75307858888031
MTMR14	6.9988886501241
NPR1	7.54600727906636
DNAL4	6.27775732930547
ELAC2	4.70491859526862
ASS1	11.982572380047
IPP	6.89534285361697
TMEM59	10.0854928823129
POLR2J	9.05779709625817
SEC23IP	4.23767518444266
RGS4	4.03713384845944
UQCRC1	8.86033502238544
SNX6	8.1025859184661
DDX18	6.79607635577291
POLG	4.73125231478188
ADAM23	4.16869583391154
ZNHIT2	4.96210302669655
TFR2	3.49760384853119
NCDN	4.69048038162842
RAG1	3.44246176912219
POMT1	6.05908035382568
CYP1A1	3.37765815169419
SNAPC1	5.18065645398337
GNA11	5.96806926559267
CCDC52	2.76442709695882
CAPN1	7.2034247784267
DDHD2	7.87441605247504
UPF3A	5.51516443119903
LAGE3	6.17183144925068
GNRHR	3.16030369650327
UNC13B	5.81741612186236
TTLL4	4.91670409007865
PPBP	2.75096698858495
HTR3A	8.49856547928596
SDC2	4.99240282019746
ANKRD49	7.55377481479468
BTF3	8.70991141947115
COX7A2	10.5798027484393
SARS	7.95174297351097
C13orf18	3.55348504738497
CACNB1	3.99392613360919
QKI	5.46076996078754
SETMAR	5.47055598428572
LAMB4	3.5789937234659
MAN2B1	6.96174368198017
EML3	5.36246572035963
ACADL	3.18265379713293
OFD1	9.09944862477245
CGA	3.67507298155587
EIF3EIP	10.9628188888750
PEX16	5.33534073764463
GNG12	8.1167146970382
HABP4	5.32853934620452
CNTN2	3.99024733851682
ASNSD1	7.31275529740686
FUT4	3.58776298344164
DBH	3.70814614697757
CD53	6.66417967634223
HIST1H2BJ	3.59703138123719
TFAP2B	3.18339868080437
ACF	3.71328508278489
TMEM11	6.13004857882490
CDH8	3.41785071258705
C3orf32	3.46135316697446
AGPS	4.91750966472804
C4orf18	3.11976025948779
PCCB	6.59004274149749
IPO13	5.90094979477868
PECI	6.68629672503572
UNG	7.03959514768757
C6orf105	3.71322413614894
GSTP1	8.53523372191414
SUV420H1	7.77312572164443
ARHGAP15	3.9441811308378
LTBR	6.3077283483928
TDRKH	3.47976953458416
PSG4	3.92853473019466
SLC9A3R1	6.03478015945544
NBPF3	9.73335746474642
SLC9A3	3.62173006951656
OSBP	6.30192022062098
PRR5	4.2186921168157
CHMP7	6.21100480006984
ADRA1A	3.16064192110716
ASAH1	7.2206068248072
FKBP4	7.8859678665841
ZNF350	4.30031610881999
DOM3Z	5.43832028731075
GIPR	3.67040902535040
AHI1	4.31080219172943
BST1	4.94594814508272
NCR2	3.62363616478659
NADSYN1	6.181969474162
UBE2W	5.86334890575144
RGS14	4.5023646904237
KRT15	4.17429133293369
SCN11A	3.85471822530565
GFI1	3.70892715641144
FHL1	4.18851550230583
SMC6	5.81729822491875
GATA1	3.70962981926773
OSGEP	5.76070939096338
ARMC6	5.13178208827218
HK3	3.65873503234495
PSMD5	6.6029243364508
RSU1	7.80202591435416
RPL4	11.7657188976788
MAD2L1	6.4829067769049
RBPMS	6.30224858393484
EIF4A3	7.96634640706058
E4F1	5.59562274725631
DLEC1	3.53443944158117
PRPF3	6.29685362899207
EMR1	3.0767355298984
CHMP2B	6.40492845273301
CAMSAP1	3.82939553935781
RPS21	9.85636919884783
XCR1	3.35165571559738
ARID5A	4.45083682903758
RBM6	6.19789067483098
UBE2N	6.77127324473782
KLF4	3.83376913880987
MGC4172	4.58495585071
LMO4	7.80557021110568
KLKB1	3.45146481405456
HDAC3	5.98586390719568
HP	4.02080144463186
SCHIP1	4.57535504639025
BTK	4.68529867279509
KRCC1	8.54543139117922
PRND	3.05730049799222
C6orf27	3.59440012658291
PIGL	3.72578031237936
CLCA1	3.46367066706115
C1orf112	4.31150318087988
OLFML2A	4.80175127589828
HUS1	4.91867165009433
SFRS6	7.15927345413138
CXCR7	4.26358971691800
UIMC1	6.5724232570191
FXYD2	3.55105154130503
GOT2	7.08400236917617
ZNF667	3.85545792777914
TFEC	3.99322779156483
ATP7B	4.41314457782356
RAB38	3.76660240393717
POLD2	6.7317850263138
PPM1H	6.67530691484761
DCX	3.26445963843323
NFYC	5.84111493271569
ZNF228	4.91697263458291
KIN	6.83838885588116
PLSCR4	6.00692714244089
HIST1H4I	4.39792931103678
PPARGC1A	3.08612374982337
HIG2	7.46577015021209
KCNK10	4.08805773808579
EXOC1	7.65194029225458
OR6A2	3.75443370234823
ETFA	7.53875410321168
PDAP1	5.11374168921634
C19orf6	3.38088681117949
POLRMT	4.64401479033658
ZNF146	7.51366230600239
MIA2	3.20101515927039
LY6G6E	3.00805994033941
EIF4E2	8.18870338072203
NENF	5.29568557036562
HOXB5	6.33645752596507
ZNF324	4.54021981641629
CUGBP1	3.99671836720373
ENTPD7	4.38687527115335
TTC13	5.48591183498694
GJB5	3.1626697589076
PRSS22	5.18381163236872
CYP3A5	3.2515120268856
MBOAT5	4.62987407344587
CUL4B	5.15282142993467
CENPJ	3.65074072672546
KIAA0664	6.35932316043898
PITX1	3.838281606337
PDGFRB	4.91441305402605
RDX	6.20500434023115
CELSR3	4.42681934413678
JUND	6.32191543690873
ITSN1	5.14590214614828
CHRNB1	3.63299763695523
EHBP1L1	3.42009051924286
C19orf2	6.63766862507038
FETUB	3.17256134011173
CAMK2B	3.05416426505968
DCTN1	6.79726908304977
TNKS2	7.09219112256251
MRTO4	6.98070859788995
C1QBP	6.72125452876754
TTC3	7.90648016369625
NDUFB8	8.43613582889672
CADPS2	5.15277873303776
EDG2	4.99426840073466
MYF5	3.25908521406617
SEMA3G	3.6040934821055
IL23A	4.06983815744764
GJA9	3.46145746456459
R3HDM2	7.83556635609729
C5	4.21173623182746
SLC2A10	6.63473406911606
TRIM45	5.39503984390158
TSP50	3.87939086159313
PAQR3	5.00569118858982
ANKRD26	3.10722505880749
TCP1	7.76791710526003
TMED7	5.43597006222661
CMA1	2.87683746905426
PTCRA	4.4874009178107
HCRTR1	3.73022725253785
FST	4.90028484524679
PAWR	4.22468239461782
LDLR	4.91530280342795
ASTN2	3.87327400027714
SCRN1	7.13628305654368
GPATCH8	6.39880526398033
KIF4A	4.96000962360902
TANC2	3.56789203390881
ZMYM5	3.69508467696727
PGM1	8.41895741512463
ZNF586	5.72501191346279
POLR3G	3.55718344057376
CPD	6.18296864337947
SNCAIP	3.72822311227977
DCT	3.68714412635451
HLA-DOA	3.6882288555451
TANK	5.71837452494283
RCAN1	4.5222220827249
UPK1B	3.81477635992515
DNAJB4	4.72958869486818
UGT1A8	3.16090669040265
LIMD2	3.37695441954177
