Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A10_433736
Composite Element REF	Signal
AACS	6.99294481714615
FSTL1	8.25728122299828
ELMO2	6.31182978620402
CREB3L1	4.08156421736102
RPS11	9.84523217954523
PNMA1	8.76454301664371
MMP2	7.73555137583334
SAMD4A	3.8083982337228
SMARCD3	7.60079346495753
A4GNT	3.53945620318224
C9orf39	3.23612633734232
PKNOX2	4.14222222568192
RALYL	3.20428322006045
ZHX3	4.34405854598237
ERCC5	6.31848171456896
RXFP3	2.85332069314308
APBB2	4.04750487913139
BBOX1	5.69791587574435
PRO0478	2.78937046015721
GCSH	8.62908019837085
XDH	3.65223874204024
EDN1	5.88756656457954
MTERF	6.52623582581775
PDCL3	8.06993466516137
CLK4	5.57917861110334
KCNG1	3.29903748887582
CXCR4	7.74951020779906
DECR1	8.53999532886324
SALL1	3.05267152429331
PTPRR	3.45708900257463
CADM4	3.18640022026276
IRAK1	9.52757925614346
CFHR5	3.24568079392783
HNRPD	8.34364333966727
TMSB10	12.6652812612495
CXCL3	4.95713472966104
LMAN1	4.94294854103231
SUHW1	3.34529965793242
CHD8	6.64857592023268
SUMO1	8.36607417101038
GP1BA	3.06338520591446
OR7A10	3.65939647067075
DDB1	7.87922098164959
CHRNA10	3.66040258661317
STYK1	3.97176709489221
MYO9B	4.14089684397096
CCNI	10.0625707486842
MMP7	8.9594747427762
EP300	6.31956256464615
CRNKL1	7.0788681034612
C9orf45	3.01838527798537
XAB2	4.22213290074459
RTN1	4.70668318232724
HIC2	3.87111299399479
TBX10	3.60536014700804
CENPQ	5.72331013933228
UTY	3.06948058024353
OR2W1	2.82869628599796
ATP5G2	10.4130279449345
ZEB1	3.70855791088371
ZG16	3.36897263869367
ERG	3.59864274635595
PARN	6.77750184845473
SOD2	6.20888491141704
JOSD3	7.60476472683088
ADAM5P	3.19504939014247
CHD9	6.64457949128626
hCG_40738	3.69790060867018
STK16	5.39864428406999
PDE1C	3.76763205695129
SEMA4D	5.13825461096086
AGPAT1	6.41324996554733
TOB2	6.70920153018032
BANK1	3.79218907125825
MAP3K3	5.7109061489958
MAX	5.79954724482877
GRM2	3.70492545323452
OSBPL8	7.66895594585876
PROSC	6.0592690301954
NR4A2	5.78830562418942
RICS	5.45972952436797
PIR	6.19116361143229
PPCS	9.65072834809873
IPO9	6.1292089544007
LONP1	7.74405673169638
EVC	4.29784349737215
CXCL13	7.46337981095656
SCYL3	5.07599155721642
KIAA1199	6.68760528130031
SORL1	8.3674951384632
NAT10	7.60553196585594
CHD1	6.3274321714279
SYN3	3.35456241789415
DMC1	3.96357214193647
SLC22A2	3.65296868240295
SERPINF1	7.8246765870621
C20orf27	6.6126043077513
OR7A17	3.13187108702903
RPS6KA5	4.57657626257006
LHB	3.23995959016130
TAOK3	5.34366963238373
STK25	6.2583850243431
SLC12A4	3.701377538933
BRCA1	4.69270190485365
GBL	5.96070381520602
C14orf108	7.84477978818509
CDC25B	7.16224533121036
BMP3	3.05827799739048
MAP1LC3C	3.26727504952234
TMEM180	3.43193417935588
CRYGC	3.61375608518431
SLK	7.35321131702474
POU3F1	3.11969346267922
C20orf32	3.77439809707097
USP52	4.9205318624526
HIGD1B	3.93088799777562
BAZ1B	6.37557787277043
USP6NL	5.83584079948942
SLCO2B1	4.47587638977576
ABCD4	4.62046181692464
DIMT1L	6.14250254979217
SLC25A46	7.43350470578328
LARP7	7.06298980624155
TEK	3.73930647607617
CD160	3.80558123157793
TERF2IP	7.19795304796298
PHF20	6.58667592056377
COL1A1	8.30547606665438
KIAA0090	5.96129477266458
GTPBP1	4.14359496672386
GRK5	4.13222985173443
AP1S2	5.69027500928519
RAB33B	4.96170915545307
CA11	5.22884921594692
ALDOC	5.53062208279544
NUDT1	5.39795593803073
ZNF212	5.79427227383305
ACBD3	7.37480375856958
ZNF83	6.6349831627378
PRDM2	4.46390872132079
GDPD5	4.91173502369307
PDCD4	6.44588666915687
CEP350	6.32753373095154
FOXP3	3.26270049154138
SMYD3	7.16721721303318
CST7	5.1012276094671
SELL	6.9916279754027
CIAO1	6.4273299818483
LGI2	4.06920881473912
WDR45	7.04679029612392
ANKRD6	8.07288429185361
LTBP4	3.65159284388914
PSCD3	3.29176735490034
PYY	3.08109199279696
KCNC1	3.07219051570625
SIRT6	4.49397036819399
CCL19	6.74929833677176
ARHGEF9	5.46611928997273
ABR	4.85290549242759
C10orf22	7.46371743304642
STK17A	5.28316114153348
FOXE1	3.3035899959223
GML	3.20290698781734
CNGA3	2.89426139188566
CD38	4.99503087054569
ZDHHC6	7.5782522080401
NEFH	3.33923634020716
PGBD5	4.30887795456286
CTDSP2	7.57900592724082
RMND5B	6.56542671238423
ZNF257	3.41190181703595
DUSP4	4.3953697826974
FLJ22167	5.52529808533869
EXOSC7	7.08682170935594
ROR2	4.0785293706299
FOXM1	5.594614029035
ZBTB48	4.43090755896148
BUD31	8.15292801196374
MAOA	4.54276290838908
CCDC41	4.88416511465725
TNNT3	3.52598992202421
FBXO11	6.21876024744845
GYPC	7.52701088295256
PLIN	4.58350369450702
RFXAP	3.51207733555221
C6orf15	4.53853613654199
RNF4	7.93919044612005
F8A1	9.0107834986077
PPP1R3D	5.18867848257928
GRB2	7.58863641307184
TPM3	3.2123225651281
SYT13	4.1575635871151
EPB42	3.68296287492118
RP5-1077B9.4	5.35565273768738
EIF1	10.3411464666244
CETN3	7.25593866596627
FPGT	5.9995477007268
PRY	3.37255822911435
NTHL1	4.82859296176963
POLR2B	8.7865951854293
RPS28	11.7341491418315
GDF10	3.13143608680149
COQ9	7.98609010256634
P2RX3	2.84264133718658
GCC2	7.06906586324116
RARRES3	8.00554694211023
PLXNA1	6.35207913247838
WBP4	4.64799544075241
KIAA0100	6.62716636618349
PMF1	6.77645050279551
HS2ST1	6.52442657523717
CRELD2	7.60397139376205
C8G	3.08340076542004
CD82	5.58105642182838
PMM1	4.96445306979981
CBLL1	5.31421203054543
LIM2	3.45614983697230
VAX2	3.30232682771661
SETDB1	4.96871292912074
LRAP	5.17893468925264
GCLM	7.32605938871077
CPEB3	3.51538343069588
PPM1A	6.32708700749357
INTS1	4.09038269931971
MMP16	3.09407140176147
CAMTA1	3.59593193867024
SAMSN1	6.65809890294338
DRD3	2.81903964050425
GMPPA	5.91616767128787
C11orf73	6.8354000071981
AIPL1	3.65791688215273
PTP4A2	9.82068772218157
IL24	3.43136612132848
BDKRB1	3.5682649893459
HPCA	3.45210308595907
MLF1	6.21910085235897
SEC14L1	6.8696989784435
CHFR	6.01274796418524
EMILIN1	4.58965583211367
THADA	7.05549328892546
TAF12	6.4359722234177
NDUFS4	7.7797967894767
ID1	6.86601081124913
PIK3CB	3.8702696056324
COL18A1	7.15449906708107
PDZD3	3.30777461700195
TBC1D17	4.8161091525473
COX8A	9.94966109708982
CDCA4	6.68475161621837
C2orf44	4.96334618084884
C9orf16	7.2813574489953
ERBB2IP	8.19078560759125
EMX2	7.63888308071147
FUS	7.64986563581261
NIPSNAP3B	3.30623403346285
TF	3.27604671584517
CXorf56	5.53365779241073
CLCN4	3.83970088701651
PWP2	6.68914093848681
MMP15	4.07996420577775
MTMR14	5.75071495869177
NPR1	6.18645538443967
DNAL4	5.16273382711512
ELAC2	4.65325554676074
ASS1	11.2556546196991
IPP	5.5604473596337
TMEM59	9.54030863193132
POLR2J	8.72758647102903
SEC23IP	6.23142731165839
RGS4	6.69968893761525
UQCRC1	9.62343255111875
SNX6	6.99999165881732
DDX18	7.44470541960054
POLG	4.78609400533833
ADAM23	3.90591560614936
ZNHIT2	5.14728987155796
TFR2	3.29420719513231
NCDN	4.32908885024387
RAG1	3.36666238709099
POMT1	4.25222205733539
CYP1A1	3.24452440155128
SNAPC1	6.33769498452774
GNA11	6.07229095563163
CCDC52	2.69501297057591
CAPN1	7.40242335193258
DDHD2	5.33330879013793
UPF3A	5.69358447418239
LAGE3	7.25576582500057
GNRHR	3.06023777446034
UNC13B	5.10620460546556
TTLL4	4.71792738969415
PPBP	3.14543683820436
HTR3A	7.2374145084317
SDC2	4.57329006939666
ANKRD49	6.87244709305228
BTF3	10.3007145115323
COX7A2	11.5321536400014
SARS	9.01716063511593
C13orf18	4.22203249046009
CACNB1	3.81946168040354
QKI	6.1167652950068
SETMAR	6.43597972399697
LAMB4	3.51904361857107
