Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_B09_547260
Composite Element REF	Signal
AACS	6.51645688956824
FSTL1	7.93872468318058
ELMO2	5.68572053701374
CREB3L1	4.1278614846217
RPS11	10.0889413769545
PNMA1	9.07753078604585
MMP2	6.42313001941954
SAMD4A	3.91816636016712
SMARCD3	6.25256221661249
A4GNT	3.60189544277639
C9orf39	3.2992663013114
PKNOX2	4.383390660895
RALYL	4.83240321510886
ZHX3	4.17648652127025
ERCC5	7.03765620184555
RXFP3	2.84142066917521
APBB2	4.02959071134448
BBOX1	7.09446707359144
PRO0478	3.30274879677284
GCSH	7.89428711514877
XDH	3.61487707175651
EDN1	4.32144921571807
MTERF	6.38813227811676
PDCL3	7.67259647816386
CLK4	7.0971385610702
KCNG1	3.51388731499805
CXCR4	7.57757957420869
DECR1	8.71554468895463
SALL1	3.05900226793403
PTPRR	3.24385980757734
CADM4	3.59638530716278
IRAK1	9.27056467155678
CFHR5	3.31557705696278
HNRPD	7.88566947252952
TMSB10	12.0336108626284
CXCL3	4.27894905968127
LMAN1	4.0987710424722
SUHW1	3.39918689983544
CHD8	6.19013422634678
SUMO1	8.45627193550203
GP1BA	3.24279207014129
OR7A10	3.92336557260876
DDB1	7.57155974246008
CHRNA10	3.89936162533532
STYK1	3.85597881960235
MYO9B	4.23031074643129
CCNI	10.4205171956726
MMP7	8.22279475549552
EP300	6.6030047321055
CRNKL1	6.33837119660591
C9orf45	3.28721016664700
XAB2	4.46703208288716
RTN1	4.55859085748704
HIC2	4.25000544946302
TBX10	3.48847443077844
CENPQ	4.49640935052287
UTY	3.19042815295533
OR2W1	2.9663155994465
ATP5G2	10.3764655109351
ZEB1	3.77393500545566
ZG16	3.42879872021205
ERG	3.87180110896025
PARN	7.45759467558462
SOD2	4.86362378613568
JOSD3	8.05300925389249
ADAM5P	3.14612627369719
CHD9	6.23624752639198
hCG_40738	4.01952387957178
STK16	5.41045044571999
PDE1C	3.79495084081217
SEMA4D	6.50593170115355
AGPAT1	6.73658752676645
TOB2	6.196242357568
BANK1	5.97514020554034
MAP3K3	5.2311417677543
MAX	5.22279298702328
GRM2	3.49864959301005
OSBPL8	6.62984506539672
PROSC	6.35736339863211
NR4A2	7.28586090745336
RICS	4.82170869321851
PIR	6.0721435650041
PPCS	8.8639613598431
IPO9	6.34518715676194
LONP1	7.93949393642113
EVC	4.49507000076897
CXCL13	4.01917278776115
SCYL3	6.28488353179303
KIAA1199	6.9218929522009
SORL1	8.1036694368407
NAT10	7.1549894201526
CHD1	6.34833833612887
SYN3	3.20454204099318
DMC1	3.77346613090493
SLC22A2	3.46355380782596
SERPINF1	5.59213911414256
C20orf27	5.84123800303156
OR7A17	3.11943985990602
RPS6KA5	4.39672392502600
LHB	3.64189926907262
TAOK3	4.65735639729372
STK25	5.46599602987782
SLC12A4	3.58249909774232
BRCA1	3.59887237274896
GBL	5.26706797513525
C14orf108	8.7059676960246
CDC25B	7.34001278695742
BMP3	3.22769202572953
MAP1LC3C	3.10701284990421
TMEM180	3.20733417361289
CRYGC	3.74903782882695
SLK	5.80001621538591
POU3F1	3.11662888263325
C20orf32	3.78967671500445
USP52	6.60340777517653
HIGD1B	4.02568874589711
BAZ1B	6.72991132728856
USP6NL	5.67306705197605
SLCO2B1	3.86073558958389
ABCD4	4.8507826845916
DIMT1L	5.32875366809111
SLC25A46	5.90886049233294
LARP7	6.48271749894861
TEK	3.68303839632900
CD160	3.48696841736434
TERF2IP	7.61530061341178
PHF20	6.16264363915767
COL1A1	7.47709998764641
KIAA0090	6.39936372761032
GTPBP1	4.29329328234792
GRK5	3.64622765524533
AP1S2	5.09409879296555
RAB33B	4.34628512342842
CA11	4.80126816417282
ALDOC	4.32129148105534
NUDT1	5.47594984233978
ZNF212	5.27255503940787
ACBD3	8.22288302898002
ZNF83	7.73549249888002
PRDM2	5.05394592780611
GDPD5	4.75864339810405
PDCD4	5.18853044293077
CEP350	6.88577251201301
FOXP3	3.26399466661972
SMYD3	6.83256981331703
CST7	3.90964088725001
SELL	4.01692166694403
CIAO1	6.64213908415837
LGI2	3.86579640866999
WDR45	6.15599293466727
ANKRD6	6.45452572122667
LTBP4	4.90102872451785
PSCD3	3.33077111492053
PYY	3.08459366653122
KCNC1	3.05236224252709
SIRT6	4.76713495635325
CCL19	4.0431281052674
ARHGEF9	5.33222139078461
ABR	4.59514124628878
C10orf22	6.9317562878032
STK17A	4.8198742439463
FOXE1	3.13890671988353
GML	3.10420377109947
CNGA3	2.85403228305971
CD38	3.96385247147003
ZDHHC6	6.96380432815157
NEFH	3.65099922952713
PGBD5	3.64060296053554
CTDSP2	6.86613781465035
RMND5B	5.91110155045654
ZNF257	4.63014667615394
DUSP4	4.09603290780545
FLJ22167	6.9857796718342
EXOSC7	6.73070458626184
ROR2	3.51619740823599
FOXM1	5.76722115293891
ZBTB48	5.09125474499442
BUD31	8.00414278366573
MAOA	4.50813883658655
CCDC41	5.03270056707255
TNNT3	3.40257558397956
FBXO11	5.77826706736433
GYPC	5.7516068812678
PLIN	3.30988819038511
RFXAP	3.62199248160254
C6orf15	4.64013469759701
RNF4	9.07499382622795
F8A1	8.8009571543537
PPP1R3D	4.23708578821213
GRB2	7.28141914610367
TPM3	2.94206762800539
SYT13	3.6959507148878
EPB42	3.48493288215586
RP5-1077B9.4	4.94679243173832
EIF1	9.98921196775503
CETN3	6.95907051048548
FPGT	5.32970793830073
PRY	3.40056495666473
NTHL1	4.91192534049348
POLR2B	8.55860907352371
RPS28	11.7335929965856
GDF10	3.09289228145512
COQ9	8.71688391853792
P2RX3	2.93506817672804
GCC2	7.50390299640872
RARRES3	8.23957667917864
PLXNA1	5.70453639677737
WBP4	4.44575270305384
KIAA0100	6.1538536604622
PMF1	6.99465046280838
HS2ST1	6.37710790611326
CRELD2	7.21716831290794
C8G	3.12020812975398
CD82	6.73312903350751
PMM1	4.57541691081653
CBLL1	4.55510900907419
LIM2	3.35448063422245
VAX2	4.3185753559412
SETDB1	5.24414574974076
LRAP	3.36514112526229
GCLM	6.99467264450692
CPEB3	3.75629406749592
PPM1A	6.42200417887243
INTS1	4.18113572273503
MMP16	3.26418628695544
CAMTA1	4.75906213806451
SAMSN1	4.17111371428921
DRD3	2.74955982061244
GMPPA	5.56646649071309
C11orf73	5.90573238948116
AIPL1	3.81385368810868
PTP4A2	9.53841358242541
IL24	3.24212231514915
BDKRB1	3.05300908811434
HPCA	3.62568833387872
MLF1	6.6736759162534
SEC14L1	6.84691411795512
CHFR	5.22067442231285
EMILIN1	3.74727012602515
THADA	6.37774908882688
TAF12	6.19199851478996
NDUFS4	7.17319080712356
ID1	6.03346282744344
PIK3CB	4.17662499820805
COL18A1	8.80148250576163
PDZD3	3.35536924507528
TBC1D17	5.14250254979217
COX8A	10.3946609031376
