Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_F09_491284
Composite Element REF	Signal
AACS	6.41470871698072
FSTL1	9.17778479121636
ELMO2	5.16946890780183
CREB3L1	4.31831731030013
RPS11	10.5188871100136
PNMA1	7.39503735893947
MMP2	8.21219816182237
SAMD4A	3.84949482369724
SMARCD3	7.77809678635245
A4GNT	3.6362816515598
C9orf39	3.49979529099051
PKNOX2	3.93760415506838
RALYL	3.81787580839422
ZHX3	4.08019832580664
ERCC5	6.1929215565554
RXFP3	3.20221800534683
APBB2	3.83889229313991
BBOX1	6.43838336619152
PRO0478	2.83898661398992
GCSH	7.31513546230991
XDH	3.60302092392773
EDN1	4.58712774182353
MTERF	6.554542013089
PDCL3	6.89132203516486
CLK4	5.80540833822037
KCNG1	3.90377834509043
CXCR4	5.72611149122096
DECR1	7.19698821174164
SALL1	2.98373637024564
PTPRR	3.73884043097631
CADM4	3.37682210869336
IRAK1	9.37887639202684
CFHR5	3.18777959824783
HNRPD	7.6514524834239
TMSB10	12.4494699666774
CXCL3	4.39014572835932
LMAN1	3.52240301554750
SUHW1	3.57506404024694
CHD8	6.16836255320696
SUMO1	7.9593086408956
GP1BA	3.02229398031015
OR7A10	3.54191145645284
DDB1	7.33525035934849
CHRNA10	3.69565512040787
STYK1	4.19858562302823
MYO9B	3.94380128996208
CCNI	10.7831916973149
MMP7	8.60025231372751
EP300	6.21614473830587
CRNKL1	6.64318725610117
C9orf45	3.39076461597576
XAB2	4.69781144148887
RTN1	4.37076362168555
HIC2	3.72654154630796
TBX10	3.54314111777526
CENPQ	4.77929374272408
UTY	3.14983935739187
OR2W1	2.82145315323754
ATP5G2	10.3925359716046
ZEB1	3.53423970464196
ZG16	3.56883299559783
ERG	3.92519547441216
PARN	7.36725596333446
SOD2	6.05268429214218
JOSD3	8.141862664172
ADAM5P	3.42666184398661
CHD9	5.7907969065378
hCG_40738	3.82600230642166
STK16	4.64785132714444
PDE1C	3.52699823132716
SEMA4D	6.43248404535959
AGPAT1	6.59179555977955
TOB2	5.93219573482182
BANK1	3.62312305689415
MAP3K3	5.08071263819878
MAX	5.07313689266639
GRM2	3.61324068738501
OSBPL8	7.4042544053203
PROSC	6.23840313567139
NR4A2	4.46647033677415
RICS	4.83488657557141
PIR	4.97781575467979
PPCS	9.24361462767547
IPO9	6.51831698245576
LONP1	6.83448474523866
EVC	4.31449847101505
CXCL13	5.18748845401119
SCYL3	5.69371069373262
KIAA1199	5.62179478289331
SORL1	7.66008525091256
NAT10	6.23622270536743
CHD1	6.17821516040808
SYN3	3.49646933054324
DMC1	3.89409889909225
SLC22A2	3.76617482494335
SERPINF1	8.34383686452834
C20orf27	6.22550813185339
OR7A17	3.34520475680189
RPS6KA5	4.4541050948532
LHB	3.33745231447356
TAOK3	5.04006392100446
STK25	5.6641296435098
SLC12A4	3.55431880632525
BRCA1	3.64998127116916
GBL	6.49738798108048
C14orf108	8.61157025305966
CDC25B	8.45983093835375
BMP3	3.18936732356260
MAP1LC3C	3.64217842501459
TMEM180	3.9143937095196
CRYGC	3.52344793453134
SLK	6.21455198851976
POU3F1	3.30208720145005
C20orf32	3.79348860982928
USP52	5.49589722442872
HIGD1B	4.09034942195211
BAZ1B	6.88560217176648
USP6NL	5.52564386595091
SLCO2B1	4.09798998300189
ABCD4	4.84145080734603
DIMT1L	6.12975057674065
SLC25A46	6.77739920663491
LARP7	6.32557268413975
