Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_B01_543652
Composite Element REF	Signal
AACS	7.60181067897754
FSTL1	7.2772422720639
ELMO2	5.27373016097102
CREB3L1	3.76721286697270
RPS11	9.93849901397144
PNMA1	7.11610627217087
MMP2	7.51174010887422
SAMD4A	3.61750187980542
SMARCD3	7.92038684120038
A4GNT	3.65450896573501
C9orf39	3.1610646672941
PKNOX2	4.06964741693402
RALYL	3.36973710953594
ZHX3	4.17060146079326
ERCC5	5.90573358285138
RXFP3	3.10110238708144
APBB2	3.31798416870792
BBOX1	8.45457968708584
PRO0478	2.82666853982344
GCSH	9.40280286125174
XDH	3.76445453381294
EDN1	3.74479996974924
MTERF	6.83196079142241
PDCL3	7.74048086418996
CLK4	6.96451308944355
KCNG1	3.60689945669143
CXCR4	8.4497215827086
DECR1	6.64846324428093
SALL1	3.38300469105925
PTPRR	3.54588276632411
CADM4	3.27279307277574
IRAK1	9.1393756998499
CFHR5	3.17904224583617
HNRPD	7.03337762891242
TMSB10	12.4744478967770
CXCL3	4.02083043238319
LMAN1	3.94806283892319
SUHW1	3.66007850296213
CHD8	4.59566053202102
SUMO1	8.59711256071952
GP1BA	3.23231830235040
OR7A10	4.17337626900901
DDB1	7.64643444985941
CHRNA10	3.48958389339085
STYK1	3.78402511974075
MYO9B	4.09200331477634
CCNI	10.1851751832982
MMP7	8.0836169626823
EP300	5.82526471660164
CRNKL1	7.30070501705869
C9orf45	3.15396820411779
XAB2	4.29808340984403
RTN1	4.44439491584362
HIC2	3.62948658446804
TBX10	3.54523741318848
CENPQ	4.13922423114757
UTY	3.17354432325156
OR2W1	2.88594255295282
ATP5G2	11.2282145058964
ZEB1	3.46917501234667
ZG16	3.769527146074
ERG	3.62888802850297
PARN	7.09387545892439
SOD2	7.17641758219074
JOSD3	8.45911601158883
ADAM5P	3.21383102907634
CHD9	6.55016609179288
hCG_40738	3.65652262624169
STK16	6.51642947669256
PDE1C	3.55463767928737
SEMA4D	4.96139387502939
AGPAT1	5.6111807432743
TOB2	5.64401192885702
BANK1	5.18855187264794
MAP3K3	5.05021966234096
MAX	4.94378501777316
GRM2	3.90929790247465
OSBPL8	7.68090567307649
PROSC	5.68057822275481
NR4A2	5.30364656934598
RICS	3.83387846106291
PIR	6.37468517819124
PPCS	9.9161484414316
IPO9	5.92949889195398
LONP1	6.06093896972232
EVC	4.206291670076
CXCL13	5.04583980014342
SCYL3	6.52272435186016
KIAA1199	5.63581286917487
SORL1	7.19937445417205
NAT10	6.24056178841443
CHD1	5.77131103099163
SYN3	3.44446821945976
DMC1	3.81963971886893
SLC22A2	3.58072148714448
SERPINF1	7.40203944766768
C20orf27	6.4384954291109
OR7A17	3.31892476802353
RPS6KA5	4.05746907962952
LHB	3.50742386599992
TAOK3	5.35312757172776
STK25	5.91873933622119
SLC12A4	3.71535542371299
BRCA1	4.28189098512218
GBL	6.91499910609118
C14orf108	7.29696926296161
CDC25B	6.80210008933747
BMP3	3.35725760739959
MAP1LC3C	3.31240757317034
TMEM180	3.21116659666994
CRYGC	3.73084044978811
SLK	6.3252693540989
POU3F1	3.30580765656814
C20orf32	3.63899197928518
USP52	6.17508548302386
HIGD1B	3.90900237208837
BAZ1B	6.10503856221846
USP6NL	5.6675045414581
SLCO2B1	4.24758727353943
ABCD4	4.39345893585791
DIMT1L	7.00247597215237
SLC25A46	7.25264753261045
LARP7	6.7063854574898
TEK	3.67708139655008
CD160	3.78024899108671
TERF2IP	8.28147348265617
PHF20	5.58272028389183
COL1A1	6.68429511344278
KIAA0090	4.96326979411666
GTPBP1	4.35310185475261
GRK5	3.54564348792753
AP1S2	5.50622197530459
RAB33B	5.46766524723245
CA11	5.17791098128672
ALDOC	5.71470301724566
NUDT1	6.52585769707243
ZNF212	5.1526568233486
ACBD3	7.46721646314762
ZNF83	6.69755938981716
PRDM2	4.38569536265528
GDPD5	5.80752522396788
PDCD4	6.1615561770376
CEP350	5.97007296833328
FOXP3	3.28455232135936
SMYD3	6.08314881902729
CST7	5.56184588875307
SELL	6.60680967860603
CIAO1	6.89934604277336
LGI2	3.46467723499844
WDR45	7.21524058861467
ANKRD6	7.37462376192699
LTBP4	3.56007960979248
PSCD3	3.12794175449746
PYY	3.0120993517816
KCNC1	3.28900839124441
SIRT6	4.30053145265477
CCL19	3.98587884326188
ARHGEF9	4.24792287895629
ABR	4.18225658073067
C10orf22	7.08594859953242
STK17A	5.49234208624772
FOXE1	3.29966499399531
GML	3.24615939013476
CNGA3	2.97572772884917
CD38	3.92995671989088
ZDHHC6	7.97918015538031
NEFH	3.62321562183025
PGBD5	3.8668526370961
CTDSP2	6.72368073194108
RMND5B	5.90211819517692
ZNF257	4.10128420449506
DUSP4	4.82593594750954
FLJ22167	7.38557043350637
EXOSC7	7.29508058131018
ROR2	3.33758869380721
FOXM1	5.03695784466677
ZBTB48	4.59650758417879
BUD31	8.74299921615839
MAOA	3.97748318721372
CCDC41	4.71981639417111
TNNT3	3.83833412594405
FBXO11	5.45595225113683
GYPC	5.65701701333204
PLIN	3.36223735013543
RFXAP	3.42982428838469
C6orf15	5.50222238979201
RNF4	8.32951565661335
F8A1	9.1883546166823
PPP1R3D	4.73238244841427
GRB2	7.08567343615363
TPM3	3.0722935728652
SYT13	3.63465774859024
EPB42	3.66018853415061
RP5-1077B9.4	5.4711316507047
EIF1	11.1022743383733
CETN3	8.2118568141269
FPGT	7.07258323856104
PRY	3.39566800963684
NTHL1	7.5528025224008
POLR2B	8.61126507093002
RPS28	11.9935616731940
GDF10	3.20824090849425
COQ9	8.42393171244935
P2RX3	2.72051116535070
GCC2	6.71497451368647
RARRES3	7.66620113538535
PLXNA1	5.4565223681176
WBP4	5.07357838825753
KIAA0100	6.31488717008776
PMF1	7.39485672996762
HS2ST1	5.89056311385867
CRELD2	7.20810215795645
C8G	3.21971063718577
CD82	5.54983060390879
PMM1	5.59962470524195
CBLL1	4.60783676755115
LIM2	3.59746144405225
VAX2	3.53247174195555
SETDB1	6.17193159833518
LRAP	5.42138378282288
GCLM	7.4395733520797
CPEB3	3.81095596668371
PPM1A	5.50829216257827
INTS1	3.9339240091503
MMP16	3.29914567960826
CAMTA1	3.23461105316089
SAMSN1	5.59738142092367
DRD3	2.82314844633835
GMPPA	6.29860981843832
C11orf73	6.84431125802762
AIPL1	3.80817332730128
PTP4A2	8.64978945390203
IL24	3.22608624913557
BDKRB1	3.64509624321755
HPCA	3.4864087350049
MLF1	6.34382290667103
SEC14L1	5.54308517169903
CHFR	4.86473742307431
EMILIN1	3.37222117111775
THADA	6.65888318254563
TAF12	5.59954378049939
NDUFS4	9.20082064759479
ID1	4.51986285100935
PIK3CB	3.58016872662732
COL18A1	6.21122290179069
PDZD3	3.23774446644973
TBC1D17	3.90621342126896
COX8A	10.4366743120041
CDCA4	6.217095520427
C2orf44	4.39087978347838
C9orf16	8.53960197746276
ERBB2IP	8.54509362166145
EMX2	8.10952764910774
FUS	5.33501545835286
NIPSNAP3B	3.53817329877945
TF	3.22097178420432
CXorf56	5.04848255022184
CLCN4	3.83811922593467
PWP2	5.06995416254036
MMP15	4.26640539466581
MTMR14	6.24689220477008
NPR1	7.12382602870172
DNAL4	5.82236144781915
ELAC2	4.50610112566196
ASS1	12.2512464700707
IPP	6.40743686165828
TMEM59	11.0288560716586
POLR2J	8.87823636865325
SEC23IP	6.1704274090398
RGS4	3.87226840755661
UQCRC1	9.57616311457088
SNX6	7.97773165938235
DDX18	6.59038111644192
POLG	4.42381479457439
ADAM23	4.06159285861094
ZNHIT2	5.27530241807377
TFR2	4.29647558402871
NCDN	4.06951909533779
RAG1	3.23596235089137
POMT1	4.81969925501892
CYP1A1	3.40828814238602
SNAPC1	5.9896800768135
GNA11	5.10876898042925
CCDC52	3.21950607483338
CAPN1	7.41889669718481
DDHD2	6.72171367002548
UPF3A	6.1848916829406
LAGE3	7.08832112329005
GNRHR	3.07318233976845
UNC13B	5.4395185683158
TTLL4	4.16591675252564
PPBP	2.81581529735778
HTR3A	5.38497604912604
SDC2	5.40879670071817
ANKRD49	8.20788179706045
BTF3	11.3498563580967
COX7A2	11.0239833968436
SARS	9.04084754644727
C13orf18	4.72052995241159
CACNB1	3.88322666956524
QKI	6.01758136763927
SETMAR	6.2324237086318
LAMB4	3.42772652237187
MAN2B1	6.41019615672156
EML3	5.16723237585928
ACADL	3.13074414898029
OFD1	7.12851122757732
CGA	3.59778001485507
EIF3EIP	10.8995447308803
PEX16	5.81865033813753
GNG12	8.64856396185873
HABP4	4.65716086866051
CNTN2	3.22701742637405
ASNSD1	8.00597895320382
FUT4	4.02172164859133
DBH	3.49393458675956
CD53	7.85592209229002
HIST1H2BJ	3.26439535036557
TFAP2B	3.2930601517461
ACF	3.49430286106354
TMEM11	7.19885490789923
CDH8	3.34228346155747
C3orf32	4.40296688974393
AGPS	4.44147035109175
C4orf18	3.39447290007072
PCCB	7.17534091382902
IPO13	5.13357889341438
PECI	7.06981390661671
UNG	7.82909614977513
C6orf105	4.11153528639283
GSTP1	9.3407711620604
SUV420H1	7.00671078143088
ARHGAP15	4.37090141009384
LTBR	6.81358980540165
TDRKH	4.28601776777752
PSG4	3.10941191334677
SLC9A3R1	6.78802816195862
NBPF3	8.1952352179278
SLC9A3	3.82658029539671
OSBP	6.38566218968962
PRR5	4.69869004382478
CHMP7	5.29137097040402
ADRA1A	3.08464086254213
ASAH1	7.21032458044689
FKBP4	7.35729855543392
ZNF350	3.77990246610982
DOM3Z	5.14866509315243
GIPR	3.9172536054216
AHI1	4.91226660467242
BST1	6.38268127775487
NCR2	3.59440548022611
NADSYN1	5.96427493512699
UBE2W	5.47532809788089
RGS14	4.27254194073804
KRT15	4.55477771285802
SCN11A	3.66034611118800
GFI1	3.92905826127751
FHL1	5.80990861761120
SMC6	5.29155463319514
GATA1	3.58875385960127
OSGEP	4.93538701417161
ARMC6	5.08885276251142
HK3	3.49329843279962
PSMD5	7.12537105835313
RSU1	7.68357228953514
RPL4	12.2643923435039
MAD2L1	8.01126957586663
RBPMS	4.83269371127801
EIF4A3	9.42110405513328
E4F1	4.89435808306841
DLEC1	3.31940600183255
PRPF3	6.02137058292231
EMR1	5.6421293865276
CHMP2B	7.6712363238714
CAMSAP1	4.35553149730916
RPS21	9.87979206160454
XCR1	3.12742968197968
ARID5A	4.29069584035750
RBM6	5.52938455980642
UBE2N	8.25099444930436
KLF4	4.87429202745644
MGC4172	5.77665501065085
LMO4	8.2044920417211
KLKB1	3.19164120999577
HDAC3	6.4696577142676
HP	9.395347553758
SCHIP1	6.38133276533966
BTK	4.16769162676035
KRCC1	9.24163714103106
PRND	3.13311335700683
C6orf27	3.60173837650755
PIGL	4.12234333385692
CLCA1	3.82534857688486
C1orf112	5.77201639422199
OLFML2A	3.89191457499332
HUS1	5.18325191597237
SFRS6	8.0635453432239
CXCR7	6.4480344880987
UIMC1	6.64545812334296
FXYD2	3.60880110026081
GOT2	8.19488908130316
ZNF667	3.14977269866937
TFEC	4.47212806906819
ATP7B	4.62273475541748
RAB38	3.09558599891179
POLD2	7.46943327672116
PPM1H	5.18776464984504
DCX	3.41571404935586
NFYC	6.21711194344171
ZNF228	2.97343882627739
KIN	6.36298119310303
PLSCR4	5.7796565431293
HIST1H4I	4.09563154907793
PPARGC1A	3.04713989178215
HIG2	7.83062816068448
KCNK10	4.23489298846755
EXOC1	8.51320651912293
OR6A2	4.18745296301461
ETFA	9.06525834179652
PDAP1	5.12386138379494
C19orf6	3.37028418572028
POLRMT	4.33621355781264
ZNF146	7.19363409056228
MIA2	3.23151066399841
LY6G6E	3.26771610891328
EIF4E2	8.7204702504604
NENF	5.48113067356804
HOXB5	4.04887313396534
ZNF324	4.16218523740172
CUGBP1	4.17703350381197
ENTPD7	4.52357786810322
TTC13	6.52487488716854
GJB5	3.13096813068234
PRSS22	5.127500844645
CYP3A5	3.58510569783490
MBOAT5	5.12184950100897
CUL4B	5.31963629212889
CENPJ	3.69743976385507
KIAA0664	5.26535064231129
PITX1	4.22219674094768
PDGFRB	4.62105716900331
RDX	5.460377275759
CELSR3	3.74173009907744
JUND	6.22377194690728
ITSN1	4.13708010287321
CHRNB1	3.61268416580023
EHBP1L1	4.00468013167865
C19orf2	7.184764437613
FETUB	3.21890743410049
CAMK2B	3.09743196216150
DCTN1	5.63727404677543
TNKS2	6.92541834415763
MRTO4	7.51441862094163
C1QBP	6.52345080611795
TTC3	6.49987386012274
NDUFB8	8.59128298571621
CADPS2	6.07701501180232
EDG2	5.27292047282641
MYF5	3.46066598839567
SEMA3G	3.26467066642942
IL23A	4.90287189167667
GJA9	3.66541431881068
R3HDM2	7.03670134355232
C5	4.36698687724927
SLC2A10	7.19362957910444
TRIM45	4.33253200386633
TSP50	3.7170265303395
PAQR3	5.0067760012592
ANKRD26	3.40653785040400
TCP1	8.5123809650944
TMED7	7.05688127237052
CMA1	3.08903176454714
PTCRA	4.13084373560122
HCRTR1	3.53539594301016
FST	3.86270971037894
PAWR	3.85231395113765
LDLR	5.38608429826589
ASTN2	4.51264294193075
SCRN1	6.51101147356768
GPATCH8	5.97150777015258
KIF4A	4.97864771083466
TANC2	3.6043449809466
ZMYM5	4.27277456680467
PGM1	10.4244310707372
ZNF586	5.69039640311359
POLR3G	3.65428278157017
CPD	6.99926312416246
SNCAIP	4.06143135072757
DCT	3.31741689229870
HLA-DOA	3.58120931843755
TANK	7.98174799696228
RCAN1	3.83992083610723
UPK1B	6.96845384579434
DNAJB4	4.70571158206564
UGT1A8	3.53176801828632
LIMD2	3.60793810468644
HIST1H4L	3.67197193795318
PECR	6.93470950157686
HSPA2	5.26243512249057
SERP1	9.5202189304738
TACR2	3.40049003943801
NUP85	8.01957511927385
CD177	4.60340709598517
GPR135	3.13101336259812
PIGG	7.7949967346814
LGR5	3.70991015775564
JAK2	3.56334374099618
DPYSL4	3.38008977218453
TM9SF4	5.93390492449889
PTHR1	3.35961713650398
SIRPG	3.21150781063334
ZNF264	4.01757779974521
BICD1	5.09362952589503
RAB5A	7.33875378950366
FLJ13224	3.12659436036398
METTL5	9.24988396434761
HERC6	4.92447591623758
CASP1	6.1176031550403
USP9Y	2.92992395178574
LRP1B	2.88993298844041
XAF1	4.7527289454451
PLA2G4C	3.90898945785248
APOA2	3.2197775382889
SPAG6	2.99853491005474
KALRN	3.23827819099066
SECTM1	4.76252103439296
THOC7	9.37074207443185
IFNAR1	3.75439934556169
TCTA	7.76214193293088
NY-REN-7	3.25327678073176
TALDO1	10.5711728211722
B2M	12.0323481271381
LPPR4	4.29290756484501
SQLE	6.05132147445124
SEPHS1	6.6859589506909
EIF5A	6.87205728213332
FAM49A	4.12775256227606
YTHDC2	4.23257477753969
EHD2	4.37135484851536
NCF1	4.01603717439286
SPG7	7.4252118047281
ZNF614	3.45525672431458
HOXA5	3.14683619555344
NUP133	8.36822042054083
FGF12	3.85464509015459
SLMO2	8.97546342982172
INPP5B	4.64057626348298
PPID	6.74055899236928
SNTA1	4.38833490592905
IL20RA	5.46768974722261
UBE2J1	5.8959523216363
CACNG2	2.92442807187407
GCM1	3.06829561585896
ELF1	6.67329904597888
TLR5	7.13956384243228
TCFL5	6.20054394695833
C1orf107	6.98014637791931
C19orf22	7.04510605607387
SAFB2	5.31100183574594
MAP3K7IP1	3.66096808947439
NCK2	7.12223620624013
OXA1L	8.05800906934778
KIAA0652	5.69325052928013
KLRG1	3.75354658655141
FRAG1	6.88989688545213
ZSCAN12	3.02376484205527
PSMD12	7.83257811857932
E2F4	5.57025597183266
CLEC4M	3.92562307143271
KIAA0999	4.29145711355338
CLDN10	9.4584442880684
MGC13053	3.90585869765143
TAC1	2.79895169829954
GYPA	3.42442107501304
HPCAL4	3.28674513975259
TRAIP	4.79244130763346
MEX3D	4.4338496459781
KIAA0232	6.54950596626231
ERCC8	5.53908507489841
NFAT5	4.91776941103627
GPX4	10.4180291292516
CSPG4LYP1	3.31351207989617
KIAA0368	5.41311254669576
FBXO3	7.16447625139903
DVL1	5.66410869649417
CMKLR1	3.66896881809072
GPR157	3.20142474502145
TYMS	7.95634176792638
OR52A1	3.32222717611074
PEF1	6.90133786279064
ZNF750	3.33282165791382
ALG9	5.21826892545338
MCM5	5.38139429275817
SDK2	3.37165940996964
BAIAP3	3.86388150981344
RABGGTB	8.4041729214325
KCNK7	3.24457361318130
PTP4A3	5.06043883400955
ANKRD40	4.54330740880932
CALCOCO2	7.75479332903398
TMSL8	4.09719933616855
SNCA	4.30693168426643
ZNF551	3.21834993710939
HBQ1	3.44438960750611
