Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A10_471880
Composite Element REF	Signal
AACS	5.75062235270706
FSTL1	8.0911635278651
ELMO2	5.25079644339561
CREB3L1	3.94867343125712
RPS11	9.53841263510667
PNMA1	7.81686451940005
MMP2	6.82327228123736
SAMD4A	3.89149253581383
SMARCD3	7.32397255120864
A4GNT	3.59658037673672
C9orf39	3.40360890597558
PKNOX2	4.03115649153436
RALYL	3.38747544749858
ZHX3	4.40394339024023
ERCC5	7.03902177240272
RXFP3	3.01529900213482
APBB2	4.32419634425219
BBOX1	8.76848723489212
PRO0478	2.84298030832155
GCSH	8.11502379990855
XDH	6.25657929320637
EDN1	5.36894440596092
MTERF	4.88294300256026
PDCL3	7.18177025472012
CLK4	5.70317001666612
KCNG1	3.47482649980298
CXCR4	6.86984372682203
DECR1	8.96641937447069
SALL1	3.42154275905388
PTPRR	3.90875908876126
CADM4	3.32826924158896
IRAK1	10.0773774097464
CFHR5	3.29915784007484
HNRPD	7.60546211039817
TMSB10	11.4764625458882
CXCL3	3.54932922363831
LMAN1	4.15977050090876
SUHW1	3.67165530169130
CHD8	5.75463014220631
SUMO1	7.53396522905643
GP1BA	3.12675377656546
OR7A10	3.68164280801490
DDB1	7.44966882002005
CHRNA10	3.41061451274438
STYK1	3.36576095383755
MYO9B	4.17652304395095
CCNI	9.97475215328008
MMP7	9.63168986062893
EP300	6.00180520391025
CRNKL1	6.34752864753733
C9orf45	3.18184318375044
XAB2	4.09173462969095
RTN1	4.9452941527749
HIC2	4.04018920256589
TBX10	3.50250794821227
CENPQ	4.09261731035859
UTY	3.07498631573903
OR2W1	2.96356517489074
ATP5G2	10.5940370576567
ZEB1	4.02948017695334
ZG16	3.34084082618382
ERG	4.28154479627577
PARN	7.54704160331487
SOD2	5.73637901409521
JOSD3	7.32387829770886
ADAM5P	3.16641779924482
CHD9	6.37908984533111
hCG_40738	3.87499860222745
STK16	4.51653503745124
PDE1C	3.51312566004714
SEMA4D	5.63329459783257
AGPAT1	5.70805971636854
TOB2	6.20456726384899
BANK1	5.22766162266014
MAP3K3	5.00684840722123
MAX	5.91254776251601
GRM2	3.57367261000659
OSBPL8	7.65607554660457
PROSC	6.69910207862902
NR4A2	8.08917938004853
RICS	5.77168873837195
PIR	6.09691408904629
PPCS	9.37546837104508
IPO9	5.82299708893817
LONP1	5.82745736033142
EVC	3.97982856134166
CXCL13	3.98485901481453
SCYL3	5.1741774770553
KIAA1199	4.45230283370193
SORL1	9.71501390838482
NAT10	6.98291404446158
CHD1	5.76072512418369
SYN3	3.37090234105184
DMC1	3.72229953565892
SLC22A2	3.33455958949322
SERPINF1	8.33618508536228
C20orf27	5.78351435344823
OR7A17	2.90204806813358
RPS6KA5	4.74699767197957
LHB	3.33232411632005
TAOK3	5.09586829020619
STK25	4.77928392249994
SLC12A4	3.54034943083449
BRCA1	3.42450103886715
GBL	5.73936962735981
C14orf108	8.4563707099134
CDC25B	5.90974405972129
BMP3	3.11779130536002
MAP1LC3C	3.42206720501511
TMEM180	3.24839378262335
CRYGC	3.72857189456409
SLK	6.25782992099179
POU3F1	3.20816319792712
C20orf32	3.89713022319382
USP52	4.82771774992659
HIGD1B	4.02277162469152
BAZ1B	6.92126501429183
USP6NL	4.55234111061656
SLCO2B1	4.28310898858608
ABCD4	3.98356616735685
DIMT1L	6.09680328732938
SLC25A46	7.82961000077872
LARP7	6.69168378526143
TEK	3.61545273018237
CD160	3.70556436713443
TERF2IP	8.0394848751614
PHF20	5.91057978684132
COL1A1	7.43750686845694
KIAA0090	5.55053684670951
GTPBP1	4.52638330021527
GRK5	3.88707453142084
AP1S2	5.7130688731878
RAB33B	4.35371866649232
CA11	5.75826764832218
ALDOC	6.38904256591811
NUDT1	5.43918576297442
ZNF212	4.71334382409371
ACBD3	7.69843157469476
ZNF83	6.97895331021282
PRDM2	5.76952139552105
GDPD5	4.9655008954635
PDCD4	6.17303796617056
CEP350	5.91883394591552
FOXP3	3.18220686414817
SMYD3	7.08601681507856
CST7	3.92281674789314
SELL	4.37475760092314
CIAO1	6.16641534731384
LGI2	3.73169223285312
WDR45	6.56418496750296
ANKRD6	6.54681852800894
LTBP4	3.80204386662811
PSCD3	3.16641626678844
PYY	3.14000872934672
KCNC1	3.13211545220605
SIRT6	3.7479506776926
CCL19	3.63068961660985
ARHGEF9	4.34018723630803
ABR	4.34317812330078
C10orf22	6.64004674342325
STK17A	5.09648289544813
FOXE1	3.70583421455401
GML	3.28185632753715
CNGA3	2.99170546996310
CD38	3.32500248073195
ZDHHC6	6.80039635790955
NEFH	4.45222892146104
PGBD5	3.4910650324294
CTDSP2	7.2598260015263
RMND5B	6.17480136403782
ZNF257	3.53099313278857
DUSP4	5.49839833283113
FLJ22167	4.9924560695485
EXOSC7	6.70241463165936
ROR2	3.91833207982404
FOXM1	5.11161981251993
ZBTB48	4.34583848593481
BUD31	8.09407043500359
MAOA	3.75299878864748
CCDC41	4.18054643789673
TNNT3	3.92454822345776
FBXO11	5.13760767893739
GYPC	5.8155026197336
PLIN	3.47372333576631
RFXAP	3.68211086958630
C6orf15	3.97605737883142
RNF4	8.17291012866719
F8A1	8.87097166419279
PPP1R3D	4.85635589975983
GRB2	6.73666751744141
TPM3	3.38105704803059
SYT13	3.23510268687938
EPB42	3.35140109355234
RP5-1077B9.4	4.4495713487854
EIF1	10.2131445745819
CETN3	6.32142980950407
FPGT	6.44214432617289
PRY	3.61589551759422
NTHL1	5.6745957348065
POLR2B	8.60882974511733
RPS28	11.4230229137631
GDF10	2.97622514786890
COQ9	8.29889825475406
P2RX3	2.91959514619807
GCC2	6.94870345956506
RARRES3	9.46984796822884
PLXNA1	5.69812832575907
WBP4	4.70479957799145
KIAA0100	6.0783536216391
PMF1	6.70790400187538
HS2ST1	6.03217338858701
CRELD2	6.81486112537156
C8G	3.10467984836859
CD82	6.4650925481213
PMM1	5.08735552008452
CBLL1	4.36518959442718
LIM2	3.5713484127326
VAX2	3.13225464494918
SETDB1	4.669046698053
LRAP	2.92676298235864
GCLM	8.14414133204264
CPEB3	4.48135650185912
PPM1A	6.01951352960972
INTS1	4.06432586096632
MMP16	3.24785654622537
CAMTA1	4.18858114935266
SAMSN1	6.17104818409827
DRD3	2.7602492960366
GMPPA	5.25860183054655
C11orf73	6.48670345446905
AIPL1	3.82068587211695
PTP4A2	9.99124649618786
IL24	3.42569215483668
BDKRB1	3.75606954501822
HPCA	3.24107293550625
MLF1	5.09638975614685
SEC14L1	6.73401172833536
CHFR	4.43253323502508
EMILIN1	4.12887743467685
THADA	6.28989393266858
TAF12	6.90220672340044
NDUFS4	8.57751872443837
ID1	6.34252545604629
PIK3CB	4.08377616832969
COL18A1	7.85116732200877
PDZD3	2.99886808221287
TBC1D17	4.35229268041671
COX8A	10.0042561337729
CDCA4	6.24596521523866
C2orf44	4.28086137062178
C9orf16	8.15762294864255
ERBB2IP	7.43587318668909
EMX2	6.81183043048005
FUS	5.80968414277799
NIPSNAP3B	3.32495058295508
TF	3.11474809135288
CXorf56	5.09046556632178
CLCN4	3.56757189977194
PWP2	5.44937827585314
MMP15	5.33737581662881
MTMR14	5.95656829693975
NPR1	5.80509654643308
DNAL4	5.51590095562581
ELAC2	4.24846399955202
ASS1	11.0548732191058
IPP	5.58865093716268
TMEM59	10.1727641237720
POLR2J	8.17772716581448
SEC23IP	6.40414666886482
RGS4	5.21362978401904
UQCRC1	9.87702448566191
SNX6	7.5466905531482
DDX18	7.59795853376997
POLG	5.16421474561217
ADAM23	4.13033033535865
ZNHIT2	4.4226113488362
TFR2	3.59504834250249
NCDN	4.37655943769155
RAG1	3.4280637709713
POMT1	4.52374439568114
CYP1A1	3.35371570556439
SNAPC1	5.14183959431465
GNA11	5.55284519700071
CCDC52	2.95091866165555
CAPN1	7.63691154549485
DDHD2	7.09858071626673
UPF3A	6.17147415349855
LAGE3	6.55538546026096
GNRHR	3.07271553967925
UNC13B	5.82216448518281
TTLL4	3.65493872720452
PPBP	3.00106658600468
HTR3A	6.33340256605443
SDC2	6.86647178212303
ANKRD49	7.02230380231167
BTF3	10.2263617696953
COX7A2	10.3424840865466
SARS	9.23495889696714
C13orf18	3.82201078701589
CACNB1	3.87692990342712
QKI	6.04089736568376
SETMAR	5.76147159514625
LAMB4	3.48599263740038
MAN2B1	6.5871600257111
EML3	5.05085418705587
ACADL	3.42538086112803
OFD1	7.43630373721684
CGA	3.60700210176997
EIF3EIP	10.9532769422258
PEX16	5.03424097641222
GNG12	9.48975451366547
HABP4	4.96747905427609
CNTN2	3.27597555604277
ASNSD1	7.46277308999003
FUT4	3.98238262823442
DBH	3.3987769568212
CD53	8.1568789799229
HIST1H2BJ	3.45011969619946
TFAP2B	3.14392343335911
ACF	3.85793364574766
TMEM11	5.48565245076458
CDH8	3.28797905623995
C3orf32	3.49801880317529
AGPS	6.10728748603401
C4orf18	3.61244030370035
PCCB	7.73445111602513
IPO13	4.59027751039704
PECI	6.11694990702733
UNG	6.58201549381257
C6orf105	3.53686020996056
GSTP1	8.32867287316356
SUV420H1	7.75546759129138
ARHGAP15	4.23576577622819
LTBR	6.22120785917955
TDRKH	3.47313420701168
PSG4	5.45696409145607
SLC9A3R1	6.68280196364493
NBPF3	9.00189434853442
SLC9A3	3.85826705101034
OSBP	7.14307253516665
PRR5	4.50838308638419
CHMP7	5.28983119011767
ADRA1A	3.05953524805034
ASAH1	7.8319116141237
FKBP4	7.68643940024863
ZNF350	4.84894026686722
DOM3Z	4.9627151192581
GIPR	3.65978025556474
AHI1	4.74891553962922
BST1	4.17231625274315
NCR2	3.44919084570855
NADSYN1	4.85005241138303
UBE2W	6.46545729703067
RGS14	3.97592080620048
KRT15	6.77960244446589
SCN11A	3.66507151072118
GFI1	3.60012263867409
FHL1	4.46606762161898
SMC6	6.39872047129078
GATA1	3.51379143751133
OSGEP	6.22049361403025
ARMC6	4.72922387050276
HK3	3.24688887134255
PSMD5	7.91983597289303
RSU1	7.24099057039635
RPL4	12.3182491708248
MAD2L1	5.22624327583912
RBPMS	7.15980190703455
EIF4A3	8.58645717266977
E4F1	4.42392863578455
DLEC1	3.51418261616305
PRPF3	5.37961183967577
EMR1	3.04950625688263
CHMP2B	6.86846058871257
CAMSAP1	4.42557089785292
RPS21	9.40798719874428
XCR1	3.17651710907825
ARID5A	4.19906511596584
RBM6	5.82465609820241
UBE2N	7.0641215588003
KLF4	7.0442793763095
MGC4172	3.72056846512161
LMO4	6.65932699741411
KLKB1	3.3399728399791
HDAC3	7.17471908857608
HP	5.86896823861313
SCHIP1	5.80986427482681
BTK	4.05639957457935
KRCC1	7.86228622933854
PRND	2.80845283453402
C6orf27	3.62690244343827
PIGL	3.79579810562997
CLCA1	3.87601082189916
C1orf112	3.94060941408528
OLFML2A	4.91953777460488
HUS1	5.09804975814951
SFRS6	7.66166546979374
CXCR7	5.6318670074104
UIMC1	6.81780468414072
FXYD2	3.54378634733575
GOT2	8.19084286443797
ZNF667	3.62097743761388
TFEC	4.22908679341491
ATP7B	3.43327113355391
RAB38	3.789269156884
POLD2	6.42039190468779
PPM1H	6.65264533112845
DCX	3.19259307375107
NFYC	6.51228944885845
ZNF228	3.31623208190743
KIN	5.12913394450928
PLSCR4	7.00999771427857
HIST1H4I	3.90225337798105
PPARGC1A	3.78943742786548
HIG2	5.18653230849635
KCNK10	4.16137072713742
EXOC1	8.03623835257756
OR6A2	3.79821557306165
ETFA	9.65326976272545
PDAP1	4.89927052489648
C19orf6	3.39819882140036
POLRMT	4.01927987218289
ZNF146	8.05188898771925
MIA2	3.30405143653574
LY6G6E	3.1144786846367
EIF4E2	6.6818292575159
NENF	4.88785053228489
HOXB5	3.78315651953692
ZNF324	4.12587724222632
CUGBP1	3.98062876728451
ENTPD7	3.90874800446991
TTC13	5.71699524693269
GJB5	3.18418707794639
PRSS22	4.34292403447872
CYP3A5	3.28096569570187
MBOAT5	4.8779717451694
CUL4B	5.82194599541418
CENPJ	3.66858519792479
KIAA0664	5.88434419620807
PITX1	4.17038584133577
PDGFRB	5.33581884413394
RDX	7.3237689229556
CELSR3	3.90763767822467
JUND	6.54172964592819
ITSN1	4.89577707857766
CHRNB1	3.62185815224714
EHBP1L1	3.56411703601739
C19orf2	7.50493412737589
FETUB	3.12888293965856
CAMK2B	2.89136320193023
DCTN1	6.52702771182949
TNKS2	7.25211158938506
MRTO4	7.3274665736327
C1QBP	5.96087576471028
TTC3	7.77982313423373
NDUFB8	8.85568765275538
CADPS2	4.7139352996827
EDG2	4.63472487542046
MYF5	2.90163432282527
SEMA3G	3.443058241273
IL23A	3.43840240354130
GJA9	3.42788646320778
R3HDM2	7.58046721600718
C5	4.05922495839651
SLC2A10	5.95663449412549
TRIM45	4.31191139134726
TSP50	3.59866182649895
PAQR3	4.49475794557563
ANKRD26	3.10937923145774
TCP1	8.12177142043717
TMED7	8.27975976406864
CMA1	2.82014827916641
PTCRA	4.16456187503474
HCRTR1	3.46047576950653
FST	4.69303427467593
PAWR	4.00529456173829
LDLR	6.16545846966952
ASTN2	3.96828306088728
SCRN1	7.9780242689123
GPATCH8	5.86240750688151
KIF4A	4.90302346665328
TANC2	3.48638025413231
ZMYM5	4.09271424163518
PGM1	8.89210706098205
ZNF586	4.87598195938457
POLR3G	3.64088181591648
CPD	7.3232099654626
SNCAIP	5.00514787641593
DCT	3.24523657260917
HLA-DOA	3.9889587929513
TANK	6.36456938669696
RCAN1	5.21092575234133
UPK1B	8.43162805510873
DNAJB4	5.24270646001786
UGT1A8	3.03580490801905
LIMD2	3.53523478999856
HIST1H4L	3.45949340599019
PECR	3.70636669613253
HSPA2	6.24663289907886
SERP1	9.78371976057577
TACR2	3.21864511810485
NUP85	5.57383518794127
CD177	3.23550124902933
GPR135	3.12782607002137
PIGG	7.40284734980725
LGR5	3.65585724894876
JAK2	3.92467896528289
DPYSL4	3.1763041983946
TM9SF4	6.30589934171304
PTHR1	3.10362189887061
SIRPG	3.16117925509058
ZNF264	4.7661764428847
BICD1	4.56576324111056
RAB5A	7.91430245835017
FLJ13224	2.97222687171221
METTL5	9.32745231943223
HERC6	5.42745275354279
CASP1	8.55809496598945
USP9Y	2.74246024764896
LRP1B	2.83253630206376
XAF1	6.251659810187
PLA2G4C	3.52001001878929
APOA2	3.02548430503815
SPAG6	3.00709332811277
KALRN	3.01410494625203
SECTM1	6.63805403348429
THOC7	8.71348143722355
IFNAR1	3.80608641016372
TCTA	7.30025186254039
NY-REN-7	3.53776594493429
TALDO1	9.51979208039095
B2M	12.1385816396537
LPPR4	3.49707191821005
SQLE	7.7124948846284
SEPHS1	6.16931398969654
EIF5A	5.90612568921166
FAM49A	6.10527248579607
YTHDC2	5.48915363983663
EHD2	5.94109114056368
NCF1	4.00372205857899
SPG7	6.39265964404097
ZNF614	3.64800970864327
HOXA5	5.69681824917433
NUP133	7.60594989759485
FGF12	3.71704013160914
SLMO2	7.93242185139112
INPP5B	4.47841784977627
PPID	5.94167684372071
SNTA1	4.30402204360337
IL20RA	5.13173593860707
UBE2J1	7.32663548298524
CACNG2	2.94514749065052
GCM1	3.25050068469390
ELF1	7.48627995278975
TLR5	6.2878690387081
TCFL5	5.99380816905965
C1orf107	5.89474089802248
C19orf22	6.66965034149341
SAFB2	5.66596268573806
MAP3K7IP1	3.96119690019
NCK2	7.6712465838022
OXA1L	8.4400898911183
KIAA0652	5.9972245417078
KLRG1	3.50820606986343
FRAG1	5.64881298276385
ZSCAN12	2.80559727015053
PSMD12	6.8942100365173
E2F4	4.96985434534313
CLEC4M	3.66986591357038
KIAA0999	5.75623012542368
CLDN10	8.75872227686293
MGC13053	3.71579613136875
TAC1	2.61376575064688
GYPA	3.41231709420481
HPCAL4	3.08707981539585
TRAIP	3.48117478247153
MEX3D	4.2713386340023
KIAA0232	7.13430065602214
ERCC8	4.20586154455235
NFAT5	5.19077973110209
GPX4	9.27289712885452
CSPG4LYP1	3.12053879983383
KIAA0368	6.56262126772483
FBXO3	6.89991483552414
DVL1	6.088267576507
CMKLR1	3.51196167906017
GPR157	3.69284235214856
TYMS	7.48476513189842
OR52A1	3.12016350722188
PEF1	7.38035761478319
ZNF750	2.77583027620057
ALG9	5.49202528272771
MCM5	5.49049518568243
SDK2	3.17649854342140
BAIAP3	3.71747059784953
RABGGTB	5.92458093267639
KCNK7	3.35290135434281
PTP4A3	7.33443506302028
ANKRD40	3.68068434110718
CALCOCO2	7.36871559390442
TMSL8	4.2423828689103
SNCA	4.36351573129823
ZNF551	3.3886792553633
HBQ1	3.40197176581532
ARHGAP26	5.50272620688457
GEMIN6	6.25914025460886
HRAS	4.54119353182051
KLRC4	2.83211014873618
BSDC1	5.7665304250467
DSC1	3.80823166884134
RNF43	4.55614536950684
NDUFAF1	7.20423276397466
MAP2K4	5.10938497076989
FOLR2	4.99433686168275
LYZL6	3.66799507191453
EPB41L3	4.51886430443542
TEKT2	3.17915343997527
CDKN2B	3.53300956117292
WSB1	5.80206536960728
ZNF480	3.37208058522957
MAP3K6	4.50497606019955
PROS1	7.19326034364811
PSMB8	9.37450901395258
HN1	6.75659602312896
MAS1	3.24061288216113
APOL1	6.71336039710182
CSHL1	3.45634112843867
ZBTB7C	3.19173035626546
AHCTF1	6.01568710428506
SAE2	8.6176720346078
ITGA2	4.61131539496617
AP2S1	8.35079057245445
P15RS	6.27878901891036
MME	4.05182212568176
VAT1	6.85887578646584
MAST4	4.61030644005514
TUFM	9.43335659430162
KRT33B	3.05484672860776
THEG	3.95194462162026
KCTD2	4.75654604090729
WDR26	8.67356701678864
MFI2	3.32837170101682
KRT34	2.99616450847271
NR4A3	5.07834987513469
SGSM3	4.75173292597404
ARSA	3.37416577680682
TOMM22	6.73358989364926
SOCS3	3.87599732780837
UNKL	3.87122760859719
POP4	8.25741791348956
BHLHB3	9.87874255507534
MALL	6.58894138827785
SOX15	3.07854077158582
CCNA2	4.28961832341936
PARK2	3.32664686538777
GPR124	5.11299127695684
TMEM132A	4.60581361406801
CGRRF1	5.82522715260236
RUVBL2	8.2311606690205
MCAT	6.19745503727313
WNT10B	3.81278827276364
ISCA1	6.79543409046324
RPAP1	3.99369891802988
C12orf48	4.10005673273808
RAI16	4.97020061479206
RPL27	8.9375492911108
EPN1	3.70545985228825
MAGI1	3.0611043243011
GBX2	3.21569947281810
SLC35A1	8.42498585297231
GAL	3.75275374781544
SLC14A2	3.97083341289344
RDH11	6.42344923689562
ZNF518	4.157315629964
PCYT1B	3.30908633283721
AUH	7.94039443530429
EIF3H	11.9145922521226
KIF1B	6.83354545105117
MBD2	4.80479571372186
AMOTL2	8.66595900029789
C6orf120	5.84076668860178
PIGT	7.38786088046512
PSRC1	4.01547307401216
PLA2G10	3.54583505518821
ALAS1	7.15278136295561
FOXO1	6.73714798743566
C17orf62	6.25864280153333
KIF5C	5.56859157967787
DUSP10	7.60883560934853
CRLF3	7.52251520405383
CLCNKB	3.41085527449254
PSMA5	8.64928929375666
FARS2	5.70759547119415
CCDC28A	7.6348961122301
