Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A01_471886
Composite Element REF	Signal
AACS	6.7601468409833
FSTL1	7.88179956315147
ELMO2	6.01677445916576
CREB3L1	3.91265255449323
RPS11	9.69726253375814
PNMA1	8.48995989264384
MMP2	6.12987805246552
SAMD4A	3.82998600554006
SMARCD3	6.15056682235936
A4GNT	3.47923875910498
C9orf39	3.26438532746883
PKNOX2	4.19273588192437
RALYL	2.98138985430290
ZHX3	4.97012652152404
ERCC5	6.65520969296454
RXFP3	3.13340643196647
APBB2	4.11233020929816
BBOX1	6.88731740776206
PRO0478	3.22376531961566
GCSH	8.18557295806523
XDH	3.43278603834757
EDN1	3.56232919550357
MTERF	6.5681491108736
PDCL3	6.52729348656964
CLK4	6.50135091725951
KCNG1	3.57036357374855
CXCR4	6.9091359955868
DECR1	7.0117126714424
SALL1	2.94652911373137
PTPRR	3.20223444910812
CADM4	3.47211554679464
IRAK1	8.57284175528177
CFHR5	3.12403483216876
HNRPD	7.01218581617837
TMSB10	11.4108577323580
CXCL3	3.60779173907889
LMAN1	4.25775670618832
SUHW1	3.28295887933738
CHD8	6.18449553631309
SUMO1	8.21464313910275
GP1BA	3.23201960939117
OR7A10	3.72060833356494
DDB1	7.93748921672497
CHRNA10	3.73905188552696
STYK1	3.24529852807463
MYO9B	4.48458150595978
CCNI	9.83912515158062
MMP7	6.77576096618812
EP300	5.96997762117507
CRNKL1	7.01953965887926
C9orf45	3.20729544338872
XAB2	4.08090907600739
RTN1	3.44905970570586
HIC2	4.27889122591542
TBX10	3.37927193015803
CENPQ	3.87352193311604
UTY	3.02224283708370
OR2W1	2.94560975625629
ATP5G2	10.2533633530307
ZEB1	3.32111184073721
ZG16	3.33334974106953
ERG	3.8531888434471
PARN	7.06836385109055
SOD2	4.79986527625902
JOSD3	7.086744300928
ADAM5P	3.04278104211129
CHD9	5.73283692402647
hCG_40738	3.97063368580092
STK16	4.71813691338706
PDE1C	3.6035395322523
SEMA4D	5.0308267378413
AGPAT1	6.8226825608364
TOB2	6.59721283495036
BANK1	3.10918822688002
MAP3K3	5.14494571570245
MAX	6.30508384894252
GRM2	3.56931651761557
OSBPL8	8.00467053181089
PROSC	5.9421805015392
NR4A2	4.42163148534267
RICS	4.7858535246704
PIR	3.38621681514786
PPCS	8.58519729526002
IPO9	6.48050930935512
LONP1	6.44607415030792
EVC	3.99001183638826
CXCL13	3.90182321526996
SCYL3	4.8219198250083
KIAA1199	5.57980044711958
SORL1	9.15658693212843
NAT10	6.32067441594438
CHD1	7.1829759152432
SYN3	3.53519538902742
DMC1	3.86889695236751
SLC22A2	3.33615484128281
SERPINF1	5.5099253786859
C20orf27	6.37521977392928
OR7A17	2.96885203099048
RPS6KA5	4.87073420271519
LHB	3.20350856953366
TAOK3	5.44169436910187
STK25	6.1116545129612
SLC12A4	3.55419981106334
BRCA1	4.01515928702826
GBL	4.487087567306
C14orf108	8.37745706365135
CDC25B	6.18636878329513
BMP3	3.32170725226162
MAP1LC3C	3.47734843702004
TMEM180	3.42030310212921
CRYGC	3.74084336791659
SLK	6.61113660720912
POU3F1	3.33722512306618
C20orf32	3.87048738944592
USP52	5.71337812371623
HIGD1B	4.03631281678469
BAZ1B	7.28216086142132
USP6NL	5.59081236662072
SLCO2B1	3.91249988640308
ABCD4	4.49924178035508
DIMT1L	5.69694694452995
SLC25A46	7.20985268196585
LARP7	6.70011508421006
TEK	3.35171542193875
CD160	3.51187954405457
TERF2IP	8.0709172344121
PHF20	6.43111459974132
COL1A1	6.70995084752494
KIAA0090	5.34912934346435
GTPBP1	4.32619149922551
GRK5	3.6566115455059
AP1S2	4.41662449890936
RAB33B	3.79027759348665
CA11	5.66420094791018
ALDOC	4.48186113050549
NUDT1	4.83388058374312
ZNF212	5.79246980558493
ACBD3	8.10686305537739
ZNF83	8.14730974865451
PRDM2	5.24009676670615
GDPD5	6.00701870951997
PDCD4	6.86446624988843
CEP350	6.29036891497948
FOXP3	3.30387437336501
SMYD3	6.68918413822014
CST7	3.72765719974154
SELL	3.41474058367635
CIAO1	5.88224534734193
LGI2	3.78252957164515
WDR45	6.6062993619323
ANKRD6	8.02398762551839
LTBP4	4.50058103295217
PSCD3	3.44398940372928
PYY	3.14168043342274
KCNC1	3.42538880116883
SIRT6	3.8672881674216
CCL19	3.93448860255840
ARHGEF9	4.54079908839013
ABR	4.24294975970304
C10orf22	6.95841819279949
STK17A	4.77456248146965
FOXE1	3.43264690006448
GML	3.52055669897215
CNGA3	2.88859295290558
CD38	3.52953671682925
ZDHHC6	6.97522795125444
NEFH	5.64013282159155
PGBD5	3.33915626617987
CTDSP2	7.13661819816972
RMND5B	5.79887222079479
ZNF257	3.68219586768287
DUSP4	3.79018928272388
FLJ22167	5.81812037491773
EXOSC7	6.27595922146108
ROR2	3.42879884797453
FOXM1	5.18832292040084
ZBTB48	4.78062987222551
BUD31	8.11387138194164
MAOA	3.9422339366033
CCDC41	5.37593429237817
TNNT3	4.03224991288641
FBXO11	5.1335737198709
GYPC	5.44777942531706
PLIN	3.57470034434505
RFXAP	3.53997226309467
C6orf15	4.30067332181929
RNF4	7.31231560818421
F8A1	7.92051150947203
PPP1R3D	4.49413998210054
GRB2	6.65122176771706
TPM3	3.08032130901583
SYT13	3.48023489717392
EPB42	3.53317999518635
RP5-1077B9.4	5.02810604662474
EIF1	10.8059290219806
CETN3	5.78387479561525
FPGT	5.95525489122691
PRY	3.37150587436573
NTHL1	3.79439216663628
POLR2B	7.80879600634926
RPS28	11.3396040254933
GDF10	2.99712563017891
COQ9	6.86486916594246
P2RX3	2.72477091785166
GCC2	6.71876875043535
RARRES3	6.86273987996006
PLXNA1	6.93245149896284
WBP4	4.92911037813285
KIAA0100	6.53549039546535
PMF1	6.39674561023746
HS2ST1	6.19333058838431
CRELD2	5.61853079708838
C8G	3.22095555263048
CD82	5.57058431208538
PMM1	5.56976824574061
CBLL1	4.14670119901433
LIM2	3.55016985031884
VAX2	3.71251965374864
SETDB1	5.80480516491849
LRAP	7.1907143347099
GCLM	7.6791757403271
CPEB3	3.86213873378296
PPM1A	6.11078850341203
INTS1	4.04021562906253
MMP16	3.20673642066672
CAMTA1	4.59644650383928
SAMSN1	4.31644161052116
DRD3	2.84727684573259
GMPPA	5.26421550037609
C11orf73	4.95360128306394
AIPL1	3.69669707619498
PTP4A2	9.96448338840477
IL24	3.277100208777
BDKRB1	3.2656858608034
HPCA	3.72657927526382
MLF1	6.79963231695391
SEC14L1	5.72234957188184
CHFR	5.5321297349277
EMILIN1	3.86032867530871
THADA	5.56055347996373
TAF12	5.09189229661528
NDUFS4	7.4228304884179
ID1	7.4063481446616
PIK3CB	4.75148000829548
COL18A1	7.5363251290213
PDZD3	3.22030141581096
TBC1D17	4.88945058162008
COX8A	9.31888878276387
CDCA4	5.52685308776267
C2orf44	4.13828867665321
C9orf16	7.22196009045638
ERBB2IP	8.25195403156869
EMX2	9.69407886847034
FUS	6.1812290091552
NIPSNAP3B	3.20847327086961
TF	3.44252200957947
CXorf56	5.38004180104206
CLCN4	3.98450485975438
PWP2	5.79693305689311
MMP15	3.46887333480851
MTMR14	5.98298818000313
NPR1	9.41684480734052
DNAL4	5.3312529251201
ELAC2	4.45357546595443
ASS1	10.9477077369873
IPP	5.68004053662638
TMEM59	9.99909482938239
POLR2J	9.16460836746077
SEC23IP	6.30213337235365
RGS4	3.7266667860131
UQCRC1	9.41516536271344
SNX6	8.09715174530371
DDX18	6.51437491480623
POLG	4.39769525949989
ADAM23	3.79389884654964
ZNHIT2	3.80119335422492
TFR2	3.33120808692064
NCDN	4.70422830612866
RAG1	3.33826128269445
POMT1	4.47449208669093
CYP1A1	3.21878034610947
SNAPC1	6.13033677755838
GNA11	5.50340893208591
CCDC52	2.83176880688637
CAPN1	6.11502316469594
DDHD2	6.54822526752574
UPF3A	6.27562879708493
LAGE3	6.17869037840737
GNRHR	2.98521855621237
UNC13B	5.23072294593860
TTLL4	4.45551410581306
PPBP	2.87842460729989
HTR3A	3.18600902306705
SDC2	5.75444501849939
ANKRD49	6.09930285905053
BTF3	9.70502620882181
COX7A2	10.6042966757541
SARS	8.31785158040562
C13orf18	3.34159985203714
CACNB1	3.71079750206673
QKI	5.98606735438642
SETMAR	5.34957820286141
LAMB4	3.50964877439119
MAN2B1	6.59893073881536
EML3	4.15430374458852
ACADL	3.29958269317402
OFD1	7.50248949546479
CGA	3.60325494906272
EIF3EIP	10.7217905269666
PEX16	4.66354550934898
GNG12	8.0951912778851
HABP4	4.61691268426561
CNTN2	3.52908639513103
ASNSD1	7.06015529730378
FUT4	3.4321984318056
DBH	3.40215996556677
CD53	5.71599727469228
HIST1H2BJ	3.43178718152475
TFAP2B	3.11871695821102
ACF	3.68219318812197
TMEM11	5.30493071869578
CDH8	3.31139355683540
C3orf32	4.20366478737275
AGPS	4.80764893329192
C4orf18	3.12073257841249
PCCB	7.6742311756961
IPO13	5.0251899268983
PECI	7.21457585126138
UNG	7.31027952042021
C6orf105	3.68767757036603
GSTP1	7.78543051657421
SUV420H1	6.98336236712074
ARHGAP15	3.71435830766913
LTBR	7.00230753664232
TDRKH	3.45416572985408
PSG4	3.70533739892632
SLC9A3R1	6.55785723734811
NBPF3	9.25335137750561
SLC9A3	3.50296190858693
OSBP	5.61082513934553
PRR5	4.0163262839001
CHMP7	5.45933930790496
ADRA1A	3.12508833151712
ASAH1	6.87530493032938
FKBP4	7.3976986537143
ZNF350	6.0366834035328
DOM3Z	5.29220450210189
GIPR	3.82487883824811
AHI1	4.93054380180914
BST1	3.75169676840838
NCR2	3.60600820402728
NADSYN1	4.27789918605337
UBE2W	5.63487085995497
RGS14	3.88947815472244
KRT15	3.84034718623479
SCN11A	3.70947848114249
GFI1	3.7287837178819
FHL1	4.11961273255081
SMC6	5.3623726106787
GATA1	3.78594389664068
OSGEP	4.9745672339412
ARMC6	4.71432832903059
HK3	3.28639574237501
PSMD5	6.34044248671132
RSU1	6.87389464404029
RPL4	11.9278247914565
MAD2L1	5.97411678222248
RBPMS	4.14848884001918
EIF4A3	8.43525363968306
E4F1	4.99510369579588
DLEC1	3.37294235529417
PRPF3	5.453951047893
EMR1	2.92687778331998
CHMP2B	6.71474661100895
CAMSAP1	3.99901626788932
RPS21	10.0126489179074
XCR1	3.27607810458253
ARID5A	4.01861653367054
RBM6	6.09569045634747
UBE2N	7.420523620558
KLF4	3.91782721711918
MGC4172	4.32727659743041
LMO4	7.56576033632967
KLKB1	3.21370275157263
HDAC3	6.89598929002673
HP	7.88456946078274
SCHIP1	5.07065654780241
BTK	3.80162676380018
KRCC1	7.53930082850043
PRND	2.88390679555404
C6orf27	3.76010063736479
PIGL	3.47496237165924
CLCA1	3.6596770519611
C1orf112	4.68706753771964
OLFML2A	5.44492173436822
HUS1	4.43296185324951
SFRS6	8.20859576332182
CXCR7	5.20655609261648
UIMC1	5.95876111223927
FXYD2	3.65564961723059
GOT2	7.7795197898128
ZNF667	5.1221303348509
TFEC	3.23695649733349
ATP7B	5.7980555434276
RAB38	3.78932010794591
POLD2	6.95702470335524
PPM1H	4.06395984019591
DCX	3.1886639961894
NFYC	6.42417333833719
ZNF228	4.83015278636332
KIN	6.25757933547532
PLSCR4	7.58605383371292
HIST1H4I	3.94898785100303
PPARGC1A	3.1698289937103
HIG2	6.48314536958221
KCNK10	4.08913637424367
EXOC1	6.83826910138685
OR6A2	3.73651867962784
ETFA	7.35649723964806
PDAP1	5.30680641843067
C19orf6	3.52220376066427
POLRMT	4.13466383013147
ZNF146	8.61548236582658
MIA2	3.30133891522565
LY6G6E	3.15771622610826
EIF4E2	7.61118918752065
NENF	4.83850234895793
HOXB5	5.7035772891739
ZNF324	5.61456551186297
CUGBP1	3.8886490602869
ENTPD7	3.87076890744503
TTC13	5.50648531496051
GJB5	3.24600147093766
PRSS22	4.25916410964871
CYP3A5	3.34125616095170
MBOAT5	5.36603347130196
CUL4B	5.82844101232501
CENPJ	3.77326710739752
KIAA0664	5.88315794931229
PITX1	5.22103198699247
PDGFRB	4.85593263974805
RDX	5.69328530995083
CELSR3	3.99461930428228
JUND	6.53362880350477
ITSN1	5.19577513941052
CHRNB1	3.67289003843461
EHBP1L1	3.38508443653176
C19orf2	8.48745612130227
FETUB	3.07717478459903
CAMK2B	3.54853655344488
DCTN1	5.14726409304049
TNKS2	7.73601817469027
MRTO4	7.4218927532115
C1QBP	5.70024920170282
TTC3	8.72900059439483
NDUFB8	8.86302149533506
CADPS2	3.35006605249672
EDG2	3.95423980469842
MYF5	3.31778742040068
SEMA3G	3.03065888631753
IL23A	3.68525204094027
GJA9	3.78044535167583
R3HDM2	7.19994322366858
C5	3.67617144951787
SLC2A10	7.25326855609315
TRIM45	5.19242451483121
TSP50	3.94613766171984
PAQR3	3.81582555594412
ANKRD26	3.41895162644820
TCP1	8.23724337316322
TMED7	7.45627030591823
CMA1	3.03259312909704
PTCRA	4.4531690090479
HCRTR1	3.4525672777829
FST	7.05948194239477
PAWR	3.9887706592856
LDLR	4.13532492324071
ASTN2	3.60711015915962
SCRN1	7.33867885661686
GPATCH8	6.43927176195437
KIF4A	5.85288759069581
TANC2	3.35113146061191
ZMYM5	3.84026745930846
PGM1	9.24734547917598
ZNF586	6.36077342402627
POLR3G	3.84680883907651
CPD	5.25472401973375
SNCAIP	4.16887131856285
DCT	3.37771798288356
HLA-DOA	3.48745219579041
TANK	6.74748833905256
RCAN1	7.12543916942024
UPK1B	3.55704960198728
DNAJB4	4.43958590639926
UGT1A8	3.1314059411829
LIMD2	3.41499445997849
HIST1H4L	3.24963705771657
PECR	5.34241816417138
HSPA2	6.12664933888982
SERP1	9.30132886660167
TACR2	3.64068382090776
NUP85	6.96339425125692
CD177	3.50894494575533
GPR135	3.48423238014866
PIGG	6.13510725486332
LGR5	4.89315920973443
JAK2	3.79159723503570
DPYSL4	3.26696264018134
TM9SF4	7.45941060533129
PTHR1	4.06387642381898
SIRPG	3.04795279028961
ZNF264	7.66923640470044
BICD1	5.31753254592216
RAB5A	7.56217649785188
FLJ13224	2.90889090285495
METTL5	8.71587267593883
HERC6	4.9656799355745
CASP1	4.64130154164908
USP9Y	2.80908952776170
LRP1B	2.79597463081205
XAF1	5.75033693351777
PLA2G4C	3.49751723742384
APOA2	3.36391082532191
SPAG6	3.02131110339326
KALRN	3.21947993011745
SECTM1	4.6356937679875
THOC7	8.73741034153502
IFNAR1	4.06963512608765
TCTA	6.61736287152907
NY-REN-7	5.70404641837946
TALDO1	8.6470411473547
B2M	11.1655891158167
LPPR4	3.27662552227957
SQLE	5.98371593304438
SEPHS1	7.2898981529216
EIF5A	5.86782883788701
FAM49A	3.80422045246782
YTHDC2	4.60182359784610
EHD2	5.4635355983841
NCF1	3.48592239604579
SPG7	6.16773250663329
ZNF614	3.68064807504571
HOXA5	4.03969303050123
NUP133	8.12440943474843
FGF12	3.84841825984094
SLMO2	8.39864950250114
INPP5B	4.60536591231433
PPID	5.84071857879495
SNTA1	4.80094846762037
IL20RA	3.78100584865904
UBE2J1	5.55042282358801
CACNG2	3.19443480121569
GCM1	3.20072053867261
ELF1	7.04683308452313
TLR5	4.60597317525163
TCFL5	6.81898495147281
C1orf107	5.16010377124759
C19orf22	6.05376483853754
SAFB2	5.72459857505949
MAP3K7IP1	3.7916474084843
NCK2	7.62057524691694
OXA1L	8.07121012315472
KIAA0652	5.22319953122821
KLRG1	3.6195193543686
FRAG1	5.70386176249537
ZSCAN12	3.02329395712924
PSMD12	6.49335561018087
E2F4	5.25949660208978
CLEC4M	3.50670769359087
KIAA0999	4.90819780514498
CLDN10	3.94208902184352
MGC13053	4.12515771746597
TAC1	2.63793699604487
GYPA	3.22138651274608
HPCAL4	3.11235486957017
TRAIP	4.07939900485017
MEX3D	4.03714507844891
KIAA0232	6.77518777535252
ERCC8	4.36245608860233
NFAT5	5.6375607320596
GPX4	9.11863015397942
CSPG4LYP1	3.37080472018453
KIAA0368	5.85032296844111
FBXO3	4.85817796705066
DVL1	6.4233734467738
CMKLR1	3.50564039950252
GPR157	3.50047672973133
TYMS	7.38232150739304
OR52A1	3.26853286281273
PEF1	7.65990631071002
ZNF750	3.75525751041820
ALG9	4.97962431961049
MCM5	5.54884577366697
SDK2	3.3388667934478
BAIAP3	4.09701877196503
RABGGTB	6.87114750156405
KCNK7	3.44408851696508
PTP4A3	5.29124195685087
ANKRD40	4.03784435020212
CALCOCO2	6.90879316555338
TMSL8	4.89080132254458
SNCA	4.01090930045974
ZNF551	5.83866064727021
HBQ1	3.42095684881156
ARHGAP26	5.03945057015290
GEMIN6	5.34406735291608
HRAS	4.63267865195932
KLRC4	2.68223798972614
BSDC1	6.1486300304244
DSC1	3.97427558556825
RNF43	4.84284674306583
NDUFAF1	5.76380400829654
MAP2K4	4.9263697492376
FOLR2	4.39551596213136
LYZL6	3.69172435348036
EPB41L3	3.30541664236473
TEKT2	3.78207328378917
CDKN2B	3.50806277214150
WSB1	6.46303325144811
ZNF480	3.47290014860886
MAP3K6	3.70986746906385
PROS1	7.04199429025083
PSMB8	6.27162602040246
HN1	7.79749302403116
MAS1	3.12592909594488
APOL1	5.17662088974299
CSHL1	3.33292120026215
ZBTB7C	3.11322137068089
AHCTF1	7.03164349362296
SAE2	9.47157400946819
ITGA2	4.18923670137689
AP2S1	9.09081878804622
P15RS	5.6833765337838
MME	3.69106543126565
VAT1	6.64812856566554
MAST4	4.55633344228369
TUFM	9.08476865704785
KRT33B	3.26862266467046
THEG	3.71859265824549
KCTD2	5.1154290085545
WDR26	7.40331426679105
MFI2	3.40200664839729
KRT34	2.97413507964008
NR4A3	3.47011505139538
SGSM3	4.36339260986529
ARSA	3.97860887361074
TOMM22	5.69409736509757
SOCS3	3.69582543439249
UNKL	3.67757212296264
POP4	8.8005878233155
BHLHB3	10.1426923102952
MALL	3.83592761217885
SOX15	3.10819883942930
CCNA2	4.14902839214534
PARK2	3.39746874291293
GPR124	4.05820515389683
TMEM132A	4.0015040639009
CGRRF1	5.69277447099653
RUVBL2	9.10666692559768
MCAT	5.47406424173408
WNT10B	4.1749893610936
ISCA1	5.4762018279328
RPAP1	4.24154127947943
C12orf48	4.57804796237103
RAI16	5.12912608161139
RPL27	8.96215749448406
EPN1	3.90132101245594
MAGI1	3.01339424039584
GBX2	3.31662666651936
SLC35A1	6.45083506747722
GAL	3.77972776994235
SLC14A2	3.80134346367256
RDH11	7.3703126583434
ZNF518	4.0232875264474
PCYT1B	3.33459054895231
AUH	6.08408657693117
EIF3H	10.6240647312308
KIF1B	6.83694970125273
MBD2	4.48599497053355
AMOTL2	8.85920006228208
C6orf120	6.11327495323927
PIGT	8.40433159633739
PSRC1	5.26221028760697
PLA2G10	3.5528767331879
ALAS1	6.81046896548918
FOXO1	5.13386121533732
C17orf62	6.26182563547395
KIF5C	6.0413095622161
DUSP10	3.81317054652296
CRLF3	5.71306761423063
CLCNKB	3.6400786370871
PSMA5	8.60036291971946
FARS2	5.3539104409261
CCDC28A	6.44571343259242
AMPD3	4.43792334745296
PIAS1	7.015676896885
ADCYAP1R1	3.32630823479399
TMEM134	5.31463371864493
CDH20	2.85820585974457
FBXO7	7.82583533614392
FLJ14213	4.31228015023817
ZNF3	5.89677372076417
LRRFIP1	7.9983790131136
TMEM49	7.84545425418088
CNOT2	7.46323685589051
CBX2	3.19506291116063
ZC3H14	7.06368505796979
ALDH5A1	5.79369051841597
HNT	3.41998344477884
SERPINA4	3.23156120041838
FLJ20920	6.34969441106136
CRTAP	5.29369994260831
DDX50	8.05475301456689
STYXL1	7.5796812337369
TK2	4.17160669917012
BLVRB	7.96183136328282
STMN1	6.59458521441886
GUCA2A	3.55906369931409
DPP6	4.20400300226583
GALNT10	4.81373178166628
STK39	4.88630267201989
MMP24	4.50974746419202
CKS2	8.30630149101754
RHO	3.91959878298921
BANF1	8.44826782537073
CR1	2.96439992256827
RPS6KA2	6.49052627848804
HMBS	5.42998782656068
C20orf112	3.70913693921158
SLC25A24	6.91846711680269
MRPL22	7.74891072971669
SLC25A15	4.90353565016092
GADD45B	4.41658751986954
TDP1	5.25575718240871
ZNF287	3.4381551522707
DAAM2	4.41232329725263
C11orf57	5.1164848425462
RFK	6.03707786481981
ZFYVE9	4.3428612511036
TCTN3	7.42985543994272
STCH	6.04255279298131
LOC283871	3.64785615677495
NDUFB3	8.00079330979832
DEFB4	3.72933777780739
FPR1	3.81094224230577
FMNL1	3.7742990552263
SEPT7	9.48000198802767
PTCD2	4.48964587265124
GNLY	3.4444309361894
GRAMD1C	5.30826819541974
ZNF165	4.39100412257894
TR2IT1	4.30657949412601
ARMCX3	8.04897321546094
NDE1	5.2235935885109
MAGEF1	6.87980439869964
ITGA10	3.56467714257955
