Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A08
Composite Element REF	Signal
AACS	7.11634840365096
FSTL1	8.62779312839534
ELMO2	5.640656904725
CREB3L1	3.83876584929899
RPS11	9.76153733427723
PNMA1	7.6551927659209
MMP2	6.74273582096927
SAMD4A	3.83562918974032
SMARCD3	5.29887630598068
A4GNT	3.53159361015234
C9orf39	3.65943795702327
PKNOX2	3.70537452628039
RALYL	3.19865590867945
ZHX3	4.76009363053299
ERCC5	5.76391491406809
RXFP3	2.84294483275468
APBB2	4.33347586263579
BBOX1	6.43609082970562
PRO0478	3.12896960103106
GCSH	7.57213374107002
XDH	4.59351410974551
EDN1	7.01419639950278
MTERF	6.8385980416908
PDCL3	6.65626456568973
CLK4	6.96478292665414
KCNG1	3.32829074771396
CXCR4	9.24627495457117
DECR1	8.57467355422784
SALL1	3.16103682646862
PTPRR	3.40301046277444
CADM4	3.45500268439139
IRAK1	9.60548336128375
CFHR5	3.15862263064085
HNRPD	8.12215972679174
TMSB10	12.0747471025407
CXCL3	5.1826853151552
LMAN1	4.68102571242385
SUHW1	3.1635784317556
CHD8	5.15102722628114
SUMO1	7.78166677306684
GP1BA	3.02452135390527
OR7A10	3.72373124098726
DDB1	7.23149557597045
CHRNA10	3.65308374121896
STYK1	4.49919566516122
MYO9B	4.30917669940095
CCNI	10.0413770803490
MMP7	8.30485943798272
EP300	6.31666298442507
CRNKL1	5.74639622608969
C9orf45	3.57538159301751
XAB2	4.09002904763975
RTN1	3.92187352617764
HIC2	3.86814715050969
TBX10	3.48433024224289
CENPQ	4.17990043629642
UTY	3.06041491945265
OR2W1	2.86748943437409
ATP5G2	10.2893982484202
ZEB1	3.86297667507528
ZG16	3.51052116602688
ERG	4.41393479816508
PARN	6.6272655752862
SOD2	8.62009618500684
JOSD3	8.03308603373369
ADAM5P	3.14817537896269
CHD9	6.3679428519666
hCG_40738	3.89541802262426
STK16	4.67434519787512
PDE1C	3.54823338274499
SEMA4D	6.15802407603306
AGPAT1	5.85696753095866
TOB2	5.80046133457802
BANK1	5.02388376567882
MAP3K3	5.7698473249053
MAX	4.82880095838744
GRM2	3.54423198666652
OSBPL8	7.40980797222765
