Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C02_443110
Composite Element REF	Signal
AACS	6.8103989461641
FSTL1	7.08995989044428
ELMO2	5.20751589385722
CREB3L1	3.90682409411750
RPS11	10.0562118458277
PNMA1	8.1312657243762
MMP2	6.24234114276156
SAMD4A	3.78842123430054
SMARCD3	4.3526585351452
A4GNT	3.78274491578169
C9orf39	3.35365796625512
PKNOX2	4.22445321731436
RALYL	3.55796705298927
ZHX3	4.24104208552118
ERCC5	5.49685377738804
RXFP3	3.07545450363765
APBB2	4.07954142445394
BBOX1	5.12090086783059
PRO0478	2.88142431457585
GCSH	7.96347451203825
XDH	3.83632846295936
EDN1	3.68449737932982
MTERF	5.55642489667692
PDCL3	6.99840776621843
CLK4	5.87171661634288
KCNG1	4.1479877352796
CXCR4	7.70279992848877
DECR1	8.99481401245556
SALL1	3.52383973363723
PTPRR	3.33318934328098
CADM4	3.53368975081642
IRAK1	7.11895991892946
CFHR5	3.25425272680527
HNRPD	7.91331758225391
TMSB10	11.3130897869121
CXCL3	3.70154612120549
LMAN1	3.96434791923603
SUHW1	3.56518228475239
CHD8	5.31375452069649
SUMO1	7.67947129396685
GP1BA	3.15771622610826
OR7A10	4.05621432698371
DDB1	7.59063718678245
CHRNA10	3.65991207980974
STYK1	3.41072642473393
MYO9B	3.98882880915974
CCNI	9.54350377041648
MMP7	8.79032791229194
EP300	5.77596326174104
CRNKL1	6.1957069657579
C9orf45	3.32232869004875
XAB2	4.26073393856887
RTN1	3.44231634639296
HIC2	4.24620651602272
TBX10	3.57631503114843
CENPQ	3.84927842965189
UTY	3.26564766442073
OR2W1	2.93743452800130
ATP5G2	10.2646519128165
ZEB1	3.54295863586192
ZG16	3.51339689964523
ERG	3.67245728318004
PARN	6.99389590935086
SOD2	5.69380383604129
JOSD3	7.92346033280073
ADAM5P	3.33423768086227
CHD9	5.12560438846258
hCG_40738	3.80772085472618
STK16	4.95409910917562
PDE1C	3.79355429523226
SEMA4D	4.69714405003088
AGPAT1	5.93970609059999
TOB2	5.73050278821195
BANK1	3.07979318791656
MAP3K3	4.94379977004011
MAX	4.77123455058829
GRM2	3.39805408819523
OSBPL8	5.90876293618133
PROSC	4.40431366343909
NR4A2	5.87807402584196
RICS	4.3996899414498
PIR	3.86718059356933
PPCS	8.69397564443178
IPO9	5.82867546680968
LONP1	6.815331302288
EVC	4.24004143166523
CXCL13	4.55169711536026
