Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_F10_491282
Composite Element REF	Signal
AACS	7.1413827975287
FSTL1	8.07350418852192
ELMO2	5.46410285173939
CREB3L1	3.88004083930206
RPS11	10.1487640709458
PNMA1	7.92737876584944
MMP2	7.79274651426058
SAMD4A	4.06098447297205
SMARCD3	7.34774814074175
A4GNT	3.70053528441194
C9orf39	3.36229876079657
PKNOX2	3.87042069370562
RALYL	3.58597867488349
ZHX3	4.03881117633715
ERCC5	5.73524384636826
RXFP3	3.04539656536268
APBB2	3.6604204319526
BBOX1	4.42208324992741
PRO0478	3.20834853518243
GCSH	8.05148594352046
XDH	3.97695832923973
EDN1	3.54129020542351
MTERF	7.15762819084189
PDCL3	7.86646385836654
CLK4	5.34502576792308
KCNG1	3.71092558689682
CXCR4	7.12466737112829
DECR1	7.8400871449374
SALL1	2.94016329065830
PTPRR	3.60223342856254
CADM4	3.30138343537048
IRAK1	9.2768995081258
CFHR5	3.37161780409962
HNRPD	7.90739132218239
TMSB10	12.1160704091388
CXCL3	4.06998267083868
LMAN1	4.36857546522921
SUHW1	3.88272438611796
CHD8	5.88081624203266
SUMO1	7.93222097079131
GP1BA	3.25440455501112
OR7A10	3.62619406776138
DDB1	7.84053659205959
CHRNA10	3.64594411604343
STYK1	3.58313626544796
MYO9B	4.29985919973262
CCNI	9.88813769645606
MMP7	7.6575641106202
EP300	6.59048174539998
CRNKL1	5.68750212696703
C9orf45	3.52389463682837
XAB2	4.07311400509453
RTN1	4.64136152400366
HIC2	3.58773483270949
TBX10	3.52764737907241
CENPQ	4.10772408178224
UTY	3.22928266634761
OR2W1	2.93852288363669
ATP5G2	10.4211790654922
ZEB1	3.4226154548018
ZG16	3.43798492027321
ERG	3.71799169286617
PARN	7.85029158413429
SOD2	9.00169664270995
JOSD3	7.5315873044156
ADAM5P	3.32936674044565
CHD9	6.2412417256323
hCG_40738	3.61750356127516
STK16	4.49758886554701
PDE1C	3.67341939637103
SEMA4D	6.2822615570443
AGPAT1	5.66659037394268
TOB2	5.60841794882113
BANK1	4.76343517262696
MAP3K3	5.67983388735603
MAX	5.77139677692583
GRM2	3.84200076637254
OSBPL8	6.89719680365128
PROSC	4.82695311556989
NR4A2	5.72433304777342
RICS	3.80123362180295
PIR	3.62605556022101
PPCS	8.69206557116682
IPO9	6.24025445992977
LONP1	6.93553143468788
EVC	4.01340974610483
CXCL13	5.1294858439389
SCYL3	5.54222753248829
KIAA1199	5.82619486580908
SORL1	7.3058787513229
NAT10	8.59124953823806
CHD1	6.26093919701882
SYN3	3.33651500435982
DMC1	3.87448875507427
SLC22A2	3.74048107006688
SERPINF1	7.69845626849832
C20orf27	6.04732830535485
OR7A17	3.40544845450876
RPS6KA5	4.97437283742112
LHB	3.31478167443304
TAOK3	4.79693058218339
STK25	5.71553411086628
SLC12A4	3.52188123034905
BRCA1	4.29451754684651
GBL	5.08782424281256
C14orf108	8.6754541268967
CDC25B	6.88519662519774
BMP3	3.19519691262253
MAP1LC3C	3.53975507192827
TMEM180	3.89256366068670
CRYGC	3.78467208380565
SLK	5.44271435722582
POU3F1	3.24917466310722
C20orf32	3.95458851066355
USP52	4.9821575920173
HIGD1B	3.67856575475132
BAZ1B	7.55410774697118
USP6NL	4.49045074873799
SLCO2B1	4.61057048749275
ABCD4	4.26527852367145
DIMT1L	6.22039220387497
SLC25A46	8.25765874501121
LARP7	7.12051681025282
TEK	3.65889995741833
CD160	3.65412727304520
TERF2IP	7.38509642054447
PHF20	6.68071320309042
COL1A1	8.17242933994659
KIAA0090	5.91965806139214
GTPBP1	4.75449048610384
GRK5	3.91963951442359
AP1S2	5.98002353202059
RAB33B	3.79490425158988
CA11	4.75514899400899
ALDOC	5.31244178154127
NUDT1	4.80455291488321
ZNF212	5.79912951830158
ACBD3	7.97999876976361
ZNF83	5.58567146828965
PRDM2	4.63071138773832
GDPD5	4.39028600832875
PDCD4	6.02556557797283
CEP350	6.5091227175509
FOXP3	3.14408577100435
SMYD3	6.6847912029483
CST7	4.37741390351215
SELL	5.30611719229714
CIAO1	6.47857881048648
LGI2	3.90742488115581
WDR45	6.63472376774233
ANKRD6	8.49500666768899
LTBP4	3.97729320159141
PSCD3	3.14454622490648
PYY	3.0718050493919
KCNC1	3.28829032800362
SIRT6	4.10916319352103
