Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_B03
Composite Element REF	Signal
NACAD	4.24268901760406
NAG18	2.82337015577565
PTGES	4.90895126401024
GDAP1L1	3.20290698781734
MFAP5	6.57796846808396
OPRK1	3.51327375764531
C12orf4	4.39370270834129
NTAN1	6.05795372474102
CST3	10.3878412958024
WDR6	5.48828514631482
NUP88	6.55032311936449
CD300A	3.52515444373471
FCGBP	4.24069264883739
CNIH	8.53222570961723
VASH1	4.3426046651551
DHX16	6.20169215463307
SLC35A5	6.93533980009508
CLEC3B	3.3614397106555
ARL2BP	5.61843020130123
C10orf79	3.46890377877272
ZNF79	3.55473099748369
CRP	3.47509600362582
OCRL	5.25172567939103
GLA	6.33246425930982
NEBL	4.16798786478923
HSPA8	9.92727539987544
DIDO1	5.57040329987633
PLA2R1	2.88234499304598
NGDN	6.61484764828466
CBFA2T2	4.88967737097477
SAC3D1	6.60172307693106
PNOC	7.12027632677297
PIGP	9.24036656743569
AGGF1	5.14934089258743
PRRG1	6.41291220685596
DPF2	7.15070409139084
MYH13	2.96556756474167
TMED9	8.9593288960891
TRPV5	3.61512815758586
UGT2B4	3.46188169692373
PJA2	6.97316972728773
COLEC11	3.90818470042132
SCYE1	6.31624617114031
MED12	5.63147305931126
CARS	7.62496386050475
MYH1	3.26260558936232
CYP7A1	2.92387511875737
PHF1	5.75053372750631
LOC644096	6.05250586364663
FRYL	6.5818863521819
RHOBTB2	3.49145373556316
MMP27	3.05477801661134
ZNF432	6.60583440774352
SRD5A2	3.78218029389472
UTP14C	8.16952655817025
RABEP2	5.13159214310996
VWA1	7.6399897965815
FUBP1	5.2289494464194
IGLL1	3.5804198299097
KIAA0586	4.05214081244204
IL27RA	3.43132569206362
STON1	6.25672396733027
IL5RA	3.33924137017596
PERP	8.5553361898179
SMPD2	4.04443497768845
TNFSF12	3.65964341121638
FN1	8.83992198909406
MTR	6.85573678653075
CSRP3	3.19329960290514
MMP20	3.04355952240837
PHLPPL	4.94047150516196
CBX6	7.01486534761856
DHFR	5.94084989427505
PRG3	3.37397521641448
ALPP	3.2873906959563
ASH1L	4.50361286178041
CHRNA2	4.11350977083187
PPP1R12A	6.23110308532125
RBM38	8.03443007444281
ZNF7	6.28862800303983
RDH8	3.20246643565600
GPR132	3.62044100927164
DGKD	5.41243727350901
TPMT	5.35703431947368
ATP1A1	8.89563435436806
SERTAD2	7.92999147312852
C5orf4	4.61405444838921
ZNF672	5.6013178624297
PLXNB3	3.38454887342215
FAIM3	3.81887244737416
UBQLN2	7.71584304288665
NR1I3	3.46342184653133
ACVR2A	5.45018251305591
YWHAZ	10.1297387874178
LILRP2	3.47848932151073
GNAO1	3.27445038720636
OPA1	6.46253272649073
RPS6KA6	3.40430755580690
RPL10	11.7912076111155
MMP23B	5.85847441792092
PFKL	6.18716371659784
TMEM140	5.79163965903588
AURKB	4.6850735211261
IFI16	8.27563902631767
CSTA	5.94411015852112
PRPF39	5.22149537583022
DISC1	3.74807970456612
USP4	7.79118236788511
OSBPL10	7.16469429011352
CAPN6	3.23935233264694
CLTCL1	3.71940835379553
NUAK1	7.66293550381844
ALG6	7.85269294263583
NPPA	3.66702749193795
LAMB3	6.21461320084720
PPL	8.67355084289972
LRTM1	3.06990615591441
RRAD	3.26982595556695
TIPIN	4.52569595287569
CARD14	3.38326236738125
RBM9	8.29114413496372
LCN1	3.41980334123125
RALGPS1	4.54295721935317
NCOA3	6.35183307528446
CCDC6	8.11436572852793
RASSF4	4.1578796398569
MTHFD1	7.0046393317995
FCMD	4.749838848118
IGHD	3.5757069226542
PLA2G6	4.22346838571357
TPT1	11.6944456739613
S100A3	3.44523465108006
SEC63	6.79991368123316
C10orf59	2.98233805905177
TOR1AIP1	5.17836821380158
PAFAH1B3	8.26948299434682
CEBPD	6.12384133882613
ZNF107	5.73623231459796
ALDH6A1	6.97721623937563
G6PC2	3.44420064324599
SNTG2	2.83393712307551
GRWD1	4.87627683587708
FLJ22222	6.44718906508282
BCKDK	6.00714946065724
CTSB	9.81009166432601
PFKFB1	3.32717447145674
ZFP36	8.12735835835281
SVEP1	3.56791488962783
PXN	5.25048911909447
TNF	3.43649310316741
SIRT2	5.91969479095953
C5orf21	6.71037155661709
VIL2	7.04536040072754
DIXDC1	4.69645448744332
GANAB	8.43493307990676
PDSS1	4.73811927393515
GRM6	3.32342604257262
NGFR	3.18306287177378
ATP8B4	2.85955980936366
MEIS1	9.9014365668092
BMP8A	3.69128624154202
NGFRAP1	10.8654040411677
EDAR	3.85211455726268
NEDD4L	4.72995207899992
CRYBB3	3.62814702298925
C6orf60	3.67359160075252
IL1A	2.86767964590015
GNRH1	2.86468840599032
PDGFD	5.44087448891749
CACNA1H	3.67073954793497
TXNDC3	2.92196702286138
ERCC1	6.5441659397641
CAV3	3.50092537453973
HARS	6.73295344379012
AQP8	3.75896295239868
CREBBP	5.08593271991635
ITGB1	5.30536166923815
SPACA1	3.29897975587575
ZNF254	4.07238222884771
PARK7	10.7824512839855
PAX1	3.42555694048163
PSMC4	7.40453300126104
KCNH4	3.7497934382271
TUBA1A	10.3079291128385
PRMT8	3.57013944229966
SELP	3.47237576457557
PSMD8	10.3814673036508
SOX10	4.09571186194522
HTR1E	3.63829714040635
RABGEF1	6.45242412704756
EPS8L3	3.76482594305086
MAP1LC3B	6.64054283631155
AGXT2L1	3.01877272064864
CYB5R4	4.20703547708949
MEMO1	7.43834275233903
LRBA	7.16818884334818
TRAPPC2	5.42790448900072
FLJ14107	3.40020818552677
FNTB	4.35784446293103
MYST3	6.25294054237121
KRT8	8.92796608400448
AURKAIP1	9.07670862242394
LMAN2L	8.18313361477098
C1GALT1C1	6.98064271181348
DSE	5.48910952914568
FHIT	3.84572347383264
OSBPL3	6.34187982102321
PPOX	5.62891549879629
SLC39A9	3.89665197255425
EPB49	4.91508958357526
LOC137886	7.62221238818996
C7orf49	6.5784086270762
RHCE	4.71385508715416
CST8	3.29999009921027
ATG7	5.95783198793189
SPP1	8.91775029355431
GLI1	3.26532975117145
HYPK	7.46967472886139
SFTPD	3.99985870933388
MCFD2	7.52776846530507
ZNF157	3.41621484193454
EPS15	7.23179877111052
SFRS2B	6.70454948310429
BTNL3	4.02361325520332
GPR23	3.54156919889717
TRPA1	3.20079087003136
ASPSCR1	4.57015901899232
GNS	7.77362790531596
FDFT1	8.31311318166191
ENO2	7.645420411116
CBX1	8.01420900154469
PTGS2	3.79930573517967
BMP7	4.87328648712245
CCDC90B	8.24632033681836
LRP5	5.88517902658822
UBE2D3	8.26734535373559
ARFGEF2	5.30050757369734
ARR3	3.85389621636925
MAP1A	3.67371699401531
NEFL	2.98361835228807
CD2	3.70437080227362
FLJ23861	4.32217971795781
NAV2	6.35351488663362
ENTPD2	3.53767507713723
COX7B	9.6914405649842
ATP6V1A	7.4596015900225
TRGV3	3.07344126284823
ANKRD17	9.38456507758375
ADH1C	3.14849225357658
ATXN7	3.60509763159718
IL21R	3.44039840770465
CHN2	3.28001431712777
HAS2	3.59295836245444
C6orf48	9.02091417150434
TGIF2	7.08114239245901
KIAA0241	4.67044889953152
IGF2AS	4.13033410640589
CYP2C9	3.51938214226617
DNMT3A	6.55931395088338
CNOT7	8.32250597842689
FCAR	3.27313453651569
SFRS10	7.74613088702442
MARCH3	3.52810089317915
RUNX1T1	3.67895886940332
CTSK	8.77647871596128
LRRC61	5.40861791592947
HNF4G	3.14964076732696
LRCH4	4.5535807836949
PSIP1	6.65262465430908
AP2B1	6.76755932122025
C7orf28A	4.52618328068959
SMCHD1	5.30054346180563
EIF2C3	6.62988496520643
S100B	3.24715218838977
BMP2	3.63046055554055
POP7	7.71654349751174
UGT2A3	2.83570522249869
ESR1	4.46819656738669
ZFPL1	4.34731682655892
ARHGAP12	5.85370827099007
PGGT1B	3.72744417221795
LRRC19	2.87671140412235
ZNF767	5.0054266685802
DEPDC6	8.72382142387639
SLCO1B1	3.2086256778813
SST	7.20115384504159
NACA	11.8219819911077
KCNN3	4.1611892522519
GLOD4	5.93143664686495
SCCPDH	6.39807797213202
PRF1	3.84308672978842
LST1	3.43167089856272
CDK4	9.77068163488052
TCF15	3.72760288123014
PARC	5.02668890573443
PRMT1	8.55874977298061
ITIH3	3.39920241877471
PPM2C	6.69190396860628
TEX10	6.09604787211037
EDA2R	3.48893503363728
LOC283345	5.25749560546984
NARFL	4.65607456433910
DENND2A	3.99019236259925
C1orf103	5.1653977427848
DMXL1	5.71587728314316
KCNAB1	3.72004057404175
FLJ20254	6.77081801894155
RBM3	7.20011255325552
GPR1	4.66187767271507
DMTF1	6.73979976549615
HTR5A	3.24423490447231
MXRA5	9.3844570464018
GRM1	3.26404851765598
SCFD1	6.42971844466437
RAPSN	3.37419536714481
ACOT9	6.9106027506053
PDE4D	3.23508237596221
TRPC4	3.24128348359044
EPHB3	5.45521445015595
GEMIN4	4.43841534879567
RAMP3	4.14545363107783
CNTN5	3.36499984771737
DLEU2	4.45698012879457
TSPYL5	5.26978701274304
GRTP1	3.89930648628324
ITGB8	6.48798057177484
GAP43	3.15982946380729
FRS3	3.44669664020836
PDE3A	3.78393053223442
TNFRSF10C	3.09564394233716
JMJD5	3.60932552678508
OTOF	2.83335358076899
TEX14	3.24018660881788
XYLT2	5.5620916976682
HIPK3	3.31301323220922
XPOT	8.89452831782288
RRH	3.19878373286756
CDR2L	5.75641430757089
GAL3ST1	5.44371377245685
DHCR7	5.59566360483488
PDZD7	3.69657493796329
FGFR4	3.39395010445945
CRAT	5.48412676524001
C1orf217	4.66710201086234
SLC19A1	3.86051774938156
PPP1R14D	3.35196661974665
LIMS1	7.4328340710675
TMPRSS11D	3.25588451135794
TRIM14	4.95358005926396
PIK3CD	4.08578169279091
MFAP3L	3.26425459388118
DERL2	6.78311334563703
SLC7A11	4.16256696727799
FHL5	3.05092358423849
OR10H2	3.06040634310119
ACAN	3.55144436545615
BRWD2	7.69044318870145
PPM1E	3.26940423300499
DCUN1D2	4.99461507495679
TINAGL1	4.34403063442190
C3orf36	2.90475055395099
DOCK4	5.88797915916225
ENOPH1	7.40890577446797
FAM127A	8.84336338886869
SLC5A3	7.43380495738066
ARPC1A	8.78323586819641
CHST2	5.82089286989215
SPATA2	5.78839305456748
PGLYRP4	3.61242342979784
RUFY1	7.06635595965475
NTS	4.01426553908064
FRMD4A	3.71269323556507
RPS4Y1	4.82589975927281
BCL11B	3.18781508121003
TNFRSF8	3.88831256908927
FOXE3	3.51754348664737
PTGIR	4.18017140968692
ART4	3.18890224864511
EVX1	3.90456029884624
PRM1	3.3482137774424
GLCE	3.91683354060003
GPR18	3.53146380160044
ACAA2	7.07648600497556
PIGK	6.78995157262005
HIST1H2AG	3.24827940133957
C16orf67	4.41774630414639
UQCC	7.27206518212673
PLS3	7.35102602042675
DAG1	6.69205758727566
WWOX	4.12482116445376
GTSE1	4.71375714842547
GP2	3.46075996376777
CHIT1	3.03127800502815
PLOD2	8.27710247962886
RPS24	12.0831333956218
KLF9	3.59079067014168
TTC27	6.20012288306457
PYROXD1	7.9534024420036
MIA	4.18982350342446
TSPAN2	3.35058219726813
MRPL9	6.23229180317105
PCSK2	3.18191989929211
PI3	4.11158145005153
RPL24	11.7679656851269
HIST1H2BE	4.32613429397678
CD86	3.50996306040662
CALM2	11.3739405784309
LFNG	3.39939124089815
GYG2	5.88232922559799
INTS12	5.58804205793505
RAB4B	6.79026615714977
CTSF	7.02693436415667
HUNK	3.29637125418165
GNA13	3.31952535495323
B4GALT4	6.28599858433668
TSPAN31	7.97059287699572
CHD1L	6.16112788396907
CNKSR2	3.6861172655389
C1orf156	5.18984581860613
IBSP	3.53964906698044
FUT8	7.59784933418002
TRMT11	5.21780094976176
AGA	5.36714116118794
GFRA2	3.51329809769988
WWP1	7.19570606476295
B9D2	5.26285530344988
CPZ	4.11060628702701
STAT1	7.57283817098203
PTTG1	8.56895310873796
TMEM62	4.65101292012127
COL8A1	2.79593134352667
RBPJL	3.34507857330552
CASP8AP2	5.57953968382087
SSBP2	6.69166174378231
MMP12	2.95734899996823
NME4	7.33665882651719
LOC55565	3.72569524381529
GABRA1	3.49122617892069
PEX11B	7.33780521375086
HABP2	3.61287614445848
REEP1	4.78539120244752
C9orf156	4.73374741095347
SMARCA1	5.13506716271742
WEE1	6.07693381435537
APOF	3.02345894508485
GCDH	6.03532249752745
SSR4	10.5797870993927
SPAST	5.3610601417418
RGS1	4.83837519763784
ACCN4	3.78360896824356
PLXND1	6.33869422429564
FLJ20489	6.07606187668606
MLCK	3.28801117245207
INTS5	6.05166117953513
BSG	8.2331342680671
PARP8	5.30250184969037
ZNF215	3.21650890387550
TEAD4	5.28383161244151
PDE7B	3.12004308279144
MS4A3	3.01273057617417
DTX4	7.10758649255429
EFEMP1	4.62937763307956
TNRC6B	5.335599708946
TULP2	3.2738849318501
RERE	5.14199515283136
BNC1	3.39091545992840
FGFBP1	4.27852843625240
TIMM8A	4.88521087153394
PIGB	5.07909556351804
AJAP1	3.33127534369726
COMMD8	6.8985118995959
TRIP11	4.55897521379159
SLC25A42	2.71444677246744
SYP	3.6665605779321
PCDHB6	3.43035249716433
FLJ12716	4.91463814296336
FKBP8	4.46575732356907
KIAA1109	4.34969211668109
PTPRC	3.66273703623295
POT1	5.9835064132925
CCT7	8.05593558377205
MMP11	4.88607023335712
MYO1E	4.73897326350212
EEF1A2	3.53476736818505
MIPEP	5.30744236712344
ZFX	4.72517734051475
UCHL3	7.53288285171032
LRFN4	5.11000834732761
XCL1	3.30055770508752
CARHSP1	7.06844372813873
GREM2	3.35864838419941
CCDC102B	3.1579835367091
HDDC2	5.99861091554114
SHC2	3.63474193355618
SDS	3.82928732876062
CASQ1	3.54245781334533
LYPLA3	4.45485626180388
INPPL1	7.28933224751951
SLC25A40	3.93658896874402
IHH	4.37534454188966
CHGB	2.93352524950918
COL9A3	4.3894404475557
C2orf18	4.89745829382826
DDEF2	8.1651920804842
BUB3	7.88479133715618
C6orf211	6.07666997262796
FOXD2	3.49220881960439
GGH	7.36616944387076
GGT1	3.60675163042976
ADARB1	4.24714479819805
VPS35	10.1133749580917
CNN2	6.00946712760607
DBP	4.78181432649514
WNT1	3.22976174602491
COL5A3	5.25862066296918
RHOD	5.98286540181935
ASNA1	7.99598809107014
WDTC1	6.20340058115867
COL4A2	7.46997996390464
HEBP1	8.4033660215427
SLC1A6	3.87245507795479
LUM	9.3405432703361
C1S	8.14986431486529
TCF7L1	5.38585516141336
ZCCHC6	6.14712618567814
ME2	5.72240888340666
PAGE1	3.58865745580159
DTX2	3.64229853471665
KPNA4	5.37591759338839
H3F3A	10.7862322311627
GLO1	9.84511126850746
WDR61	6.6615811017644
CD302	5.14032225317782
SIRT7	5.9388132363634
D4S234E	7.66461893569834
RABIF	5.84017668051609
DYRK3	5.11473331976464
PKIG	7.65831479124486
PFAS	4.70549265241443
ALOXE3	3.34622248615448
RPLP0	12.2319982299746
RBM34	6.07509700985622
MKNK2	9.66182940798959
ZNF528	3.64619018291089
U2AF2	5.30434728275146
SEC16A	8.13868084297258
EFNA5	3.078962380807
ZNF44	4.72549503210714
FCGRT	6.48497552325118
NOL4	3.23110601584492
CCS	4.9889719639887
IGF2BP2	10.1277742844408
MFSD7	3.63572797184416
OR1D5	3.25192269125286
SIX6	3.39989707893385
CCR6	2.99951664779035
TSSC4	4.89671386405111
COL11A2	3.56881769088873
CHRNA6	4.23460125970546
PLD2	3.99667699677923
PALM	6.34855743605064
ORC1L	3.53833140021078
SASH1	5.79440733846445
PUM2	8.48481171066588
ZNF365	3.90098405652608
CDC14B	4.54230039968857
PHC1	6.22761418084199
KIAA0913	4.28885410819299
LDLRAP1	6.08496811062081
NAT8B	3.22311554996926
PPP3CB	7.3093363192858
ANGPTL4	4.10938289824314
HHEX	3.76025609903823
LSM14B	5.07935717150669
PLCH1	3.68051770282825
INSM1	3.01473035711158
TLN2	4.06063376409495
ZNF493	3.22169242957154
HDAC4	5.67116558236255
GLRA1	3.36037023547045
RPS6	10.3934369393221
SFXN1	5.32655786083394
FAM102A	6.7377632011608
KLHL1	3.37622583089461
SAPS2	4.12188237577501
CTNNBIP1	6.63796307886489
SCGB1A1	3.11452999651586
SCAND2	3.3831968317597
HMGN2	11.8898656078399
NEUROD2	2.85773787420131
YAF2	4.92680188362888
BRPF1	5.48878184251494
RICH2	3.57438194857818
TBCE	5.67771405082908
LIAS	4.51550675369278
MAPK1	7.18835823907013
MRM1	4.22263853208545
HDHD1A	8.60201736699359
CTA-246H3.1	4.33271459784624
ATP9A	8.04691199831996
HSD17B3	3.67515042499944
HN1L	6.51091576684395
SAG	3.13622030662488
C20orf10	3.49884312116179
CTRC	3.62459925638774
HNRNPA2B1	9.6461877653075
RNF216	4.91859249696633
GADD45A	7.92182922660415
MSH4	3.26079724166674
HOXD12	2.97817181730856
TMEM70	6.52370814885792
PPP1R14B	6.72646317502036
SBF1	3.74543860217231
HIST1H2AM	3.07935082315012
GNG3	3.66881055738253
C1orf50	6.47118475084353
FTO	7.93350904109665
CALCB	3.20148128205773
PPP3R1	6.21585718981393
USP46	6.2719397006407
CCNJ	4.29987149389223
PSD	3.78225439624159
GNAZ	5.44845550149515
FAM57A	4.79143130249129
LILRB3	4.18347379923474
DHX8	5.83124489827205
SPI1	3.74057669671781
OXSM	6.52372023123352
GYS2	2.97844827713569
UBE3B	5.8438091335891
PLAT	8.34612115141503
NUPL2	6.44998549311035
SF3A1	8.84422667269543
COPE	6.98619411448364
EIF3A	8.0335308818269
IQCE	4.4424861946528
FBXW10	2.8263369649454
KIAA0182	6.35171636535997
YRDC	6.88864952474287
GPRC5D	3.56754636952616
LRRC23	4.79542091127253
BLVRA	5.68657693220953
SLC22A7	3.39956191587489
RASL12	3.76266032078947
DAZAP2	9.35992378367182
IKBKB	5.67071945294081
PPFIA2	3.46906878630709
ZNF271	6.55217667868462
CXorf6	5.08011812079092
FRG1	6.63928539020769
BTN2A2	4.21514325322202
THBS4	3.96853883517483
ARHGAP1	5.39708469319259
ENOX1	3.74684159482898
ZNF706	9.16420476939412
DOK1	4.24512977661501
FCHO1	3.92015137778174
PGAP1	4.45781081957925
HOXD10	2.90487180437456
CXCR3	3.34299074729573
FSCN1	6.90601500705995
KIF17	3.5579565390876
TRIM66	4.55468474894386
CHI3L2	3.03579635188162
SRPX2	4.08746704976083
C13orf24	5.49096958410623
CBR3	3.96654479233628
ZNF132	3.05680620886879
AQP3	4.23230585804502
BNIP1	4.18867123940252
ST6GALNAC4	3.88757688320634
KIAA0391	4.72484011976173
KRTAP5-8	4.37247280956687
SIRPA	3.76276655057361
LYVE1	3.6823219086045
IGFBP6	4.65390354304374
APOH	3.09138776636339
TSC22D2	4.7953867240888
PLCD1	5.05113341569882
NPHS2	3.31352882511968
ARHGEF15	3.2790006545156
M-RIP	7.71597350752534
POLDIP2	6.68658932760854
NDUFV1	8.34806502244818
SRD5A1	5.85053624916989
RAB3GAP2	6.6556205769743
CLEC7A	3.87126925873596
REXO4	5.22635868250983
HSPA14	6.77294205042058
TAAR5	3.64852435589411
ZNF142	5.05553780584183
MUT	7.2467695875409
C2orf43	4.75314287486015
SELPLG	5.14726347186571
BAZ2B	6.98908997805025
SLC38A3	3.42015092989954
BRD7	7.81453376830663
POU6F2	3.04746260990263
NISCH	8.47256057871321
TCEB1	8.19947570495814
OPCML	3.40583508757191
DTYMK	6.63233041639996
TAX1BP3	5.62503935739716
F13B	3.12813768867261
RPL34	9.5391647287785
AKAP12	5.75072180680117
MARK2	3.86644801072300
AMBN	3.56364468417086
C14orf32	6.91864326464441
FLJ21865	5.37108080790345
HSD3B2	3.15358048119331
HMG20A	5.53076387158512
WDR77	6.17262603867217
ATF2	5.25632445872158
C10orf137	5.32105636108381
ARL6IP5	9.27008226726643
QTRT1	5.00753308866087
CCNT1	6.05554293595582
AP1B1	6.01156186019316
CD74	8.16155694585158
DYNLL1	10.7923948358989
PLSCR1	9.16084284867896
LIPG	3.32900670495940
PHACTR2	5.33684566495296
SLC35E1	6.76581772111969
VENTX	3.4197141167276
FEZ1	4.21432712578922
APOD	3.43102964390317
LAD1	5.24272579178011
C16orf44	3.80119976947806
C1orf166	5.35539935788794
PAOX	4.29541386818974
MAPK8	3.74343217733022
NELF	4.37131044178056
RBBP8	8.39648980849512
DNAJC8	5.85364564881316
KCNJ12	3.61620084388268
WNT11	3.74608905168269
SRP54	7.0420340472934
GPR35	3.73460750574842
NRGN	4.27922628936341
IFNW1	3.48193070786771
ACVR1	7.2208625864621
SCN1B	4.69437255414289
RNASEH2B	4.68875314962866
STAR	3.26419530881024
C14orf65	3.65427382088751
TAAR2	3.38557267153149
VAMP5	4.0728793865457
TUBA1C	11.5918361835573
PIK3R2	4.63374502335756
ARD1A	6.18544910003868
SYTL2	3.22454712995041
UBXD2	8.29337860911664
EBF2	3.35510344535968
CAMSAP1L1	5.98512055574405
CYP3A43	3.00955221226954
CCDC91	7.28234103373886
AKR1B1	8.70061782825477
KAL1	6.4004822217641
GRID2	3.15119263837869
ZNF423	7.0671909371667
PSMB4	9.9165250630057
ARPP-21	3.15496856731883
XPNPEP3	5.2849402788917
CYBB	4.19298083499496
UXS1	7.16179387480108
SART1	5.53060208124012
C7orf16	3.14855090343774
SPTA1	3.15875297289075
SHB	4.65252717388316
CHST7	3.76524724365864
SEMA6D	3.99761839735639
IKZF4	3.78131418430813
NDUFA1	9.76269306229157
HSPE1	9.32349861083069
MAPK13	5.67539576078562
MYCN	3.93971998803093
KCNJ3	2.97794786958238
ZNF573	6.94938716953337
PCDHGA8	4.33664112191183
ERO1LB	3.25021961437665
NTF3	4.39871042628816
GTF2B	6.65802075671062
GSPT1	7.14555935949527
GUSB	9.6979238272815
EXTL3	4.05332552391488
PMPCB	8.22575949647617
COPS3	7.47602156009022
LIG1	5.56965399437033
NID2	6.13162777935609
LSM8	7.92795550788214
TMEM97	7.31173847718491
SUZ12	8.18393835617467
EXTL2	6.64158015180584
PDE6B	4.53378039478465
MRPS16	7.7132020017075
KRT18	11.3289624814778
C10orf118	4.01363430461239
ZDHHC13	6.69290150615937
JMJD2C	4.36870307345485
OR2F1	3.51311276555796
ZNF415	4.86065063581754
CDK5RAP3	7.87719556074489
YTHDF2	8.8275885785287
GGCX	6.55671500965127
FZD8	3.07579624363294
TCEA1	9.67067202332314
ARPC4	6.41723586856289
SUSD4	7.29671446396043
C22orf24	3.44389458239859
EGLN2	6.46373314607722
KBTBD4	5.27283051105286
TNFRSF14	4.07252174466528
ROBO3	4.66105205830002
TRIM28	8.15554600218188
FGF5	3.40502625958547
RTCD1	7.47320296761585
MZF1	5.07361908208681
CNIH4	8.25693195594636
ZFP2	3.25172409047633
CSPG5	5.0644618818717
FKBP15	4.73062405698857
BZW2	9.41079279155882
PTPRN	3.23384696392505
HTATSF1	6.38883649100883
WFDC2	12.6564392662734
TST	7.12434095948636
NDUFA7	6.95712852872362
TTC22	2.9269391153142
RNF24	6.30173410559453
SFRS4	8.98493852479748
CD70	3.98351398053795
DCPS	4.51203319662947
PDXDC1	8.60156009803941
SRC	4.29985542763992
NTNG1	3.20369764174431
SETD1B	7.40143905086653
TINP1	8.68086437036601
ZNF606	6.1253146120229
SSR1	7.67922707993385
NFS1	6.03862767489404
CRMP1	3.94049695523394
NUP107	8.24104063031691
OSBPL9	9.22128221479669
MYOZ3	4.15328250685051
PDE4B	3.60480894516912
ADAM18	3.38784878795313
FBXL7	7.40251599420265
IDH3G	5.67256119512467
CCDC87	3.39384591528662
ARFGAP3	7.01444194919695
MAPRE2	3.99551745290967
CSNK1G1	3.71343822475814
IL1RN	3.61987629133141
MAFB	8.9912500432846
RAC3	3.20833856181581
C1orf54	6.34636615552117
TMEM14B	8.96684355097658
ADIPOR1	8.03322217484065
GRINA	7.09600877150269
CLIP4	4.12069951925563
TFPI	3.33381977451486
DPEP1	3.27167502853174
C14orf118	4.04891419814315
FABP6	3.93439906358797
TMEM87A	7.9188564148062
BBS5	6.49637045970551
SMTN	6.49042675466726
CYP17A1	3.73533641167911
SCG3	2.81337304694074
GFER	4.23156398353211
CD209	3.57504187473950
NRIP2	2.9940410663637
CYB5R2	5.76855215035106
RIC8B	5.49365172343483
CSGlcA-T	6.1120043359247
DNTTIP2	7.01140352553831
TNNI1	3.62557118071224
GABRB3	2.91598739271552
PCBD1	7.53374725040303
KTELC1	5.84805983172368
HOXD3	5.0409757689845
GPR85	3.55718238861581
P11	3.15932412132187
SP3	8.79333658923975
GOSR2	5.33224679964311
DDX1	8.27018366683646
BFSP1	3.31897316057825
FLRT3	6.11171515714132
RNPS1	7.71637540266706
LCP2	3.56460330376427
TAS2R8	3.28278783187174
SEZ6L	3.42015362904006
NR2C1	4.99310588175782
EXDL2	6.17106956956935
SLC25A10	4.52108759225236
ADAMTS3	2.96770683129407
PCYOX1L	5.79807631465452
TNFRSF13B	3.84136471032845
VPS54	6.36873064493933
MKI67	5.32556939040037
C7orf54	4.59881638906976
GLS	4.90277052622299
PCDHB12	4.27215889443741
LGALS13	3.05654924387902
IL4R	4.43623662707602
SEC11A	9.67687841092611
C4orf6	3.29429344959639
SPP2	3.93386837488629
CCL5	3.8301019995812
PEX5	5.67766502278104
CLSPN	3.84616064535155
LOC51336	3.08867842843213
SPAG1	5.63250981424988
C9orf82	5.79442726983936
KIAA1024	3.51842384600683
TM4SF1	10.2373452105770
SMG7	5.18264834202072
WDR45L	8.73015893062296
TAS2R13	3.19313263085854
SPAG8	3.04415228105966
VASP	6.39714568309464
ZCCHC11	6.39064025623065
LOX	3.88183708264142
SYPL1	8.07433798054753
BAG5	7.29309706777137
RPS27L	7.90891764892883
MGC2752	6.4698184134501
IQSEC3	4.26837451809822
TGFBR3	5.36919701600491
PPA2	7.99729113946582
MED24	4.85998267001121
CASP9	6.63068761720402
PDCD1	3.72869924136497
MAP3K7	5.27378507239286
C17orf81	6.48330285112337
SRPR	7.64928446892142
BAG4	3.31482730259608
ZNF32	6.56959790823667
BRD2	7.59912762170731
IL32	4.50594163223122
LAMP2	8.359067608636
FAM53B	4.78536924993096
CAT	7.24998534727525
C16orf80	8.7176655468589
SLC7A1	4.85008609067874
C1orf76	2.985207957192
PRKCQ	4.30656489299453
ATXN1	6.70751237776405
LAMC2	4.77775405745008
CPOX	6.07623578436587
SPSB1	5.5091377020717
APH1B	5.18241511668207
USP36	5.59154722777622
CTNND1	7.4790402386229
MADCAM1	3.92888572931197
GABRG2	3.24184382537452
LYZ	4.73371421274193
F5	3.71148350061057
TMEM186	5.38990437289924
TPM2	4.51429074967515
SEMA4F	4.63289227766746
NUDCD3	5.46506015475704
OLFML3	8.13638288744757
PPP1R11	9.34398239763664
ELAVL1	8.3951255070836
GCNT3	3.70780965956458
DNAJC17	4.10668816895422
N4BP1	6.37192589834793
ABCA2	3.83600497802036
BNIP3L	8.19870326339218
SLC35F2	7.3586600533223
ATP10D	4.45949965962338
LCP1	4.01131206570803
IGBP1	6.9651891735102
GALNT8	3.31337769589887
PRKCH	4.52334563052957
DCAKD	3.83277134728987
ELA2A	3.52044100088324
PITRM1	8.6650879968721
RASSF8	5.57621029462835
GUK1	6.33822972170707
USP12	4.31242682413475
STXBP1	7.30606836657818
ADM	6.35334823415319
LSM2	6.36620386865105
GHRHR	3.32344597171918
SERF2	10.3678107782689
VPS72	9.2140478143753
CD22	3.79958676792662
CD47	9.9620406996065
LAP3	8.72797320359834
IMPDH1	6.5419493750586
PPIC	9.3658320909319
ACP6	7.47559948697909
PRKACA	4.78846514579097
PPP1R1A	3.17571628609962
C9orf40	4.09208124829445
ASXL1	6.71840065668918
IDH1	8.50304333930812
XRCC5	9.55226652042215
TBRG4	4.8421973419328
RAB1A	8.53021199547543
INHA	3.6591468740491
