Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_B11_547252
Composite Element REF	Signal
AACS	6.87210200910139
FSTL1	8.87719687158674
ELMO2	6.42201637355479
CREB3L1	4.46433472667285
RPS11	9.94184454029804
PNMA1	8.807563546497
MMP2	9.01249769300385
SAMD4A	4.12913551708372
SMARCD3	7.1680004172021
A4GNT	3.65221838769105
C9orf39	3.67433420558118
PKNOX2	4.53359803185662
RALYL	3.18178329427686
ZHX3	4.67114290114444
ERCC5	6.31062803522125
RXFP3	2.89210029614201
APBB2	4.98588136153688
BBOX1	4.19002658900941
PRO0478	2.95641001397850
GCSH	9.07946411269926
XDH	3.51322013577925
EDN1	3.69259709247105
MTERF	6.31709707142622
PDCL3	7.6600367085015
CLK4	6.97642786097282
KCNG1	3.62474794212034
CXCR4	9.06845848932672
DECR1	8.71512181920349
SALL1	3.11928786684262
PTPRR	3.25965635512544
CADM4	3.25528579465123
IRAK1	8.53642876976494
CFHR5	3.18449250956414
HNRPD	7.88386038267506
TMSB10	11.8925966399719
CXCL3	3.58970440144962
LMAN1	4.03808674561703
SUHW1	3.68256420634816
CHD8	7.21093793667205
SUMO1	8.29931270233968
GP1BA	3.19099398146447
OR7A10	3.83702325756722
DDB1	7.95497466029755
CHRNA10	3.80315962554550
STYK1	3.73248699772907
MYO9B	4.72481348002089
CCNI	10.4833299165321
MMP7	7.6520444885601
EP300	6.78387609416313
CRNKL1	8.23618795521562
C9orf45	3.08115149672633
XAB2	4.78203207778145
RTN1	4.02858750364056
HIC2	4.18508623614185
TBX10	3.45251700697430
CENPQ	5.12386785494588
UTY	3.18651175551536
OR2W1	2.90284908047147
ATP5G2	11.2040391335622
ZEB1	4.12574515655362
ZG16	3.34267125711957
ERG	3.55429479724487
PARN	7.20324224333918
SOD2	5.58512277964819
JOSD3	8.13440297445825
ADAM5P	3.24292970429148
CHD9	7.1483353767542
hCG_40738	3.77516295370779
STK16	5.23948869287891
PDE1C	3.58817122174331
SEMA4D	6.36004626349316
AGPAT1	7.09444210565374
TOB2	6.84789367505281
BANK1	3.93767383198082
MAP3K3	5.93144503327234
MAX	5.51744412724064
GRM2	3.72234279624491
OSBPL8	8.29724781037692
PROSC	6.8965602389294
NR4A2	4.43262090571077
RICS	5.15640053369204
PIR	4.06476627881029
PPCS	8.31963835920027
IPO9	6.79197533096362
LONP1	7.24201368871812
EVC	4.90188221607658
CXCL13	4.14805152755769
SCYL3	5.42706880147106
KIAA1199	7.73234393923263
SORL1	7.91415717457907
NAT10	7.18002340531904
CHD1	7.13963643861112
SYN3	3.68055107494572
DMC1	3.75798302592670
SLC22A2	3.69557515933874
SERPINF1	8.68340341429225
C20orf27	7.46391607805562
OR7A17	3.15918705399715
RPS6KA5	5.08966480403985
LHB	3.46297972565765
TAOK3	4.89292046391642
STK25	7.05550752124885
SLC12A4	3.66470985262313
BRCA1	3.50684083804107
GBL	6.30181600474489
C14orf108	8.49757912043314
CDC25B	6.58423838672375
BMP3	3.2680412092235
MAP1LC3C	3.28242771773931
TMEM180	4.05343507508654
CRYGC	7.24780411514028
SLK	6.4845237339304
POU3F1	3.19990129992341
C20orf32	3.75781236792559
USP52	6.53844259376068
HIGD1B	3.82585755468656
BAZ1B	6.28267671083358
USP6NL	6.82061274397853
SLCO2B1	4.21199357076910
ABCD4	4.5751657432352
DIMT1L	5.8770682161435
SLC25A46	7.7327555822727
LARP7	7.19305410218777
TEK	3.58576302980191
CD160	3.55944186122654
TERF2IP	8.15816264101427
PHF20	6.78148068417637
COL1A1	9.4556642238182
KIAA0090	6.0484705766359
GTPBP1	4.47527787169302
GRK5	3.8335880103671
AP1S2	5.64921406835357
RAB33B	5.17129761062909
CA11	6.2315182811953
ALDOC	6.72862648796773
NUDT1	5.15152402503203
ZNF212	5.64928929375667
ACBD3	8.45017156121568
ZNF83	6.71980772699323
PRDM2	5.36649257749677
GDPD5	4.7577313033884
PDCD4	6.9867147559128
CEP350	6.08663206752546
FOXP3	3.2579723124249
SMYD3	7.63297645481112
CST7	6.25343664684947
SELL	4.6216404271942
CIAO1	6.6188269426248
LGI2	3.75113845820947
WDR45	6.88032853431549
ANKRD6	8.2880255399997
LTBP4	5.68068316086509
PSCD3	3.26170729343994
PYY	3.11586997232845
KCNC1	2.98246140437910
SIRT6	3.97068309362667
CCL19	3.69744368791365
ARHGEF9	5.86849506558386
ABR	4.78559853746812
C10orf22	7.42048918283785
STK17A	4.7199170549289
FOXE1	3.15500517542712
GML	3.31876827386430
CNGA3	2.90495474481739
CD38	3.20312138702666
ZDHHC6	7.34901119935591
NEFH	6.47298763067722
PGBD5	4.62738904824256
CTDSP2	8.24213831031829
RMND5B	6.53210571052426
ZNF257	3.91221542933012
DUSP4	5.80513060272827
FLJ22167	5.98532654015407
EXOSC7	7.46071960009595
ROR2	4.63235404893239
FOXM1	5.25558619248819
ZBTB48	5.51276758424792
BUD31	7.87191754840747
MAOA	4.59894947450334
CCDC41	5.13496050592061
TNNT3	3.49736410210979
FBXO11	6.01415688968486
GYPC	5.15832862403332
PLIN	3.79829775690778
RFXAP	3.44761108187458
C6orf15	3.59865001501161
RNF4	8.12445487275979
F8A1	7.8763320189671
PPP1R3D	4.69529616350585
GRB2	7.7247070202083
TPM3	3.18140828416856
SYT13	3.59730650888744
EPB42	3.43998593887178
RP5-1077B9.4	5.78106589971703
EIF1	10.8320157636679
CETN3	7.90023729763
FPGT	5.36439438754135
PRY	3.50701669092255
NTHL1	5.94171015179994
POLR2B	8.3092481835329
RPS28	12.4268025841747
GDF10	3.11010108962540
COQ9	7.53697874746237
P2RX3	2.95317532648115
GCC2	7.56501861248167
RARRES3	4.3676203096387
PLXNA1	5.74237245605825
WBP4	5.12354441970488
KIAA0100	6.97438833058527
PMF1	7.29037889960385
HS2ST1	6.53674296679109
CRELD2	6.81878177477492
C8G	2.95512014943543
CD82	5.1472342763494
PMM1	5.18637618918092
CBLL1	4.83975124092569
LIM2	3.3063839657626
VAX2	5.02923346600026
SETDB1	6.09042809099616
LRAP	3.15037313616136
GCLM	6.99819356764758
CPEB3	3.86297232535569
PPM1A	6.38552593558025
INTS1	4.12992347574172
MMP16	3.11258426944922
CAMTA1	5.93971667059184
SAMSN1	4.47666179214363
DRD3	2.74052770043122
GMPPA	5.72463375297798
C11orf73	6.76649999468854
AIPL1	3.7191021694038
PTP4A2	8.8737928174498
IL24	3.26676309725893
BDKRB1	3.18328841925017
HPCA	3.40617710264319
MLF1	6.902901508913
SEC14L1	6.74209979518575
CHFR	4.62580191097757
EMILIN1	3.85248988643848
THADA	6.4426584271993
TAF12	5.65115617070641
NDUFS4	8.39238084203474
ID1	6.08130203396047
PIK3CB	3.74423343941373
COL18A1	7.73586617182334
PDZD3	3.38122964161434
TBC1D17	5.20698273322455
COX8A	9.77974740428237
CDCA4	5.61627523002444
C2orf44	4.69287107832005
C9orf16	7.39136435691613
ERBB2IP	8.38385429474064
EMX2	8.88877752310955
FUS	6.69495645280481
NIPSNAP3B	3.95611245527084
TF	3.23222416217492
CXorf56	5.62122332713554
CLCN4	4.07903157873782
PWP2	5.68466944353848
MMP15	4.21582224180702
MTMR14	6.24332858021383
NPR1	6.20837503125437
DNAL4	6.4335977930085
ELAC2	4.88773890385767
ASS1	10.1562358719939
IPP	5.37924244376077
TMEM59	9.35031740272198
POLR2J	8.61621105397236
SEC23IP	6.0505421905413
RGS4	4.06906520746771
UQCRC1	9.28342738898844
SNX6	8.23193218607702
DDX18	7.47771257091885
POLG	4.91633735682392
ADAM23	3.85574781051357
ZNHIT2	4.54045680330334
TFR2	3.55220154405965
NCDN	4.23706229490712
RAG1	3.54045077268265
POMT1	4.85582896724252
CYP1A1	3.19556385067284
SNAPC1	6.43748527937778
GNA11	5.24728955212076
CCDC52	2.69587565406694
CAPN1	6.51206419049511
DDHD2	7.73706358655262
UPF3A	6.50167491145004
LAGE3	5.98710342183253
GNRHR	3.15868580034131
UNC13B	5.17324312321093
TTLL4	5.170279624299
PPBP	3.00373012091384
HTR3A	4.17801922228734
SDC2	6.99351701614335
ANKRD49	7.05791456921446
BTF3	10.8547727176177
COX7A2	11.2639959556308
SARS	9.24349768775077
C13orf18	4.32160418079936
CACNB1	3.99915695274763
QKI	7.09278052533107
SETMAR	5.98336741245918
LAMB4	3.29449609223362
MAN2B1	7.45911801327795
EML3	4.93859924596566
ACADL	3.23536290433743
OFD1	7.39552158412151
CGA	3.36231601953143
EIF3EIP	11.4552262418856
PEX16	5.41134469519686
GNG12	7.63886651327094
HABP4	4.91385104517723
CNTN2	3.36487338056197
ASNSD1	7.39076605890567
FUT4	4.00597809684667
DBH	3.48383717597483
CD53	6.2678506716182
HIST1H2BJ	3.41695919985226
TFAP2B	3.18769624760181
ACF	3.75451556403486
TMEM11	6.5591699214671
CDH8	3.12752304289977
C3orf32	3.42988697382662
AGPS	5.39401672399422
C4orf18	3.18159208617936
PCCB	8.01921674255046
IPO13	4.91892099954743
PECI	8.17497991612098
UNG	7.30524016423847
C6orf105	3.86435260835135
GSTP1	8.54735090872198
SUV420H1	8.1420523529979
ARHGAP15	3.80447640410612
LTBR	6.63228736647275
TDRKH	3.33392729838974
PSG4	3.20963080362715
SLC9A3R1	6.31814474842048
NBPF3	9.18681261588238
SLC9A3	3.45646045338806
OSBP	6.74646040046649
PRR5	4.44556328582733
CHMP7	5.49760384853119
ADRA1A	3.04727354811622
ASAH1	6.37294129284552
FKBP4	7.74373991789196
ZNF350	5.36614569296209
DOM3Z	5.79930632813339
GIPR	3.67194775815972
AHI1	5.04835266476679
BST1	3.72442714849014
NCR2	3.53951903464987
NADSYN1	5.21303062831572
UBE2W	6.21600185963301
RGS14	4.20021150679270
KRT15	4.00709555291982
