Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H03_516288
Composite Element REF	Signal
AACS	6.32064728765996
FSTL1	8.97829490827067
ELMO2	5.74655163388374
CREB3L1	4.33141230816987
RPS11	9.55691049021004
PNMA1	7.30692598428147
MMP2	9.04715204286966
SAMD4A	3.84250313684945
SMARCD3	7.69392036178624
A4GNT	3.65196535696925
C9orf39	3.23763346777678
PKNOX2	4.13107995144905
RALYL	3.40572331478520
ZHX3	4.25933165863301
ERCC5	6.38858072805524
RXFP3	2.98723824596086
APBB2	4.09391058879221
BBOX1	3.88936154568127
PRO0478	3.09620410305646
GCSH	7.40395105919929
XDH	4.32515830014048
EDN1	3.91554243295593
MTERF	6.18986180088898
PDCL3	7.27723262185391
CLK4	6.42285306765416
KCNG1	3.56742973697531
CXCR4	8.34925274309393
DECR1	9.26425230271596
SALL1	3.12531918457320
PTPRR	3.70583316014884
CADM4	3.27633387603095
IRAK1	8.4951469973584
CFHR5	3.18970845413926
HNRPD	7.69745089966917
TMSB10	11.6133135399484
CXCL3	4.0753338797938
LMAN1	3.89922174507006
SUHW1	3.28416157600307
CHD8	5.9860440848847
SUMO1	7.05017763868229
GP1BA	3.13980534719445
OR7A10	3.93251935266235
DDB1	7.16896371864075
CHRNA10	3.67434983185629
STYK1	3.40408337481908
MYO9B	4.35423323729560
CCNI	10.2818426057326
MMP7	8.59213660424462
EP300	5.92719147174719
CRNKL1	6.41890814631387
C9orf45	3.34953231086634
XAB2	3.84932501390824
RTN1	3.9071832574629
HIC2	3.81668887208458
TBX10	3.46051501514156
CENPQ	3.90789792460231
UTY	3.25801243838143
OR2W1	2.8864250176007
ATP5G2	10.3522546887102
ZEB1	3.83567265128800
ZG16	3.44848310257297
ERG	4.51560408118093
PARN	7.3398562536973
SOD2	6.13118611033658
JOSD3	7.995374169726
ADAM5P	3.14082415520101
CHD9	5.76844907171933
hCG_40738	3.80519713814145
STK16	4.86672767719305
PDE1C	3.35721571837173
SEMA4D	5.44018470931838
AGPAT1	6.69161095126574
TOB2	5.82915229610475
BANK1	3.13135726723995
MAP3K3	5.26547011664815
MAX	5.26846804210007
GRM2	3.62851518154334
OSBPL8	7.13474654208143
PROSC	6.52270543762156
NR4A2	5.81381680418045
RICS	4.73834959682349
PIR	6.56942361013652
PPCS	8.68645831567818
IPO9	5.81887507971934
LONP1	7.1550417826065
EVC	4.5704144183634
CXCL13	4.89765558043339
SCYL3	5.27270196416419
KIAA1199	7.59754669108186
SORL1	9.69304597644324
NAT10	7.18115711088626
CHD1	6.84328651249296
SYN3	3.31571151262038
DMC1	3.81731676895072
SLC22A2	4.05698592487539
SERPINF1	9.195782797483
C20orf27	5.69016852815042
OR7A17	3.21317899407999
RPS6KA5	3.76761225703221
LHB	3.47912451137501
TAOK3	4.81337069813798
STK25	6.28555052202191
SLC12A4	3.47340613295601
BRCA1	3.29940088813237
GBL	5.7378866455501
C14orf108	8.1362586454283
CDC25B	7.59601659344206
BMP3	3.24560014208759
MAP1LC3C	3.41025426538498
TMEM180	3.53472831059913
CRYGC	3.73712559795154
SLK	6.3833533475141
POU3F1	3.39373190067287
C20orf32	3.78649278972228
USP52	5.43720548108695
HIGD1B	3.81639044718417
BAZ1B	6.04086894552472
USP6NL	4.96023292564424
SLCO2B1	4.97383966616496
ABCD4	4.39340525324655
DIMT1L	5.53145285479076
SLC25A46	8.23815950539204
LARP7	6.37327858098643
TEK	3.69633201025983
CD160	3.73795346818140
TERF2IP	6.88204463552343
PHF20	6.30886198829714
COL1A1	9.44438290886184
KIAA0090	6.18139751616295
GTPBP1	4.7101503895208
GRK5	3.82354751823291
AP1S2	6.23105223978809
RAB33B	3.87747904938698
CA11	3.92474600777701
ALDOC	5.59314922165992
NUDT1	5.67052875264033
ZNF212	5.49781517730099
ACBD3	7.08325336913413
ZNF83	5.99309750062013
PRDM2	4.72122573630525
GDPD5	4.52312005747942
PDCD4	6.01977819383571
CEP350	5.63000710289001
FOXP3	3.26050309557851
SMYD3	7.11673690326173
CST7	4.93386369358822
SELL	4.52774568039617
CIAO1	6.17729558634243
LGI2	3.79022150484476
WDR45	6.94889261462513
ANKRD6	5.44423654203988
LTBP4	3.62643316533591
PSCD3	3.44273814581063
PYY	3.17285124027845
KCNC1	3.10274640801831
SIRT6	4.14562077170967
CCL19	3.81274959922562
ARHGEF9	4.25866350222104
ABR	4.33850204853678
C10orf22	6.96487588630977
STK17A	4.60171593707318
FOXE1	3.06879008420981
GML	3.01771082525541
CNGA3	2.96406927284382
CD38	4.87759868210543
ZDHHC6	7.52362249268002
NEFH	4.69597417722868
PGBD5	4.05109590060538
CTDSP2	6.83169488554487
RMND5B	5.86283596445288
ZNF257	3.25497856056298
DUSP4	4.55859167487823
FLJ22167	5.50582124358359
EXOSC7	7.05401484510598
ROR2	4.65580387014617
FOXM1	5.02456683683273
ZBTB48	4.59720919700487
BUD31	7.65402169691832
MAOA	4.05273818116844
CCDC41	4.32712292593828
TNNT3	3.79468129637833
FBXO11	5.76272945212945
GYPC	6.05264001872826
PLIN	3.50153023462164
RFXAP	3.65593627651458
C6orf15	4.34164341840074
RNF4	8.39973596008731
F8A1	7.63771792595288
PPP1R3D	4.34217004658343
GRB2	7.43310911359088
TPM3	3.04477397381133
SYT13	3.70435549780677
EPB42	3.49815250836232
RP5-1077B9.4	5.09782735635615
EIF1	10.1033087813875
CETN3	7.21372306911665
FPGT	5.1463606222712
PRY	3.41257837449496
NTHL1	5.48424750248882
POLR2B	8.79662437834077
RPS28	11.4349517811834
GDF10	3.21279439853403
COQ9	8.04124003529194
P2RX3	2.82155134588876
GCC2	7.04161570823078
RARRES3	7.74638043834542
PLXNA1	5.60698900335457
WBP4	4.11835370789443
KIAA0100	6.19989995235425
PMF1	7.18227689128059
HS2ST1	5.96257789542135
CRELD2	6.707795233913
C8G	3.07821808972433
CD82	5.79648615447707
PMM1	4.33471560749385
CBLL1	4.04954098832574
LIM2	3.67767437694514
VAX2	3.74089513202721
SETDB1	5.03766374165502
LRAP	7.39361408046914
GCLM	7.20296944328006
CPEB3	3.28111488019831
PPM1A	5.7664123395381
INTS1	4.07347591316914
MMP16	3.20370346585029
CAMTA1	4.14399129676358
SAMSN1	6.22769760689971
DRD3	2.81380741183589
GMPPA	4.76736635172038
C11orf73	6.70495710496239
AIPL1	3.81481928099855
PTP4A2	9.55224013145816
IL24	3.42931146771195
BDKRB1	3.23000049302668
HPCA	3.46452580848520
MLF1	5.91562339466806
SEC14L1	6.87517198048266
CHFR	4.93804353022254
EMILIN1	4.01518430400403
THADA	6.27071864192104
TAF12	6.08123261971446
NDUFS4	8.27736615799682
ID1	5.99257414470218
PIK3CB	3.63272867826114
COL18A1	6.97741112664692
PDZD3	3.21632742472005
TBC1D17	4.27064750395234
COX8A	9.91724622892887
CDCA4	6.00957459314463
C2orf44	4.8176149047412
C9orf16	7.98190779118014
ERBB2IP	7.42323968224203
