Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_D08_472000
Composite Element REF	Signal
AACS	6.34466176440218
FSTL1	6.44481105399472
ELMO2	4.85726850266275
CREB3L1	3.87740762074172
RPS11	9.5436749749830
PNMA1	8.95358352258319
MMP2	4.77636465507198
SAMD4A	3.63939812275864
SMARCD3	5.66978126699188
A4GNT	3.74406207123564
C9orf39	3.46306556559102
PKNOX2	4.08382955752328
RALYL	3.35901692194418
ZHX3	4.07235033295008
ERCC5	6.13771648509208
RXFP3	3.0746643075732
APBB2	3.70502715831744
BBOX1	5.55587795517708
PRO0478	3.31619672008946
GCSH	7.56691063677995
XDH	3.51990735075602
EDN1	4.54923285218185
MTERF	5.5826772207112
PDCL3	7.40360656574253
CLK4	6.17992108367933
KCNG1	3.74757305418337
CXCR4	7.9861204039741
DECR1	8.62777031145686
SALL1	2.90212353279127
PTPRR	3.19920713515502
CADM4	3.43313357060034
IRAK1	8.44176743020092
CFHR5	3.32986790260937
HNRPD	7.97687435870796
TMSB10	11.2180647499878
CXCL3	3.58121253713938
LMAN1	4.57824080422177
SUHW1	3.26890488308623
CHD8	5.95594995539487
SUMO1	8.06123801190402
GP1BA	3.2941227589385
OR7A10	3.99645952397744
DDB1	7.34060805609154
CHRNA10	3.55982820764107
STYK1	3.60590458418579
MYO9B	3.97472239975699
CCNI	9.50624461835003
MMP7	8.85489900253331
EP300	6.66392569564076
CRNKL1	5.65394420393349
C9orf45	3.28197345268098
XAB2	4.68653525724225
RTN1	3.67963418773157
HIC2	3.66909958913022
TBX10	3.52952968721858
CENPQ	3.78519112284313
UTY	3.19538542499732
OR2W1	2.88201384044455
ATP5G2	10.8199232487335
ZEB1	3.29710938323302
ZG16	3.59261659982866
ERG	3.61006702080638
PARN	6.01908029164898
SOD2	4.98767421251893
JOSD3	8.3233283170485
ADAM5P	3.33688283910248
CHD9	5.76905209332015
hCG_40738	4.08855583211332
STK16	5.10715943546021
PDE1C	3.21081579153122
SEMA4D	5.2056117594423
AGPAT1	6.45474797230226
TOB2	6.10613542042873
BANK1	3.24877132127459
MAP3K3	4.9607303246878
MAX	5.971924929539
GRM2	3.88645441620936
OSBPL8	7.08367230527152
PROSC	4.97932985365404
NR4A2	7.53991997932058
RICS	4.14371328559837
PIR	5.63942031490672
PPCS	9.1850223965371
IPO9	6.3487608368952
LONP1	6.22857769286387
EVC	4.14124635405566
CXCL13	4.18810736721711
SCYL3	5.55961036812607
KIAA1199	6.82325731274841
SORL1	8.26654665632609
NAT10	7.1626696052634
CHD1	5.15117622192085
SYN3	3.59102611659245
DMC1	3.9036163691422
SLC22A2	3.35533187204976
SERPINF1	4.47545934574738
C20orf27	5.74668970315024
OR7A17	3.14166312887865
RPS6KA5	5.06048286874283
LHB	3.50418785863355
TAOK3	4.62250096472634
STK25	6.12595793778414
