Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_E09_491242
Composite Element REF	Signal
AACS	7.54946025498662
FSTL1	7.61501991306104
ELMO2	5.63929477572194
CREB3L1	4.07927610577742
RPS11	10.3323889990262
PNMA1	8.22449987999953
MMP2	7.10028216026908
SAMD4A	3.79048909965265
SMARCD3	7.91253113396984
A4GNT	3.68510550443068
C9orf39	3.34594850067245
PKNOX2	4.10434696273861
RALYL	3.52060405458112
ZHX3	4.10778505100307
ERCC5	5.91123488822957
RXFP3	3.07549596065434
APBB2	3.69469125715422
BBOX1	8.01805632847057
PRO0478	3.17700809920159
GCSH	7.42766208076497
XDH	5.30307878371793
EDN1	4.43516485684512
MTERF	6.52044447795586
PDCL3	6.9399356948578
CLK4	6.39883578812863
KCNG1	3.76112682145799
CXCR4	8.85851510994153
DECR1	8.21661221541586
SALL1	3.19023296222014
PTPRR	3.38317718367942
CADM4	3.31198398694978
IRAK1	9.78621148816063
CFHR5	3.20789385822342
HNRPD	7.60694281919968
TMSB10	11.9273050629599
CXCL3	4.18441532532049
LMAN1	4.23866013487248
SUHW1	3.92941111973718
CHD8	5.58879697048527
SUMO1	8.15986964340976
GP1BA	4.02334726299353
OR7A10	3.74206493776206
DDB1	7.69624455051775
CHRNA10	3.7011430350976
STYK1	4.00908982430325
MYO9B	4.04554988001476
CCNI	9.8822015868944
MMP7	8.112701341598
EP300	6.23875239851624
CRNKL1	6.67630910280148
C9orf45	3.29487409543049
XAB2	3.94378653771066
RTN1	5.17086364486388
HIC2	3.76631477016056
TBX10	3.55496830527582
CENPQ	5.09523297660247
UTY	3.1677542475171
OR2W1	2.77036950576568
ATP5G2	10.5702098708166
ZEB1	3.74036845100687
ZG16	3.72616898485725
ERG	3.73955566548195
PARN	8.02322101797765
SOD2	6.82622522673203
JOSD3	9.29648944742708
ADAM5P	3.39675109680556
CHD9	5.32291411276014
hCG_40738	3.75766966281221
STK16	4.54227394589552
PDE1C	3.69421779998038
SEMA4D	6.30538741640633
AGPAT1	6.51542770787262
TOB2	5.71850005752762
BANK1	4.89730382460488
MAP3K3	5.56260415029044
MAX	5.69586206413728
GRM2	3.61645371868194
OSBPL8	7.72231392125075
PROSC	5.49581990198069
NR4A2	5.31019962613702
RICS	5.11502030623573
PIR	6.55215404143751
PPCS	9.50748786613248
IPO9	6.59472939562632
LONP1	6.52395994378587
EVC	4.04113189421047
CXCL13	6.58611604301396
SCYL3	6.06679986332339
KIAA1199	5.04563802856274
SORL1	8.49980733204847
NAT10	7.40990273046313
CHD1	6.06475657725155
SYN3	3.68667192526362
DMC1	4.28230850821874
SLC22A2	3.86329615448869
SERPINF1	8.5362161440529
C20orf27	6.29672720497931
OR7A17	3.07553252018448
RPS6KA5	5.19721474299541
LHB	3.43269430032729
TAOK3	5.16048789871586
STK25	5.18478773902369
SLC12A4	3.50059367525441
BRCA1	4.16541982558409
GBL	6.52997331957757
C14orf108	8.1395299629653
CDC25B	7.67059812076573
BMP3	3.30783227700553
MAP1LC3C	3.4623633497564
TMEM180	4.01101751200089
CRYGC	3.5726440273796
SLK	5.72348232362364
POU3F1	3.13556432053061
C20orf32	3.71992457287791
USP52	5.96736893449824
HIGD1B	3.89590610981608
BAZ1B	7.1670292726569
USP6NL	5.02218136120351
SLCO2B1	5.020870776939
ABCD4	4.86109883599421
DIMT1L	6.05705337459937
SLC25A46	7.43242567824402
LARP7	7.0506695543732
TEK	3.67737264770114
CD160	3.49968837658348
TERF2IP	8.26888390061212
PHF20	5.73644002265395
COL1A1	7.56157521750688
KIAA0090	5.56679314006363
GTPBP1	4.69353343028491
GRK5	4.16374425347754
AP1S2	5.81119759238212
RAB33B	4.17951233197829
CA11	4.75497901950988
ALDOC	4.77037232894144
NUDT1	5.13421525452795
ZNF212	5.64287315983171
ACBD3	8.00151162323271
ZNF83	6.76289547545286
PRDM2	4.44965509384922
GDPD5	5.02250395336299
PDCD4	5.26158564205549
CEP350	6.46352187878978
FOXP3	3.27709893142125
SMYD3	6.48553232238488
CST7	5.05194639037105
SELL	5.39243154922755
CIAO1	6.84715103904772
LGI2	3.72305437700062
WDR45	7.04289673910708
ANKRD6	6.52239583135446
LTBP4	3.56193454788717
PSCD3	3.16309252578783
PYY	3.10218237334057
KCNC1	2.98267438309235
SIRT6	4.38795774834337
CCL19	5.13644218811522
ARHGEF9	4.03085283135935
ABR	4.8517120654168
C10orf22	5.90824921483445
STK17A	4.37485654625155
FOXE1	3.85001405610006
GML	3.55076075672753
CNGA3	2.99967173376733
CD38	6.79977903235201
ZDHHC6	6.87727289837677
NEFH	4.58730082996537
PGBD5	4.98772321365478
CTDSP2	7.22627958950672
RMND5B	6.237752780067
ZNF257	3.52251173196834
DUSP4	4.51862866569877
FLJ22167	6.86762573318776
EXOSC7	6.9417833015223
ROR2	3.66761584836405
FOXM1	6.36094042628047
ZBTB48	4.10991878639194
BUD31	7.93563969563119
MAOA	3.70486562957229
CCDC41	4.55766270295484
TNNT3	3.83049238306465
FBXO11	4.95773963585041
GYPC	5.77362388129688
PLIN	3.50174924856046
RFXAP	3.24739372538587
C6orf15	3.72506913880279
RNF4	8.92835689418962
F8A1	9.45586711539533
PPP1R3D	4.98660713621123
GRB2	8.17309882992731
TPM3	3.34705251363437
SYT13	4.07965974410655
EPB42	3.49710652523073
RP5-1077B9.4	4.92228795178582
EIF1	10.3813064899558
CETN3	6.60598255400719
FPGT	5.81094832026068
PRY	3.43703628030473
NTHL1	5.84618111807383
POLR2B	8.80240740142686
RPS28	11.5217735445006
GDF10	3.22339222763868
COQ9	7.21622157601031
P2RX3	2.82279447652972
GCC2	6.1536891716147
RARRES3	8.29798870863717
PLXNA1	6.12236071369375
WBP4	4.03506604117467
KIAA0100	5.98576760059085
PMF1	7.3009554826942
HS2ST1	5.20744767697357
CRELD2	7.29209354218801
C8G	3.04293897538096
CD82	6.10370144805921
PMM1	5.58389156866174
CBLL1	5.13269520266799
LIM2	3.48792771835726
VAX2	3.93154097751767
SETDB1	5.87594766097035
LRAP	3.36010883943219
GCLM	6.61642859025056
CPEB3	4.14313296315604
PPM1A	5.6577028966114
INTS1	3.88834415912172
MMP16	3.21340403581902
CAMTA1	3.33789366320973
SAMSN1	6.91686077747836
DRD3	2.8479330422504
GMPPA	4.7181012630507
C11orf73	6.51485958150348
AIPL1	3.95398432342205
PTP4A2	9.987495973112
IL24	3.19022256135495
BDKRB1	3.39556446741843
HPCA	3.23481348507348
MLF1	5.09068022302803
SEC14L1	6.39070899648655
CHFR	5.60284823953503
EMILIN1	3.37086191032233
THADA	5.68193785672932
TAF12	5.1463613992257
NDUFS4	8.5116648372244
ID1	4.09355941279772
PIK3CB	4.08635638652449
COL18A1	5.99597481146788
PDZD3	3.09849670776883
TBC1D17	4.43536289358507
COX8A	10.3486071408966
CDCA4	7.02073210899261
C2orf44	4.74748997808656
C9orf16	8.399067959229
ERBB2IP	7.31415849818234
EMX2	8.40348174781255
FUS	6.06734047601107
NIPSNAP3B	4.40534768958515
TF	4.86512336262125
CXorf56	5.18506324210735
CLCN4	3.55279197079409
PWP2	4.53767744664398
MMP15	3.68502741685407
MTMR14	5.87212437206545
NPR1	5.45509339118745
DNAL4	5.16894031322042
ELAC2	4.53824258131461
ASS1	11.7526500445342
IPP	5.85260113277302
TMEM59	10.5136944695020
POLR2J	8.69149785961699
SEC23IP	4.9457406569673
RGS4	3.92966132870906
UQCRC1	9.58922023493608
SNX6	7.57691481269798
DDX18	6.5673917858435
POLG	4.687237693562
