Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_D01_547320
Composite Element REF	Signal
AACS	6.68927224033368
FSTL1	7.08176915210953
ELMO2	6.6545245897085
CREB3L1	3.88742283981635
RPS11	9.79214924565775
PNMA1	7.71361180096958
MMP2	6.56950705334383
SAMD4A	3.64827627275037
SMARCD3	7.38770577316706
A4GNT	3.47722242627513
C9orf39	3.70957702625573
PKNOX2	3.99460195533759
RALYL	3.44353116935055
ZHX3	4.25974383827544
ERCC5	5.97699930788076
RXFP3	2.99267777664332
APBB2	3.87722486713924
BBOX1	7.9785860071607
PRO0478	2.88970020574962
GCSH	8.0618436544022
XDH	3.93631164891272
EDN1	4.14612891576993
MTERF	6.39639168251229
PDCL3	7.96078484432425
CLK4	6.09467131120549
KCNG1	4.21811502034349
CXCR4	7.5118825593724
DECR1	6.95248923293379
SALL1	3.16595323717569
PTPRR	3.57157050486532
CADM4	3.34796273604635
IRAK1	10.0695238481930
CFHR5	3.22105736584649
HNRPD	8.05376864943332
TMSB10	12.2667303615799
CXCL3	3.88935058988891
LMAN1	4.34337794614512
SUHW1	3.30852096220637
CHD8	5.50684362183934
SUMO1	8.28810399555453
GP1BA	3.08333826993506
OR7A10	3.65758373552997
DDB1	7.21854091738951
CHRNA10	3.68778807914469
STYK1	4.55639226847293
MYO9B	4.35398122280236
CCNI	9.91167934991155
MMP7	7.74611191771833
EP300	6.25471306453378
CRNKL1	6.08158485842009
C9orf45	3.06754169701828
XAB2	4.46546090917824
RTN1	3.93495375581663
HIC2	3.69693283422279
TBX10	3.51176049427021
CENPQ	4.9475400963651
UTY	3.07587799464105
OR2W1	2.97356617529276
ATP5G2	10.5400956310964
ZEB1	3.60375197085340
ZG16	3.55922022835108
ERG	3.9009000585362
PARN	7.68765066259934
SOD2	6.46092852924971
JOSD3	7.14202289597466
ADAM5P	3.19044458093201
CHD9	5.85996514015208
hCG_40738	3.55184447369940
STK16	5.54773815316283
PDE1C	3.64365937316316
SEMA4D	5.72181565840224
AGPAT1	7.03203327973542
TOB2	6.03086983397845
BANK1	3.18458164466041
MAP3K3	5.61185849013455
MAX	5.33571745736354
GRM2	3.48277620484652
OSBPL8	7.16523885934765
PROSC	5.91420618210944
NR4A2	5.17129867972533
RICS	4.6313822439575
PIR	8.04669639028558
PPCS	9.31391626361782
IPO9	6.25380349281667
LONP1	6.70852297024845
EVC	4.43270321955749
CXCL13	4.54814023139612
SCYL3	6.70919690160774
KIAA1199	3.14526019021150
SORL1	8.69764645176742
NAT10	7.57451130172432
CHD1	6.39302326343455
SYN3	3.45979392495079
DMC1	3.87820212379379
SLC22A2	3.63236103876216
SERPINF1	6.76863967559135
C20orf27	5.99655313697837
OR7A17	3.05786384718453
RPS6KA5	5.54522220967999
LHB	3.50890034830581
TAOK3	5.07099123986483
STK25	5.82644248753443
SLC12A4	3.5564620849128
BRCA1	4.68303657529193
GBL	5.94967454277958
C14orf108	7.9869565238037
CDC25B	7.74131092701122
BMP3	3.34509617467016
MAP1LC3C	3.34411585783364
TMEM180	3.4157186907029
CRYGC	3.64657233309028
SLK	5.73017002408258
POU3F1	3.19591583123572
C20orf32	3.71414802477797
USP52	6.46478777254852
HIGD1B	3.87736062381951
BAZ1B	6.53741322266318
USP6NL	6.12487021713261
SLCO2B1	4.61283802067696
ABCD4	4.31270351105597
DIMT1L	5.59591987723663
SLC25A46	7.32802840588595
LARP7	7.039208738536
TEK	3.76676676923156
CD160	3.59482562230067
TERF2IP	7.69090574083821
PHF20	6.54219458160584
COL1A1	6.62477114151278
KIAA0090	6.73255655505611
GTPBP1	4.51994477266108
GRK5	3.76998489725825
AP1S2	6.03087740933827
RAB33B	4.08743516189465
CA11	4.531910408202
ALDOC	4.25997724436678
NUDT1	6.74012702129703
ZNF212	5.9338807982575
ACBD3	7.79871384584622
ZNF83	6.67872853590572
PRDM2	5.12970624838684
GDPD5	4.10626196421604
PDCD4	6.7483417164906
CEP350	6.79744621997384
FOXP3	3.1071853019535
SMYD3	7.87630550511429
CST7	4.56671348763783
SELL	4.77899700216047
CIAO1	6.93926103304305
LGI2	3.61744695071619
WDR45	6.30774293775406
ANKRD6	6.47293224250497
LTBP4	3.58511945501581
PSCD3	3.24856939091916
PYY	3.08623262069323
KCNC1	3.06102832619522
SIRT6	4.28792468242643
CCL19	3.98416783199528
ARHGEF9	4.07049048290236
ABR	5.32074354256611
C10orf22	7.19111600858774
STK17A	4.95623664496374
FOXE1	3.28802328627621
GML	3.30201229264137
CNGA3	3.02855428742362
CD38	5.60386559059486
ZDHHC6	8.0380589400562
NEFH	3.49780908756789
PGBD5	7.4514767622411
CTDSP2	6.92290283584428
RMND5B	5.42865753575435
ZNF257	3.24655505479269
DUSP4	3.81033667122006
FLJ22167	5.81539756438573
EXOSC7	6.29326675704454
ROR2	4.00227027557051
FOXM1	6.13368424153721
ZBTB48	5.94784049810436
BUD31	7.90010386106462
MAOA	3.68494023189466
CCDC41	4.68333519465398
TNNT3	3.80435222546947
FBXO11	6.16784564750795
GYPC	5.67041183494939
PLIN	3.55656043031322
RFXAP	3.75708191073399
C6orf15	4.38838194515105
RNF4	8.26135967033939
F8A1	8.85807986397266
PPP1R3D	5.76383571099918
GRB2	7.39116359670867
TPM3	2.89225161710584
SYT13	3.50735345047556
EPB42	3.48068988009152
RP5-1077B9.4	6.0522801432016
EIF1	10.4593441862622
CETN3	6.63134627150323
FPGT	6.24341444399198
PRY	3.38919661034213
NTHL1	5.98447765357373
POLR2B	8.26957972793733
RPS28	11.2511561580571
GDF10	3.19493851301347
COQ9	7.86668259466185
P2RX3	2.91048975804194
GCC2	7.63186223494388
RARRES3	9.33158178712147
PLXNA1	5.95570648161025
WBP4	4.73335311992442
KIAA0100	6.29987568505905
PMF1	7.76118019675998
HS2ST1	5.59507828641052
CRELD2	6.81437729902979
C8G	3.14346994294840
CD82	6.45039372883705
