Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_E02_491228
Composite Element REF	Signal
AACS	7.0763501343707
FSTL1	7.96398789900234
ELMO2	5.33692940756458
CREB3L1	3.87815421705267
RPS11	10.4666367429482
PNMA1	8.069981523964
MMP2	6.87098849661204
SAMD4A	4.07064852340949
SMARCD3	4.29836174224993
A4GNT	3.85506007583371
C9orf39	3.14484352005911
PKNOX2	4.05580206572198
RALYL	3.60420990334852
ZHX3	4.07216728593309
ERCC5	5.64361699023391
RXFP3	3.14938214069028
APBB2	4.11553442036143
BBOX1	6.6421293865276
PRO0478	2.97121611664357
GCSH	8.33148447583476
XDH	3.6144742999124
EDN1	4.67696070583752
MTERF	6.58626324955209
PDCL3	7.84872082918552
CLK4	6.02271135641589
KCNG1	3.85121651463863
CXCR4	6.982632259842
DECR1	8.39886970309153
SALL1	3.03416539744253
PTPRR	3.31654767537006
CADM4	3.54698145289533
IRAK1	9.19183756542892
CFHR5	3.22211609246151
HNRPD	7.57945106420282
TMSB10	12.5385718943319
CXCL3	4.19360521698833
LMAN1	3.75113334915885
SUHW1	3.80805673537082
CHD8	5.35925170166614
SUMO1	8.30045143564414
GP1BA	3.48225749185796
OR7A10	3.62403236997968
DDB1	7.57870091704787
CHRNA10	3.71120346771109
STYK1	3.74429113939611
MYO9B	4.72023381899464
CCNI	9.22608404358262
MMP7	11.9016601911372
EP300	6.52803744318133
CRNKL1	6.62070634029505
C9orf45	3.22308490295902
XAB2	4.72321742421496
RTN1	4.80715992969259
HIC2	3.73062685537847
TBX10	3.49641837206737
CENPQ	5.61328116148554
UTY	3.17265579293233
OR2W1	3.07248183764965
ATP5G2	10.6605441463154
ZEB1	3.24519594463004
ZG16	3.42262443656081
ERG	3.93204665333868
PARN	6.50421150367187
SOD2	7.02967124783886
JOSD3	8.5153633370723
ADAM5P	3.40647933234655
CHD9	5.95066748557373
hCG_40738	3.76198849982452
STK16	4.90244200538068
PDE1C	3.79788184469986
SEMA4D	5.21193239567602
AGPAT1	6.53140704387084
TOB2	6.95620535477804
BANK1	5.51394585012995
MAP3K3	5.2841351647466
MAX	5.09482382627509
GRM2	4.04115546196847
OSBPL8	8.07130441118152
PROSC	5.68960561440131
NR4A2	4.80244142264946
RICS	4.47245918797289
PIR	5.60069264541551
PPCS	9.38606547909205
IPO9	6.11060341980207
LONP1	6.29468875163901
EVC	4.24030876764065
CXCL13	7.88345126964805
SCYL3	5.64340637814829
KIAA1199	5.07491790318118
SORL1	7.254763515422
NAT10	6.7496553588324
CHD1	6.5988756658389
SYN3	3.59493197662489
DMC1	3.98889172277727
SLC22A2	3.61802483450483
SERPINF1	7.35627020656217
C20orf27	6.58724679938862
OR7A17	3.37900745662708
RPS6KA5	5.01463246832666
LHB	3.43648776567567
TAOK3	4.96403109912136
STK25	6.15690211905878
SLC12A4	3.54267164639522
BRCA1	4.12886736837024
GBL	5.30941445719058
C14orf108	7.62845844518824
CDC25B	7.77783831793257
BMP3	3.13982766912298
MAP1LC3C	3.48748605297897
TMEM180	3.79487728862925
CRYGC	3.70387506611067
SLK	6.48145049416057
POU3F1	3.255955948924
C20orf32	3.80325305929429
USP52	5.47460397890738
HIGD1B	3.88776065395396
BAZ1B	6.4868780973606
USP6NL	5.77379247807956
SLCO2B1	4.43244160836793
ABCD4	4.59051338324749
DIMT1L	6.81000396960181
SLC25A46	8.69884728569886
LARP7	6.51858820831045
TEK	4.06155050574157
CD160	3.86122210687236
TERF2IP	7.15344673280866
PHF20	5.59577979791903
COL1A1	7.17977274996026
KIAA0090	6.51566146402724
GTPBP1	4.48393850808703
GRK5	3.8980167564198
AP1S2	6.12769589421991
RAB33B	4.39047009689103
CA11	4.0678205042122
ALDOC	5.05123002087365
NUDT1	6.19180609614941
ZNF212	5.01350771788543
ACBD3	7.2496032078198
ZNF83	6.18459238892658
PRDM2	4.92405695233153
GDPD5	4.93626590309293
PDCD4	5.67296856997432
CEP350	5.73432655028345
FOXP3	3.19248035215476
SMYD3	6.894983874533
CST7	5.56503047004561
SELL	5.68781925496971
CIAO1	6.700092536004
LGI2	3.77133944560257
WDR45	7.64293406813447
ANKRD6	6.44759632724336
LTBP4	4.05102003745766
PSCD3	3.39166918101867
PYY	3.1567901221922
KCNC1	3.37059495927355
SIRT6	4.34199922897721
CCL19	5.98724327776293
ARHGEF9	3.96892908923497
ABR	4.32031798948288
C10orf22	6.3807474635077
STK17A	5.28909622385949
FOXE1	3.70759684024734
GML	3.54700570170277
CNGA3	3.03009003252519
CD38	4.42061318048129
ZDHHC6	6.98981318816151
NEFH	6.69478359242159
PGBD5	3.39823118536058
CTDSP2	7.52581780026264
RMND5B	5.50981136133150
ZNF257	6.0550361249753
DUSP4	3.79086370866124
FLJ22167	5.93857062178243
EXOSC7	6.21554973678608
ROR2	3.69185818856962
FOXM1	5.82718664875099
ZBTB48	4.53555862046515
BUD31	8.54204269074748
MAOA	4.61028052835974
CCDC41	4.37484036530809
TNNT3	4.14995391018789
FBXO11	5.49827670426533
GYPC	6.75548939230694
PLIN	5.02123501346915
RFXAP	3.36183403522108
C6orf15	3.83053861078302
RNF4	7.95998071381151
F8A1	8.60706341432291
PPP1R3D	5.03677880163636
GRB2	7.07368265368351
TPM3	3.11937906460221
SYT13	3.78227829618677
EPB42	3.50239625692105
RP5-1077B9.4	5.8871020569809
EIF1	10.1219906359349
CETN3	7.79098438203737
FPGT	6.8467202879496
PRY	3.41633637232327
NTHL1	4.87848756633606
POLR2B	8.6501343778496
RPS28	11.9900459519453
GDF10	3.31588588556934
COQ9	7.42179582642699
P2RX3	2.80955854721465
GCC2	7.21199401620929
RARRES3	7.94520635379364
PLXNA1	5.89343161694057
WBP4	4.54229827395527
KIAA0100	5.58743349392032
PMF1	7.10351705370269
HS2ST1	6.58068859887402
CRELD2	7.06510250438951
C8G	3.07394230394549
CD82	5.7100828973718
PMM1	4.79076320607849
CBLL1	5.05637675071399
LIM2	3.44497732404646
VAX2	3.90024439301337
SETDB1	5.78027072123808
LRAP	5.63200717769942
GCLM	7.9831868131509
CPEB3	3.55932702253358
PPM1A	5.91319813549411
INTS1	4.30753019636305
MMP16	3.37164678211674
CAMTA1	3.28131711803736
SAMSN1	7.10548223326426
DRD3	2.82984552320546
GMPPA	5.80429362834868
C11orf73	6.34297596768968
AIPL1	4.10446406533604
PTP4A2	10.0381984649680
IL24	3.34552747639126
BDKRB1	3.19822889678677
HPCA	3.25798683843769
MLF1	6.99430284744375
SEC14L1	4.91361223009721
CHFR	6.22639514027799
EMILIN1	3.56935291142027
THADA	6.81458256369097
TAF12	5.12101236457482
NDUFS4	8.5774831123027
