Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E02_297920
Composite Element REF	Signal
AACS	6.07091101254175
FSTL1	6.89228330632037
ELMO2	4.94970365983716
CREB3L1	3.98158095607501
RPS11	9.91619492074004
PNMA1	7.1620461359914
MMP2	5.57933987916487
SAMD4A	3.64454197611764
SMARCD3	6.95433930410046
A4GNT	3.61559551450512
C9orf39	3.13803957224705
PKNOX2	3.94688254309487
RALYL	3.12707980030381
ZHX3	3.84105944204107
ERCC5	5.93163421045521
RXFP3	3.19481530620844
APBB2	3.34592049033606
BBOX1	3.74033005145655
PRO0478	2.93329849528193
GCSH	7.96579097683548
XDH	3.87933214915815
EDN1	4.06978572270643
MTERF	7.31353740524153
PDCL3	7.55397256843443
CLK4	5.22871698325047
KCNG1	3.56105225755275
CXCR4	7.91647385626595
DECR1	8.16199556430912
SALL1	3.06864807515845
PTPRR	3.20246449262462
CADM4	3.54323211403717
IRAK1	9.46686547343867
CFHR5	3.19910841232661
HNRPD	7.79801142830601
TMSB10	12.7876080825903
CXCL3	3.94860464001771
LMAN1	4.24921040414549
SUHW1	3.60459994221284
CHD8	5.90070874222871
SUMO1	7.5377930738451
GP1BA	3.43373938613521
OR7A10	3.47058117992711
DDB1	7.85420505974692
CHRNA10	3.59485841761787
STYK1	3.69896308698298
MYO9B	4.38619931361581
CCNI	9.46545318664484
MMP7	7.61154098719223
EP300	5.77193018151379
CRNKL1	6.39144800968407
C9orf45	3.09184727373439
XAB2	4.76582581281092
RTN1	5.69520269261574
HIC2	3.66741813192735
TBX10	3.63463215981788
CENPQ	4.64621227082697
UTY	3.14640879265922
OR2W1	2.90405086857013
ATP5G2	10.9428447637119
ZEB1	3.28490569448278
ZG16	3.44015466732782
ERG	4.95950941125692
PARN	6.41080611630379
SOD2	7.1819224766209
JOSD3	8.57783158939525
ADAM5P	3.36665705166554
CHD9	5.46134567224647
hCG_40738	3.65561522738965
STK16	4.6091951990559
PDE1C	3.50083057637131
SEMA4D	7.03243607703465
AGPAT1	5.59248395542067
TOB2	5.36975813940651
BANK1	4.27198442514627
MAP3K3	5.26721431649876
MAX	5.63850827867718
GRM2	3.76003737154846
OSBPL8	6.40703794672491
PROSC	6.61402377208082
NR4A2	5.48743980582354
RICS	4.36385950663766
PIR	8.63967257478336
PPCS	9.11632079700264
IPO9	5.62320512622529
LONP1	6.72811119342834
EVC	4.05478414287402
CXCL13	5.08710458726085
SCYL3	5.93088465996528
KIAA1199	3.38935497134983
SORL1	8.84893358300945
NAT10	7.51037471740215
CHD1	5.3393351690841
SYN3	3.46284908444624
DMC1	3.85858994611587
SLC22A2	3.66885696645689
SERPINF1	8.28555235631379
C20orf27	6.22564830722907
OR7A17	3.05443705736087
RPS6KA5	4.69677899109239
LHB	3.24806016933038
TAOK3	4.84176913932028
STK25	4.79582901395568
SLC12A4	3.59589677817194
BRCA1	3.32263415164415
GBL	5.03265231344734
C14orf108	8.29587008567896
CDC25B	7.43174153647947
BMP3	3.31313782187575
MAP1LC3C	3.21248228443201
TMEM180	4.03801187038543
CRYGC	3.78824776586651
SLK	5.26263239771021
POU3F1	3.20581591539662
C20orf32	3.88514578418448
USP52	5.17268310527711
HIGD1B	4.07480703202803
BAZ1B	6.21385089994682
USP6NL	5.64290554178117
SLCO2B1	5.22306663231624
ABCD4	4.10999241162469
DIMT1L	6.25485115162797
SLC25A46	7.46359321925555
LARP7	6.72415596772543
TEK	3.67822627278069
CD160	3.63741933135893
TERF2IP	7.09497310471511
PHF20	5.40039101243831
COL1A1	5.89192347236006
KIAA0090	5.96674438228778
GTPBP1	4.65850776651392
GRK5	3.72724420308915
AP1S2	6.58318849865191
RAB33B	4.05660811506122
CA11	4.6756628041199
ALDOC	5.05757666408282
NUDT1	6.50142733639449
ZNF212	5.72999894722943
ACBD3	7.8284529248099
ZNF83	5.62956462418055
PRDM2	4.85557845003596
GDPD5	4.2576314125121
PDCD4	5.78699353230421
CEP350	5.72989670616496
FOXP3	3.27736644180117
SMYD3	7.08339459715492
CST7	4.80829324901864
SELL	5.04433591508604
CIAO1	6.4401312163941
LGI2	3.61725412184629
WDR45	7.0773513292637
ANKRD6	6.58864178814612
LTBP4	3.8345831157808
PSCD3	3.35262324686899
PYY	3.28939852986744
KCNC1	3.21216698508861
SIRT6	4.24628220422723
CCL19	4.23364834558279
ARHGEF9	4.14180155942002
ABR	4.98457630613103
C10orf22	6.78743312135892
STK17A	4.23417627664568
FOXE1	3.63405656946503
GML	3.24889579472401
CNGA3	2.92927114270542
CD38	4.92794050231056
ZDHHC6	7.51761989382193
NEFH	3.77512918754594
PGBD5	5.33958880341487
CTDSP2	7.33273781307631
RMND5B	5.7689101929367
ZNF257	3.37461129264692
DUSP4	3.87310368018304
FLJ22167	4.84321605486023
EXOSC7	7.69258357803604
ROR2	3.4891619717046
FOXM1	5.78645759263536
ZBTB48	4.83953818575092
BUD31	8.12865611701483
MAOA	4.24782048195428
CCDC41	3.80562846121982
TNNT3	4.28741845685149
FBXO11	5.83376682297969
GYPC	6.35429768027671
PLIN	3.45554295175491
RFXAP	3.43149798682911
C6orf15	3.431686454502
RNF4	7.79714457939199
F8A1	8.20981773690438
PPP1R3D	4.8655399707857
GRB2	8.20728322825619
TPM3	3.26325329447861
SYT13	3.47395329825258
EPB42	3.43685117834312
RP5-1077B9.4	5.38506731634092
EIF1	10.4990339461447
CETN3	6.90759926522018
FPGT	5.29863708463943
PRY	3.3856192743246
NTHL1	5.26719002257343
POLR2B	8.41998794386584
RPS28	12.4027130994635
GDF10	3.17530283816344
COQ9	7.32433219675949
P2RX3	3.00743094611976
GCC2	6.14052603054013
RARRES3	9.13425866105675
PLXNA1	5.73003668956413
WBP4	4.70742664644627
KIAA0100	5.94801773164808
PMF1	7.0416863866441
HS2ST1	4.82248554478735
CRELD2	7.20410034567673
C8G	3.1353992987911
CD82	5.86968768407105
PMM1	4.72953154479935
CBLL1	4.23359583439639
LIM2	3.48314290879673
VAX2	3.94974764595956
SETDB1	5.04723959425567
LRAP	3.54364606867681
GCLM	7.07475036851693
CPEB3	3.33050416327373
PPM1A	5.26136483580246
INTS1	4.32034746548998
MMP16	3.30563066967267
CAMTA1	3.24503487245364
SAMSN1	6.03719284683033
DRD3	2.88377938955702
GMPPA	5.05251614544163
C11orf73	6.35487081362063
AIPL1	3.62772567825581
PTP4A2	9.9773926086836
IL24	3.11135571163065
BDKRB1	3.41435116826987
HPCA	3.29636621254827
MLF1	5.40796179322072
SEC14L1	6.01765136453823
CHFR	5.1803289607288
EMILIN1	3.34340681920654
THADA	5.76903503775314
TAF12	5.88791224487686
NDUFS4	8.77015220548327
ID1	4.12981250840099
PIK3CB	4.10757404183752
COL18A1	6.23029359333051
PDZD3	3.16168102705888
TBC1D17	4.23236163697609
COX8A	10.3886365610226
CDCA4	7.65089243843384
C2orf44	4.9589105553645
C9orf16	8.01577012178992
ERBB2IP	6.96462536618404
EMX2	8.50921383070082
FUS	6.64872127786217
NIPSNAP3B	3.58798084695463
TF	3.24368115572529
CXorf56	5.42600286935003
CLCN4	3.51874739017857
PWP2	5.74590939201265
MMP15	4.62281796369781
MTMR14	6.47652422617472
NPR1	6.37791427000336
DNAL4	5.3223337793129
ELAC2	4.46203003017211
ASS1	11.3727998473830
IPP	5.22037257051765
TMEM59	9.56650318874656
POLR2J	9.30318012070593
SEC23IP	5.06951811198647
RGS4	4.71123099023202
UQCRC1	10.1237100137160
SNX6	8.6100352454773
DDX18	6.81324894662505
POLG	4.59095932312819
ADAM23	4.09290469826787
ZNHIT2	4.46089416798097
TFR2	3.59592135647448
NCDN	4.31896116599377
RAG1	3.13588976823725
POMT1	4.64884413477722
CYP1A1	3.55994090655198
SNAPC1	5.20994546814914
GNA11	5.53540068951226
CCDC52	3.17198976099939
CAPN1	6.6724784330506
DDHD2	5.97956108776493
UPF3A	5.66798933504704
LAGE3	6.2689646885998
GNRHR	3.08482136087564
UNC13B	4.98832011332667
TTLL4	4.38793777069732
PPBP	2.86695504899145
HTR3A	6.85597150313962
SDC2	4.05201059236534
ANKRD49	8.56606251838833
BTF3	10.2876661674838
COX7A2	10.8984262813219
SARS	8.41821987937356
C13orf18	4.33505567917085
CACNB1	3.93372693896656
QKI	5.9559889641268
SETMAR	6.1576297326616
LAMB4	3.69600167333260
MAN2B1	7.1399690853442
EML3	5.14287986511532
ACADL	3.31322613558943
OFD1	8.20761270267474
CGA	3.7516265956315
EIF3EIP	10.17170793265
PEX16	5.74707022212218
GNG12	6.23477475481105
HABP4	4.94586199292617
CNTN2	3.63673291542345
ASNSD1	7.66566814602148
FUT4	4.77342105619599
DBH	3.39113212294773
CD53	9.70112960048038
HIST1H2BJ	3.67982390303129
TFAP2B	3.24545057611274
ACF	3.68036317235003
TMEM11	6.13188144631596
CDH8	3.27064393983358
C3orf32	3.25976323037365
AGPS	6.6041215417289
C4orf18	3.40686530011758
PCCB	8.76943573983478
IPO13	4.65646938116320
PECI	7.20056145744116
UNG	7.08845538594011
C6orf105	3.95721764249207
GSTP1	9.63470250015742
SUV420H1	7.1334718129599
ARHGAP15	5.53727161186904
LTBR	6.2850526372083
TDRKH	3.50329415588067
PSG4	4.01419674009995
SLC9A3R1	7.40118186609322
NBPF3	9.72947584464094
SLC9A3	3.68357196829472
OSBP	6.54253326661545
PRR5	4.55833674314692
CHMP7	5.33924313745814
ADRA1A	3.19363018063297
ASAH1	7.00516021500818
FKBP4	7.22175687918305
ZNF350	4.62235349960833
DOM3Z	4.96881433509349
GIPR	3.86458696650407
AHI1	4.89681168415161
BST1	4.82672293836861
NCR2	3.51254493223669
NADSYN1	5.6690486449982
UBE2W	5.25198768193326
RGS14	4.01507010734031
KRT15	3.57722527265914
SCN11A	3.91070054835946
GFI1	3.6981540847869
FHL1	3.76047083401964
SMC6	6.39231375381088
GATA1	3.61220540122845
OSGEP	5.56325167661989
ARMC6	4.96435576392654
HK3	3.92313268092702
PSMD5	6.62657776337176
RSU1	7.25726640209311
RPL4	11.3900793235424
MAD2L1	7.37602467561926
RBPMS	5.20881973538224
EIF4A3	9.91710251639724
E4F1	4.54652947941478
DLEC1	3.66046080077794
PRPF3	6.07293481555451
EMR1	3.26423039326484
