Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_C04_472030
Composite Element REF	Signal
AACS	6.80213737266279
FSTL1	10.0878613003718
ELMO2	5.98192198457904
CREB3L1	4.15263268772152
RPS11	9.36800335394134
PNMA1	7.80051742150692
MMP2	8.93497057769887
SAMD4A	4.40236778973983
SMARCD3	4.80675334875435
A4GNT	3.53402628093304
C9orf39	3.27685138691768
PKNOX2	3.62732881613674
RALYL	3.27033211664302
ZHX3	4.12586589405150
ERCC5	5.2290592076746
RXFP3	2.95065903219966
APBB2	4.96739048415779
BBOX1	3.26484358902102
PRO0478	2.97503355625621
GCSH	6.90013528611817
XDH	3.45238176980481
EDN1	4.17747793605603
MTERF	5.89528598885074
PDCL3	7.29991913277115
CLK4	6.04260455710594
KCNG1	4.39732184715411
CXCR4	9.50113135677852
DECR1	7.40848964362693
SALL1	3.01062354201345
PTPRR	3.16084054109388
CADM4	3.16224241110873
IRAK1	8.31251379651304
CFHR5	3.15864589590107
HNRPD	7.9142265329783
TMSB10	12.0091310112096
CXCL3	4.92012220345134
LMAN1	4.74601101732558
SUHW1	3.15827576429001
CHD8	5.7065561957073
SUMO1	7.72044217298934
GP1BA	3.17816864841423
OR7A10	3.56351586583284
DDB1	7.064031406616
CHRNA10	3.65228393642329
STYK1	3.15318553980974
MYO9B	4.51164203782478
CCNI	10.0994808903037
MMP7	12.5869323058467
EP300	5.80474442021027
CRNKL1	6.3540669368894
C9orf45	3.09522750270829
XAB2	3.75351486096362
RTN1	3.93006151866854
HIC2	3.57956741949193
TBX10	3.50900597797088
CENPQ	4.00898249356231
UTY	3.10314883473360
OR2W1	3.05554872799807
ATP5G2	9.8426265683167
ZEB1	4.78142635369926
ZG16	3.54015807990771
ERG	3.75019532746997
PARN	6.75552351940345
SOD2	7.25500479041761
JOSD3	8.66742831076255
ADAM5P	3.16758123000483
CHD9	5.23180433641609
hCG_40738	4.2800915099312
STK16	4.70863441950025
PDE1C	3.47073768092777
SEMA4D	6.44194088800736
AGPAT1	5.51425005003938
TOB2	5.39654664272976
BANK1	4.17278044898195
MAP3K3	5.2988388385132
MAX	5.31926775487181
GRM2	3.56592799070949
OSBPL8	7.47837995227336
PROSC	6.3699780029876
NR4A2	6.9024623388619
RICS	3.96385652742715
PIR	4.22326111437791
PPCS	9.04651788574106
IPO9	5.8634307703792
LONP1	5.86096987315731
EVC	4.09797214638936
CXCL13	7.24275210000282
SCYL3	4.55791752016046
KIAA1199	5.73488561637382
SORL1	7.41298208999836
NAT10	7.5132938803931
CHD1	6.65864983909017
SYN3	3.66564938970786
DMC1	3.7860998896801
SLC22A2	3.66221645868341
SERPINF1	9.81281549048024
C20orf27	5.64988975011155
OR7A17	3.10274112271855
RPS6KA5	4.21182533302087
LHB	3.57108426491544
TAOK3	4.78765102256537
STK25	5.79138410262254
SLC12A4	3.48995181030290
BRCA1	3.94921972395833
GBL	5.09732489777335
C14orf108	7.02187055460357
CDC25B	7.76953299749031
BMP3	3.12785676272522
MAP1LC3C	3.43314388827686
TMEM180	4.22225969376262
CRYGC	3.51036095312328
SLK	6.57933792241563
POU3F1	3.24395086793603
C20orf32	3.91532833662682
USP52	4.30854679192238
HIGD1B	3.80330578558498
BAZ1B	6.99392190225114
USP6NL	5.5260608670027
SLCO2B1	4.5147477590528
ABCD4	4.27262864602533
DIMT1L	6.34882620000234
SLC25A46	6.5348103421794
LARP7	7.00273193587238
TEK	3.71199363839117
CD160	3.41871529998314
TERF2IP	7.62278881342359
PHF20	5.98871753373036
COL1A1	9.20564591172003
KIAA0090	5.75252499867675
GTPBP1	4.23185618059957
GRK5	3.95904795151775
AP1S2	6.3896306828674
RAB33B	3.7186811773029
CA11	3.61818697248262
ALDOC	5.83915216534154
NUDT1	4.78589881111147
ZNF212	5.12422751059762
ACBD3	7.01677207923996
ZNF83	6.22623004391117
PRDM2	4.83385240973326
GDPD5	5.26476314251282
PDCD4	6.3644969850406
CEP350	5.62741576778004
FOXP3	3.14342743551065
SMYD3	6.96753762894413
CST7	6.29291360124796
SELL	6.10731638365645
CIAO1	6.22481867676656
LGI2	3.65302238495048
WDR45	6.39299143729877
ANKRD6	4.31033708039951
LTBP4	3.65879603721124
PSCD3	3.43706676839783
PYY	3.03601527237764
KCNC1	3.34747863517797
SIRT6	3.82409210336328
CCL19	5.48257521646362
ARHGEF9	3.82820245137111
ABR	4.66689880775629
C10orf22	6.89708608078057
STK17A	5.83919840480462
FOXE1	3.34832914995532
GML	3.16094868594791
CNGA3	3.20500329582269
CD38	5.64130275455228
ZDHHC6	7.62530016485707
NEFH	3.42353040870169
PGBD5	3.16052113570810
CTDSP2	6.9108406007632
RMND5B	5.36521589794796
ZNF257	3.69767783944025
DUSP4	5.17139046631935
FLJ22167	5.16933983602526
EXOSC7	6.2874260663437
ROR2	4.04952453669375
FOXM1	5.13093624761183
ZBTB48	4.22575229002541
BUD31	8.43258866696459
MAOA	4.34110437871553
CCDC41	5.05632283203278
TNNT3	3.69290437868448
FBXO11	5.43933758956807
GYPC	5.68644121699556
PLIN	5.08272534607702
RFXAP	3.50820921378891
C6orf15	3.84327136678878
RNF4	7.13051196293784
F8A1	7.46523183130016
PPP1R3D	4.30381544036155
GRB2	7.50203307905605
TPM3	3.31775830599492
SYT13	3.5154692164917
EPB42	3.28630210416506
RP5-1077B9.4	4.82546872930419
EIF1	10.2164985427111
CETN3	6.52114224075417
FPGT	4.65910625061775
PRY	3.26676609918358
NTHL1	4.83370747856326
POLR2B	7.7597642710459
RPS28	11.1620891743247
GDF10	2.87631440557857
COQ9	7.57181200138248
P2RX3	2.76435683193475
GCC2	6.6653393873334
RARRES3	7.2678158179394
PLXNA1	6.08223888077029
WBP4	4.76477634636771
KIAA0100	6.082592335631
PMF1	6.00091895453313
HS2ST1	5.31727969686176
CRELD2	6.36969957444814
C8G	2.98107631940086
CD82	5.58624411927917
PMM1	4.57436497011671
CBLL1	4.64016625826424
LIM2	3.24858820999601
VAX2	3.99913088191041
SETDB1	5.0009617503097
LRAP	3.30072763614297
GCLM	6.77959102337761
CPEB3	3.46385572678346
PPM1A	5.7863715406171
INTS1	3.94117802592937
MMP16	3.16265977200023
CAMTA1	3.98518728019042
SAMSN1	7.23089016685003
DRD3	2.78606129194983
GMPPA	4.90948844946552
C11orf73	5.78709240417905
AIPL1	3.68592516890649
PTP4A2	9.51511858149158
IL24	3.14703128905966
BDKRB1	3.55619192214157
HPCA	3.33603399487173
MLF1	5.94099932302175
SEC14L1	6.16643220425517
CHFR	5.53664337966925
EMILIN1	4.51906822151622
THADA	6.27907180700192
TAF12	5.42211572428384
