Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_C03_472032
Composite Element REF	Signal
AACS	6.59389964407607
FSTL1	9.70001102076992
ELMO2	5.14891997046915
CREB3L1	3.89937702332294
RPS11	9.36824773477302
PNMA1	8.74363186693504
MMP2	6.50607714827687
SAMD4A	3.52701816355461
SMARCD3	5.08901947604785
A4GNT	3.53963605244332
C9orf39	3.52905183169074
PKNOX2	4.04348559818532
RALYL	3.38688342596697
ZHX3	4.26969699801718
ERCC5	5.86566833699964
RXFP3	3.09900903535731
APBB2	4.40859044847683
BBOX1	2.89756501842997
PRO0478	3.16703570622852
GCSH	8.11052648047157
XDH	3.26018806737847
EDN1	4.61210143792554
MTERF	5.69674227851402
PDCL3	7.29845851661555
CLK4	5.97691927175435
KCNG1	4.64754603973414
CXCR4	9.11171117794255
DECR1	7.4810921079748
SALL1	3.42739955375792
PTPRR	3.22521199785298
CADM4	3.50469353545267
IRAK1	8.5661635801542
CFHR5	3.36045918774935
HNRPD	7.37772102732464
TMSB10	11.7030131396077
CXCL3	3.8444404733826
LMAN1	3.69178440512761
SUHW1	3.42160015569893
CHD8	6.18267349597754
SUMO1	8.70820909804752
GP1BA	3.19244859588268
OR7A10	3.45086337800835
DDB1	6.56379233982412
CHRNA10	3.61212157858772
STYK1	3.27463664313301
MYO9B	4.04459756570052
CCNI	9.25456083630418
MMP7	10.9343156388630
EP300	5.27311418475201
CRNKL1	5.97219145551857
C9orf45	3.32546632000616
XAB2	3.77501642695799
RTN1	4.54537753720784
HIC2	3.77492597091795
TBX10	3.40785524069295
CENPQ	4.77211156465181
UTY	3.10008866376098
OR2W1	3.01505955518045
ATP5G2	10.1810941590379
ZEB1	4.21583941974672
ZG16	3.29023263904338
ERG	3.87867951363076
PARN	7.01076659901567
SOD2	4.97426569369835
JOSD3	9.22380302113533
ADAM5P	3.03405017388294
CHD9	5.0534168447575
hCG_40738	4.48138385018531
STK16	4.73541523214474
PDE1C	3.40347797710287
SEMA4D	5.77288769938328
AGPAT1	5.75226772739809
TOB2	5.55456625224847
BANK1	3.15060586634756
MAP3K3	4.67938173214301
MAX	5.55436998532392
GRM2	4.11948434651290
OSBPL8	7.84952698889865
PROSC	6.09991568222639
NR4A2	3.8861030822458
RICS	4.20950750661081
PIR	7.13907758804753
PPCS	10.0129484225893
IPO9	6.01266340875136
LONP1	6.43621057021409
EVC	3.85411677116157
CXCL13	3.91998350370539
SCYL3	5.25739158359148
KIAA1199	5.72076612664586
SORL1	7.83964812884084
NAT10	6.48801576543604
CHD1	7.11115350407228
SYN3	3.77377849616007
DMC1	3.93874881827481
SLC22A2	3.59531337572834
SERPINF1	4.98179624187739
C20orf27	4.97365427951806
OR7A17	3.2629966264835
RPS6KA5	4.73829392680036
LHB	3.501674547043
TAOK3	4.12155074884894
STK25	5.07130735758307
SLC12A4	3.58923326704088
BRCA1	3.54622517995454
GBL	5.5406955246836
C14orf108	7.8102875358631
CDC25B	5.65688306992639
BMP3	3.18730404233702
MAP1LC3C	3.37217439926169
TMEM180	3.75118035174206
CRYGC	3.92017537118144
SLK	5.09337500714527
POU3F1	3.51193285394466
C20orf32	3.91130420437060
USP52	4.79362970076893
HIGD1B	3.90532649454972
BAZ1B	5.85965686409267
USP6NL	6.33623290241048
SLCO2B1	3.98022571215281
ABCD4	4.96259228026872
DIMT1L	7.12874955590454
SLC25A46	7.17653978320394
LARP7	6.02223436948717
TEK	3.53733833065273
CD160	3.69171849724624
TERF2IP	6.89553904296915
PHF20	5.70653606651137
COL1A1	6.87029218517948
KIAA0090	6.54511448410788
GTPBP1	4.13405007839539
GRK5	3.73826732814205
AP1S2	6.45189287470586
RAB33B	4.80530756440661
CA11	4.22605154804513
ALDOC	6.4532290553176
NUDT1	5.55877254048251
ZNF212	5.39930126658742
ACBD3	7.19438309769034
ZNF83	5.27275406760577
PRDM2	4.86364873829561
GDPD5	4.92769867413584
PDCD4	5.49931113288442
CEP350	5.39147790322726
FOXP3	3.24015253645514
SMYD3	7.28168415894763
CST7	3.64753165746811
SELL	3.34240025880853
CIAO1	6.30370996796054
LGI2	4.10567101188371
WDR45	6.08138071023868
ANKRD6	6.52813225934659
LTBP4	4.17239286609505
PSCD3	3.45987620345444
PYY	3.15571228650277
KCNC1	3.21090108618605
SIRT6	3.83778940663378
CCL19	3.52239032344891
ARHGEF9	3.50519891391723
ABR	4.96910199401043
C10orf22	6.47210761183238
STK17A	5.2235868131082
FOXE1	4.04837095920037
GML	3.35677863048374
CNGA3	3.02799809725838
CD38	3.25440542008332
ZDHHC6	6.73560260715697
NEFH	6.95244541919417
PGBD5	3.77838739518238
CTDSP2	6.87190345212209
RMND5B	5.53693832726857
ZNF257	3.62500099610212
DUSP4	4.33803299412685
FLJ22167	5.55620899886215
EXOSC7	6.87928184902528
ROR2	5.061756820058
FOXM1	5.92430673217862
ZBTB48	4.67600482734817
BUD31	7.8722346784212
MAOA	4.06354435579239
CCDC41	4.86365525981173
TNNT3	3.70177326365300
FBXO11	5.54719273341963
GYPC	5.52833308206749
PLIN	3.45189689817524
RFXAP	3.88244024715829
C6orf15	4.36109830397858
RNF4	7.31698193512093
F8A1	8.2787997928057
PPP1R3D	4.27818938150268
GRB2	7.4299608906344
TPM3	3.08031626625968
SYT13	3.93136089646041
EPB42	3.44359465310667
RP5-1077B9.4	5.26397146422386
EIF1	10.3727813854028
CETN3	7.97285799325095
FPGT	5.80137316789879
