Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_C07_547278
Composite Element REF	Signal
AACS	7.57893132141843
FSTL1	8.42689431379748
ELMO2	5.89250409225824
CREB3L1	3.82988035481173
RPS11	9.7299511457675
PNMA1	8.9923076407308
MMP2	7.07886826629439
SAMD4A	4.30245666676779
SMARCD3	5.69479974251706
A4GNT	3.71476222480088
C9orf39	3.17999653520532
PKNOX2	3.98709327047113
RALYL	3.46134017608786
ZHX3	4.11472521915204
ERCC5	4.82125694254998
RXFP3	3.11968523157883
APBB2	3.93028706747379
BBOX1	3.13545456908509
PRO0478	3.10266632564307
GCSH	9.61197664956645
XDH	3.32622826303218
EDN1	5.2254641495738
MTERF	7.1692398127499
PDCL3	8.56501454368727
CLK4	5.34187344327491
KCNG1	4.21270090495972
CXCR4	8.7083690950929
DECR1	8.26294015626258
SALL1	4.10641054313189
PTPRR	3.85527684031860
CADM4	3.34323072521369
IRAK1	8.439016794296
CFHR5	3.15933089734619
HNRPD	8.00451761101856
TMSB10	12.5682780961347
CXCL3	4.88142898244617
LMAN1	3.96671296718202
SUHW1	3.57403841348078
CHD8	6.22483251030384
SUMO1	8.73438547483786
GP1BA	3.19394624918293
OR7A10	3.70932817899495
DDB1	7.7140228468295
CHRNA10	3.46259999736221
STYK1	3.20837488240140
MYO9B	4.54670621213535
CCNI	9.95657981741796
MMP7	9.9137129279729
EP300	5.90208138350571
CRNKL1	7.30836819636607
C9orf45	2.98807007675875
XAB2	5.21186587224241
RTN1	3.34831604604769
HIC2	3.86047086207985
TBX10	3.62394699974768
CENPQ	5.3162239321903
UTY	3.25205223644409
OR2W1	3.07132683641967
ATP5G2	10.6195326753336
ZEB1	3.37047017896383
ZG16	3.60929339690727
ERG	3.86037263061047
PARN	6.99733524909564
SOD2	6.19500011247049
JOSD3	8.54890807998526
ADAM5P	3.19591327878479
CHD9	5.47604245648814
hCG_40738	3.70561583079527
STK16	5.72748177370612
PDE1C	3.48116739001194
SEMA4D	6.45224991392807
AGPAT1	7.20821426108936
TOB2	5.83144816377006
BANK1	3.19035505372677
MAP3K3	5.04677348010215
MAX	5.66169493220867
GRM2	3.79081987011662
OSBPL8	7.77838980163638
PROSC	6.20170830530424
NR4A2	3.74489243709258
RICS	4.25327735789762
PIR	7.9459160952959
PPCS	9.21872448296216
IPO9	5.5358819037693
LONP1	6.6578702288157
EVC	4.23949451995210
CXCL13	4.58238642447088
SCYL3	6.06378938265461
KIAA1199	5.72112255859641
SORL1	7.13903604426822
NAT10	7.3537574271702
CHD1	5.62824961393243
SYN3	3.422653947661
DMC1	4.05744214094520
SLC22A2	3.53999272658986
SERPINF1	5.62934250006116
C20orf27	6.98667518056874
OR7A17	3.08524729930576
RPS6KA5	4.91612702399139
LHB	3.48467307603271
TAOK3	4.8926113692405
STK25	6.08324655087984
SLC12A4	3.59406212339917
BRCA1	4.43589073156015
GBL	6.1381084943948
C14orf108	7.9424104283115
CDC25B	8.04306617755807
BMP3	3.36296207013375
MAP1LC3C	3.52363768625579
TMEM180	3.56298324807709
CRYGC	3.61542893142129
SLK	5.82548115160068
POU3F1	3.34910625549063
C20orf32	3.9062900447995
USP52	6.63054354161312
HIGD1B	4.0449325226197
BAZ1B	6.74098805578072
USP6NL	6.64600379578462
SLCO2B1	4.00699748701344
ABCD4	4.89165977190413
DIMT1L	6.50356955491048
SLC25A46	7.3676441695782
LARP7	7.14915960404887
TEK	3.56226420488592
CD160	3.47463950039579
TERF2IP	8.12673581949429
PHF20	5.81442306804922
COL1A1	6.37251811045442
KIAA0090	7.21276961590687
GTPBP1	4.32230420631084
GRK5	3.70719122774506
AP1S2	7.24715827440158
RAB33B	4.74810817084632
CA11	4.2410327721885
ALDOC	5.26208107772915
NUDT1	5.38929837832571
ZNF212	5.81530569576534
ACBD3	7.0862638871477
ZNF83	6.49649517482393
PRDM2	5.14379719270872
GDPD5	5.00228761840108
PDCD4	5.97561911148264
CEP350	5.68225846080945
FOXP3	3.35308529331651
SMYD3	7.48472359072634
CST7	4.05198819664531
SELL	3.76076034567425
CIAO1	6.67146116163368
LGI2	3.9477663174416
WDR45	7.88005644488768
ANKRD6	6.04675649738618
LTBP4	3.74549902366636
PSCD3	3.44712536085104
PYY	3.14214757767241
KCNC1	3.16090484441657
SIRT6	4.44332539701966
CCL19	3.86876548262898
ARHGEF9	4.32062015886541
ABR	5.07073007536548
C10orf22	6.82243069446572
STK17A	6.14087219883271
FOXE1	3.26784995741192
GML	3.11433776615648
CNGA3	2.92202211952590
CD38	4.21935156302816
ZDHHC6	7.10810772999207
NEFH	3.4967828440481
PGBD5	3.50431056610666
CTDSP2	8.01680913763917
RMND5B	5.7123241130616
ZNF257	5.79054955269870
DUSP4	4.05756840135239
FLJ22167	6.66736463771937
EXOSC7	7.08658509857507
ROR2	3.99954615239677
FOXM1	5.86077100918606
ZBTB48	5.54223792544204
BUD31	9.15627399122839
MAOA	6.17667140783423
CCDC41	4.92399966725748
TNNT3	3.90581867678268
FBXO11	6.58231141893357
GYPC	4.86256206894198
PLIN	3.46847153855741
RFXAP	3.38866336007948
C6orf15	3.75117646897800
RNF4	7.79602385985332
F8A1	9.12222672553692
PPP1R3D	4.33009187757199
GRB2	7.09926368601541
TPM3	3.19403720755608
SYT13	4.11949542837237
EPB42	3.84679698157339
RP5-1077B9.4	5.86288523364483
EIF1	10.1551517530187
CETN3	8.02219152268673
FPGT	6.03736396198045
PRY	3.76371092189467
NTHL1	5.29819377017223
POLR2B	9.48010728882595
RPS28	12.0268822035159
GDF10	3.26875956962326
COQ9	7.57372010268347
P2RX3	3.02100366867328
GCC2	7.32971902279823
RARRES3	6.62144771087535
PLXNA1	6.10853514458796
WBP4	5.23954856493445
KIAA0100	6.09763433394787
PMF1	7.21190284658305
HS2ST1	5.73158949027356
CRELD2	6.9448145426592
C8G	2.95778807051721
CD82	5.53760505645586
PMM1	5.39155014339949
CBLL1	5.33098237103977
LIM2	3.63952497774984
VAX2	5.47861509822721
SETDB1	5.82025104113092
LRAP	5.44981199256693
GCLM	7.43379719084505
CPEB3	3.38929286334155
PPM1A	6.5969657748727
INTS1	3.82840043165855
MMP16	3.24270965777085
CAMTA1	5.29016006579985
SAMSN1	4.71877460238837
DRD3	2.9684174579105
GMPPA	5.93431203898208
C11orf73	7.46017339233544
AIPL1	3.81445240640054
PTP4A2	9.61120326115472
IL24	3.32701722444731
BDKRB1	3.16181878006195
HPCA	4.03947165527912
MLF1	7.59015961663017
SEC14L1	6.26766668039429
CHFR	5.76950585882478
EMILIN1	3.40962516963223
THADA	6.95777655968338
TAF12	6.39326121685869
NDUFS4	7.43250456249648
ID1	6.69026083357159
PIK3CB	3.7750227586684
COL18A1	7.66631958685321
PDZD3	3.17902219352194
TBC1D17	5.51889851266755
COX8A	10.0205835940637
CDCA4	7.41919267300781
C2orf44	5.29534393758653
C9orf16	7.48641634617737
ERBB2IP	7.50326928245479
EMX2	8.65703577314195
FUS	6.75128508025158
NIPSNAP3B	4.14167840677515
TF	3.56581540997956
CXorf56	5.63933706498761
CLCN4	4.07561298052999
PWP2	5.28771407020671
MMP15	4.61044691840687
MTMR14	5.6483267486734
NPR1	5.80445227824486
DNAL4	5.99497253866541
ELAC2	4.75196660047688
ASS1	10.2703928611510
IPP	6.02066141372421
TMEM59	10.1806607027123
POLR2J	9.05619480844118
SEC23IP	5.4590484529523
RGS4	3.99214380668826
UQCRC1	8.92262804400247
SNX6	8.88162697959779
DDX18	7.53582294704113
POLG	4.34463278100789
ADAM23	4.31983816212141
ZNHIT2	5.32413754870546
TFR2	3.1265001516007
NCDN	4.22214823444606
RAG1	3.68741156718695
POMT1	5.34877218111790
CYP1A1	3.42650061562608
SNAPC1	7.10738120163245
GNA11	5.04840289074679
