Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B10_433712
Composite Element REF	Signal
AACS	6.14932274925145
FSTL1	5.89298612758565
ELMO2	4.95814052320519
CREB3L1	4.02141362355934
RPS11	10.0501414275914
PNMA1	7.42415616308495
MMP2	3.92547204147253
SAMD4A	3.66449318315807
SMARCD3	5.49252326023256
A4GNT	3.83830074831997
C9orf39	3.4946490703926
PKNOX2	5.06399652871222
RALYL	3.16538946164792
ZHX3	5.27186705597293
ERCC5	7.61950569745329
RXFP3	2.83279838372613
APBB2	3.60361027314005
BBOX1	7.39957977755863
PRO0478	3.35058570415456
GCSH	9.20873104362824
XDH	3.89419597130473
EDN1	3.36766229753659
MTERF	6.65481125412462
PDCL3	6.60204365413622
CLK4	5.42053685573176
KCNG1	3.65629664845699
CXCR4	4.50903389481678
DECR1	6.55717011571645
SALL1	3.20673746382127
PTPRR	3.34012936059073
CADM4	3.43978638027677
IRAK1	8.15509136300138
CFHR5	3.47803401439108
HNRPD	7.33156880355116
TMSB10	10.2895330553766
CXCL3	4.59983352231728
LMAN1	3.78768718679652
SUHW1	3.60443559124268
CHD8	6.60702908864747
SUMO1	7.60568816760255
GP1BA	3.28311549014038
OR7A10	4.08992159402904
DDB1	7.49221713384677
CHRNA10	3.87130395059731
STYK1	3.3405678539527
MYO9B	4.36074208383873
CCNI	9.89718544548272
MMP7	6.9853463464681
EP300	6.43923003152617
CRNKL1	5.65129688850968
C9orf45	3.24612821370131
XAB2	4.482427749738
RTN1	3.73994188065808
HIC2	3.85231852363143
TBX10	3.73837928662415
CENPQ	4.25120514399489
UTY	3.34703507133414
OR2W1	3.12637269216112
ATP5G2	9.39518788760476
ZEB1	3.36653539861131
ZG16	3.60500898511487
ERG	3.62446661979848
PARN	6.41600294474667
SOD2	6.52141006038569
JOSD3	7.50978635844004
ADAM5P	3.48633139339466
CHD9	6.10664296654956
hCG_40738	4.11656622378997
STK16	4.73720174141446
PDE1C	3.77014837344448
SEMA4D	5.35248221983492
AGPAT1	5.98069221380282
TOB2	6.38573485328655
BANK1	3.26071097077182
MAP3K3	5.6152283102236
MAX	4.76271059845616
GRM2	4.36069721529118
OSBPL8	7.3728125979652
PROSC	5.800014338622
NR4A2	4.85973770645575
RICS	3.68241739656316
PIR	4.36502067968053
PPCS	7.27342071168377
IPO9	5.6030983704102
LONP1	6.1191448837508
EVC	4.15883154231707
CXCL13	4.83050921089928
SCYL3	5.36217874667488
KIAA1199	3.1623728877768
SORL1	9.59701341653279
NAT10	5.83274884872631
CHD1	4.97764048511058
SYN3	3.69801765211028
DMC1	3.97441599028385
SLC22A2	3.78947882091219
SERPINF1	4.946952219404
C20orf27	6.1570145699747
OR7A17	3.23898805942828
RPS6KA5	4.59675688343868
LHB	3.59496772995798
TAOK3	5.17696945899641
STK25	4.13767146285091
SLC12A4	3.99246756630949
BRCA1	3.63939216063083
GBL	5.19792830894243
C14orf108	7.46585482810052
CDC25B	5.94785146439315
BMP3	3.40099666466353
MAP1LC3C	3.28102316328336
TMEM180	4.03130779278525
CRYGC	3.67896037332584
SLK	4.93515659484856
POU3F1	3.48654511621848
C20orf32	4.13080022620392
USP52	5.34297461175494
HIGD1B	4.04364879379099
BAZ1B	6.36203182616536
USP6NL	4.90482119274741
SLCO2B1	4.13679715882076
