Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F07_516320
Composite Element REF	Signal
SLAMF1	3.24694872693383
RGL1	6.58150966136042
DLGAP4	4.7140022973177
MBD5	5.06033558625622
PHLDA1	4.1545903836366
BACE2	5.97215095375625
APPBP2	6.22655830690284
LIF	4.10301016792874
OXTR	6.34523169798562
ACTC1	3.93826603965918
USP19	3.58390384581541
SUV39H2	3.1393285432577
ERO1L	4.70555540298938
ZNF395	5.61343315407973
CNTFR	3.67505693225547
HIST1H2BL	3.00580921328230
WNT3	3.32037804276748
ZNF549	3.54789791562606
ZNF467	4.02483852096082
SLC25A21	3.06811139742191
IL5	3.37837066997119
CLSTN2	3.50419052629830
LSM12	7.030770845621
KRT37	3.05120346339472
NACAD	4.21169049107729
NAG18	3.10406232540495
PTGES	4.59054364985297
GDAP1L1	3.42808268933069
MFAP5	6.17542650425681
OPRK1	2.87041721302521
C12orf4	5.5282021450087
NTAN1	4.19554087284649
CST3	8.8483483389588
WDR6	4.77945887280711
NUP88	8.02281462355148
CD300A	3.71853684768922
FCGBP	4.76732421829715
CNIH	9.33332380561448
VASH1	3.80010017337915
DHX16	5.69865793640258
SLC35A5	6.94175375556931
CLEC3B	3.57973393739312
ARL2BP	6.51264812552992
C10orf79	3.41496375983282
ZNF79	3.85558158652179
CRP	3.30095157386556
OCRL	4.86545652662139
GLA	7.06815716715494
NEBL	4.42217643525035
HSPA8	11.5909907221504
DIDO1	5.6096156779027
PLA2R1	3.00303779673306
NGDN	8.03329998799958
CBFA2T2	4.76737322228182
SAC3D1	7.1009556658494
PNOC	6.97732726981977
PIGP	9.36123273413275
AGGF1	5.28290474006044
PRRG1	5.03802962638469
DPF2	7.93357207278916
MYH13	2.97029261156374
TMED9	7.37099702964195
TRPV5	3.62664548997939
UGT2B4	3.29123239983241
PJA2	6.73398091448329
COLEC11	9.37268734517508
SCYE1	6.78278270266326
MED12	5.23433915044635
CARS	7.7546377872231
MYH1	3.28057185378190
CYP7A1	2.80205057401381
PHF1	5.11892285976955
LOC644096	6.21506191313112
FRYL	5.07270605495954
RHOBTB2	3.67269304353733
MMP27	3.04917352384574
ZNF432	6.05588859741633
SRD5A2	3.85076847564317
UTP14C	6.74329883009468
RABEP2	4.31682357317792
VWA1	4.84466266990995
FUBP1	5.47104343563974
IGLL1	3.37391642424908
KIAA0586	4.73617078102267
IL27RA	3.89311253794129
STON1	4.94554992728361
IL5RA	3.48548183600083
PERP	9.57928347768144
SMPD2	4.08098305847983
TNFSF12	3.86453718865399
FN1	6.82415077609432
MTR	5.684915626597
CSRP3	3.1863934190538
MMP20	2.97783033768539
PHLPPL	5.12685552908048
CBX6	6.29268209412435
DHFR	6.01213311955918
PRG3	3.19739114270106
ALPP	7.87364349006953
ASH1L	4.40601746243456
CHRNA2	3.45572002811641
PPP1R12A	5.9500638791629
RBM38	6.73023357655757
ZNF7	5.34976121641623
RDH8	3.24107686446643
GPR132	3.83156462015913
DGKD	4.72828301332981
TPMT	5.25058655636975
ATP1A1	9.69810670054108
SERTAD2	6.24594911741622
C5orf4	4.45410195632623
ZNF672	5.45435113411889
PLXNB3	3.3583881516506
FAIM3	3.88163454047793
UBQLN2	7.13501234743373
NR1I3	3.14713208738932
ACVR2A	6.3149011342031
YWHAZ	10.2329872087899
LILRP2	3.78015796122714
GNAO1	3.22107507175932
OPA1	5.8719314566074
RPS6KA6	3.48905426634906
RPL10	12.1406770506266
MMP23B	3.76769781901814
PFKL	5.22883013761571
TMEM140	4.06947926907329
AURKB	6.96751669712863
IFI16	6.81672421806573
CSTA	6.31073549892638
PRPF39	5.56348409585668
DISC1	3.94541650866891
USP4	7.02710990715191
OSBPL10	5.97477228031541
CAPN6	3.10673177275870
CLTCL1	3.9384801692199
NUAK1	6.47399911300116
ALG6	7.12264239585137
NPPA	3.91939092566493
LAMB3	5.56614243908300
PPL	7.25044950621383
LRTM1	3.17564837608156
RRAD	4.47506259679458
TIPIN	5.19602333036309
CARD14	3.32638202984555
RBM9	5.62784610682175
LCN1	3.32776450900836
RALGPS1	4.43434940190568
NCOA3	5.58655315096041
CCDC6	8.12187352495016
RASSF4	3.96355423920681
MTHFD1	8.39459745320607
FCMD	4.62648897877593
IGHD	3.55119708767344
PLA2G6	3.8116332005647
TPT1	11.5811153981545
S100A3	3.1774680511328
SEC63	6.73287190164027
C10orf59	2.92922851474387
TOR1AIP1	6.32461636048502
PAFAH1B3	8.55679089011867
CEBPD	6.17101717460211
ZNF107	4.20196624290968
ALDH6A1	7.00490193940453
G6PC2	3.59734686410954
SNTG2	2.80590472364989
GRWD1	4.72525141239205
FLJ22222	4.41167221942996
BCKDK	5.34203613489087
CTSB	9.37625312648488
PFKFB1	3.43004246281910
ZFP36	5.60229981539325
SVEP1	3.31558880333169
PXN	4.53659227932263
TNF	3.14026467227574
SIRT2	5.4594760207475
C5orf21	5.86985671393795
VIL2	8.480699370215
DIXDC1	4.69349206213477
GANAB	8.43401565645062
PDSS1	5.37961157528876
GRM6	3.11237841575908
NGFR	3.5007038044706
ATP8B4	2.96577354189779
MEIS1	9.33996237749247
BMP8A	3.60668138223697
NGFRAP1	10.4279590763758
EDAR	5.22641998395508
NEDD4L	4.2437593004769
CRYBB3	3.65122625755364
C6orf60	4.03241320721408
IL1A	3.25896578467526
GNRH1	3.00511463023933
PDGFD	7.82830512555735
CACNA1H	3.47962350753838
TXNDC3	2.98426450625089
ERCC1	6.72922324803376
CAV3	3.28598927463375
HARS	6.71913361610384
AQP8	3.69018409044827
CREBBP	4.72159279716366
ITGB1	5.22126038060814
SPACA1	3.22307473625893
ZNF254	4.09475908583906
PARK7	10.6560076595725
PAX1	3.31838572240606
PSMC4	8.86258590445677
KCNH4	3.57700762336332
TUBA1A	8.61930530653578
PRMT8	3.54582563057968
SELP	3.56543356924321
PSMD8	9.5929751235035
SOX10	4.07555357413635
HTR1E	3.68633210125422
RABGEF1	6.10603299491768
EPS8L3	3.92955929997616
MAP1LC3B	7.0414937255194
AGXT2L1	3.02673212565233
CYB5R4	5.25143256724001
MEMO1	7.5581825710897
LRBA	5.54730524679918
TRAPPC2	5.07351154329165
FLJ14107	3.39003719558190
FNTB	5.02589467809988
MYST3	4.75218941389714
KRT8	8.73621920279776
AURKAIP1	9.25608887675358
LMAN2L	6.94535827927479
C1GALT1C1	7.12961727318323
DSE	4.97270876113026
FHIT	3.71516120987972
OSBPL3	5.79238421074076
PPOX	6.37008738993807
SLC39A9	5.08238475636809
EPB49	5.06772631640165
LOC137886	7.53592864038906
C7orf49	7.1056909912404
RHCE	3.18721930474489
CST8	3.26588369329838
ATG7	4.45488449353629
SPP1	9.30526730541812
GLI1	3.82155309753048
HYPK	7.4523252077493
SFTPD	4.22606536976592
MCFD2	7.21877753822513
ZNF157	3.18125995161113
EPS15	6.49877873637543
SFRS2B	8.26966076229484
BTNL3	4.06035191506692
GPR23	3.18135702167595
TRPA1	2.925787031505
ASPSCR1	5.44930585109661
GNS	7.16710019353984
FDFT1	8.00032535448594
ENO2	5.75831899436534
CBX1	8.58485128098665
PTGS2	2.85690818370089
BMP7	4.55823314601218
CCDC90B	8.96104230468674
LRP5	5.67835158628516
UBE2D3	9.10706522640992
ARFGEF2	5.10603043818164
ARR3	3.73746604566329
MAP1A	3.53152246080682
NEFL	2.99807819028753
CD2	3.91876062394336
FLJ23861	4.05154767681766
NAV2	5.83686420176583
ENTPD2	3.11587092458816
COX7B	10.1873171830152
ATP6V1A	7.60525715892977
TRGV3	3.15173597966184
ANKRD17	6.10088382312679
ADH1C	3.51272756487104
ATXN7	3.37962611650271
IL21R	3.28619181763564
CHN2	3.86404545746265
HAS2	3.24988165024613
C6orf48	9.03536529176042
TGIF2	5.77936458664627
KIAA0241	4.02324437244609
IGF2AS	5.25009612275686
CYP2C9	3.28697576897579
DNMT3A	4.95144231612383
CNOT7	8.87661502164383
FCAR	3.16580821290138
SFRS10	8.44433993568717
MARCH3	3.46834661466201
RUNX1T1	3.52044891420876
CTSK	5.07520753223392
LRRC61	5.15418165460063
HNF4G	3.15337807564257
LRCH4	4.30445256930887
PSIP1	6.23613889475276
AP2B1	6.28761403624274
C7orf28A	4.21107374041741
SMCHD1	4.60665732539755
EIF2C3	5.39386319340858
S100B	3.11139455771140
BMP2	3.50890772087903
POP7	8.16215127022869
UGT2A3	2.85223040531459
ESR1	4.08182131562499
ZFPL1	4.65306132078168
ARHGAP12	5.27728867731924
PGGT1B	4.00179816142194
LRRC19	2.82812282541489
ZNF767	4.33327125076281
DEPDC6	8.19495218531518
SLCO1B1	3.45101926471458
SST	4.81312630388574
NACA	11.8357501271633
KCNN3	3.54456642062882
GLOD4	7.88556223663452
SCCPDH	6.91930371850855
PRF1	3.52311431298367
LST1	3.71294129327636
CDK4	9.9853906490809
TCF15	3.99182940071431
PARC	4.2113404075103
PRMT1	9.04452035952402
ITIH3	3.6799210593851
PPM2C	4.62411784674543
TEX10	6.56359022578914
EDA2R	3.13456231352958
LOC283345	4.56606426089255
NARFL	4.5556195011421
DENND2A	4.1024036242456
C1orf103	6.20415468791431
DMXL1	4.88433804705406
KCNAB1	3.50313253161951
FLJ20254	6.81944774433647
RBM3	7.48988629268624
GPR1	4.34074440905667
DMTF1	6.93321617774211
HTR5A	3.00429248623279
MXRA5	8.00454418474138
GRM1	3.32032019331733
SCFD1	7.5632592421821
RAPSN	3.66794214032802
ACOT9	6.75682422951871
PDE4D	3.29891796642516
TRPC4	3.02208922715592
EPHB3	5.91689794269014
GEMIN4	5.67398283912325
RAMP3	3.62031280065945
CNTN5	3.02790633394577
DLEU2	4.65178540673835
TSPYL5	9.06509428464964
GRTP1	3.62460896102527
ITGB8	3.95773928166039
GAP43	3.10172839034807
FRS3	3.74944524823724
PDE3A	3.67496192535751
TNFRSF10C	3.11204189149179
JMJD5	3.6586741338431
OTOF	3.08051975187562
TEX14	4.17950732055905
XYLT2	4.76713384475755
HIPK3	3.26880025315838
XPOT	8.50676482616913
RRH	3.07224482611073
CDR2L	7.08614238158171
GAL3ST1	3.70730235858559
DHCR7	5.82499631151711
PDZD7	4.06432010405505
FGFR4	3.76846482172251
CRAT	4.82218238314541
C1orf217	3.61052971199086
SLC19A1	3.49645409195322
PPP1R14D	4.81525809770074
LIMS1	7.4481932018877
TMPRSS11D	3.16023536489026
TRIM14	4.9991628896051
PIK3CD	3.9297662392268
MFAP3L	3.50486286301858
DERL2	8.2213412244637
SLC7A11	4.04603871163367
FHL5	2.88455241345333
OR10H2	3.02065073284287
ACAN	3.53297604249147
BRWD2	6.64594565477863
PPM1E	3.27442251783928
DCUN1D2	5.03446030096001
TINAGL1	4.07439531361307
C3orf36	2.94740231329117
DOCK4	6.54503386145871
ENOPH1	7.75134975269507
FAM127A	8.12343359212346
SLC5A3	6.42929499211346
ARPC1A	9.32748863995373
CHST2	4.95132055918052
SPATA2	5.6792016251689
PGLYRP4	3.24306601746598
RUFY1	6.81080146186251
NTS	3.61298072665111
FRMD4A	3.76564464920726
RPS4Y1	5.0973535133578
BCL11B	3.37114995454968
TNFRSF8	3.59197550529694
FOXE3	3.95242568924609
PTGIR	3.34398659809497
ART4	3.32336103040828
EVX1	3.79246444364403
PRM1	3.33714738789311
GLCE	3.80660065470239
GPR18	3.48260044924276
ACAA2	7.82992166787668
PIGK	6.4412986099445
HIST1H2AG	4.65482108535423
C16orf67	3.58577666612571
UQCC	6.70690793705161
PLS3	8.20407810059893
DAG1	6.31123388719427
WWOX	5.15567492437861
GTSE1	5.30486500691525
GP2	3.33100000850101
CHIT1	3.30357606124099
PLOD2	7.5531783437504
RPS24	12.2649961674059
KLF9	3.77011176687665
TTC27	6.28432709436481
PYROXD1	6.44008456691694
MIA	3.83954750817367
TSPAN2	3.30076407725506
MRPL9	7.05771001800651
PCSK2	3.26469128080662
PI3	5.62116015351905
RPL24	11.7501589268467
HIST1H2BE	5.31688432436553
CD86	3.84628079886029
CALM2	11.4205342858046
LFNG	3.03710803591347
GYG2	3.78325135766489
INTS12	6.202689418489
RAB4B	5.29622489960084
CTSF	6.74045111466688
HUNK	3.35321939509213
GNA13	3.73795254011049
B4GALT4	5.54965777840972
TSPAN31	7.10726481456591
CHD1L	5.66215614169036
CNKSR2	3.39104596001439
C1orf156	5.42124045805493
IBSP	3.53320673509753
FUT8	6.64727604641163
TRMT11	6.166283243372
AGA	5.64137629868615
GFRA2	3.30312854706231
WWP1	5.64089758816646
B9D2	4.98884960735340
CPZ	4.39497013255084
STAT1	6.77794012611679
PTTG1	9.84331661171157
TMEM62	4.10214151591396
COL8A1	3.10815639686968
RBPJL	3.47784631887401
CASP8AP2	6.88460606994054
SSBP2	5.0123650384933
MMP12	3.54719685278807
NME4	6.56448201385453
LOC55565	3.60299601335671
GABRA1	3.54531613887120
PEX11B	7.90875963839333
HABP2	3.49011589744384
REEP1	4.84159860964184
C9orf156	4.69494104814111
SMARCA1	4.85406149290678
WEE1	5.77046044957865
APOF	3.02206856393307
GCDH	5.63904741941754
SSR4	9.84180886590587
SPAST	5.47237291346783
RGS1	3.73954979421348
ACCN4	3.5448766107557
PLXND1	6.11956967463511
FLJ20489	6.05252924633232
MLCK	3.55550821943762
INTS5	6.15718747122407
BSG	7.41241905341963
PARP8	4.33404954930364
ZNF215	3.04729984516498
TEAD4	5.97892381772102
PDE7B	2.99160254659301
MS4A3	2.93282172689657
DTX4	8.10656853123514
EFEMP1	5.11974822995913
TNRC6B	4.86150051638534
TULP2	3.32071090750205
RERE	5.01187455420964
BNC1	3.61602344606537
FGFBP1	4.02943788182875
TIMM8A	4.28530625817135
PIGB	4.88954833842331
AJAP1	4.12976000812956
COMMD8	7.05841079103019
TRIP11	4.75214315894598
SLC25A42	2.78970347687789
SYP	3.61780047810256
PCDHB6	3.74428600603924
FLJ12716	4.92585402252789
FKBP8	4.38673334370849
KIAA1109	3.88013708663118
PTPRC	3.90637391307683
POT1	6.68534744211331
CCT7	8.69413595212547
MMP11	4.030207930659
MYO1E	4.3925279796948
EEF1A2	4.70405454734065
MIPEP	4.52946594257521
ZFX	4.46551745679224
UCHL3	8.58900370186294
LRFN4	4.36297076242394
XCL1	3.08636578192625
CARHSP1	6.09293211163188
GREM2	3.14918488345826
CCDC102B	3.09082379422551
HDDC2	7.07403347275082
SHC2	3.39425935538945
SDS	4.43873944995017
CASQ1	3.32082271739603
LYPLA3	5.35824782121893
INPPL1	6.93509138363614
SLC25A40	4.58191484705876
IHH	4.47848932151073
CHGB	3.17029230962251
COL9A3	5.00499757703597
C2orf18	3.9414137545014
DDEF2	7.94905368426272
BUB3	8.70465258654436
C6orf211	6.36262276244149
FOXD2	3.78684242066220
GGH	9.23030488214628
GGT1	3.53967568725888
ADARB1	3.66532355471427
VPS35	10.0789456099853
CNN2	5.37515758480593
DBP	5.26537410871036
WNT1	3.42240565066581
COL5A3	3.60954793610744
RHOD	6.98131764016102
ASNA1	8.49634973376333
WDTC1	4.54615133290795
COL4A2	8.28598490187376
HEBP1	8.5978005837236
SLC1A6	3.70230935988368
LUM	7.76087128267475
C1S	7.97879589360319
TCF7L1	5.42372735637447
ZCCHC6	5.81987609505201
ME2	6.04937363822652
PAGE1	3.31147781979986
DTX2	3.90165282654044
KPNA4	6.87625350656756
H3F3A	10.5180033102313
GLO1	9.98574918957914
WDR61	7.9533614981238
CD302	5.98888505025092
SIRT7	6.108186074881
D4S234E	7.31966178580232
RABIF	6.07875802401441
DYRK3	4.5699640510838
PKIG	8.26514701234702
PFAS	6.01186670783475
ALOXE3	3.48948908201857
RPLP0	12.3099051164609
RBM34	6.26519810141279
MKNK2	8.73025223743776
ZNF528	4.44556896870599
U2AF2	4.89783677968904
SEC16A	6.76733078593808
EFNA5	2.93823651133779
ZNF44	4.80676701472315
FCGRT	7.26898252986001
NOL4	3.19046447511206
CCS	6.12539187040924
IGF2BP2	9.63386517219555
MFSD7	3.60756217359257
OR1D5	3.32310988825326
SIX6	3.15284509832227
CCR6	2.89204608360692
TSSC4	5.30647867377703
COL11A2	3.69564577591667
CHRNA6	3.97733495689852
PLD2	4.42159489122482
PALM	4.71012852325132
ORC1L	4.49666059163648
SASH1	5.71350556012429
PUM2	8.4876058961356
ZNF365	3.47743651446619
CDC14B	4.56889363311442
PHC1	6.31082825793297
KIAA0913	4.06554334262066
LDLRAP1	5.03838118367085
NAT8B	3.26431502205016
PPP3CB	6.62904694858732
ANGPTL4	4.23418007821865
HHEX	4.70632579974417
LSM14B	4.47546602533834
PLCH1	3.33832875559295
INSM1	3.00661765404574
TLN2	3.97455585620832
ZNF493	3.35519205070616
HDAC4	4.13277002763243
GLRA1	3.41536448723062
RPS6	11.2398116229178
SFXN1	4.88295689813413
FAM102A	5.82328588881983
KLHL1	3.22785284290228
SAPS2	4.38954101676018
CTNNBIP1	5.39658831974555
SCGB1A1	6.29270694536501
SCAND2	3.48135724100989
HMGN2	11.8186195248489
NEUROD2	3.14178207394212
YAF2	5.06139064129584
BRPF1	4.85056581601313
RICH2	3.86348304409121
TBCE	7.08477060306957
LIAS	4.62545914618822
MAPK1	5.57519748787571
MRM1	4.38006743871058
HDHD1A	8.02088772809644
CTA-246H3.1	4.31022390004167
ATP9A	7.41873627118022
HSD17B3	4.03361791954505
HN1L	6.22439565968366
SAG	3.48384184921423
C20orf10	3.40719449118927
CTRC	3.52534887033725
HNRNPA2B1	10.7067300749751
RNF216	3.99022889800947
GADD45A	7.91351672951665
MSH4	2.99014448422736
HOXD12	2.89227997064636
TMEM70	7.3207383099895
PPP1R14B	7.18178662995849
SBF1	3.9416629651274
HIST1H2AM	4.06317665514576
GNG3	4.08983497897751
C1orf50	6.2563423129993
FTO	7.29373108991023
CALCB	3.44794182344541
PPP3R1	6.2665580939119
USP46	4.57745153316873
CCNJ	4.32876270588637
PSD	3.42893784685332
GNAZ	3.86108236120799
FAM57A	6.32701640183724
LILRB3	4.20323776182725
DHX8	5.55337008511035
SPI1	3.48323592356881
OXSM	6.18028904335425
GYS2	3.08959579100824
UBE3B	4.52084908004119
PLAT	7.45768609617369
NUPL2	5.868087413352
SF3A1	6.93041882436861
COPE	8.37864160982285
EIF3A	8.08075410701636
IQCE	3.68845607659913
FBXW10	2.65688339716484
KIAA0182	5.67862947259869
YRDC	6.00478332622293
GPRC5D	3.24575854035461
LRRC23	5.83286751745171
BLVRA	5.72025584581425
SLC22A7	3.38443728372495
RASL12	5.57631872216462
DAZAP2	9.26558514606169
IKBKB	3.93960181076660
PPFIA2	3.31214412768967
ZNF271	5.00390850998705
CXorf6	3.94859207546039
FRG1	7.08045095059831
BTN2A2	3.76617573503558
THBS4	5.73143463758225
ARHGAP1	4.86894450831218
ENOX1	3.07158658366576
ZNF706	9.71026633828663
DOK1	4.47324298353996
FCHO1	4.28222591838578
PGAP1	4.30819666271264
HOXD10	3.29655666201527
CXCR3	3.32957122249532
FSCN1	5.41779329531679
KIF17	3.62248376123924
TRIM66	3.15600080684839
CHI3L2	3.26744265940257
SRPX2	5.19120262651655
C13orf24	6.31161418232838
CBR3	4.83387122462964
ZNF132	3.36297397187169
AQP3	7.09061836511608
BNIP1	4.56825118649266
ST6GALNAC4	4.46814236254555
KIAA0391	5.06350452882467
KRTAP5-8	3.82312025637532
SIRPA	3.89432680950016
LYVE1	4.12920014841005
IGFBP6	3.98316575915900
APOH	3.29946768772790
TSC22D2	4.23377062049265
PLCD1	5.30740123007131
NPHS2	3.15466732609491
ARHGEF15	3.4459364140052
M-RIP	7.25684214308747
POLDIP2	6.00630279103325
NDUFV1	9.26138061904727
SRD5A1	5.33189773020283
RAB3GAP2	6.55711728261471
CLEC7A	3.95585508884984
REXO4	4.84373592245124
HSPA14	7.58770164618157
TAAR5	3.43719265199318
ZNF142	4.36661956974553
MUT	7.41384908277045
C2orf43	4.62964065881458
SELPLG	4.13931152278460
BAZ2B	5.47039437419223
SLC38A3	3.52882369221486
BRD7	8.36727569611669
POU6F2	3.03434963523698
NISCH	6.6857162601755
TCEB1	8.32029870578788
OPCML	3.21013355003528
DTYMK	6.76018288893278
TAX1BP3	6.29668982167057
F13B	3.07495039546876
RPL34	9.67956256828252
AKAP12	7.42436507204677
MARK2	4.13579945172681
AMBN	3.49924518722386
C14orf32	7.71833793970274
FLJ21865	5.25147937672455
HSD3B2	3.39155106112796
HMG20A	5.7960483251705
WDR77	6.60881418223435
ATF2	5.09201331890032
C10orf137	6.20543964352087
ARL6IP5	8.19941549454825
QTRT1	6.0494374562444
CCNT1	4.98628874318575
AP1B1	4.98083147261294
CD74	8.26864222331628
DYNLL1	10.4912070918934
PLSCR1	7.75231367206278
LIPG	4.30405854089873
PHACTR2	6.6541872709414
SLC35E1	6.21123255812099
VENTX	3.3222534493733
FEZ1	4.9323322741753
APOD	5.71026539223286
LAD1	6.78683982889968
C16orf44	3.86035681064535
C1orf166	4.57877380756694
PAOX	4.37807096286974
MAPK8	4.14523048758855
NELF	4.03283287796675
RBBP8	6.64425535443702
DNAJC8	5.14291288719372
KCNJ12	3.41355291237721
WNT11	7.52717999827208
SRP54	8.17755153858547
GPR35	3.59413059623048
NRGN	6.77220249941934
IFNW1	3.41266752459700
ACVR1	6.08821580733477
SCN1B	3.91539772993075
RNASEH2B	3.82920863384609
STAR	6.85733846721548
C14orf65	3.33917162877412
TAAR2	3.01787577344434
VAMP5	3.89153898192737
TUBA1C	11.4349064905994
PIK3R2	4.06288525907219
ARD1A	6.20843129657979
SYTL2	3.38637642458627
UBXD2	8.17167999108703
EBF2	3.38912293897408
CAMSAP1L1	5.62462245817124
CYP3A43	3.11151093048799
CCDC91	5.43059113610672
AKR1B1	9.60430199279828
KAL1	5.2546784686193
GRID2	3.47553714869462
ZNF423	6.5691574867812
PSMB4	10.3918087886187
ARPP-21	3.42298827909506
XPNPEP3	4.92948001957201
CYBB	4.32662327765866
UXS1	8.078242036794
SART1	7.35948496863074
C7orf16	2.99878546338056
SPTA1	2.95702319730089
SHB	4.2186641838042
CHST7	4.25539155334997
SEMA6D	4.07286630564307
IKZF4	3.51319037177098
NDUFA1	9.9341827973058
HSPE1	9.81559662556858
MAPK13	5.31406954983809
MYCN	4.40394572992698
KCNJ3	2.94097880884058
ZNF573	4.89501985044674
PCDHGA8	3.84040635421379
ERO1LB	3.70143116165420
NTF3	5.85190827516168
GTF2B	6.79837865051395
GSPT1	7.31040101782876
GUSB	9.1842671502685
EXTL3	3.78133759951323
PMPCB	7.70831499281446
COPS3	8.12982744076394
LIG1	5.44112469486731
NID2	6.0762478559783
LSM8	6.91244579544797
TMEM97	7.46290523541365
SUZ12	6.80282289846603
EXTL2	6.89763176345438
PDE6B	4.85608685188249
MRPS16	8.2592792118579
KRT18	11.0402843691378
C10orf118	4.2715616234691
ZDHHC13	6.61836780150304
JMJD2C	4.28923317013687
OR2F1	3.25800323395958
ZNF415	5.58312260414417
CDK5RAP3	7.62263601614462
YTHDF2	7.29825265353475
GGCX	6.04338747169523
FZD8	3.1342384466264
TCEA1	10.4921003632596
ARPC4	5.5412530967625
SUSD4	6.25877231970159
C22orf24	3.33207712555644
EGLN2	5.77417949210395
KBTBD4	4.88830383525235
TNFRSF14	4.65609792024804
ROBO3	5.46869898414121
TRIM28	8.72038695584818
FGF5	3.27088528206654
RTCD1	6.60156859878442
MZF1	4.67372076750434
CNIH4	7.87133647933549
ZFP2	3.20705618672393
CSPG5	3.97959745731676
FKBP15	5.02787951231644
BZW2	9.4394814105512
PTPRN	3.40148410231521
HTATSF1	6.35925009279749
WFDC2	10.5721018132616
TST	7.59724773602374
NDUFA7	8.06432618993199
TTC22	3.15490569806245
RNF24	4.64863077388888
SFRS4	7.68683005505802
CD70	4.15589090113933
DCPS	6.97993712384825
PDXDC1	7.39825597983894
SRC	4.43708785561863
NTNG1	3.08720108014358
SETD1B	6.71893876089769
TINP1	8.85392038579562
ZNF606	5.46476534171259
SSR1	7.17692838362777
NFS1	5.99425519162806
CRMP1	4.06294782364292
NUP107	7.9342856695802
OSBPL9	8.41272101201405
MYOZ3	4.43738621946083
PDE4B	3.56119213615118
ADAM18	3.3680443978894
FBXL7	4.71200455744212
IDH3G	6.44836235971403
CCDC87	4.94185376170136
ARFGAP3	6.44840433097679
MAPRE2	3.83305810081898
CSNK1G1	3.62069873452012
IL1RN	3.65329742877828
MAFB	7.93672096001003
RAC3	3.5098921648147
C1orf54	5.06640950466982
TMEM14B	8.48569003489037
ADIPOR1	7.61091838406606
GRINA	5.3485660804947
CLIP4	4.24109971043026
TFPI	3.18065266046486
DPEP1	3.25744409903183
C14orf118	3.9425012612161
FABP6	6.95386313597582
TMEM87A	8.65787971220964
BBS5	5.42054238105964
SMTN	4.21496619560252
CYP17A1	4.18847671632495
SCG3	2.76406014215872
GFER	4.03895648756213
CD209	3.85444706454378
NRIP2	3.22077315620898
CYB5R2	6.3411873314513
RIC8B	4.66428722477853
CSGlcA-T	5.05945982739614
DNTTIP2	6.50188977410347
TNNI1	3.95033385114066
GABRB3	2.89582967221639
PCBD1	8.3304063689308
KTELC1	6.50473486921172
HOXD3	3.5636657455151
GPR85	3.39151998913947
P11	3.30703636535137
SP3	8.7619959031184
GOSR2	5.16089961410984
DDX1	9.0387740091342
BFSP1	3.59620534204350
FLRT3	4.56747430216753
RNPS1	7.50494830710872
LCP2	3.55160606478708
TAS2R8	3.25072980901867
SEZ6L	3.47169108903007
NR2C1	5.34915702154236
EXDL2	5.87087922343992
SLC25A10	4.39489034619577
ADAMTS3	2.98616503010343
PCYOX1L	5.61719682876805
TNFRSF13B	3.76397730114783
VPS54	6.00364023190806
MKI67	6.79877652565123
C7orf54	3.81840176535159
GLS	4.9219871737801
PCDHB12	4.23703515309709
LGALS13	2.94259003031250
IL4R	3.83922589783687
SEC11A	10.3449535974412
C4orf6	3.21573131378848
SPP2	3.60837260005606
CCL5	3.52843956400993
PEX5	5.3369413898497
CLSPN	3.81423352792231
LOC51336	3.33373148432657
SPAG1	6.17294719965829
C9orf82	7.4760600141743
KIAA1024	3.65656092220405
TM4SF1	7.3967730428693
SMG7	5.4688176641839
WDR45L	8.78114686460315
TAS2R13	3.28872430620446
SPAG8	3.38877278439544
VASP	5.53634777883559
ZCCHC11	5.64819078884413
LOX	3.34043107680072
SYPL1	9.09155047485598
BAG5	7.31418837695551
RPS27L	7.71926138086156
MGC2752	6.2976393654954
IQSEC3	4.01266460210849
TGFBR3	6.48482191109232
PPA2	8.35910971210006
MED24	4.43075573568804
CASP9	6.07822411725549
PDCD1	3.32931349371025
MAP3K7	6.34827092446557
C17orf81	8.14095923484401
SRPR	8.08881896469325
BAG4	3.45962647745553
ZNF32	6.97611551882567
BRD2	7.74514764083823
IL32	5.60422868373803
LAMP2	7.0096159370542
FAM53B	4.91941602288951
CAT	7.8672972179671
C16orf80	9.1413572251061
SLC7A1	4.84088738818112
C1orf76	3.35445359616653
PRKCQ	4.55722434945445
ATXN1	5.05188998316042
LAMC2	4.5394056757044
CPOX	5.74287795552104
SPSB1	4.66129893314413
APH1B	4.28680843958554
USP36	4.80727855973972
CTNND1	7.42884292535578
MADCAM1	3.69403985469163
GABRG2	3.22825767033136
LYZ	6.00756884539598
F5	3.53939419731874
TMEM186	5.1735874773981
TPM2	5.36207277272926
SEMA4F	4.45384884303366
NUDCD3	5.13150752312221
OLFML3	6.05476112786059
PPP1R11	8.40895292493751
ELAVL1	8.7583760320846
GCNT3	3.73626122208293
DNAJC17	4.97365357890926
N4BP1	5.51733334604949
ABCA2	3.49783368993177
BNIP3L	7.91478556767571
SLC35F2	7.22851839129438
ATP10D	4.65871901814009
LCP1	5.50734316613368
IGBP1	7.50720946301737
GALNT8	3.53840718801183
PRKCH	5.41476496702883
DCAKD	3.53546203664662
ELA2A	3.64372355065725
PITRM1	6.5174420847143
