Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C10_452014
Composite Element REF	Signal
AACS	5.57676491951277
FSTL1	7.47242646376796
ELMO2	5.1431723645797
CREB3L1	4.08517045484764
RPS11	9.60673457692243
PNMA1	7.28228503282252
MMP2	7.84381651199246
SAMD4A	3.66812322542238
SMARCD3	5.56949534840715
A4GNT	3.86628122258422
C9orf39	3.37413671664654
PKNOX2	3.98897101082556
RALYL	3.17390476560022
ZHX3	4.62866958212874
ERCC5	6.10765544842476
RXFP3	3.25146608529692
APBB2	4.11392716530006
BBOX1	6.71085056566067
PRO0478	3.2063739533097
GCSH	7.92464009732924
XDH	3.72400364692145
EDN1	4.055081980322
MTERF	5.45388713931443
PDCL3	6.94097146308033
CLK4	5.25897742624211
KCNG1	3.86244515571425
CXCR4	6.62427461537937
DECR1	7.80194640874129
SALL1	3.09783635593823
PTPRR	3.63636585246475
CADM4	3.46186646318451
IRAK1	9.04769391060683
CFHR5	3.66988883107445
HNRPD	8.22606228194616
TMSB10	10.8224791262404
CXCL3	3.43009569288465
LMAN1	3.73784312667848
SUHW1	3.26266780690352
CHD8	5.72941703040768
SUMO1	8.18448131053784
GP1BA	3.29736929059757
OR7A10	3.81668164655642
DDB1	6.61421040429411
CHRNA10	3.5897961644613
STYK1	3.92267975858158
MYO9B	4.23962285527163
CCNI	9.18756064151449
MMP7	6.79471103894951
EP300	6.33613876534286
CRNKL1	3.99823325877038
C9orf45	3.20751797903867
XAB2	4.16237734436859
RTN1	4.04223949690162
HIC2	3.8328132535501
TBX10	3.66704330586865
CENPQ	4.16866859898337
UTY	3.10379091564818
OR2W1	3.05582076230199
ATP5G2	9.6372615520603
ZEB1	3.63051476920487
ZG16	3.77383361833729
ERG	3.92267277268533
PARN	6.68223916869694
SOD2	5.77271648023108
JOSD3	8.04633086521895
ADAM5P	3.42845768182474
CHD9	6.19127779160018
hCG_40738	3.74312858385513
STK16	4.49132271136379
PDE1C	3.77287008518188
SEMA4D	5.06128927476416
AGPAT1	5.81574856591557
TOB2	6.42887128748036
BANK1	4.28696181385438
MAP3K3	5.35735655197241
MAX	4.57102534015897
GRM2	3.94020685157395
OSBPL8	5.83411849710417
PROSC	6.2076786778851
NR4A2	5.81176273065211
RICS	4.73835712242105
PIR	5.45121060866014
PPCS	8.32030738348253
IPO9	6.07452271226862
LONP1	6.52257518600469
EVC	4.24001070523922
CXCL13	4.12967622379904
SCYL3	4.96633232366149
KIAA1199	5.7849590755847
SORL1	6.75554236536448
NAT10	6.70208219611676
CHD1	6.01904685581522
SYN3	3.51625548897369
DMC1	3.98860876323632
SLC22A2	3.52122313111818
SERPINF1	7.52968576034255
C20orf27	5.19156802160955
OR7A17	3.0378925980093
RPS6KA5	4.17756857004077
LHB	3.52639237507044
TAOK3	4.77575855534515
STK25	4.29116268790028
SLC12A4	3.82661986059839
BRCA1	3.67069546822653
GBL	5.66025165409101
C14orf108	7.09053922188352
CDC25B	6.60318351145286
BMP3	3.46254832762156
MAP1LC3C	3.39831365797679
TMEM180	3.7071448768079
CRYGC	3.75022620593033
SLK	5.53501083099783
POU3F1	3.21760410325907
C20orf32	4.31813771308581
USP52	5.155568236293
HIGD1B	3.72085419940558
BAZ1B	8.00137864193371
USP6NL	5.14275633714845
SLCO2B1	4.10364782886666
ABCD4	4.19620317830997
DIMT1L	5.36002763758243
SLC25A46	6.56017315987258
LARP7	7.10530510097167
TEK	3.25273443136752
CD160	4.57686292835779
TERF2IP	7.24488582839484
PHF20	6.09581260883938
COL1A1	7.95948261400946
KIAA0090	4.8796542902088
GTPBP1	4.3450524416527
GRK5	3.78101805924329
AP1S2	4.29095072044725
RAB33B	4.47599559373023
CA11	3.84880305060817
ALDOC	5.42891127457364
NUDT1	5.24892980594958
ZNF212	4.97528874899312
ACBD3	6.57834861853799
ZNF83	6.28847973428517
PRDM2	4.54429826641101
GDPD5	4.49368714545523
PDCD4	4.92347375287979
CEP350	5.69392025547142
FOXP3	3.59737346383588
SMYD3	5.5804651457733
CST7	4.84115467731958
SELL	3.92027433973752
CIAO1	6.34644096074183
LGI2	3.89817539421216
WDR45	6.47115447904126
ANKRD6	6.32920959532137
LTBP4	3.87223636959439
PSCD3	3.77817240242748
PYY	3.65419634144447
KCNC1	3.39370087561916
SIRT6	4.36234906474997
CCL19	3.70747003934703
ARHGEF9	3.95353698908673
ABR	4.28888071475051
C10orf22	5.43059483661373
STK17A	4.86838211778905
FOXE1	3.4143076783152
GML	3.4349623403006
CNGA3	2.96290376969544
CD38	4.01557975284691
ZDHHC6	6.49189822387146
NEFH	3.3636812134794
PGBD5	3.55739451794910
CTDSP2	6.55397467703572
RMND5B	4.85193038162927
ZNF257	4.18313603845246
DUSP4	3.56513834615075
FLJ22167	5.28746566323862
EXOSC7	5.61972990077578
ROR2	3.65597949970542
FOXM1	5.4551600062395
ZBTB48	4.67619394418912
BUD31	7.30095813510759
MAOA	3.8376833635246
CCDC41	4.62683528576841
TNNT3	3.70010502754197
FBXO11	5.33441651270251
GYPC	6.51020482803139
PLIN	3.49228168986311
RFXAP	3.56993555089352
C6orf15	4.04085055571171
RNF4	8.99758876716347
F8A1	7.80638294186781
PPP1R3D	4.11102977728352
GRB2	7.06453950836955
TPM3	3.17098876137517
SYT13	3.77722300286682
EPB42	3.77377024776991
RP5-1077B9.4	4.58757965052143
EIF1	9.57923133312393
CETN3	7.45780568559562
FPGT	4.99591806997218
PRY	3.39660883118898
NTHL1	5.30091471867494
POLR2B	8.40736800613124
RPS28	11.4015139188298
GDF10	3.29787903211525
COQ9	7.86417518496287
P2RX3	3.01116223651693
GCC2	6.96522194315647
RARRES3	7.11175367521803
PLXNA1	5.69927378685959
WBP4	4.12515677131638
KIAA0100	5.74586067905721
PMF1	6.79772197590935
HS2ST1	5.23049106156021
CRELD2	6.55484971479578
C8G	3.23814740299497
CD82	6.78076481859722
PMM1	5.86635358157131
CBLL1	4.21493448591868
LIM2	3.41235082295558
VAX2	4.03694326053207
SETDB1	5.58600067299496
LRAP	3.57726457975701
GCLM	6.69551430949991
CPEB3	3.55977780527911
PPM1A	5.25370959028601
INTS1	4.14966960411485
MMP16	3.380224294318
CAMTA1	3.63464656048154
SAMSN1	5.26389956307176
DRD3	2.93611553382287
GMPPA	4.94062195875231
C11orf73	6.46617095647612
AIPL1	3.91917930960374
PTP4A2	8.7301220209283
IL24	3.70902142567634
BDKRB1	3.13504382732267
HPCA	4.0071496317897
MLF1	4.76809980150611
SEC14L1	5.41629771053161
CHFR	4.45797722588669
EMILIN1	3.82921666808701
THADA	6.44224369281971
TAF12	5.67535397695326
NDUFS4	7.37858353666831
ID1	4.40737137766483
PIK3CB	3.52197190063103
COL18A1	6.72124367950139
PDZD3	3.39225871817291
TBC1D17	4.02024310488361
COX8A	8.74441546372127
CDCA4	6.24883616459761
C2orf44	4.22541236938568
C9orf16	7.43250418019225
ERBB2IP	6.16396838958549
EMX2	7.56559452174114
FUS	6.3837054788449
NIPSNAP3B	3.26543148531023
TF	3.42197914735939
CXorf56	5.61866678068842
CLCN4	3.73167462627733
PWP2	6.98540272347868
MMP15	3.90823271994652
MTMR14	6.09235841870265
NPR1	6.76091279304622
DNAL4	5.19379183233411
ELAC2	4.52994104051439
ASS1	11.2480307717525
IPP	5.82390081757562
TMEM59	9.86871264650105
POLR2J	8.09701523441744
SEC23IP	3.94577699632714
RGS4	3.74428076999642
UQCRC1	7.97391584555213
SNX6	6.93247790191047
DDX18	7.08473022258099
POLG	4.84044688672091
ADAM23	4.59357542833201
ZNHIT2	4.51951244251576
TFR2	3.36898808655887
NCDN	4.34405366827288
RAG1	3.36435377401549
POMT1	4.63920886838383
CYP1A1	3.26734163855803
SNAPC1	5.58655040226763
GNA11	5.14581338698817
CCDC52	2.61547967170226
CAPN1	6.65079845573238
DDHD2	6.7676527657596
UPF3A	5.99173556717454
LAGE3	6.1028548324706
GNRHR	3.22746626398271
UNC13B	5.30843999832577
TTLL4	4.32424620869083
PPBP	2.93159625076970
HTR3A	4.09766487210181
SDC2	5.11088278817017
ANKRD49	6.59403648797565
BTF3	9.46191428659619
COX7A2	9.50857555511127
SARS	8.82474708205309
C13orf18	3.29609828040620
CACNB1	3.80630062723737
QKI	5.70482469061012
SETMAR	4.72850390939576
LAMB4	3.42101452567837
MAN2B1	6.6357728009138
EML3	4.50752742623121
ACADL	3.17827884596735
OFD1	7.30530780745976
CGA	3.56732934419419
EIF3EIP	10.1937752920617
PEX16	5.31512910346547
GNG12	7.47940838672298
HABP4	4.90534072713399
CNTN2	3.54102439652636
ASNSD1	7.42680552677755
FUT4	3.99358153952279
DBH	3.29699110078223
CD53	6.57057527938493
HIST1H2BJ	3.95549533724497
TFAP2B	3.52080065365107
ACF	3.61974601789489
TMEM11	6.04251338420895
CDH8	3.49190812972828
C3orf32	4.06928716975671
AGPS	4.75328204929443
C4orf18	3.47571092231983
PCCB	7.09045409768326
IPO13	5.43107760757386
PECI	6.76005758035315
UNG	7.14697801375412
C6orf105	3.69878191161029
GSTP1	8.99098571743218
SUV420H1	6.59884511930225
ARHGAP15	4.31810819189574
LTBR	6.28051309388356
TDRKH	3.14870387836332
PSG4	3.32327814595893
SLC9A3R1	6.37751902134857
NBPF3	7.60635313554358
SLC9A3	3.64373653992273
OSBP	4.88869717713082
PRR5	4.56829317459404
CHMP7	5.0564050324067
ADRA1A	3.18536621962119
ASAH1	6.11910323706256
FKBP4	6.03699304714309
ZNF350	4.24163888655414
DOM3Z	5.36037653197177
GIPR	3.98576195573016
AHI1	4.12194733284582
BST1	3.80185229842037
NCR2	3.73507812309816
NADSYN1	4.96402519224266
UBE2W	5.47461586075695
RGS14	4.30078683503055
KRT15	5.25239272451918
SCN11A	3.58731319260947
GFI1	3.83887181287446
FHL1	4.46389799787739
SMC6	6.95256850309328
GATA1	4.26566583286369
OSGEP	5.3662541700506
ARMC6	5.12893751648369
HK3	3.33532342580005
PSMD5	6.90242157960423
RSU1	8.07394328428587
RPL4	11.3237377303946
MAD2L1	7.87199028305119
RBPMS	6.55885473401219
EIF4A3	8.51561358499661
E4F1	5.34605241832838
DLEC1	3.80041956419852
PRPF3	6.02740794373998
EMR1	3.31779238772877
CHMP2B	6.89453886431535
CAMSAP1	4.07533649151293
RPS21	9.08881637726784
XCR1	3.34133991944475
ARID5A	4.32258381888449
RBM6	5.10166219593181
UBE2N	6.61726488506701
KLF4	3.90048883991081
MGC4172	5.06723361723199
LMO4	6.2375462381227
KLKB1	3.40377804276799
HDAC3	6.44553423965347
HP	5.88930574454952
SCHIP1	4.92859454611911
BTK	3.75118024956419
KRCC1	7.97668289460993
PRND	3.27118045444424
C6orf27	3.80108991666711
PIGL	3.83685669143368
CLCA1	3.88316680760194
C1orf112	4.22371966411273
OLFML2A	5.50361686487082
HUS1	4.67701040323605
SFRS6	6.98138044663395
CXCR7	4.24354693441479
UIMC1	5.65933462003513
FXYD2	3.61863575425754
GOT2	7.3445769795624
ZNF667	3.14134069634787
TFEC	3.80286213476467
ATP7B	3.6652243257813
RAB38	3.68007252436129
POLD2	7.32484760564836
PPM1H	4.67988971241463
DCX	3.35492191513662
NFYC	5.89846420124899
ZNF228	3.89408705379936
KIN	5.2887000902242
PLSCR4	7.58689108573971
HIST1H4I	3.81011010504383
PPARGC1A	3.16714246869275
HIG2	6.18512208795131
KCNK10	4.30255219072452
EXOC1	6.9845515349778
OR6A2	3.6722445802539
ETFA	8.60148381577951
PDAP1	5.4836993086022
C19orf6	3.64210624419078
POLRMT	4.05891146507085
ZNF146	7.57097949526536
MIA2	3.22651788445861
LY6G6E	3.21233711278547
EIF4E2	6.07483838379251
NENF	4.80129076430439
HOXB5	3.96308348526347
ZNF324	4.13736361689726
CUGBP1	4.46959449770515
ENTPD7	3.90613293923870
TTC13	5.21072291269633
GJB5	3.43329253105673
PRSS22	4.18642802931696
CYP3A5	3.3902623887089
MBOAT5	4.19528869343729
CUL4B	4.94987024797107
CENPJ	3.75107122165568
KIAA0664	6.50160627983479
PITX1	3.71577424578613
PDGFRB	5.3794497613457
RDX	6.53425751821507
CELSR3	3.95127733254937
JUND	6.46853020554946
ITSN1	4.61454304640055
CHRNB1	3.45618556502429
EHBP1L1	3.82060212986611
C19orf2	7.0178936091423
FETUB	3.09839855780172
CAMK2B	3.33321719234656
DCTN1	6.37225545179927
TNKS2	5.90507019218023
MRTO4	6.54197666166294
C1QBP	5.83645473534069
TTC3	6.49044719862002
NDUFB8	8.00714518233897
CADPS2	6.22274302678688
EDG2	4.61365661706901
MYF5	3.11067557656354
SEMA3G	3.87850337582589
IL23A	3.74484933429592
GJA9	3.48292535877262
R3HDM2	6.3473165561868
C5	4.32753619789556
SLC2A10	4.80319185495894
TRIM45	4.69394683393276
TSP50	3.83819166447405
PAQR3	4.38056979221686
ANKRD26	3.4860372118709
TCP1	8.11588092327714
TMED7	6.71914792882671
CMA1	2.92813935866020
PTCRA	4.54303394490798
HCRTR1	3.46275150134379
FST	4.6696970479065
PAWR	4.02044269419428
LDLR	5.3040678740283
ASTN2	3.82702301468691
SCRN1	6.86922227904447
GPATCH8	6.02349430927816
KIF4A	7.39876547726197
TANC2	3.4154278040996
ZMYM5	3.89032597923479
PGM1	8.2170589748495
ZNF586	4.5878306116142
POLR3G	3.91754781476729
CPD	5.09190310835238
SNCAIP	4.02196981674066
DCT	3.67261417330815
HLA-DOA	4.16948175317622
TANK	7.17465829313712
RCAN1	4.63500409394677
UPK1B	3.57454975894985
DNAJB4	5.16202938143588
UGT1A8	3.01211146052001
LIMD2	3.51033825385023
HIST1H4L	3.52541100484498
PECR	4.78157043004112
HSPA2	4.8914439558437
SERP1	9.4268996869
TACR2	3.53615803118321
NUP85	6.64635940508126
CD177	3.44225964147848
GPR135	3.36201014810222
PIGG	6.86502100946385
LGR5	3.57886983779461
JAK2	4.00688674838669
DPYSL4	3.31200795377983
TM9SF4	5.8161061244247
PTHR1	3.46369498556268
SIRPG	3.66077631332481
ZNF264	3.7789099025805
BICD1	5.59460286771047
RAB5A	7.3761306898002
FLJ13224	3.45985469645662
METTL5	8.8762005691849
HERC6	7.45235072379555
CASP1	5.86135407646065
USP9Y	2.88288881786958
LRP1B	2.99218876563925
XAF1	6.42274414523808
PLA2G4C	3.85788060120995
APOA2	3.35406586044892
SPAG6	3.19909567823773
KALRN	3.3718808446683
SECTM1	5.34552652891424
THOC7	9.02257506634009
IFNAR1	4.10719823502623
TCTA	6.05368000207727
NY-REN-7	3.31777486402286
TALDO1	8.8357812512502
B2M	11.4815412777650
LPPR4	4.23224568465405
SQLE	7.96720875326692
SEPHS1	6.27912169669223
EIF5A	6.24846428909929
FAM49A	5.15591174064597
YTHDC2	3.92451524166649
EHD2	4.1976715978237
NCF1	3.55710606117585
SPG7	5.67475885675865
ZNF614	3.35441767915934
HOXA5	3.85095394386054
NUP133	6.24323995064995
FGF12	4.12929166518949
SLMO2	7.3249888886375
INPP5B	4.66378956963086
PPID	5.41986954893176
SNTA1	4.63161060371029
IL20RA	3.25150841517847
UBE2J1	4.57259950595626
CACNG2	3.05584640765922
GCM1	3.25643129312101
ELF1	5.6204430229286
TLR5	4.50225444508398
TCFL5	5.8517619065544
C1orf107	4.26529655366939
C19orf22	6.29740231801339
SAFB2	6.17900198901435
MAP3K7IP1	4.39803307522443
NCK2	7.92886567451986
OXA1L	7.26738650583175
KIAA0652	5.52940302921229
KLRG1	3.34420961132
FRAG1	6.26963579620856
ZSCAN12	3.14579877462396
PSMD12	6.65563378708817
E2F4	5.09383033673827
CLEC4M	3.60578264901752
KIAA0999	5.12852554411966
CLDN10	7.7094071710891
MGC13053	4.15084893788758
TAC1	2.79421524935915
GYPA	3.37530211403845
HPCAL4	3.52176120623166
TRAIP	3.99591617280155
MEX3D	4.23476393938224
KIAA0232	6.7893656837383
ERCC8	4.28943877626157
NFAT5	4.56211907189868
GPX4	8.50859610615908
CSPG4LYP1	3.27416868275121
KIAA0368	5.4667789882078
FBXO3	5.71251272683412
DVL1	6.28704201872072
CMKLR1	3.52231728184341
GPR157	3.26202414140184
TYMS	8.33706910393254
OR52A1	3.09340450718563
PEF1	7.42774634014447
ZNF750	3.61998887212790
ALG9	6.3493734323027
MCM5	6.1495847975076
SDK2	3.64106092559498
BAIAP3	4.05122155573032
RABGGTB	6.66961098584188
KCNK7	3.64421386934607
PTP4A3	4.71129380684356
ANKRD40	3.87552992331344
CALCOCO2	5.86213144849301
TMSL8	4.16685616817379
SNCA	4.87234694922809
ZNF551	3.90820385343882
HBQ1	3.79193291683322
ARHGAP26	4.02461925032395
GEMIN6	6.91467691639291
HRAS	5.41909492152019
KLRC4	2.92333002459645
BSDC1	5.93497480562773
DSC1	3.78212338950900
RNF43	4.70328420398571
NDUFAF1	4.765863438579
MAP2K4	4.81013148813425
FOLR2	5.04560820196319
LYZL6	3.68765600148184
EPB41L3	3.52250622450525
TEKT2	4.3454974275312
CDKN2B	4.05006169354523
WSB1	5.28482833533427
ZNF480	3.40914591491775
MAP3K6	4.80274777473595
PROS1	4.62190576125323
PSMB8	7.89538057729838
HN1	7.73738909087488
MAS1	3.49135562145542
APOL1	5.860627241873
CSHL1	3.65097272416764
ZBTB7C	3.28074627870844
AHCTF1	5.40873956972708
SAE2	8.31583504048365
ITGA2	4.15203938132801
AP2S1	8.43848997211486
P15RS	6.55893809028088
MME	3.38381870686186
VAT1	6.46296001169597
MAST4	4.54761096582937
TUFM	9.0165871129971
KRT33B	3.52122289144973
THEG	3.80224329939301
KCTD2	5.28654591747632
WDR26	7.23444835624262
MFI2	3.57099257741637
KRT34	3.26745151803603
NR4A3	3.9716035424448
SGSM3	4.69139327922397
ARSA	3.83243064477452
TOMM22	5.26576740025906
SOCS3	3.79933399903592
UNKL	3.95849501383848
