Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C09_443126
Composite Element REF	Signal
AACS	5.51955539342602
FSTL1	7.57423560384911
ELMO2	5.77385987104262
CREB3L1	3.53492133262341
RPS11	10.1714927839252
PNMA1	8.4200241931406
MMP2	4.39347792069355
SAMD4A	4.10784043180554
SMARCD3	4.69646849630251
A4GNT	3.91441907631945
C9orf39	4.48327061801960
PKNOX2	4.44924954620871
RALYL	3.36019593204589
ZHX3	4.36934813476384
ERCC5	5.70821888785006
RXFP3	3.12191888485359
APBB2	4.17634316081136
BBOX1	7.53595260121616
PRO0478	3.10659137338170
GCSH	8.98035786806798
XDH	3.97087351293521
EDN1	3.23786187362293
MTERF	6.56950693745383
PDCL3	6.91697964813522
CLK4	6.20741133303732
KCNG1	4.12515519439902
CXCR4	7.4296350665195
DECR1	6.57627166100084
SALL1	3.41811369567685
PTPRR	3.50183682053625
CADM4	3.68117116227073
IRAK1	7.96511182714602
CFHR5	3.27950190716884
HNRPD	8.26979728347997
TMSB10	11.4820633265724
CXCL3	3.44692136223663
LMAN1	3.90310706521175
SUHW1	3.57153023222738
CHD8	6.31923715405295
SUMO1	7.88892102011227
GP1BA	3.40577848826509
OR7A10	3.63225696446158
DDB1	7.743540140523
CHRNA10	3.67208538326935
STYK1	3.41313411612212
MYO9B	4.10065191349827
CCNI	9.84850699334904
MMP7	7.24872326586031
EP300	6.19229161029772
CRNKL1	7.04488834410353
C9orf45	3.28755570337767
XAB2	4.14585675685722
RTN1	4.95078387015163
HIC2	4.1905847386313
TBX10	3.50429832007866
CENPQ	4.67244390248956
UTY	3.39060549130454
OR2W1	3.05719553770915
ATP5G2	10.2797999969228
ZEB1	3.31309657004430
ZG16	3.93880937853655
ERG	3.67460273843965
PARN	7.35575689949814
SOD2	3.90097383334791
JOSD3	7.81524568480561
ADAM5P	3.31320994053262
CHD9	5.69069201138028
hCG_40738	4.11493057946673
STK16	5.10540166314882
PDE1C	3.81738821004585
SEMA4D	5.42365645318076
AGPAT1	5.99037347219295
TOB2	5.77368987379239
BANK1	3.47911673825258
MAP3K3	5.40247735060814
MAX	4.46976513881123
GRM2	3.65174074408031
OSBPL8	5.02823557520326
PROSC	6.19515289781996
NR4A2	4.4215964320485
RICS	5.09193102485106
PIR	3.70822499328467
PPCS	8.87947602777342
IPO9	6.51080037930055
LONP1	6.85927287209391
EVC	4.03598390419996
CXCL13	3.91526231414328
SCYL3	5.3709749539251
KIAA1199	7.00026224970555
SORL1	7.41109302124826
NAT10	6.87673481969012
CHD1	6.0956558526418
SYN3	3.70234371145802
DMC1	4.12074301798885
SLC22A2	3.71987758505387
SERPINF1	3.81173255372833
C20orf27	5.3987320816612
OR7A17	3.29897108873682
RPS6KA5	4.81547857983596
LHB	3.48856612183557
TAOK3	3.73278600835109
STK25	6.12632258759229
SLC12A4	3.88008522600405
BRCA1	4.41287513253923
GBL	5.65083526087627
C14orf108	6.80884391626326
CDC25B	5.7329710347663
BMP3	3.37324990128295
MAP1LC3C	3.48405188339713
TMEM180	4.05775149236442
CRYGC	6.46435554372814
SLK	5.0693361804599
POU3F1	3.37903112898363
C20orf32	4.22568831281285
USP52	6.4689272636776
HIGD1B	3.88085434747055
BAZ1B	7.42609464983285
USP6NL	6.07680418245344
SLCO2B1	3.90639189732422
ABCD4	4.41552670696774
DIMT1L	5.36100470427322
SLC25A46	5.98415261738126
LARP7	6.54893276665009
TEK	3.70978471669678
CD160	3.46952444704108
TERF2IP	7.67960465990371
PHF20	7.04567635233854
COL1A1	5.85514288751429
KIAA0090	5.13305297836457
GTPBP1	4.36275290446704
