Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_D03_543706
Composite Element REF	Signal
AACS	6.56183249038111
FSTL1	8.81154442360667
ELMO2	5.15540456050748
CREB3L1	4.24097194300574
RPS11	9.73117005479398
PNMA1	8.85110754498591
MMP2	7.50520109502331
SAMD4A	3.89196341715329
SMARCD3	6.52457136533411
A4GNT	3.78681102014885
C9orf39	3.26773625126339
PKNOX2	4.23961644605999
RALYL	3.56796466047382
ZHX3	4.11947896386473
ERCC5	5.65015498080099
RXFP3	3.12007568224975
APBB2	3.94611204316807
BBOX1	3.89475828787993
PRO0478	2.88872346422676
GCSH	7.56863506535534
XDH	3.8893095513509
EDN1	3.46489780320896
MTERF	6.45686460585765
PDCL3	7.39033114697102
CLK4	5.29876641729187
KCNG1	3.47326069921381
CXCR4	9.40068377392278
DECR1	8.4283978736044
SALL1	4.16982624180213
PTPRR	3.32709098324329
CADM4	3.4079225174748
IRAK1	8.51446485409002
CFHR5	3.43529713873546
HNRPD	7.83457858316793
TMSB10	12.2985550048235
CXCL3	4.07923378049434
LMAN1	4.54381843607921
SUHW1	3.36534634030225
CHD8	6.27279705864613
SUMO1	7.84276351022072
GP1BA	3.32700337711536
OR7A10	3.88068491999415
DDB1	7.5393958539986
CHRNA10	3.80583772896654
STYK1	3.43938362906202
MYO9B	4.20572882829647
CCNI	9.9567195623542
MMP7	8.13772570822504
EP300	5.67287709326492
CRNKL1	6.81156990099681
C9orf45	3.15371715459398
XAB2	3.97950788365137
RTN1	4.11300861079606
HIC2	3.66127750999680
TBX10	3.56213875772633
CENPQ	4.86575110827328
UTY	3.15082926440407
OR2W1	2.95966302151625
ATP5G2	10.4954034603180
ZEB1	4.33179770726591
ZG16	3.4963799691558
ERG	4.03490623641526
PARN	7.14098372252436
SOD2	6.01028598735239
JOSD3	7.83862679635725
ADAM5P	3.26748180843621
CHD9	5.74502060899132
hCG_40738	3.81473314425137
STK16	5.01299018125125
PDE1C	3.75111505860932
SEMA4D	6.18491997496633
AGPAT1	6.4865499034436
TOB2	5.30775252496827
BANK1	4.68451813940877
MAP3K3	5.19801976623694
MAX	5.5440324214342
GRM2	3.85709770655259
OSBPL8	7.50506973808767
PROSC	5.62874466289722
NR4A2	4.87377714396306
RICS	4.7016841240229
PIR	4.44127568424764
PPCS	8.91428037469976
IPO9	5.96444028996439
LONP1	7.32437958415954
EVC	4.11470139355723
CXCL13	4.22190435029996
SCYL3	5.84423778498126
KIAA1199	6.24393707128143
SORL1	8.05817360375925
NAT10	7.47036346513052
CHD1	5.82240647796866
SYN3	3.81439744540101
DMC1	3.75567733599811
SLC22A2	3.86923037596529
SERPINF1	8.46213515275174
C20orf27	5.83261423625694
OR7A17	3.01994545016035
RPS6KA5	4.4217752848152
LHB	3.51614990775796
TAOK3	4.48646446749962
STK25	5.85806714993267
SLC12A4	3.51439056729340
BRCA1	3.79958143237163
GBL	5.38222360055193
C14orf108	7.89300187160375
CDC25B	7.22390036308134
BMP3	3.26065053500894
MAP1LC3C	3.52901059284758
TMEM180	3.78736625984077
CRYGC	3.87150512814365
SLK	6.41086976290227
POU3F1	3.33593766472107
C20orf32	3.76771579952224
USP52	5.3943523925278
HIGD1B	3.98721499533716
BAZ1B	6.78561350275068
USP6NL	5.47041746245685
SLCO2B1	4.73818886955296
ABCD4	4.71969557110372
DIMT1L	6.27812697880577
SLC25A46	6.64508194648399
LARP7	6.94366216576426
TEK	3.858876734747
CD160	3.48152132310709
TERF2IP	7.5173224116529
PHF20	5.9413815142653
COL1A1	8.1691347349596
KIAA0090	6.06571260711734
GTPBP1	4.29184279753444
GRK5	4.24412701783456
AP1S2	6.88544782427399
RAB33B	4.14042632989859
CA11	4.56438164833832
ALDOC	5.36946009889509
NUDT1	5.17254089232177
ZNF212	5.63059930734966
ACBD3	7.90627022401293
ZNF83	6.07124171687795
PRDM2	4.930778928571
GDPD5	4.47829872234997
PDCD4	6.02296409386949
CEP350	5.84376131678769
FOXP3	3.23101091731439
SMYD3	6.72966700027
CST7	4.23703996861677
SELL	4.36641253462208
CIAO1	5.94450448442928
LGI2	3.53417260487529
WDR45	6.80730843685508
ANKRD6	5.37663017679683
LTBP4	4.26968943709514
PSCD3	3.30601272271858
PYY	3.13401732300646
KCNC1	3.29514253532808
SIRT6	4.10408440720739
CCL19	3.96250208578851
ARHGEF9	4.13527841700089
ABR	4.24089219177059
C10orf22	7.01943632673042
STK17A	5.0350707410467
FOXE1	3.22382732042079
GML	3.47377708364701
CNGA3	3.07162209682578
CD38	3.46170987099916
ZDHHC6	7.84936711027231
NEFH	5.03600017547887
PGBD5	3.50369862252965
CTDSP2	7.25743834400834
RMND5B	5.35542718479443
ZNF257	3.98975066113334
DUSP4	4.16734938463201
FLJ22167	6.47315192402131
EXOSC7	6.90234198992372
ROR2	3.73124848161207
FOXM1	5.4945581313471
ZBTB48	4.38381343450886
BUD31	8.2333712872901
MAOA	4.85794038292861
CCDC41	4.24672566890631
TNNT3	3.39673215499403
FBXO11	5.751149391517
GYPC	5.82001492121172
PLIN	3.81491978366436
RFXAP	3.11540440077385
C6orf15	4.07277653474885
RNF4	7.9125532444123
F8A1	8.06316332135621
PPP1R3D	4.12522930765167
GRB2	7.52065536472688
TPM3	3.36360649487721
SYT13	3.64075474926281
EPB42	3.39817924607205
RP5-1077B9.4	5.20415752440347
EIF1	10.2905160054139
CETN3	6.89296010327314
FPGT	5.05859129810617
PRY	3.43199919530168
NTHL1	4.73565807127693
POLR2B	8.83656019464916
RPS28	11.9171161779000
GDF10	3.41395751705443
COQ9	6.90612880948092
P2RX3	2.9919654268896
GCC2	6.74332132945254
RARRES3	6.03183057718318
PLXNA1	5.76889464965683
WBP4	4.17697082815523
KIAA0100	5.66524775093171
PMF1	7.00600652763232
HS2ST1	6.12773760842187
CRELD2	6.22208070596228
C8G	3.0797844005331
CD82	5.3264353848829
PMM1	4.88440624529555
CBLL1	4.09648981228937
LIM2	3.47563844703908
VAX2	4.30253796712006
SETDB1	5.49151979367254
LRAP	3.79999892931018
GCLM	6.73886413356473
CPEB3	3.36808957153434
PPM1A	6.33052002858412
INTS1	4.20740299167687
MMP16	3.22182589754234
CAMTA1	3.39506168522651
SAMSN1	5.93110331533023
DRD3	2.92396368164109
GMPPA	4.93332128037927
C11orf73	6.26544622257229
AIPL1	4.00584141573073
PTP4A2	9.01660785487765
IL24	3.31812240076823
BDKRB1	3.20891913509649
HPCA	3.3568299330642
MLF1	6.58387745554292
SEC14L1	7.12847362631155
CHFR	5.26441439367754
EMILIN1	4.35004230485442
THADA	6.60251877964836
TAF12	4.73422957797047
NDUFS4	8.69771325579163
ID1	6.01863996279522
PIK3CB	3.7314701671272
COL18A1	7.91226980307104
PDZD3	3.2494264232319
TBC1D17	4.57215051445437
COX8A	9.31437842466526
CDCA4	7.57810084092735
C2orf44	4.05298256336502
C9orf16	8.24831646766017
ERBB2IP	8.49714027846178
EMX2	9.20550333178802
FUS	6.28799849508532
NIPSNAP3B	3.64919992203057
TF	3.22120623629596
CXorf56	5.20087496387869
CLCN4	3.46690504336952
PWP2	5.20050787768717
MMP15	4.05547922195624
MTMR14	5.45443610834098
NPR1	6.40112443275002
DNAL4	5.4708908145612
ELAC2	4.28450290151910
ASS1	10.7323835871110
IPP	5.47251769303492
TMEM59	8.8840532006955
POLR2J	8.49846309981525
SEC23IP	5.76602849487001
RGS4	4.67406400590878
UQCRC1	9.37188576209996
SNX6	8.15512858579174
DDX18	7.08693068949578
POLG	4.77365707911859
ADAM23	4.11624685935401
ZNHIT2	4.79369091526006
TFR2	3.44012487823847
NCDN	3.90862707939560
RAG1	3.34473950203304
POMT1	4.88118810061849
CYP1A1	3.42742436351709
SNAPC1	6.25107610076135
GNA11	5.76863654617602
CCDC52	3.09182096939388
CAPN1	7.73693511851859
DDHD2	6.37033288154749
UPF3A	5.97331970010397
LAGE3	6.16848054154368
GNRHR	3.23210907734822
UNC13B	4.73199068340302
TTLL4	5.08974819711575
PPBP	3.14554863152377
HTR3A	3.79596650835406
SDC2	6.67592280083968
ANKRD49	6.93088565228808
BTF3	10.4713204698867
COX7A2	10.1057039377158
SARS	9.12968031095245
C13orf18	3.84922754799745
CACNB1	3.93054407250665
QKI	6.18783833340129
SETMAR	5.22210193796597
LAMB4	3.19394474569057
MAN2B1	6.57295425151872
EML3	4.47246997192327
ACADL	3.41491641841181
OFD1	6.80213392054351
CGA	3.40230689007758
EIF3EIP	10.4313477561246
PEX16	5.14893780864398
GNG12	7.73966886298687
HABP4	4.68264832055127
CNTN2	3.3846475447242
ASNSD1	7.53809110287569
FUT4	4.07088792589359
DBH	3.49731183502423
CD53	8.45260598511187
HIST1H2BJ	4.00312961099201
TFAP2B	3.297370130287
ACF	3.74943532502303
TMEM11	6.07640787686351
CDH8	3.35491599821164
C3orf32	3.72520595018779
AGPS	4.47325190334699
C4orf18	3.52995473836004
