Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D02_452038
Composite Element REF	Signal
AACS	6.89183384741889
FSTL1	7.66242086562955
ELMO2	6.06581333471733
CREB3L1	3.50736881635565
RPS11	10.0537610276317
PNMA1	8.01383685434375
MMP2	5.88031395939696
SAMD4A	3.40826442688412
SMARCD3	5.64293461883072
A4GNT	3.71918428459381
C9orf39	3.69905366613795
PKNOX2	4.00176466618987
RALYL	3.16530925484401
ZHX3	4.443950717379
ERCC5	6.17818065655624
RXFP3	2.87760925948191
APBB2	3.20374677256758
BBOX1	3.62121393512691
PRO0478	2.95174172868203
GCSH	9.2434565749414
XDH	3.49199568965303
EDN1	3.25695224942372
MTERF	6.59229106891933
PDCL3	7.51977084852845
CLK4	5.38584726403219
KCNG1	4.33470224297622
CXCR4	8.77180991826614
DECR1	7.3355036223874
SALL1	4.50529100219340
PTPRR	3.25569913165821
CADM4	3.49231690101816
IRAK1	6.99119605725881
CFHR5	3.12327744024264
HNRPD	8.39352754194616
TMSB10	11.5292886342503
CXCL3	3.52574576819808
LMAN1	4.08199713015586
SUHW1	3.41171061751995
CHD8	4.70587849887531
SUMO1	8.33651091829362
GP1BA	3.05027746363453
OR7A10	3.98434969941559
DDB1	7.42723162906844
CHRNA10	3.63950919048658
STYK1	3.78235339343790
MYO9B	4.8500319935235
CCNI	9.90202699254232
MMP7	8.91832816683906
EP300	5.77504416567398
CRNKL1	7.86745926968756
C9orf45	3.12530073660915
XAB2	4.10361533626684
RTN1	6.01330512193586
HIC2	4.24363380201324
TBX10	3.63847027385917
CENPQ	5.02181448372268
UTY	3.14651740321313
OR2W1	2.8401033808786
ATP5G2	10.6545436004690
ZEB1	3.5624422815164
ZG16	3.39291389908263
ERG	3.7306380488838
PARN	8.69378203957879
SOD2	4.89579621216196
JOSD3	8.01524522788548
ADAM5P	3.10597450844698
CHD9	6.58069101377253
hCG_40738	3.65135941318375
STK16	5.9983286507557
PDE1C	3.45406667881341
SEMA4D	5.51367531604366
AGPAT1	6.22875514265338
TOB2	6.06867956105024
BANK1	3.77222183364763
MAP3K3	5.06128334089287
MAX	4.71296647441567
GRM2	3.77948041447644
OSBPL8	8.03770830950168
PROSC	7.76420120398484
NR4A2	4.08095931946249
RICS	4.37646458356003
PIR	4.39662999555740
PPCS	8.94116575480845
IPO9	6.26791437739595
LONP1	6.14780767373044
EVC	4.51734464083368
CXCL13	5.10895429951433
SCYL3	5.11633190318904
KIAA1199	6.16399878344492
SORL1	8.01726243101284
NAT10	6.84232732228445
CHD1	6.6338877821128
SYN3	3.57300697027191
DMC1	3.93040555897944
SLC22A2	3.63197266355559
SERPINF1	6.06580725511056
C20orf27	6.38563309689749
OR7A17	3.13827242523059
RPS6KA5	4.22458598856342
LHB	3.19908399273963
TAOK3	5.25711588213990
STK25	6.03169699661441
SLC12A4	3.60939936642395
BRCA1	4.52819463186614
GBL	7.64869407241611
