Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_H05_491206
Composite Element REF	Signal
AACS	5.44221014943026
FSTL1	6.58406871671928
ELMO2	5.16876315399974
CREB3L1	4.57582150338517
RPS11	10.6165962918071
PNMA1	7.14856502249268
MMP2	5.12924983865322
SAMD4A	3.71611872194407
SMARCD3	6.54953228777937
A4GNT	3.57338357584877
C9orf39	3.3991685116325
PKNOX2	3.83094531217285
RALYL	3.46977879916259
ZHX3	4.03579282875147
ERCC5	6.40074578430713
RXFP3	3.19107834699656
APBB2	3.60564126364494
BBOX1	4.3000529602663
PRO0478	3.14722216314262
GCSH	7.82392131716438
XDH	3.831566939527
EDN1	4.09148058347599
MTERF	6.86314545297978
PDCL3	6.54576919944815
CLK4	6.17553767285423
KCNG1	3.94852354768643
CXCR4	7.7327291917871
DECR1	7.4985113079384
SALL1	3.13442710362923
PTPRR	4.57110510217078
CADM4	3.40908530071155
IRAK1	8.7129554577213
CFHR5	3.24270893100943
HNRPD	6.98797747247038
TMSB10	12.1387930048079
CXCL3	5.10000361977277
LMAN1	3.71443870185170
SUHW1	3.81827780426705
CHD8	5.27940555320265
SUMO1	7.89741868554437
GP1BA	3.40044469633967
OR7A10	3.67281819127616
DDB1	7.51701801765814
CHRNA10	3.54020254938307
STYK1	3.94368559250041
MYO9B	4.35815296299478
CCNI	9.61511872581334
MMP7	5.46096576344612
EP300	6.87483795791455
CRNKL1	6.11682366287288
C9orf45	3.29629142625084
XAB2	3.94315491046768
RTN1	4.47109567052787
HIC2	4.09509612301697
TBX10	3.23286003798567
CENPQ	4.73774092435651
UTY	3.14616466098444
OR2W1	2.94118322097101
ATP5G2	10.5149941421333
ZEB1	3.28394094948175
ZG16	3.47067277416713
ERG	3.76365277783021
PARN	5.82736771031377
SOD2	8.47579823411971
JOSD3	6.55168796362942
ADAM5P	3.32409990730768
CHD9	5.95073546669695
hCG_40738	3.65347806522044
STK16	4.47283409985027
PDE1C	3.76535702675568
SEMA4D	5.9271613541056
AGPAT1	5.95660578246613
TOB2	5.80264582893024
BANK1	3.49172932466128
MAP3K3	5.09057927859283
MAX	5.68399262487235
GRM2	3.74191511322788
OSBPL8	6.86994856150759
PROSC	5.82053961213316
NR4A2	4.87619419782912
RICS	4.53856242215598
PIR	5.27930791739936
PPCS	8.95414580208167
IPO9	6.62493196550491
LONP1	5.50506767796667
EVC	3.65537742377177
CXCL13	5.26113021903157
SCYL3	5.88963615607604
KIAA1199	3.81848787838760
SORL1	7.39554420260465
NAT10	6.43069193962949
CHD1	5.0317116338796
SYN3	3.51291222334118
DMC1	4.24335037353484
SLC22A2	4.19006473032912
SERPINF1	5.94197094896484
C20orf27	5.878428068715
OR7A17	3.35098489396884
RPS6KA5	5.08983303977505
LHB	3.37299282070393
TAOK3	4.70887023415171
STK25	5.336593999365
SLC12A4	3.74427799796605
BRCA1	3.4580195443693
GBL	5.02293430260691
C14orf108	8.55662369057696
CDC25B	7.03136955414119
BMP3	3.15671869265257
MAP1LC3C	3.63009589349562
TMEM180	3.57334797707341
CRYGC	3.86432181118122
SLK	5.46505193171037
POU3F1	3.41923254342343
C20orf32	3.67031241504106
USP52	5.18429091378869
HIGD1B	3.78394861121289
BAZ1B	6.18173947483388
USP6NL	5.09620957324647
SLCO2B1	4.58184131074477
ABCD4	4.30626824944148
DIMT1L	5.90514963149937
SLC25A46	7.53201044150063
LARP7	5.69190588494823
TEK	3.55672062190264
CD160	3.69546556406029
TERF2IP	7.74391152972648
PHF20	5.27897258942249
COL1A1	5.40122692557367
KIAA0090	4.94471956648297
GTPBP1	4.4550815983719
GRK5	3.92746819902325
AP1S2	5.96974308952037
RAB33B	4.14404421555185
CA11	4.65714898123544
ALDOC	6.037716519218
NUDT1	5.77949303874712
ZNF212	5.90631913314596
ACBD3	7.36837403971716
ZNF83	6.32719503431458
PRDM2	4.4892775101487
GDPD5	4.66489015062604
PDCD4	6.05874239142213
CEP350	5.88903023544946
FOXP3	3.17803837645017
SMYD3	7.72448231530417
CST7	4.6728697576172
SELL	5.94558207450272
CIAO1	6.67391104636773
LGI2	3.62562903394062
WDR45	7.02983803506789
ANKRD6	6.3701800030619
LTBP4	3.6510865185288
PSCD3	3.78622634736068
PYY	3.2110471452857
KCNC1	3.25428041177182
SIRT6	4.38305295942095
CCL19	4.48468893119999
ARHGEF9	4.10208174982924
ABR	4.48971434071495
C10orf22	6.38841755203384
STK17A	4.9452765576798
FOXE1	3.75557863041303
GML	3.47022703529554
CNGA3	3.27033525374597
CD38	4.13312966664814
ZDHHC6	8.22681507321869
NEFH	3.26321374392785
PGBD5	6.02595565812337
CTDSP2	7.06795094581534
RMND5B	6.15008751778994
ZNF257	2.86462899769664
DUSP4	6.60855466333681
FLJ22167	5.81568857337521
EXOSC7	6.60277429032356
ROR2	3.26392706353718
FOXM1	5.53375271512052
ZBTB48	3.80008229567473
BUD31	8.50873379062852
MAOA	3.8981293458296
CCDC41	3.41623791158664
TNNT3	3.79441745292792
FBXO11	5.09197459287364
GYPC	5.20390580160122
PLIN	3.91806724689345
RFXAP	3.3646675639507
C6orf15	3.81421465078766
RNF4	7.31914396918349
F8A1	8.46627527982358
PPP1R3D	4.13259197863271
GRB2	7.3639029405386
TPM3	3.29560472364759
SYT13	3.96031053401384
EPB42	3.5416013369923
RP5-1077B9.4	4.94481204101507
EIF1	10.3854640574846
CETN3	6.50847267458277
FPGT	5.81177272416956
PRY	3.55126375239713
NTHL1	4.29234396239581
POLR2B	7.68150137337451
RPS28	11.7539497773754
GDF10	3.06813764547507
COQ9	8.04226187744944
P2RX3	2.91591930389549
GCC2	6.67839296099542
RARRES3	7.84678015140164
PLXNA1	6.66408970282329
WBP4	3.80891587632074
KIAA0100	5.3366994101004
PMF1	7.17943412148177
HS2ST1	4.57598995399797
CRELD2	8.08079655033648
C8G	3.30316144289659
CD82	6.73581691202364
PMM1	6.03650130809425
CBLL1	4.41540626893869
LIM2	3.40032338351536
VAX2	3.22410489230694
SETDB1	5.40227279555446
LRAP	3.03685005269506
GCLM	8.14499051151058
CPEB3	3.396579174422
PPM1A	5.82134853032378
INTS1	3.76915593617879
MMP16	3.22340666410095
CAMTA1	3.44286037245983
SAMSN1	6.23360007631807
DRD3	2.94983650452051
GMPPA	4.60848935331559
C11orf73	6.44297891988628
AIPL1	3.81284133704512
PTP4A2	9.3240810862405
IL24	3.39990138040401
BDKRB1	3.43652347566114
HPCA	3.33250004412918
MLF1	5.64069275608692
SEC14L1	5.66435569997877
CHFR	4.71768311607641
EMILIN1	3.31820930636028
THADA	5.43480763514482
TAF12	4.79281838827575
NDUFS4	7.5967299311705
ID1	5.43675919022333
PIK3CB	4.32641124505901
COL18A1	6.40604445974342
PDZD3	3.10192359009453
TBC1D17	5.55412402845326
COX8A	10.4200563282609
CDCA4	7.83989470149199
C2orf44	4.44338218653858
C9orf16	8.5585562930929
ERBB2IP	6.90223525004907
EMX2	7.51187061867684
FUS	5.31886548148479
NIPSNAP3B	3.84732110489827
TF	3.20865722888385
CXorf56	5.50491825075752
CLCN4	3.50489704126189
PWP2	4.18888188027725
MMP15	4.73498977779071
MTMR14	6.57578492623531
NPR1	6.52055202327075
DNAL4	5.62249448551502
ELAC2	4.12878573432077
ASS1	11.7230158264035
IPP	5.60310040841938
TMEM59	10.6283557578368
POLR2J	9.14480089751464
SEC23IP	5.26477015671073
RGS4	3.79897403820284
UQCRC1	9.42839097249635
SNX6	7.96916313830039
DDX18	7.18453745613294
POLG	4.35700397220526
ADAM23	3.74522428550021
ZNHIT2	4.27231255236254
TFR2	3.83777593516464
NCDN	4.21147736164363
RAG1	3.26382078279514
POMT1	4.3971970066461
CYP1A1	3.26754324455898
SNAPC1	5.82017769613529
GNA11	5.18244906475493
CCDC52	3.05548766215423
CAPN1	7.27852361545515
DDHD2	5.38037769767057
UPF3A	6.79939704718152
LAGE3	6.41747681563196
GNRHR	3.32936181280973
UNC13B	5.27977888898075
TTLL4	4.05016717410262
PPBP	3.14408514845959
HTR3A	7.12392483138781
SDC2	5.43719430326907
ANKRD49	4.92563221602457
BTF3	10.3127634667417
COX7A2	10.5623969782975
SARS	8.21535273099379
C13orf18	4.28600563710193
CACNB1	4.09513879052756
QKI	5.73321521675174
SETMAR	5.90910852089535
LAMB4	3.35951325303776
MAN2B1	5.91311393237045
EML3	4.72058672959758
ACADL	3.34611668656988
OFD1	7.13604158741164
CGA	3.94398679782379
EIF3EIP	10.3976739802045
PEX16	5.1231853832375
GNG12	8.60399990836847
HABP4	4.39543267566462
CNTN2	3.48957531897521
ASNSD1	7.51043279155389
FUT4	3.67421360815091
DBH	3.75590568774113
CD53	8.62463171647108
HIST1H2BJ	3.57583488785178
TFAP2B	3.33899161784069
ACF	3.94925695555894
TMEM11	6.30033412519779
CDH8	3.56357125796411
C3orf32	3.37058298721723
AGPS	4.63426544833394
C4orf18	3.41447092018289
PCCB	7.19352114949032
IPO13	4.36832967436693
PECI	6.22558932638548
UNG	6.90478068379561
C6orf105	3.87059866757599
GSTP1	8.46282861999473
SUV420H1	6.77684403164953
ARHGAP15	4.89984810387005
LTBR	6.32973599149363
TDRKH	3.85835233497219
PSG4	3.37062528803825
SLC9A3R1	6.49031926612594
NBPF3	8.63220559026407
SLC9A3	3.51563608112096
OSBP	5.88776827570499
PRR5	4.46919252957387
CHMP7	5.81978840848876
ADRA1A	3.13130560825904
ASAH1	7.39207079495749
FKBP4	6.71470008300274
ZNF350	4.63543859712436
DOM3Z	5.40499495691859
GIPR	4.22725545257845
AHI1	4.06533230935791
BST1	4.87144910207537
NCR2	3.6530555242217
NADSYN1	5.10630973480527
UBE2W	5.46509005634987
RGS14	4.15543606181864
KRT15	4.09496408725417
SCN11A	3.93855088063552
GFI1	3.5736458007979
FHL1	3.71076009368699
SMC6	6.59397484715951
GATA1	3.34501371719315
OSGEP	4.46205362723735
ARMC6	4.55189597517443
HK3	3.55342176653239
PSMD5	7.12831235453782
RSU1	7.97430473555149
RPL4	11.4068006982541
MAD2L1	6.80626994244586
RBPMS	7.83029478639173
EIF4A3	9.71542120326955
E4F1	4.52360873457966
DLEC1	3.46700085285763
PRPF3	5.73797347312025
EMR1	3.59365110418399
CHMP2B	7.383998350777
CAMSAP1	4.55622946726774
RPS21	10.4585062428785
XCR1	3.56015659658463
ARID5A	4.02576341872276
RBM6	4.68800576201586
UBE2N	7.46827923827992
KLF4	4.72447534150265
MGC4172	4.00150389209744
LMO4	7.15712809177527
KLKB1	3.21324219326149
HDAC3	6.72150299635865
HP	9.25014022812026
SCHIP1	6.33963419735254
BTK	4.55835577991725
KRCC1	9.45796796072782
PRND	3.00945328805983
C6orf27	3.61031545270967
PIGL	3.95070067571078
CLCA1	3.9785934257052
C1orf112	5.20199166035144
OLFML2A	5.23279491165711
HUS1	5.55095669351148
SFRS6	7.23710490360038
CXCR7	8.36503657052711
UIMC1	6.12943380345307
FXYD2	3.48666970164822
GOT2	7.93808886066457
ZNF667	3.92510725883425
TFEC	5.43689666201428
ATP7B	3.42610092192607
RAB38	3.82827209626260
POLD2	7.10552843116184
PPM1H	4.25786012640957
DCX	3.39982981791399
NFYC	4.88643385585299
ZNF228	3.83600189502759
KIN	5.66100191688188
PLSCR4	5.31582343428898
HIST1H4I	4.37300278077358
PPARGC1A	2.99700801313258
HIG2	10.5621083552405
KCNK10	4.20721008426226
EXOC1	7.01658184247174
OR6A2	3.85878797292924
ETFA	9.15086071086752
PDAP1	4.72734195769505
C19orf6	3.52577634941439
POLRMT	3.91413408479323
ZNF146	7.27451963172151
MIA2	3.33456572688372
LY6G6E	3.51248814866662
EIF4E2	7.29737376893555
NENF	5.60314207375388
HOXB5	4.71837557022177
ZNF324	4.79656487241256
CUGBP1	4.17619156674133
ENTPD7	4.67076299174106
TTC13	6.95153462754169
GJB5	3.36469320915317
PRSS22	5.35482885523322
CYP3A5	3.28593482577410
MBOAT5	4.86769095600374
CUL4B	4.74261309918078
CENPJ	3.87777081224941
KIAA0664	5.73396281879363
PITX1	4.33822346384307
PDGFRB	4.59049784995057
RDX	5.14399674437553
CELSR3	4.15175641483927
JUND	6.1138100336497
ITSN1	4.2885967453677
CHRNB1	3.71286858026965
EHBP1L1	4.13152981681019
C19orf2	6.1629850023553
FETUB	3.15476712887297
CAMK2B	3.52958330202758
DCTN1	5.83445648657807
TNKS2	6.0896029025739
MRTO4	6.96710996157627
C1QBP	5.85326681234062
TTC3	6.1258860685228
NDUFB8	8.43566174149933
CADPS2	4.55395886245097
EDG2	5.42182060435703
MYF5	3.17381115682812
SEMA3G	3.51900893370644
IL23A	4.21205132836700
GJA9	3.80308353367618
R3HDM2	6.41869355651827
C5	4.13136401888497
SLC2A10	5.43033437430579
TRIM45	4.69667298893481
TSP50	3.7697823668303
PAQR3	4.26287465377044
ANKRD26	3.57740139699237
TCP1	7.88997493730746
TMED7	6.31230895988571
CMA1	3.00409871019078
