Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A02_491162
Composite Element REF	Signal
AACS	7.25052612868627
FSTL1	8.5608096525929
ELMO2	5.92933165057275
CREB3L1	4.57788943029087
RPS11	10.1258389417785
PNMA1	8.7849677593156
MMP2	8.82830367267172
SAMD4A	3.92744676812065
SMARCD3	8.89571533175356
A4GNT	3.65658066986716
C9orf39	3.43241968847193
PKNOX2	7.21600111929215
RALYL	3.44413301457046
ZHX3	4.6080154004997
ERCC5	6.31213512370794
RXFP3	3.02150359806603
APBB2	4.23590043130171
BBOX1	5.45449509784139
PRO0478	2.96565747972069
GCSH	7.46897025621664
XDH	3.60423343536409
EDN1	3.88244640440653
MTERF	6.27085606084932
PDCL3	6.75415474645295
CLK4	5.79525561616068
KCNG1	3.50130900043462
CXCR4	8.06544719811657
DECR1	8.42399606451741
SALL1	3.02706568583307
PTPRR	3.20773616172613
CADM4	3.29822090437181
IRAK1	9.61372686362457
CFHR5	3.16196820259913
HNRPD	8.03220046688006
TMSB10	12.1040984881803
CXCL3	3.91937573981342
LMAN1	4.04776212891267
SUHW1	3.57081902666424
CHD8	6.23330281906976
SUMO1	7.88608893777353
GP1BA	3.22044785487186
OR7A10	3.82101203105804
DDB1	7.4961795259402
CHRNA10	3.65712324298866
STYK1	5.99074998963611
MYO9B	4.41018166154547
CCNI	10.1538754569191
MMP7	6.06769398920256
EP300	6.51096766408993
CRNKL1	6.59437483889332
C9orf45	3.20178038294747
XAB2	4.79626591947326
RTN1	4.22540839753314
HIC2	4.26136196610304
TBX10	3.44988363646699
CENPQ	4.67395287201104
UTY	3.2016052669012
OR2W1	2.82945651313158
ATP5G2	10.7556970966765
ZEB1	3.95581625382912
ZG16	3.47269418545729
ERG	4.20843442236686
PARN	7.70413720677363
SOD2	6.33112182414806
JOSD3	7.53654520849237
ADAM5P	3.2709390190527
CHD9	6.22208306508923
hCG_40738	3.6869611400653
STK16	4.82656584606973
PDE1C	3.85599734814071
SEMA4D	5.56405096259986
AGPAT1	6.58491847249071
TOB2	6.61353319963689
BANK1	3.69358777070535
MAP3K3	5.51794349821406
MAX	5.54849916034835
GRM2	3.69745895982386
OSBPL8	7.99828801522985
PROSC	6.23096798171738
NR4A2	5.60644169947548
RICS	7.3548226689575
PIR	7.69588616494036
PPCS	9.68354894587872
IPO9	6.87262519284749
LONP1	7.42748881574287
EVC	3.81159910145216
CXCL13	7.39977063605117
SCYL3	5.97807901200112
KIAA1199	7.35857461169782
SORL1	8.32591779890343
NAT10	7.1439623462521
CHD1	6.14813254434113
SYN3	3.58935352266324
DMC1	4.03277706341489
SLC22A2	3.88616766116643
SERPINF1	8.56163045114898
C20orf27	6.02831534417941
OR7A17	3.12883260761522
RPS6KA5	6.35295494952489
LHB	3.23557136587694
TAOK3	5.68435451192207
STK25	5.73247675016086
SLC12A4	3.48529314131888
BRCA1	3.68735069244183
GBL	7.11111449226626
C14orf108	8.53935206967737
CDC25B	6.764130826693
BMP3	3.24333090485042
MAP1LC3C	3.65615729057602
TMEM180	4.2018244950814
CRYGC	3.52579068413640
SLK	7.12685568658655
POU3F1	3.21585393198466
C20orf32	3.73954237784021
USP52	5.77045712246701
HIGD1B	4.08424329735382
BAZ1B	7.10389222019121
USP6NL	5.17550432317445
SLCO2B1	4.61215488319989
ABCD4	4.44399686274289
DIMT1L	6.32084805242395
SLC25A46	7.09162310665163
LARP7	6.43821696906105
TEK	3.92444891336382
CD160	3.56778111471883
TERF2IP	7.6964606428679
PHF20	6.93861135947719
COL1A1	9.28188334637905
KIAA0090	5.77755843378403
GTPBP1	4.32381110741688
GRK5	4.34406559153364
AP1S2	6.61015468102892
RAB33B	5.28601551091536
CA11	4.62061831218178
ALDOC	6.49384054940757
NUDT1	6.24882212510746
ZNF212	6.02621188118826
ACBD3	7.50096754556918
ZNF83	6.2502786089837
PRDM2	4.61789988506903
GDPD5	7.16897075549026
PDCD4	7.6059772431531
CEP350	6.64469907125143
FOXP3	3.1600275799679
SMYD3	7.23453665046784
CST7	5.14854221471987
SELL	6.33616887352465
CIAO1	5.99127054706313
LGI2	4.24472327009489
WDR45	6.71117562951268
ANKRD6	6.87180167285431
LTBP4	3.43810539227299
PSCD3	3.20236823456367
PYY	3.1020779042055
KCNC1	3.27516371660912
