Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F11_516306
Composite Element REF	Signal
AACS	7.33047954434322
FSTL1	7.80578263555956
ELMO2	5.65576915649082
CREB3L1	3.82196642551261
RPS11	9.71663203773018
PNMA1	8.17028787741372
MMP2	5.10554473594897
SAMD4A	3.65549851416673
SMARCD3	7.669256844806
A4GNT	3.37820514407759
C9orf39	3.31471198499888
PKNOX2	4.16297148455672
RALYL	3.34905818811438
ZHX3	4.1264853423058
ERCC5	5.52058271477759
RXFP3	3.06884845801061
APBB2	3.90221656975904
BBOX1	7.90747558489994
PRO0478	3.15514835518202
GCSH	8.45465674181365
XDH	3.65152003770808
EDN1	4.68437441789234
MTERF	6.75060507786442
PDCL3	8.08176443942489
CLK4	4.90785869356385
KCNG1	3.62485913966293
CXCR4	8.22257662756406
DECR1	8.4149913641951
SALL1	3.17650843498962
PTPRR	4.37379976182035
CADM4	3.61031624131427
IRAK1	8.22650994682743
CFHR5	2.96256686399950
HNRPD	8.46706045061489
TMSB10	12.4301948717248
CXCL3	3.92312642280474
LMAN1	4.68003463277227
SUHW1	3.34291155938195
CHD8	5.60977752395595
SUMO1	8.78997653899473
GP1BA	3.18205361109713
OR7A10	3.5758170034073
DDB1	7.01726073164113
CHRNA10	3.71253959468052
STYK1	3.38073689631058
MYO9B	4.10493126127237
CCNI	10.5808417644341
MMP7	5.00946097671302
EP300	6.73401245214276
CRNKL1	7.44695706723062
C9orf45	3.65022599297442
XAB2	4.41149702325629
RTN1	3.47287871097551
HIC2	3.86881756340678
TBX10	3.57965810335846
CENPQ	4.42752244740789
UTY	3.18021421427337
OR2W1	2.94716889924939
ATP5G2	10.6195390559203
ZEB1	3.38070730774686
ZG16	3.6213393804822
ERG	3.73721020155116
PARN	7.03140405184035
SOD2	4.66066861162611
JOSD3	6.97379167984236
ADAM5P	3.14016011571122
CHD9	5.94130440344497
hCG_40738	4.1171019880153
STK16	5.28904470730096
PDE1C	3.36307105429173
SEMA4D	4.92844283292303
AGPAT1	6.54472653469309
TOB2	6.69515138726888
BANK1	4.60254924850146
MAP3K3	4.74733313458422
MAX	5.35025359116553
GRM2	3.82520880703793
OSBPL8	7.38085299914229
PROSC	6.10367791988277
NR4A2	4.91942529784028
RICS	4.64979833286418
PIR	4.97477709326051
PPCS	8.64410052203406
IPO9	7.22421413937889
LONP1	6.9733882864478
EVC	4.51256193070516
CXCL13	4.58227362753009
SCYL3	5.4795163211875
KIAA1199	5.13888500849408
SORL1	6.80339201601969
NAT10	6.3813866349821
CHD1	5.925059525980
SYN3	3.77961737189233
DMC1	4.02706636097789
SLC22A2	3.40788829615122
SERPINF1	4.83321419822527
C20orf27	5.69627660555329
OR7A17	3.21145107102333
RPS6KA5	4.04783084311579
LHB	3.46091490979019
TAOK3	4.87683278630431
STK25	6.44154468992369
SLC12A4	3.47032510718131
BRCA1	3.96764166787378
GBL	5.44580750313298
C14orf108	7.89170361718362
CDC25B	6.20512653080183
BMP3	3.25374060331848
MAP1LC3C	3.31188728436598
TMEM180	3.29595582052766
CRYGC	3.79730668935497
SLK	5.34024212099361
POU3F1	3.33203996399443
C20orf32	3.72819881894403
USP52	5.90414966285088
HIGD1B	4.00563225827888
BAZ1B	6.95488762593996
USP6NL	5.5125958064883
SLCO2B1	3.67520233886088
ABCD4	4.5292518114422
DIMT1L	5.7858025507862
SLC25A46	6.52561543238658
LARP7	7.60053771661715
TEK	4.34230177534038
CD160	3.64063098087752
TERF2IP	8.39599989602858
PHF20	6.41902584838346
COL1A1	6.56137302569454
KIAA0090	6.11192540239367
GTPBP1	4.60890067816046
GRK5	3.56946347804877
AP1S2	5.077154569427
RAB33B	4.86174868249699
CA11	3.89256152997662
ALDOC	4.85519194477529
NUDT1	5.99065340280762
ZNF212	5.93163213667396
ACBD3	8.03468211063523
ZNF83	7.01098781437341
PRDM2	4.87100175553027
GDPD5	6.08341699757064
PDCD4	5.76692484954797
CEP350	5.67450996447967
FOXP3	3.17346380605721
SMYD3	7.39797538586772
CST7	3.7510050038714
SELL	3.86106711712903
CIAO1	6.61258552359622
LGI2	3.69411713709204
WDR45	6.57408785800297
ANKRD6	6.09797487813711
LTBP4	3.68978538686702
PSCD3	3.32564939869227
PYY	3.1283480718897
KCNC1	3.16597515818136
SIRT6	3.90382660342024
CCL19	3.918033570494
ARHGEF9	4.06405065490936
ABR	4.33324790760428
C10orf22	6.02296409386949
STK17A	5.79719584690527
FOXE1	3.48056255850215
GML	3.06654270159265
CNGA3	3.08831999090131
CD38	4.19852837290981
ZDHHC6	6.29685796893314
NEFH	3.37416644027397
PGBD5	3.30195356253125
CTDSP2	7.09910891001439
RMND5B	4.36627658496349
ZNF257	4.07064950599061
DUSP4	4.32155450020155
FLJ22167	6.01309141968357
EXOSC7	6.96713732130595
ROR2	3.95610447698079
FOXM1	5.32409922041173
ZBTB48	4.54234055184043
BUD31	8.64048712263799
MAOA	3.56303493551252
CCDC41	4.37038397048463
TNNT3	3.85174094108491
FBXO11	5.22724928202456
GYPC	4.83990517461156
PLIN	3.49029184179897
RFXAP	3.28775999897095
C6orf15	3.40568566578777
RNF4	8.55814893136036
F8A1	7.20862061775064
PPP1R3D	4.57283319919667
GRB2	6.60835330947758
TPM3	3.14516532628912
SYT13	3.79883999359375
EPB42	3.47309877233969
RP5-1077B9.4	4.70410870405586
EIF1	10.3966707556885
CETN3	6.61829195466736
FPGT	4.79977310474637
PRY	3.50022262622208
NTHL1	5.5723468063951
POLR2B	9.38829798300721
RPS28	11.5666694795282
GDF10	3.01209764631732
COQ9	7.38927566170788
P2RX3	2.67031976370356
GCC2	7.13842118142154
RARRES3	7.47123710467444
PLXNA1	5.82489893559303
WBP4	4.27872550799752
KIAA0100	6.45288620525204
PMF1	7.84659357197013
HS2ST1	5.85232119091277
CRELD2	5.07577649868295
C8G	2.98550018362268
CD82	5.28840819937027
PMM1	4.18112631791568
CBLL1	5.09445112637786
LIM2	3.18834752281313
VAX2	3.90553087935453
SETDB1	5.75994810414488
LRAP	5.66108022809359
GCLM	6.15773596007188
CPEB3	3.2699844263263
PPM1A	6.32324680532448
INTS1	4.47495111136328
MMP16	3.22829863130500
CAMTA1	3.0447094489609
SAMSN1	4.11730732741551
DRD3	2.90225972730438
GMPPA	4.9556812097632
C11orf73	4.93505855204811
AIPL1	3.9050353844414
PTP4A2	9.05417453504242
IL24	3.4285540342982
BDKRB1	3.28838440055125
HPCA	3.13979223485162
MLF1	6.11730146098107
SEC14L1	5.09108845103365
CHFR	5.77392856839013
EMILIN1	3.06649605943314
THADA	5.86118414207917
TAF12	5.61220360106184
NDUFS4	7.75213784923198
ID1	4.69263550682723
PIK3CB	3.58708183334925
COL18A1	7.63583024650013
PDZD3	3.05577873602128
TBC1D17	4.8006434116571
COX8A	9.18480846788442
CDCA4	6.03021416214942
C2orf44	4.18849316653757
C9orf16	7.06360244853
ERBB2IP	7.61306180074713
EMX2	8.80137139158352
FUS	6.65535525734196
NIPSNAP3B	3.41023058218112
TF	3.28199495288214
CXorf56	5.56874081705312
CLCN4	3.8910010981014
PWP2	6.07611310495368
MMP15	4.74297383447857
MTMR14	5.75319675042739
NPR1	5.52385516415695
DNAL4	6.50974118303499
ELAC2	4.68666252240558
ASS1	10.5543839216246
IPP	5.85559489274947
TMEM59	9.93033652284221
POLR2J	9.08929739691166
SEC23IP	5.4955890076113
RGS4	3.9400463150249
UQCRC1	8.77550569581986
SNX6	7.84254159642677
DDX18	7.63309921820386
POLG	4.66257417899811
ADAM23	4.01259299893329
ZNHIT2	3.88315132887082
TFR2	3.18058498241839
NCDN	4.18533067637756
RAG1	3.40032195011275
POMT1	4.55094601100542
CYP1A1	3.26220340435369
SNAPC1	5.70398434116542
GNA11	4.96967564692857
CCDC52	3.3883531699432
CAPN1	6.59001772007732
DDHD2	7.33862024033907
UPF3A	6.3519344138884
LAGE3	5.93040889789841
GNRHR	3.19513336863789
UNC13B	5.34297081513088
TTLL4	5.28495058347364
PPBP	3.06958874768432
HTR3A	3.25592527153161
SDC2	6.15532039921929
ANKRD49	6.47604492941462
BTF3	10.3318235335244
COX7A2	11.0135842164414
SARS	8.85328290063547
C13orf18	3.57927185179545
CACNB1	4.07832055432937
QKI	6.13353436897841
SETMAR	7.08916030244368
LAMB4	3.27532714418847
MAN2B1	5.74985848438491
EML3	4.52410107326676
ACADL	3.3045716341335
OFD1	7.4144776301253
CGA	3.57822536860691
EIF3EIP	10.5394824720383
PEX16	4.95904273194164
GNG12	7.8137721899992
HABP4	4.60075479372767
CNTN2	3.3255986220746
ASNSD1	8.03875709941414
FUT4	3.7004431048724
DBH	3.32699062648426
CD53	6.15209556555277
HIST1H2BJ	3.3276430947514
TFAP2B	3.15145868284777
ACF	3.75109717656298
TMEM11	6.0539275382586
CDH8	3.14388638730973
C3orf32	3.76622477804562
AGPS	4.54382433466762
C4orf18	3.86906362671823
PCCB	6.8317050318356
IPO13	3.88370286598962
PECI	8.15086117558844
UNG	8.61033708285083
C6orf105	3.81830491861654
GSTP1	8.96754563220509
SUV420H1	7.78063908261662
ARHGAP15	3.82907127044423
LTBR	6.65733731451712
TDRKH	3.25052945372030
PSG4	3.47732348282494
SLC9A3R1	6.54973779061286
NBPF3	9.08031626625968
SLC9A3	3.60985686246425
OSBP	6.26997800795691
PRR5	4.27308970532724
CHMP7	6.22521273348219
ADRA1A	3.12411310595263
ASAH1	7.17895793309183
FKBP4	7.61551065382817
ZNF350	4.86946130737754
DOM3Z	6.65792102419852
GIPR	3.44021018747835
AHI1	5.57329423050483
BST1	4.08065246563797
NCR2	3.40058254536275
NADSYN1	3.84157413693111
UBE2W	6.78423644597565
RGS14	3.86047711380812
KRT15	4.52726138615854
SCN11A	3.8057562686847
GFI1	3.49210329792412
FHL1	3.98659055859204
SMC6	5.37452082081279
GATA1	3.50467850470121
OSGEP	4.62993297688508
ARMC6	4.66562336898459
HK3	3.27692321326359
PSMD5	7.09289147516488
RSU1	6.4293842646157
RPL4	11.7981171638617
MAD2L1	9.03120799296281
RBPMS	5.84913790409413
EIF4A3	8.31541356521712
E4F1	4.99436396890307
DLEC1	3.48356192006805
PRPF3	6.30349231097097
EMR1	3.33172118230412
CHMP2B	7.69818514341462
CAMSAP1	4.54361385811052
RPS21	9.10866163757628
XCR1	3.39733699443064
ARID5A	4.38778687796151
RBM6	6.56187897637335
UBE2N	8.37360145386195
KLF4	3.50885756246500
MGC4172	4.78727079495554
LMO4	7.83388685528003
KLKB1	3.30330946486932
HDAC3	6.04241418956795
HP	4.51337653735883
SCHIP1	5.12581845140957
BTK	3.80303937489616
KRCC1	8.49998453074386
PRND	2.85006452838733
C6orf27	3.56229530291234
PIGL	3.36768602349092
CLCA1	3.7104714070767
C1orf112	5.9055078347175
OLFML2A	4.49082199388319
HUS1	4.88905029451063
SFRS6	8.78148178477262
CXCR7	7.70872060522775
UIMC1	5.52264486250516
FXYD2	3.63868746232516
GOT2	7.48167146897444
ZNF667	4.55051265718145
TFEC	3.91360008744876
ATP7B	4.70228293503914
RAB38	3.57348435722835
POLD2	7.84717971934859
PPM1H	6.20054948448442
DCX	3.21397308495552
NFYC	5.71459727593863
ZNF228	3.68036574799364
KIN	5.90423972057969
PLSCR4	4.60179458689176
HIST1H4I	4.14396794962225
PPARGC1A	3.04504471329944
HIG2	7.8650845561441
KCNK10	3.8640728589989
EXOC1	8.48875585968718
OR6A2	3.64858513579268
ETFA	8.51701861857809
PDAP1	5.68745599344975
C19orf6	3.55754807311163
POLRMT	3.94767599376885
ZNF146	7.88973297209186
MIA2	3.1785438936093
LY6G6E	3.17496833832825
EIF4E2	8.39242277059047
NENF	4.87341134963173
HOXB5	3.70868587899717
ZNF324	4.65535329182929
CUGBP1	4.32154968343212
ENTPD7	4.24348330566448
TTC13	6.51226123319592
GJB5	3.08407976261354
PRSS22	4.10659392912385
CYP3A5	3.67904512756837
