Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C10_491142
Composite Element REF	Signal
AACS	6.23095332763753
FSTL1	8.58504218381548
ELMO2	6.075239854756
CREB3L1	4.29005513756283
RPS11	10.1998744980337
PNMA1	7.19383167857542
MMP2	9.27646437158718
SAMD4A	4.09476681619311
SMARCD3	4.41146780027438
A4GNT	3.48647183286649
C9orf39	3.27527996525766
PKNOX2	3.7461670818192
RALYL	3.49001965157783
ZHX3	4.44043199324397
ERCC5	6.4285733295772
RXFP3	3.23308334774534
APBB2	4.56157265386876
BBOX1	7.8524476905934
PRO0478	2.88007588154869
GCSH	7.36749060596983
XDH	8.3471136276271
EDN1	3.54065934656825
MTERF	6.33407478955256
PDCL3	7.21719287214403
CLK4	6.62519725245301
KCNG1	3.43234921120064
CXCR4	7.73679487408635
DECR1	7.8379977172692
SALL1	2.96340968636934
PTPRR	3.09951797069477
CADM4	3.2212748384186
IRAK1	8.90160026063949
CFHR5	3.06401890331348
HNRPD	7.97860293884174
TMSB10	12.2194459560499
CXCL3	3.97573516210588
LMAN1	3.93715090363309
SUHW1	3.53877209790183
CHD8	5.8001757313958
SUMO1	7.90718215699677
GP1BA	3.44646443694251
OR7A10	3.61720770453712
DDB1	7.55238485432963
CHRNA10	3.50448309068055
STYK1	3.57590676954394
MYO9B	4.65314159527434
CCNI	10.2657230548109
MMP7	7.92783808059663
EP300	7.15369411892125
CRNKL1	7.32197280968364
C9orf45	3.21926602786727
XAB2	4.18311240738429
RTN1	6.66525154663787
HIC2	3.86035453710317
TBX10	3.51833703498382
CENPQ	5.14833413532654
UTY	3.11054209168203
OR2W1	2.83476199795968
ATP5G2	10.5337181444937
ZEB1	4.35105231377727
ZG16	3.48109518833164
ERG	3.56308208122046
PARN	7.45890506803046
SOD2	8.19782994839782
JOSD3	6.93263495792318
ADAM5P	3.24255688447008
CHD9	6.05945025512743
hCG_40738	3.67665430830613
STK16	5.62117099945167
PDE1C	3.63796042639625
SEMA4D	6.1940388612916
AGPAT1	6.55735641878003
TOB2	6.76980970202884
BANK1	4.44761726111975
MAP3K3	5.76891190874305
MAX	5.20722423664819
GRM2	3.539037730241
OSBPL8	7.79518118753779
PROSC	5.74486585718685
NR4A2	5.89973979661822
RICS	4.39464337292001
PIR	5.46048439363887
PPCS	9.04808370981954
IPO9	6.34937572718984
LONP1	5.75343926760366
EVC	4.22697187367296
CXCL13	5.72811794202807
SCYL3	6.30131504962942
KIAA1199	5.84359591017786
SORL1	7.93640628153499
NAT10	6.67663429552934
CHD1	6.34670998398765
SYN3	3.42906227015161
DMC1	3.77660953350179
SLC22A2	3.54227949650838
SERPINF1	9.89414081954295
C20orf27	5.73983004337812
OR7A17	3.08617575612988
RPS6KA5	4.69818111537095
LHB	3.14886195609723
TAOK3	5.76802062587415
STK25	5.93690315820032
SLC12A4	3.50342446135739
BRCA1	4.04719881527873
GBL	5.3841070752223
C14orf108	8.03128271725666
CDC25B	6.51162671739089
BMP3	3.135541462858
MAP1LC3C	3.55560569378402
TMEM180	3.94085455295892
CRYGC	3.47723329822421
SLK	6.69780751843043
POU3F1	3.14117352694311
C20orf32	3.86139222610809
USP52	5.94531880341016
HIGD1B	3.91542772941902
BAZ1B	6.38706939581688
USP6NL	5.06462798432666
SLCO2B1	5.1160039173533
ABCD4	4.41245265056851
DIMT1L	5.93964449198791
SLC25A46	7.9078010366671
LARP7	7.4838539011828
TEK	3.6262590268942
CD160	3.83025377419497
TERF2IP	8.04989573293049
PHF20	6.3734264848497
COL1A1	8.98225692567697
KIAA0090	6.3171994991206
GTPBP1	4.38048709164805
GRK5	4.14115200559371
AP1S2	6.55335180280347
RAB33B	4.60716198318643
CA11	4.84351348729081
ALDOC	5.75629681653421
NUDT1	5.06208929973286
ZNF212	5.53204433943977
ACBD3	7.66791464544514
ZNF83	6.24768534154673
PRDM2	5.53378906684484
GDPD5	4.61772729136967
PDCD4	6.70660024710387
CEP350	6.54223249277101
FOXP3	3.33039542649405
SMYD3	7.13467808574894
CST7	6.19994412202121
SELL	5.18401541455207
CIAO1	6.52313884660782
LGI2	3.41255175759949
WDR45	7.06803593160886
ANKRD6	6.07082226610168
LTBP4	3.80353490082235
PSCD3	3.32884390656786
PYY	3.13451186589462
KCNC1	3.18728954213947
SIRT6	4.120250535704
CCL19	4.4809948885338
ARHGEF9	4.1128656401539
ABR	4.45772529254229
C10orf22	6.55197492489127
STK17A	5.4403638074446
FOXE1	3.33661115977701
GML	3.25331992324342
CNGA3	2.96854085657793
CD38	5.74566991354689
ZDHHC6	7.85595059875593
NEFH	8.43994384875873
PGBD5	3.21620188581322
CTDSP2	8.02465171191847
RMND5B	6.22863302901109
ZNF257	3.12983985808491
DUSP4	4.25469245123463
FLJ22167	4.90486601765409
EXOSC7	5.65432157412744
ROR2	4.11942656115222
FOXM1	4.62611406261441
ZBTB48	5.10641421747033
BUD31	7.87940759606934
MAOA	3.9840541966877
CCDC41	4.34363561439661
TNNT3	3.44882637048431
FBXO11	5.34507600078039
GYPC	6.51589229564806
PLIN	4.12776751597524
RFXAP	3.29605093541927
C6orf15	3.60664625685782
RNF4	7.97060525140053
F8A1	9.01073228711379
PPP1R3D	4.6469651456421
GRB2	7.295342676282
TPM3	3.25173882398188
SYT13	3.68607632555220
EPB42	3.46246520285125
RP5-1077B9.4	5.55887411419063
EIF1	10.8002638280341
CETN3	6.99289054883872
FPGT	6.60223467475985
PRY	3.19657961545264
NTHL1	4.70074893626592
POLR2B	8.79892856723867
RPS28	11.6023831911124
GDF10	3.09305046688296
COQ9	7.94960419639295
P2RX3	2.79722029235605
GCC2	7.32994493640649
RARRES3	7.60330317594024
PLXNA1	6.30047363976214
WBP4	5.26184829865898
KIAA0100	6.60306610154775
PMF1	7.44733576333875
HS2ST1	5.73103691628557
CRELD2	8.03272780359788
C8G	2.81440986559647
CD82	5.71194870142697
PMM1	4.75363319079402
CBLL1	4.45470907142391
LIM2	3.49132246667628
VAX2	3.26232141892174
SETDB1	5.46867785682722
LRAP	3.27133321913295
GCLM	8.25334531756348
CPEB3	3.84103716836723
PPM1A	5.70930798325134
INTS1	4.35617065001806
MMP16	3.17165601893230
CAMTA1	4.8785777435869
SAMSN1	6.91799188348371
DRD3	2.87572235822047
GMPPA	5.20973237817408
C11orf73	5.84811744224856
AIPL1	3.7765952776765
PTP4A2	10.2334676932282
IL24	3.20799421510149
BDKRB1	3.48919456354940
HPCA	3.40063022919869
MLF1	6.96018687132359
SEC14L1	6.24394375178329
CHFR	6.4635551797609
EMILIN1	3.78806073117991
THADA	6.34146086518695
TAF12	5.97990651789619
NDUFS4	8.04985153999861
ID1	5.57099246164565
PIK3CB	4.20190718300708
COL18A1	6.79129923834279
PDZD3	3.07825506904585
TBC1D17	4.61344214722259
COX8A	9.54540487689312
CDCA4	5.82355587559707
C2orf44	4.95185713754221
C9orf16	8.07485209997523
ERBB2IP	8.42200520579702
EMX2	8.12102074625133
FUS	5.20760778792207
NIPSNAP3B	3.57494224119574
TF	3.21351513445280
CXorf56	5.28260432204211
CLCN4	3.58906464080266
PWP2	5.71510338064507
MMP15	4.06285315251537
MTMR14	6.40109656177765
NPR1	7.94555466011361
DNAL4	6.26003024024329
ELAC2	4.66982796916659
ASS1	10.1416790303593
IPP	5.97867197265971
TMEM59	10.4263864652896
POLR2J	8.32594318181946
SEC23IP	6.14768177252178
RGS4	4.5840937268041
UQCRC1	8.831666958719
SNX6	7.8605269372197
DDX18	7.10579200263205
POLG	4.3418475249013
ADAM23	3.65456195544839
ZNHIT2	4.08480644183361
TFR2	3.5662856579727
NCDN	4.56085523885753
RAG1	3.37967925678353
POMT1	4.80637458277073
CYP1A1	4.02579517884357
SNAPC1	5.20432665864974
GNA11	5.17933555503105
CCDC52	3.07330657633826
CAPN1	7.79355241004335
DDHD2	6.42261994568829
UPF3A	6.90169296313675
LAGE3	6.47063591376976
GNRHR	3.18269758881412
UNC13B	5.38622378938343
TTLL4	5.11905747182482
PPBP	3.06831021453325
HTR3A	4.78436396578309
SDC2	5.2856773648645
ANKRD49	7.38996986703486
BTF3	10.4808420842837
COX7A2	10.4893986746743
SARS	8.47847191680308
C13orf18	4.03761565374998
CACNB1	3.90848048995778
QKI	6.3183766193694
SETMAR	4.86195876688976
LAMB4	3.12378136009066
MAN2B1	7.45319702257677
EML3	5.03201965497952
ACADL	3.29270301412381
OFD1	7.23706711033621
CGA	3.47751482846447
EIF3EIP	10.6999827540224
PEX16	5.26453437508009
GNG12	8.61979649465156
HABP4	4.59379856951491
CNTN2	3.59321614181824
ASNSD1	7.19954624679392
FUT4	4.1056246587106
DBH	3.27706202954477
CD53	9.23315826437728
HIST1H2BJ	3.48959883725060
TFAP2B	3.09647806972530
ACF	3.69288980322020
TMEM11	6.24642458008898
CDH8	3.32542322314422
C3orf32	3.33502050305932
AGPS	5.22078363429762
C4orf18	3.39588670507451
PCCB	7.96253129812112
IPO13	4.93383911652417
PECI	6.25007457571201
UNG	6.60747932240643
C6orf105	3.72703973846049
