Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A12_543708
Composite Element REF	Signal
AACS	6.66646988592377
FSTL1	8.8246557097852
ELMO2	5.689764489202
CREB3L1	4.97243277686372
RPS11	9.81950524192693
PNMA1	7.7210731057945
MMP2	8.9148803457816
SAMD4A	3.75121938315821
SMARCD3	6.65837200004411
A4GNT	3.60382847277899
C9orf39	3.21070805152784
PKNOX2	4.06183541607402
RALYL	3.41669780995257
ZHX3	4.68300690277566
ERCC5	5.27190337876406
RXFP3	3.05726595285233
APBB2	4.15210949518737
BBOX1	3.71206776032498
PRO0478	3.04896556828267
GCSH	8.46900989271148
XDH	3.58150379992686
EDN1	4.31214177280757
MTERF	6.54613708128838
PDCL3	6.96156335786027
CLK4	6.05435441353076
KCNG1	3.78678978703345
CXCR4	8.32838252184172
DECR1	7.30081001129186
SALL1	3.53954897033770
PTPRR	3.19706862690788
CADM4	3.306800439878
IRAK1	8.84589954483086
CFHR5	3.14123107158308
HNRPD	6.68982707467209
TMSB10	12.0065840993235
CXCL3	3.84256212056967
LMAN1	3.93579955449445
SUHW1	3.50431299105037
CHD8	7.08621755423231
SUMO1	7.96655711350331
GP1BA	3.22642748107538
OR7A10	3.64469093088743
DDB1	6.95552504653112
CHRNA10	3.57679985754710
STYK1	3.46232215712446
MYO9B	3.77765123293263
CCNI	9.71031942142048
MMP7	8.05054185841752
EP300	5.75550844245737
CRNKL1	7.98097498749637
C9orf45	3.15013819864322
XAB2	4.14719747052151
RTN1	3.95877491580558
HIC2	3.59111220138517
TBX10	3.42415795752385
CENPQ	5.42619627998449
UTY	3.20577699527040
OR2W1	2.86285043331524
ATP5G2	10.7715878984650
ZEB1	3.87596734048805
ZG16	3.41648765884157
ERG	3.74749018296568
PARN	6.67451739954654
SOD2	5.66539458325643
JOSD3	8.54118844977708
ADAM5P	3.11494582547058
CHD9	5.73793346296514
hCG_40738	3.57046572443851
STK16	4.92679690794351
PDE1C	3.69190588494823
SEMA4D	4.80170056466094
AGPAT1	6.95155463646318
TOB2	5.09001111233034
BANK1	3.50626302313048
MAP3K3	4.80327119341354
MAX	5.01049908112543
GRM2	3.84892680363636
OSBPL8	7.1131202420921
PROSC	6.41588718727465
NR4A2	3.44535603489175
RICS	4.21363067388949
PIR	3.86625216475974
PPCS	8.79978002028391
IPO9	5.78540207879788
LONP1	7.01638715957673
EVC	4.28510429651274
CXCL13	6.24798558810037
SCYL3	5.78455577348945
KIAA1199	5.52459180933806
SORL1	7.26256157671626
NAT10	6.35710320271839
CHD1	5.99573920755333
SYN3	3.52531851904717
DMC1	3.90780635329775
SLC22A2	3.52439130212056
SERPINF1	9.4914287794902
C20orf27	5.88172629466762
OR7A17	3.13001871852185
RPS6KA5	3.83368229263405
LHB	3.47242348880343
TAOK3	4.91783185971197
STK25	5.2669537785455
SLC12A4	3.66276386951688
BRCA1	3.52875252534122
GBL	5.66408720649367
C14orf108	7.92200977515135
CDC25B	7.60230344052472
BMP3	3.34948830717072
MAP1LC3C	3.23324780805997
TMEM180	3.74801119887733
CRYGC	3.86473940638947
SLK	5.12754319421117
