Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A02
Composite Element REF	Signal
AACS	7.37156596124073
FSTL1	8.2540845868997
ELMO2	5.72030115110636
CREB3L1	4.03702087325463
RPS11	9.95699661961253
PNMA1	8.07875672124878
MMP2	8.09136226078916
SAMD4A	3.8178241973165
SMARCD3	4.04816854332381
A4GNT	3.49601320033103
C9orf39	3.24271023917972
PKNOX2	4.36522177278049
RALYL	3.41213163660258
ZHX3	4.52284872475897
ERCC5	6.43765379260883
RXFP3	2.87734152503116
APBB2	5.38371141068453
BBOX1	5.51906990170204
PRO0478	2.78740352729869
GCSH	8.2667386527828
XDH	3.65909024053298
EDN1	3.50170710037491
MTERF	7.52060633240667
PDCL3	7.83390422247074
CLK4	5.40438175528951
KCNG1	3.72434980731047
CXCR4	7.66744206290455
DECR1	7.84392018894269
SALL1	3.21438419710486
PTPRR	3.44248315730363
CADM4	3.35655795486797
IRAK1	8.42099782659997
CFHR5	3.27047955310817
HNRPD	8.2248893147152
TMSB10	12.2737031312652
CXCL3	4.01617204268426
LMAN1	4.52096594396611
SUHW1	3.25946183334782
CHD8	5.96043100433994
SUMO1	7.9943202863162
GP1BA	3.20459621735285
OR7A10	3.78325255684262
DDB1	7.39799613863953
CHRNA10	3.63155287884429
STYK1	4.11510748672435
MYO9B	4.52518061577465
CCNI	10.0997890620009
MMP7	5.37401476374673
EP300	6.43638012204421
CRNKL1	6.88169017240232
C9orf45	3.27902801036879
XAB2	4.89443626402326
RTN1	4.33343013801731
HIC2	3.87002920562824
TBX10	3.39419837420691
CENPQ	4.78409573171365
UTY	3.05463793334488
OR2W1	2.91225646113275
ATP5G2	10.7076462306053
ZEB1	3.34548795253562
ZG16	3.30269804430177
ERG	3.52240541027056
PARN	7.52885218182182
SOD2	6.09427601760005
JOSD3	8.10415913079992
ADAM5P	3.21610816863543
CHD9	5.84629763485836
hCG_40738	3.90840379942379
STK16	4.74307474199751
PDE1C	3.67502289422215
SEMA4D	5.70418122653133
AGPAT1	7.48195816845174
TOB2	6.76150730566312
BANK1	3.21542650022311
MAP3K3	5.81331892563932
MAX	5.24765434292671
GRM2	3.71175917382971
OSBPL8	7.73891720533969
PROSC	6.07067292397601
NR4A2	5.18585662698107
RICS	5.38763281439164
PIR	6.87585544479703
PPCS	10.4141324147065
IPO9	6.1553849490497
LONP1	7.96823040618752
EVC	4.10723990747194
CXCL13	7.32785987918233
SCYL3	5.94295355078303
KIAA1199	7.96060086543284
SORL1	7.18169277306275
NAT10	7.04056314262954
CHD1	6.11286055083764
SYN3	3.49640532738348
DMC1	3.83192272505486
SLC22A2	3.81049799211213
SERPINF1	7.89639467869285
C20orf27	6.34185241007539
OR7A17	3.01839665486620
RPS6KA5	5.88127334750677
LHB	3.50298787953967
TAOK3	5.07759353360426
STK25	6.49193552334857
SLC12A4	3.65150350526637
BRCA1	4.41225984398364
GBL	6.39248670929194
C14orf108	7.20358817404526
CDC25B	7.45701358110658
BMP3	3.30127834329272
MAP1LC3C	3.42425613556502
TMEM180	4.18658807209484
CRYGC	3.64216773586848
SLK	5.77965083281059
POU3F1	3.15233064881085
C20orf32	3.78239978978590
USP52	6.85496347204576
HIGD1B	3.87913645495168
BAZ1B	6.84885566604004
USP6NL	6.37831655528173
SLCO2B1	4.70349174613691
ABCD4	4.66423350582514
DIMT1L	6.4019990992533
SLC25A46	7.48327972209898
LARP7	7.7526955687429
TEK	3.66821565340326
CD160	3.87069310145396
TERF2IP	7.69915493855277
PHF20	5.96421666859247
COL1A1	8.08527680389627
KIAA0090	6.63535212769174
GTPBP1	4.50645153752653
GRK5	3.69644419296766
AP1S2	6.25156894619588
RAB33B	4.93996518842204
CA11	4.76599855959165
ALDOC	6.91582896959089
NUDT1	6.2726640954548
ZNF212	5.8209632579471
ACBD3	7.56981841615072
ZNF83	5.92544768324178
PRDM2	4.83486015675994
GDPD5	4.14668410994410
PDCD4	6.41557016019094
CEP350	6.08825204595038
FOXP3	3.40501833656801
SMYD3	6.13144189604102
CST7	5.09267311518345
SELL	5.00111900099554
CIAO1	7.51641144162186
LGI2	3.78228629607998
WDR45	8.91378568534595
ANKRD6	7.26847503830839
LTBP4	5.08622225239292
PSCD3	3.68167315192726
PYY	3.1046353827485
KCNC1	3.26352539007314
SIRT6	4.52621277784942
CCL19	4.34498528248759
ARHGEF9	4.62435438789518
ABR	4.5390320487777
C10orf22	6.82238595684373
STK17A	4.68065526395282
FOXE1	3.40130193476656
GML	3.23371372592066
CNGA3	2.95753047150512
