Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_F04_586116
Composite Element REF	Signal
AACS	6.83102188220538
FSTL1	8.04978491576438
ELMO2	5.26691647332028
CREB3L1	3.76351753823337
RPS11	10.1201465756162
PNMA1	8.20715079170463
MMP2	6.5071144718269
SAMD4A	3.94358911124734
SMARCD3	6.63275918125239
A4GNT	3.56809946239370
C9orf39	3.93513779633247
PKNOX2	3.93652786590701
RALYL	3.41516910299974
ZHX3	4.05997317104115
ERCC5	5.73918438949296
RXFP3	2.86965634172439
APBB2	5.63798440895618
BBOX1	5.39238398671869
PRO0478	2.88507613094996
GCSH	10.2750365145073
XDH	3.64564557036796
EDN1	4.53073363400302
MTERF	7.32490596035796
PDCL3	8.17491471365545
CLK4	6.1518664811576
KCNG1	3.44264450762497
CXCR4	9.20788045692501
DECR1	9.02068853941665
SALL1	3.13745821342731
PTPRR	3.22703652869163
CADM4	3.54450958647426
IRAK1	8.56091527994927
CFHR5	3.21222592339440
HNRPD	8.9505379210551
TMSB10	12.4465011628818
CXCL3	4.86381422446395
LMAN1	4.19925432198117
SUHW1	4.00353386745321
CHD8	6.49941393883321
SUMO1	8.80051584162327
GP1BA	3.32710112821019
OR7A10	3.87093009950068
DDB1	7.65026862051692
CHRNA10	3.62752108247101
STYK1	5.44660376338678
MYO9B	4.27144222508915
CCNI	10.6278576816812
MMP7	8.31051030127708
EP300	6.39831509337615
CRNKL1	7.19913358054812
C9orf45	3.06005994783460
XAB2	4.05136263496822
RTN1	3.38770537880522
HIC2	3.884223444388
TBX10	3.55457175576901
CENPQ	5.07100744851694
UTY	3.10773956373945
OR2W1	2.79922726548731
ATP5G2	11.0826678558871
ZEB1	3.50983443124795
ZG16	6.02869524031967
ERG	3.73137331339377
PARN	6.97970935117134
SOD2	6.14069701904147
JOSD3	7.9713863792837
ADAM5P	3.33010090698792
CHD9	6.01575447131425
hCG_40738	3.81516592696318
STK16	5.08306877787786
PDE1C	3.52365108518196
SEMA4D	5.80226322142865
AGPAT1	7.0894139492968
TOB2	6.37353680541647
BANK1	6.37880166268184
MAP3K3	5.63809746422629
MAX	5.17234540292427
GRM2	3.69546142221499
OSBPL8	8.00089420458899
PROSC	5.98393437868939
NR4A2	6.62071584745731
RICS	5.5579980101437
PIR	6.51738260988546
PPCS	9.0854841295776
IPO9	6.38591070510637
LONP1	6.92990680013921
EVC	4.40365857002635
CXCL13	5.67730672339757
SCYL3	5.99610010051371
KIAA1199	4.89732330728926
SORL1	7.59729298110966
NAT10	7.84309526234087
CHD1	7.27859379900181
SYN3	3.55716205061145
DMC1	4.1883754452881
SLC22A2	3.63982048785002
SERPINF1	9.09336243317422
C20orf27	6.28010708962912
OR7A17	3.20616108052766
RPS6KA5	4.35184223917436
LHB	3.37085073847359
TAOK3	5.24911591275599
STK25	7.08707366284056
SLC12A4	3.51995604701912
BRCA1	3.38362493523077
GBL	5.90205451039261
C14orf108	9.21475458694933
CDC25B	7.33151809817315
BMP3	3.11930591685679
MAP1LC3C	3.45263539193383
TMEM180	3.66390127206297
CRYGC	4.55020590817976
SLK	7.13132476469267
POU3F1	3.05139217687346
C20orf32	3.51083103756068
USP52	6.2404619247562
HIGD1B	3.77507572284004
BAZ1B	6.20097386513821
USP6NL	6.14264526198849
SLCO2B1	4.2274686143195
ABCD4	4.6076937775479
DIMT1L	6.3333415509762
SLC25A46	8.73523423824465
LARP7	7.02339650570849
TEK	3.81908379965317
CD160	3.57420222084894
TERF2IP	9.30557097344103
PHF20	5.66174233173165
COL1A1	7.13829336452956
KIAA0090	6.00467601745743
GTPBP1	4.62179936525035
GRK5	4.03538005967169
AP1S2	5.63700710073731
RAB33B	4.8322387227575
CA11	4.31576885628835
ALDOC	5.60171922367882
NUDT1	5.42285717293188
ZNF212	6.29329861541882
ACBD3	8.48403024194355
ZNF83	7.2262581248582
PRDM2	4.87672704576376
GDPD5	4.91547213481128
PDCD4	5.6033572877474
CEP350	6.9012659482412
FOXP3	3.25893675221041
SMYD3	7.89947309567776
CST7	4.34411680623756
SELL	5.1633740456153
CIAO1	6.88037412669967
LGI2	3.52979321461810
WDR45	6.9962052038533
ANKRD6	7.68078004479738
LTBP4	4.78632636873163
PSCD3	3.13372452888999
PYY	3.02478577732895
KCNC1	3.22059885458689
SIRT6	4.19294081479272
CCL19	4.05502188800076
ARHGEF9	5.50990255178023
ABR	4.18880779734396
C10orf22	6.51850656976975
STK17A	4.67819435156368
FOXE1	3.72139149373595
GML	3.13676133718079
CNGA3	2.93555013815562
CD38	6.18031135472255
ZDHHC6	7.57250525477396
NEFH	8.15664988245149
PGBD5	3.45247188743197
CTDSP2	7.30168694520096
RMND5B	5.41630544297283
ZNF257	5.6084933013283
DUSP4	3.70325230427518
FLJ22167	7.05785938620407
EXOSC7	7.04078267855435
ROR2	3.47240985347085
FOXM1	5.90218887095274
ZBTB48	4.43353807015787
BUD31	8.96064195785415
MAOA	7.16529131122014
CCDC41	4.75267107158938
TNNT3	3.29080437726293
FBXO11	6.39995430047233
GYPC	5.76379945034272
PLIN	3.41992315565934
RFXAP	3.36619159324223
C6orf15	4.04287653871289
RNF4	8.7453474009314
F8A1	8.4665280894835
PPP1R3D	5.30754659426798
GRB2	7.80347124492714
TPM3	3.1785533152783
SYT13	3.32084612477442
EPB42	3.53599850525361
RP5-1077B9.4	5.22803522753472
EIF1	10.0586774975431
CETN3	7.76216880486247
FPGT	6.66296211616961
PRY	3.48625060995255
NTHL1	6.33637144029455
POLR2B	9.15334235406801
RPS28	12.4338595765895
GDF10	4.00227611377438
COQ9	7.75357208892968
P2RX3	2.95194897790419
GCC2	7.3338012162839
RARRES3	8.56553502370399
PLXNA1	5.29247273701965
WBP4	4.34029102637996
KIAA0100	5.90696920100402
PMF1	7.6865220064876
HS2ST1	6.16531385573725
CRELD2	6.48773529594027
C8G	3.09467807567909
CD82	5.29315054520484
PMM1	6.1003556372188
CBLL1	6.38750844732541
LIM2	3.22647202198679
VAX2	4.31454618251599
SETDB1	5.90118979409981
LRAP	6.9985219121131
GCLM	8.034272886344
CPEB3	5.29730421318005
PPM1A	7.07381403700082
INTS1	3.90216844159205
MMP16	3.16309651936097
CAMTA1	3.85324091837689
SAMSN1	6.34015979318223
DRD3	2.82877307231348
GMPPA	4.80959024150153
C11orf73	6.99152971738592
AIPL1	3.70602779028531
PTP4A2	9.76686258980295
IL24	3.37310065140045
BDKRB1	3.20487124666255
HPCA	3.89675496962274
MLF1	6.48982322151553
SEC14L1	6.3894162888957
CHFR	5.54529563289455
EMILIN1	3.44580068480334
THADA	7.38706282020556
TAF12	6.82356792566481
NDUFS4	8.76189377487608
ID1	4.72562119472259
PIK3CB	4.44559233141641
COL18A1	6.89836464778112
PDZD3	3.30491902444529
TBC1D17	5.05682852992159
COX8A	10.8235337187582
CDCA4	6.13619745934326
C2orf44	4.55153847714061
C9orf16	8.23550621575151
ERBB2IP	8.03407839274843
EMX2	8.91971460999114
FUS	6.52174419601796
NIPSNAP3B	4.16009884587238
TF	3.16322231125672
CXorf56	5.7070870413912
CLCN4	4.21531243777372
PWP2	6.48188649892359
MMP15	4.57230782774006
MTMR14	5.9839135095154
NPR1	6.92897660474099
DNAL4	6.13013297012918
ELAC2	4.72627284187517
ASS1	11.332114012925
IPP	6.32875175097575
TMEM59	10.3864249749853
POLR2J	9.31312619396211
SEC23IP	6.87712430533468
RGS4	3.9311785381034
UQCRC1	9.78489209930618
SNX6	8.04322758464785
DDX18	7.41143922324617
POLG	4.76769943525239
ADAM23	3.78168367995396
ZNHIT2	5.31955126402607
TFR2	3.32046136944596
NCDN	4.11854271085980
RAG1	3.48270236056235
POMT1	6.00660772466842
CYP1A1	3.55464856867281
SNAPC1	6.67826163249623
GNA11	5.83580852040915
CCDC52	2.81093371351942
CAPN1	7.0368497174042
DDHD2	6.2588950709176
UPF3A	5.3706465710012
LAGE3	6.73979873562505
GNRHR	3.16270939856584
UNC13B	6.25573903279725
TTLL4	4.59843182582039
PPBP	3.05003395170833
HTR3A	7.05274879292409
SDC2	6.29436833953383
ANKRD49	7.98844979622658
BTF3	9.99771779187284
COX7A2	11.2942767601106
SARS	8.83311119707025
C13orf18	3.62147577036288
CACNB1	3.79497492784134
QKI	6.42686117922308
SETMAR	6.00246481240577
LAMB4	3.10660015872638
MAN2B1	7.36839628849325
EML3	5.08974480330559
ACADL	3.23251988514414
OFD1	7.24874584631457
CGA	3.32283794011543
EIF3EIP	11.0835668116990
PEX16	5.7814758815647
GNG12	8.3679308578817
HABP4	5.18678224558347
CNTN2	3.41058540126650
ASNSD1	8.57403737374132
FUT4	4.9733099768718
DBH	3.41914585601650
CD53	7.54102475112843
HIST1H2BJ	5.86507001524877
TFAP2B	3.10759958165350
ACF	3.74074178960157
TMEM11	6.67003594845663
CDH8	3.36150610821652
C3orf32	3.6294144328871
AGPS	6.19655530310193
C4orf18	3.23801514488238
PCCB	8.72206986798191
IPO13	5.55289924186645
PECI	9.0633970563552
UNG	7.88821305596558
C6orf105	3.72701947742999
GSTP1	8.70281820798114
SUV420H1	7.59113526301696
ARHGAP15	4.63798385636712
LTBR	6.91061061858378
TDRKH	3.38488240533316
PSG4	3.22382231332878
SLC9A3R1	6.45143047818877
NBPF3	9.47225936042205
SLC9A3	3.25411472662614
OSBP	7.31594405125513
PRR5	4.27613605122661
CHMP7	6.18740538860708
ADRA1A	2.97092475513007
ASAH1	6.99403666264773
FKBP4	7.64667483057035
ZNF350	4.89549401977917
DOM3Z	6.84024123491072
GIPR	3.5172202731767
AHI1	4.29048492923889
BST1	4.82455695131558
NCR2	3.47108698552316
NADSYN1	5.06469244666292
UBE2W	7.36081721878895
RGS14	3.77877498306865
KRT15	3.79832465601858
SCN11A	3.63539276122042
GFI1	3.79115692544220
FHL1	6.03126656098053
SMC6	7.26415750256534
GATA1	3.33402076123745
OSGEP	5.50420459208537
ARMC6	5.5764098411327
HK3	3.27730301013921
PSMD5	7.58754691822324
RSU1	7.70923087919266
RPL4	11.0067304675165
