Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H06_516322
Composite Element REF	Signal
AACS	6.03560172799294
FSTL1	8.49857533946974
ELMO2	5.5799548575335
CREB3L1	4.21928567628899
RPS11	9.72935489424804
PNMA1	7.93651798138137
MMP2	7.83024835740258
SAMD4A	3.70821657198879
SMARCD3	6.38477492479657
A4GNT	3.76493241833359
C9orf39	3.35609177916069
PKNOX2	3.6771060282624
RALYL	3.27818881421759
ZHX3	4.36706982191873
ERCC5	6.43271608863531
RXFP3	3.00314917439669
APBB2	4.00454521339178
BBOX1	7.15995061499414
PRO0478	2.98271171858154
GCSH	7.11409529696193
XDH	3.42724326804366
EDN1	3.4518414487495
MTERF	6.51701897912994
PDCL3	6.696668107767
CLK4	6.08583857288828
KCNG1	3.46123711923699
CXCR4	7.21666283241007
DECR1	8.06678344312698
SALL1	3.31030365428147
PTPRR	3.30318918075023
CADM4	3.71888338169337
IRAK1	9.59679532082348
CFHR5	3.40703483382098
HNRPD	7.51462292655272
TMSB10	11.5471407106689
CXCL3	3.82992408663774
LMAN1	4.15381501345237
SUHW1	3.40252184920243
CHD8	6.16558543580548
SUMO1	7.1174714193616
GP1BA	3.5105313070136
OR7A10	3.85318503533460
DDB1	7.14580203910114
CHRNA10	3.85215971624452
STYK1	3.66006108875068
MYO9B	4.32477057381734
CCNI	9.7766846252421
MMP7	5.22638676095314
EP300	5.79151546347827
CRNKL1	6.98056889143139
C9orf45	3.37210902242187
XAB2	4.06542911894712
RTN1	4.91310068956646
HIC2	3.58599551721768
TBX10	3.64396130174171
CENPQ	3.87494280544226
UTY	3.20217988499752
OR2W1	2.94519143726074
ATP5G2	10.6353800287664
ZEB1	3.72383069177535
ZG16	3.47157053662422
ERG	3.82002651380948
PARN	7.15750005986586
SOD2	6.05241995804404
JOSD3	7.1136644402148
ADAM5P	3.13624205815268
CHD9	5.33427246682407
hCG_40738	3.71213694435959
STK16	4.78387559472178
PDE1C	3.66033033249491
SEMA4D	5.32332529308704
AGPAT1	6.4259619054648
TOB2	5.59429407479016
BANK1	3.81888833886646
MAP3K3	5.49861234499049
MAX	5.12808890433783
GRM2	4.1063065394975
OSBPL8	7.01599805512734
PROSC	5.67619265263854
NR4A2	4.26816060377302
RICS	5.06771318869242
PIR	4.38600651953156
PPCS	8.66957714344784
IPO9	5.68309891772425
LONP1	6.5921828084843
EVC	4.26243411884127
CXCL13	6.35179709297728
SCYL3	5.17061521289008
KIAA1199	7.50341827393331
SORL1	7.60876692868411
NAT10	5.99730768073505
CHD1	5.63081757281918
SYN3	3.30577440361142
DMC1	4.08796939296719
SLC22A2	3.69434407041993
SERPINF1	8.54550091521534
C20orf27	5.27271463429991
OR7A17	2.90462883399625
RPS6KA5	4.29851459243194
LHB	3.52610899772065
TAOK3	5.39718616747306
STK25	5.38393245318582
SLC12A4	3.4745617727964
BRCA1	3.76039215233462
GBL	4.74255841575885
C14orf108	8.9359393490491
CDC25B	6.17356185954454
BMP3	3.02865764298722
MAP1LC3C	3.33585509090081
TMEM180	3.73756940207017
