Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_C08_543648
Composite Element REF	Signal
AACS	6.10974044476828
FSTL1	10.3811196436523
ELMO2	5.99086872372215
CREB3L1	4.50528664024978
RPS11	9.93512637319108
PNMA1	8.43622798387642
MMP2	9.24332843492391
SAMD4A	3.83701738475317
SMARCD3	6.83174696908032
A4GNT	3.50997598307779
C9orf39	3.28740492876625
PKNOX2	4.11704838882914
RALYL	5.74592856908284
ZHX3	4.27920148826408
ERCC5	5.65544719666499
RXFP3	3.0256988827065
APBB2	4.6534670221161
BBOX1	7.71946339950518
PRO0478	2.99660847440397
GCSH	7.16045589199962
XDH	3.54566351767568
EDN1	3.65418585025503
MTERF	6.02771907819747
PDCL3	7.48283367769865
CLK4	5.97661953371037
KCNG1	3.46701640574568
CXCR4	8.3394358941642
DECR1	9.04791003508698
SALL1	2.97277614971278
PTPRR	3.32328598101117
CADM4	3.36961318679482
IRAK1	8.69427041400662
CFHR5	3.08937095048384
HNRPD	7.70513687360398
TMSB10	12.3644451528409
CXCL3	4.45072496568582
LMAN1	3.58269892471490
SUHW1	3.42810326915615
CHD8	6.2182281222398
SUMO1	7.84598977288975
GP1BA	3.31775402847348
OR7A10	3.72318773328302
DDB1	7.7826006567595
CHRNA10	3.51609867764138
STYK1	3.74409143834831
MYO9B	4.14214695429073
CCNI	10.7015638878258
MMP7	4.34647180154806
EP300	6.58759155299119
CRNKL1	6.21282066468612
C9orf45	3.2873781540569
XAB2	3.68076373699397
RTN1	4.60026002806152
HIC2	4.1998488935287
TBX10	3.33348200463831
CENPQ	3.87128458342798
UTY	3.06661446844925
OR2W1	2.79916470409797
ATP5G2	10.2491633762796
ZEB1	4.41095255102385
ZG16	3.52830744414371
ERG	4.32616131928103
PARN	7.17327484749442
SOD2	5.97544873540404
JOSD3	8.8032619292724
ADAM5P	3.12262675706139
CHD9	6.82099236624962
hCG_40738	3.53105204917599
STK16	5.08576111169034
PDE1C	3.83728943461412
SEMA4D	5.45140129834914
AGPAT1	5.74749059272383
TOB2	6.84818211998056
BANK1	3.74426465107863
MAP3K3	5.70008470227245
MAX	5.31027189181687
GRM2	3.82312900504349
OSBPL8	7.57595407335846
PROSC	5.72036931514404
NR4A2	6.706349199366
RICS	4.79723543447206
PIR	6.8882963092441
PPCS	8.95542208128652
IPO9	6.16116079861076
LONP1	6.57482204835534
EVC	4.34928932892048
CXCL13	6.30390195819907
SCYL3	4.6388553577538
KIAA1199	4.62314047608126
SORL1	8.43073800066688
NAT10	6.9936527969299
CHD1	6.98534617272968
SYN3	3.32224794715897
DMC1	3.79597978161538
SLC22A2	3.69206748729412
SERPINF1	10.3812177574847
C20orf27	5.64050653992491
OR7A17	3.01582795903131
RPS6KA5	5.07818371602479
LHB	3.19491372224584
TAOK3	4.68827379030669
STK25	5.83214676113829
SLC12A4	3.44558765890459
BRCA1	3.44137536404589
GBL	5.8059456469185
C14orf108	8.1326804568294
CDC25B	6.59650098717171
BMP3	3.30272997394928
MAP1LC3C	3.41203327624129
TMEM180	3.62441563680535
CRYGC	3.50475632351129
SLK	6.47626487926837
POU3F1	3.27496900045605
C20orf32	3.81239032636087
USP52	5.67459681229073
HIGD1B	3.97952070514999
BAZ1B	6.74263149783605
USP6NL	5.29501862463166
SLCO2B1	4.88310106847227
ABCD4	4.51570669501868
DIMT1L	5.61273241591566
SLC25A46	6.94327431752979
LARP7	7.17858203579284
TEK	3.79718763234907
CD160	3.86113112224227
TERF2IP	7.71953379646035
PHF20	6.07122109100232
COL1A1	9.4444203197599
KIAA0090	5.59717554557419
GTPBP1	4.38615128200463
GRK5	4.40718943326583
AP1S2	6.86775608162495
RAB33B	4.30643876087841
CA11	5.28942498566555
ALDOC	4.87531543078252
NUDT1	5.3813258994564
ZNF212	5.70519594761016
ACBD3	7.11173728128629
ZNF83	6.27658988609955
PRDM2	4.95049111123175
GDPD5	4.58151230474423
PDCD4	6.23918084427347
CEP350	5.25036232513096
FOXP3	3.17517459192954
SMYD3	5.92527136809788
CST7	5.42875719680577
SELL	6.42154905096757
CIAO1	6.30472368860381
LGI2	3.88048072130339
WDR45	6.63535035617672
ANKRD6	7.32289101389926
LTBP4	4.89348642549908
PSCD3	3.44408055276022
PYY	3.15209432735652
KCNC1	3.22730540370984
SIRT6	3.762231875883
CCL19	7.31075823860687
ARHGEF9	4.09266827670028
ABR	4.51671295837877
C10orf22	6.36510333687736
STK17A	4.86540876116073
FOXE1	3.35460895719016
GML	3.09486521353902
CNGA3	3.07210904626587
CD38	4.28211447118532
ZDHHC6	6.84304924348262
NEFH	3.33630837110805
PGBD5	3.26450545446140
CTDSP2	7.16112680730923
RMND5B	5.94246340741001
ZNF257	3.05752923536641
DUSP4	3.97961943559429
FLJ22167	4.63738063445948
EXOSC7	6.41528543396007
ROR2	3.7280936469213
FOXM1	4.43363917732901
ZBTB48	4.56779654645574
BUD31	7.63259135135317
MAOA	4.41240225455178
CCDC41	3.47137716044149
TNNT3	3.81759519357301
FBXO11	5.65478274317988
GYPC	6.78228909603212
PLIN	5.39341389497254
RFXAP	3.25465713405849
C6orf15	3.56949245113094
RNF4	8.36107888822987
F8A1	7.68383214959744
PPP1R3D	4.71985889391618
GRB2	7.64520687315034
TPM3	2.92202466100166
SYT13	3.77501753249673
EPB42	3.42873815952148
RP5-1077B9.4	5.12282989016321
EIF1	10.4598233106693
CETN3	6.94266510394447
FPGT	4.36255481106635
PRY	3.53305211213607
NTHL1	5.35970117610563
POLR2B	8.49281355571886
RPS28	11.935341418889
GDF10	3.18577301395617
COQ9	7.58199389441604
P2RX3	2.93802638507026
GCC2	6.73111286372607
RARRES3	8.20552853784318
PLXNA1	5.90608659350117
WBP4	5.02755845750694
KIAA0100	6.53588486933584
PMF1	6.90849194279399
HS2ST1	5.39894013931324
CRELD2	6.974044553308
C8G	3.05708594110684
CD82	5.37554764794303
PMM1	5.26461855655146
CBLL1	4.69319894172593
LIM2	3.15029921865305
VAX2	3.58344860332971
SETDB1	4.85461132690294
LRAP	5.96819937505545
GCLM	4.83561001227747
CPEB3	3.35243157065873
PPM1A	6.54306156510885
INTS1	4.18834012704004
MMP16	3.21460297427103
CAMTA1	4.19135009099151
SAMSN1	6.50071316385083
DRD3	2.94381827721623
GMPPA	5.04000604360531
C11orf73	6.77350647559957
AIPL1	3.66492855053916
PTP4A2	9.57191844604273
IL24	3.08990963629028
BDKRB1	3.64083924101014
HPCA	3.45810818379494
MLF1	5.5805462277133
SEC14L1	7.43129686798425
CHFR	4.44967687936226
EMILIN1	4.5903646679085
THADA	6.34307874383397
TAF12	6.00544345950424
NDUFS4	7.33790332428366
ID1	6.57294881767807
PIK3CB	3.66721107449978
COL18A1	7.16241484066468
PDZD3	3.16479355509296
TBC1D17	4.59909867002588
COX8A	10.2772371631372
CDCA4	6.59951268058305
C2orf44	3.73769368814276
C9orf16	8.26397318293264
ERBB2IP	7.71142993513043
EMX2	8.70736281859424
FUS	5.90376878515353
NIPSNAP3B	3.62373215687705
TF	3.49219304686585
CXorf56	5.01106905470769
CLCN4	3.33775758487298
PWP2	4.86387536732041
MMP15	4.78591506999351
MTMR14	5.65469906412683
NPR1	6.84342435026437
DNAL4	6.09036880691977
ELAC2	4.86293450115425
ASS1	10.8001447185187
IPP	5.59867011719672
TMEM59	9.60537405153104
POLR2J	8.88330303192248
SEC23IP	5.72595802501521
RGS4	4.70740178973071
UQCRC1	8.57936266934288
SNX6	7.83278863135575
DDX18	6.71649786473351
POLG	4.72422967564179
ADAM23	3.76379195500956
ZNHIT2	4.59345620801867
TFR2	3.22645482318398
NCDN	4.21758117799087
RAG1	3.30097502667849
POMT1	4.69583764441076
CYP1A1	3.12018629336816
SNAPC1	5.39791756367734
GNA11	5.44458157995981
CCDC52	2.93549357740774
CAPN1	7.89141651300012
DDHD2	6.07665774146418
UPF3A	5.8929506566094
LAGE3	5.88928132507252
GNRHR	3.18149306044772
UNC13B	4.27572156788903
TTLL4	4.42221532486531
PPBP	5.01170414181498
HTR3A	2.99286393242590
SDC2	6.05094018594047
ANKRD49	7.9430703803932
BTF3	9.953143348018
COX7A2	10.4200572280339
SARS	8.43417821107827
C13orf18	3.85293881952801
CACNB1	3.8310265226828
QKI	6.01399662540528
SETMAR	5.33835772988126
LAMB4	3.21242439564925
MAN2B1	6.64335198613239
EML3	4.97833497604153
ACADL	3.23489152704763
OFD1	8.58033529016668
CGA	3.16061607234360
EIF3EIP	10.7400743029117
PEX16	4.87842367178086
GNG12	8.03622443204036
HABP4	4.82827451779083
CNTN2	3.26305022815091
ASNSD1	7.33605402310527
FUT4	4.33765551769663
DBH	3.16485737564554
CD53	8.71419163531437
HIST1H2BJ	3.35567894685106
TFAP2B	3.41693382301712
ACF	3.74553215695975
TMEM11	6.13925390152727
CDH8	3.20277743640683
C3orf32	3.23436327291989
AGPS	4.36621334199297
C4orf18	3.90788316725741
PCCB	7.57791731292212
IPO13	4.43706943607532
PECI	6.48393100680324
UNG	6.76972930884119
C6orf105	3.86353522138687
GSTP1	9.03800516995156
SUV420H1	8.19776367120047
ARHGAP15	5.17871970397113
LTBR	6.53656050371649
TDRKH	3.25036724095406
PSG4	3.20598246974608
SLC9A3R1	5.81307354374598
NBPF3	9.12336649151556
SLC9A3	3.34020639184391
OSBP	6.90752839558508
PRR5	4.93993937038046
CHMP7	5.4733512563582
ADRA1A	3.04590394126638
ASAH1	7.06612763191845
FKBP4	6.96649145807111
ZNF350	4.57186024955488
DOM3Z	4.45500042605815
GIPR	3.54462395998165
AHI1	4.55346852431900
BST1	5.14379641437205
NCR2	3.48989400799939
NADSYN1	5.28871205747455
UBE2W	6.77705942315948
RGS14	3.97171053327448
KRT15	3.83959834795522
SCN11A	3.67248620231293
GFI1	3.51325941851006
FHL1	6.66635361411346
SMC6	5.96288885856155
GATA1	3.62903416000499
OSGEP	5.45462499174843
ARMC6	4.62581038153145
HK3	3.75992352671140
PSMD5	7.11246241524806
RSU1	7.80728484971016
RPL4	11.9270082237586
MAD2L1	7.74035743569081
RBPMS	5.26258723897603
EIF4A3	9.50715355813136
E4F1	4.76599785165525
DLEC1	3.18590258940082
PRPF3	5.48140873424786
EMR1	3.91965951604625
CHMP2B	7.55861024121053
CAMSAP1	4.74337721675012
RPS21	9.4202412840967
XCR1	3.49972389396615
ARID5A	4.2352926312559
RBM6	6.19232908971258
UBE2N	6.96730692245756
KLF4	7.34394174740804
MGC4172	4.27654487819197
LMO4	6.76866168225581
KLKB1	3.46579293901498
HDAC3	6.50137934710848
HP	4.01870243860096
SCHIP1	5.98178300516597
BTK	4.50561278032665
KRCC1	8.692381591316
PRND	3.11056216299013
C6orf27	3.31420483768193
PIGL	3.3188252203997
CLCA1	3.7629093605427
C1orf112	3.95375481330544
OLFML2A	6.06871530982352
HUS1	4.52012035479171
SFRS6	7.33716794523767
CXCR7	8.92581301352775
UIMC1	6.46664197005636
FXYD2	3.42002907772501
GOT2	7.98957926082703
ZNF667	3.53012076972924
TFEC	4.47415821508504
ATP7B	4.77606449931182
RAB38	5.53387329003289
POLD2	6.93284307810453
PPM1H	5.47474643088646
DCX	3.39165279426421
NFYC	5.44412125823426
ZNF228	3.61301288696254
KIN	5.76749516930295
PLSCR4	6.67908121911821
HIST1H4I	4.08419024793669
PPARGC1A	3.23928633316252
HIG2	8.0636662984723
KCNK10	3.75709646244702
EXOC1	7.90098442492754
OR6A2	3.6394724264697
ETFA	8.48776890119482
PDAP1	5.10563872465846
C19orf6	3.29398389132823
POLRMT	3.91452008285744
ZNF146	7.94454934423857
MIA2	3.10586727709223
LY6G6E	3.07341478421185
EIF4E2	7.9310891542496
NENF	4.79344753012674
HOXB5	3.88915225709285
ZNF324	4.1427627240996
CUGBP1	4.52509743723728
ENTPD7	3.82403517687669
TTC13	5.54325748810628
GJB5	3.24982480896309
PRSS22	3.86343691476546
CYP3A5	5.04575932815609
MBOAT5	4.14256627346708
CUL4B	5.1960374427822
CENPJ	3.7546202545912
KIAA0664	5.35473175454177
PITX1	3.21155355717567
PDGFRB	6.20897656953402
RDX	6.29453619667562
CELSR3	4.05820135470214
JUND	6.80461868924467
ITSN1	5.37457932304288
CHRNB1	3.86365422015171
EHBP1L1	4.12694672221781
C19orf2	7.23652505476575
FETUB	2.97195360097986
CAMK2B	3.3003184830842
DCTN1	6.04872748802385
TNKS2	7.08200704142766
MRTO4	7.32184760476147
C1QBP	6.0389700469644
TTC3	7.52142276111102
NDUFB8	7.88738927718532
CADPS2	4.65887544861006
EDG2	5.79345626214208
MYF5	3.02017577753727
SEMA3G	5.02029330156577
IL23A	3.44583970036537
GJA9	3.4891629519212
R3HDM2	7.32649285249734
C5	4.59577456317237
SLC2A10	5.58855018041898
TRIM45	4.18995452479134
TSP50	3.97865774725062
PAQR3	5.16618224159576
ANKRD26	3.44858052133427
TCP1	8.70351878250916
TMED7	6.5964859731811
CMA1	4.08667903494677
PTCRA	4.05924905774923
HCRTR1	3.35239425616532
FST	3.90677162457086
PAWR	3.91256128448918
LDLR	5.34351973037243
ASTN2	3.96303416937611
SCRN1	6.09667864532957
GPATCH8	6.23702683534341
KIF4A	4.8949028560798
TANC2	4.2603698559468
ZMYM5	3.74962129721632
PGM1	8.44813231534195
ZNF586	5.1663535879279
POLR3G	3.46353522421508
CPD	6.3573447380518
SNCAIP	5.16979918109225
DCT	3.33348596280386
HLA-DOA	3.54982590464491
TANK	6.8258665778398
RCAN1	4.66949507504861
UPK1B	6.47661964619204
DNAJB4	5.35670288197726
UGT1A8	2.92475271185507
LIMD2	3.44259401640552
HIST1H4L	3.45502363653683
PECR	4.48323924541405
HSPA2	5.19454526620215
SERP1	8.81830394328907
TACR2	3.34442771363174
NUP85	7.06599472525242
CD177	3.17400751481674
GPR135	3.25492696418253
PIGG	7.2010684209708
LGR5	3.45809816831354
JAK2	3.79811033925626
DPYSL4	3.24694350959610
TM9SF4	5.7398667055411
PTHR1	3.43460723168287
SIRPG	3.37745057647362
ZNF264	5.43755347436749
BICD1	6.61887857145931
RAB5A	7.02360124261766
FLJ13224	3.53681160676947
METTL5	8.99479243704658
HERC6	6.34276361278091
CASP1	6.12719255272026
USP9Y	2.81524197069024
LRP1B	2.78073478711389
XAF1	5.97426937033048
PLA2G4C	4.82479902863682
APOA2	3.00879601304852
SPAG6	2.99866238697134
KALRN	3.42484403864310
SECTM1	5.39046852246265
THOC7	8.78985796973558
IFNAR1	4.51232562197754
TCTA	6.385618879392
NY-REN-7	3.23827119260218
TALDO1	9.10679757527256
B2M	12.1011033491386
LPPR4	4.88264258296814
SQLE	6.3834749091137
SEPHS1	6.73230760301388
EIF5A	6.51474149962826
FAM49A	4.96930404142342
YTHDC2	3.91853099107781
EHD2	5.81115936626452
NCF1	4.35338700478456
SPG7	5.92253068854588
ZNF614	3.34646030395615
HOXA5	8.92830194855216
NUP133	7.34803597222596
FGF12	4.22942276887263
SLMO2	7.034191766555
INPP5B	4.36478015902472
PPID	6.6567430050519
SNTA1	4.06534463691612
IL20RA	3.39178178576118
UBE2J1	6.32254819983235
CACNG2	3.08522525152552
GCM1	3.13035594686061
ELF1	7.64818716746284
TLR5	4.8798280445037
TCFL5	6.04060093260998
C1orf107	5.71124380588321
C19orf22	6.81944209190726
SAFB2	5.60436183647622
MAP3K7IP1	3.77091931583081
NCK2	8.07230175168949
OXA1L	7.79647645058514
KIAA0652	5.6369339971218
KLRG1	3.34640024445719
FRAG1	6.27486679949146
ZSCAN12	2.91825627522625
PSMD12	6.72520563808533
E2F4	5.11503380447028
CLEC4M	3.49598624987506
KIAA0999	5.00158291952746
CLDN10	5.62418167204591
MGC13053	4.25787824935669
TAC1	2.74257702068955
GYPA	3.22368976633925
HPCAL4	3.36293532429699
TRAIP	3.83754536109196
MEX3D	4.64903278752844
KIAA0232	8.24574650153656
ERCC8	4.80506987172136
NFAT5	5.42667463911652
GPX4	9.64281147791718
