Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A01_458816
Composite Element REF	Signal
AACS	7.1723263256472
FSTL1	6.98105096530993
ELMO2	5.28745861760726
CREB3L1	4.06725118135367
RPS11	9.9286750497398
PNMA1	8.80789209584071
MMP2	5.73422482223095
SAMD4A	3.59448578249012
SMARCD3	5.47841340582094
A4GNT	3.72023528050020
C9orf39	3.08559612816403
PKNOX2	4.07987845530243
RALYL	3.2880623033672
ZHX3	4.26902648978358
ERCC5	6.81224243936443
RXFP3	3.11808117050618
APBB2	3.80886080216521
BBOX1	7.02145462958599
PRO0478	3.07923247815824
GCSH	8.53284600165395
XDH	3.49046543878842
EDN1	4.66186908519056
MTERF	6.60792670743517
PDCL3	7.43029008720766
CLK4	6.16675597254934
KCNG1	3.99239495364943
CXCR4	7.9306411594032
DECR1	8.63300595446604
SALL1	3.03398164005445
PTPRR	3.47247852465419
CADM4	3.46303736873435
IRAK1	9.36853230498688
CFHR5	3.21700704006788
HNRPD	7.85513195398268
TMSB10	11.4443888491706
CXCL3	4.94268156772285
LMAN1	3.81925632906584
SUHW1	3.49618354970931
CHD8	5.74233935292397
SUMO1	7.75489117112202
GP1BA	3.28392117336997
OR7A10	3.78906334404671
DDB1	7.63682638097494
CHRNA10	3.72122615359142
STYK1	4.11118741960152
MYO9B	4.42764136678
CCNI	8.74670415507121
MMP7	9.94006029881814
EP300	5.17287504002031
CRNKL1	6.10853083756966
C9orf45	3.30898776991635
XAB2	3.89764911850121
RTN1	3.41409885665329
HIC2	3.83064875830963
TBX10	3.49812462369479
CENPQ	3.88926034070505
UTY	3.23488831191859
OR2W1	2.79762897477466
ATP5G2	10.4977245594178
ZEB1	3.20085805572302
ZG16	3.29291725115377
ERG	3.5948577343897
PARN	6.92944579581896
SOD2	5.42391697003761
JOSD3	7.84199481784144
ADAM5P	3.16119971074652
CHD9	5.72708483121983
hCG_40738	3.82620320785157
STK16	5.53677224883931
PDE1C	3.62755525799653
SEMA4D	5.10890837066901
AGPAT1	5.09784615899055
TOB2	5.84568328070104
BANK1	4.77103249787173
MAP3K3	5.25224313914644
MAX	5.32523956666966
GRM2	3.77393741934782
OSBPL8	6.59108354508156
PROSC	5.44903816283637
NR4A2	8.18449387160195
RICS	5.79511924334612
PIR	6.07943676776053
PPCS	8.6021979681334
IPO9	6.22200712875412
LONP1	6.278619461224
EVC	4.21458607802982
CXCL13	3.81605845507663
SCYL3	5.94567440447656
KIAA1199	6.28275899211937
SORL1	9.27982294614687
NAT10	6.94649377495655
CHD1	6.4737526868157
SYN3	3.47584065140146
DMC1	3.70714276991174
SLC22A2	3.74275647913826
SERPINF1	4.69162649801208
C20orf27	5.42111356008632
OR7A17	3.07310975450549
RPS6KA5	5.06601739746582
LHB	3.36072440445823
TAOK3	5.25410261312755
STK25	5.68623997164653
SLC12A4	3.65095421393774
BRCA1	4.36184634776280
GBL	4.96562894707283
C14orf108	8.83341969589561
CDC25B	7.06492313902702
BMP3	3.22178209781253
MAP1LC3C	3.50844728577965
TMEM180	3.49235969119565
CRYGC	3.71459423667845
SLK	6.38095826291700
POU3F1	3.23138482794519
C20orf32	3.79772712047798
USP52	5.1768713325645
HIGD1B	3.83231107079379
BAZ1B	6.37925222855134
USP6NL	5.76326394248015
SLCO2B1	4.34247621942558
ABCD4	4.63349294429301
DIMT1L	6.70472856389304
SLC25A46	7.62816694089056
LARP7	6.76371639177317
TEK	3.57385979835608
CD160	3.93766673873766
TERF2IP	7.1127697353321
PHF20	6.03069037048849
COL1A1	6.07954956229238
KIAA0090	5.60703428271658
GTPBP1	4.17254730136175
GRK5	3.48754615979834
AP1S2	4.48500378610688
RAB33B	4.01762706988287
CA11	4.23585661866585
ALDOC	4.59375367053877
NUDT1	5.95859006093707
ZNF212	5.28443399331599
ACBD3	6.95278371916075
ZNF83	6.66027004541616
PRDM2	4.78293424010721
GDPD5	4.49154022214219
PDCD4	6.63460789991329
CEP350	6.52526223602805
FOXP3	3.37018146672735
SMYD3	7.38699890370206
CST7	4.01535294454203
SELL	3.81379009454031
CIAO1	6.38288388119525
LGI2	3.74615928924887
WDR45	6.6627389917118
ANKRD6	6.99125506111387
LTBP4	3.84474857034286
PSCD3	3.5065885794149
PYY	3.19756077207404
KCNC1	3.18841287565
SIRT6	3.75972028982110
CCL19	3.79947550764006
ARHGEF9	4.06656470828518
ABR	4.64061013114731
C10orf22	6.65709434144391
STK17A	4.92313703438737
FOXE1	3.20844900928365
GML	3.23142584672359
CNGA3	3.03625445327234
CD38	4.96213825002259
ZDHHC6	6.91607817281042
NEFH	6.26992723051701
PGBD5	4.28689260009562
CTDSP2	6.98445809609815
RMND5B	5.40345730303675
ZNF257	4.62740964459641
DUSP4	3.57726965156259
FLJ22167	8.16634577203551
EXOSC7	7.00328027668385
ROR2	3.42826930309606
FOXM1	5.65661460030349
ZBTB48	4.35257165978225
BUD31	7.92444963827979
MAOA	4.67191148770966
CCDC41	6.44220318749699
TNNT3	3.82307388754831
FBXO11	5.50848428074395
GYPC	6.52458571203387
PLIN	3.5385739071613
RFXAP	3.50302986896958
C6orf15	3.78200417304475
RNF4	8.50530723820097
F8A1	7.28491741092641
PPP1R3D	4.66169667166823
GRB2	7.04946122108698
TPM3	3.03851230482923
SYT13	3.84545693418323
EPB42	3.78501357261684
RP5-1077B9.4	5.24564960715015
EIF1	10.1978179527507
CETN3	8.15761832315673
FPGT	5.25684113553971
PRY	3.59048528613219
NTHL1	5.29384122249954
POLR2B	9.87211647929419
RPS28	11.9093522031480
GDF10	3.16954322588459
COQ9	8.01978447053884
P2RX3	2.66685786038217
GCC2	7.63551808685775
RARRES3	8.28007153934508
PLXNA1	5.94061084776703
WBP4	4.68752871714360
KIAA0100	5.85814333761567
PMF1	6.15915779074658
HS2ST1	5.77704075582979
CRELD2	6.75028908551994
C8G	3.29922087717249
CD82	7.45831085715945
PMM1	5.19408696913166
CBLL1	4.53650572472238
LIM2	3.43355882699394
VAX2	3.92259601632483
SETDB1	4.86682236478472
LRAP	6.07380292544212
GCLM	8.23439441224388
CPEB3	3.55758616721982
PPM1A	5.8522205928879
INTS1	3.94807068352273
MMP16	3.19781555360926
CAMTA1	3.84928797572860
SAMSN1	5.11294786193171
DRD3	2.80850831705452
GMPPA	5.34528205905018
C11orf73	6.0094104017092
AIPL1	3.72999127421644
PTP4A2	8.90161710771297
IL24	3.24815458508567
BDKRB1	3.43127340016688
HPCA	3.40645558709193
MLF1	7.46498402748793
SEC14L1	6.76854780928397
CHFR	6.13300232108677
EMILIN1	3.32681841337352
THADA	6.30081950507453
TAF12	5.93313628741099
NDUFS4	8.8359792540976
ID1	7.70829151979409
PIK3CB	3.67470994365756
COL18A1	7.03008767446423
