Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_B01_491102
Composite Element REF	Signal
AACS	6.46299632011278
FSTL1	9.06000435189662
ELMO2	5.76596255552867
CREB3L1	4.60258096260933
RPS11	10.5539243040514
PNMA1	7.12622032475467
MMP2	6.16596166837113
SAMD4A	3.66722114649531
SMARCD3	7.05826114956245
A4GNT	3.91372351773090
C9orf39	3.47278961127105
PKNOX2	4.13222263337664
RALYL	3.41115678452547
ZHX3	4.25501588752024
ERCC5	5.68683251234374
RXFP3	3.09252472765101
APBB2	4.92233396147874
BBOX1	4.29799626258048
PRO0478	2.94634750248782
GCSH	8.97161538198441
XDH	3.75996770485578
EDN1	4.22470491296651
MTERF	5.9552065488454
PDCL3	7.3865945596286
CLK4	5.77528585184407
KCNG1	3.72624362959582
CXCR4	6.9061597364908
DECR1	7.09058929259638
SALL1	3.67361348875380
PTPRR	4.24565134782527
CADM4	3.22936687619806
IRAK1	8.00360386300899
CFHR5	3.23496240420868
HNRPD	7.9603682514268
TMSB10	12.5482453790724
CXCL3	3.78866915239724
LMAN1	3.8303131641205
SUHW1	3.44214495910312
CHD8	5.41194525031083
SUMO1	8.30221943320568
GP1BA	3.3522278783578
OR7A10	3.52307074981318
DDB1	7.86314819486678
CHRNA10	3.30215359781276
STYK1	3.705398468698
MYO9B	4.06195799753940
CCNI	10.4342767278350
MMP7	5.22211977850526
EP300	6.51107772834964
CRNKL1	8.0024078105074
C9orf45	3.26147502794252
XAB2	4.57533138485423
RTN1	3.7231036577503
HIC2	3.83487809075039
TBX10	3.35404904096218
CENPQ	3.93361637341652
UTY	3.17504618196261
OR2W1	2.97376926232715
ATP5G2	10.7529577643036
ZEB1	3.39681941589407
ZG16	3.43847943878506
ERG	3.50227933601262
PARN	7.39835985102155
SOD2	3.33949338994371
JOSD3	7.03402195446549
ADAM5P	3.29558482653354
CHD9	6.52751840807565
hCG_40738	4.06101299420483
STK16	4.88742516406937
PDE1C	3.49071441239105
SEMA4D	5.07429681694148
AGPAT1	6.74053819977557
TOB2	6.6113597507148
BANK1	3.99421245545454
MAP3K3	5.04671803579039
MAX	4.87892137575599
GRM2	3.86305950636292
OSBPL8	8.7243704181512
PROSC	6.05323154525225
NR4A2	5.88648790756519
RICS	5.11582648513206
PIR	4.23447101504432
PPCS	8.463280143082
IPO9	6.75095237491527
LONP1	6.13410508696866
EVC	4.03348635277856
CXCL13	4.02383437042801
SCYL3	5.00416850686155
KIAA1199	4.235896050098
SORL1	8.68393256917112
NAT10	6.52348203425321
CHD1	6.76111210738683
SYN3	3.55341989150182
DMC1	3.93084848482274
SLC22A2	3.63472875228719
SERPINF1	5.84430493585264
C20orf27	5.85047367991657
OR7A17	2.87785916254179
RPS6KA5	4.19521268551846
LHB	3.11274062862763
TAOK3	4.98141703166862
STK25	6.43508281054005
SLC12A4	3.59301217955347
BRCA1	3.73568750667560
GBL	6.02490495490693
C14orf108	7.0777297760491
CDC25B	5.98277228878844
BMP3	3.52566847606257
MAP1LC3C	3.39396397832934
TMEM180	3.83524761631528
CRYGC	3.43658129600532
SLK	6.40702160390435
POU3F1	3.13241233865155
C20orf32	3.80533197121060
USP52	5.95182495202417
HIGD1B	3.83844137158413
BAZ1B	7.4288928780933
USP6NL	5.89743890529369
SLCO2B1	3.90873801937421
ABCD4	4.23598352561293
DIMT1L	6.10763326159458
SLC25A46	5.62751162004885
LARP7	6.29063285146596
TEK	4.13233686749788
CD160	3.52756851843562
TERF2IP	8.0635912580429
PHF20	6.26100005125426
COL1A1	6.68515192709625
KIAA0090	5.43827903705417
GTPBP1	4.44613348270118
GRK5	4.26678639774827
AP1S2	4.11531723822612
RAB33B	5.0042525327718
CA11	5.64467916027988
ALDOC	4.36819350552326
NUDT1	5.15846839250725
ZNF212	5.44611959661509
ACBD3	7.43983291260758
ZNF83	5.8633680016112
PRDM2	5.28942020114225
GDPD5	5.09128961585983
PDCD4	6.84798674043355
CEP350	5.99762942238911
FOXP3	3.06034779164731
SMYD3	6.12044182167929
CST7	3.89938790323905
SELL	4.05708957793006
CIAO1	6.71716829112248
LGI2	3.68049538278191
WDR45	6.27973667217023
ANKRD6	5.5342091835421
LTBP4	4.14637662744951
PSCD3	3.12105379804822
PYY	3.15428427270070
KCNC1	3.23490380292896
SIRT6	4.16656168964609
CCL19	3.8009696907971
ARHGEF9	4.93949241195446
ABR	4.26313965537687
C10orf22	6.63351034958418
STK17A	4.73571043488583
FOXE1	4.7798640027147
GML	3.18429833034860
CNGA3	3.09974717377665
CD38	3.47016818896387
ZDHHC6	7.12377851893081
NEFH	4.07038254684523
PGBD5	3.86903236497382
CTDSP2	7.33563119123498
RMND5B	6.35735145051856
ZNF257	3.27893488495314
DUSP4	8.03518789719427
FLJ22167	6.68547267331469
EXOSC7	6.83845810695594
ROR2	4.28715167650661
FOXM1	5.02756233825964
ZBTB48	4.42108132005912
BUD31	7.78989238765519
MAOA	5.18677453958505
CCDC41	4.99490531601441
TNNT3	3.95822798117303
FBXO11	5.94451967615437
GYPC	5.03671928334876
PLIN	3.45914516091242
RFXAP	3.31904650460372
C6orf15	3.77607986510785
RNF4	8.16190717489337
F8A1	8.09085415390847
PPP1R3D	4.34567148566367
GRB2	5.94882944689927
TPM3	3.32567012052816
SYT13	4.34929904898409
EPB42	3.44487549223118
RP5-1077B9.4	5.13030880877527
EIF1	9.92393213683606
CETN3	7.49282651070317
FPGT	5.33482074647248
PRY	3.19258133546428
NTHL1	5.3849847414905
POLR2B	8.24912213519711
RPS28	11.3954624867578
GDF10	3.22637147223502
COQ9	6.93907554439027
P2RX3	2.87912701084268
GCC2	7.7524643602935
RARRES3	5.97763148963547
PLXNA1	6.59409858188359
WBP4	4.55784894242291
KIAA0100	6.09321943684516
PMF1	6.69975755307206
HS2ST1	5.5917358772673
CRELD2	6.61217389798841
C8G	3.28391114395253
CD82	5.42810480304442
PMM1	4.08106614196457
CBLL1	4.32579375920398
LIM2	3.49490208270191
VAX2	3.71756859857891
SETDB1	5.31444093852707
LRAP	4.36885011528357
GCLM	5.53501178055294
CPEB3	3.52685475890654
PPM1A	5.18816110757916
INTS1	4.32009345620564
MMP16	3.32354575075469
CAMTA1	4.47278725668406
