Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_C04_433698
Composite Element REF	Signal
AACS	5.93894349925182
FSTL1	7.88600397496593
ELMO2	5.40025457858321
CREB3L1	3.86308191538024
RPS11	10.0716608820894
PNMA1	8.62721947897588
MMP2	6.15927237608671
SAMD4A	3.66977088852552
SMARCD3	4.33169549087112
A4GNT	3.89119046053118
C9orf39	3.32595155122360
PKNOX2	3.84498412388129
RALYL	3.68874621435374
ZHX3	3.98966907747352
ERCC5	6.09266392205156
RXFP3	3.03811136816626
APBB2	4.4919500759978
BBOX1	6.01922013668699
PRO0478	2.93090387482176
GCSH	8.61963554486178
XDH	4.0297858108374
EDN1	3.47736190222325
MTERF	5.90975458710964
PDCL3	7.59357303490447
CLK4	6.20626081265342
KCNG1	3.80716582702559
CXCR4	9.0978758891517
DECR1	7.21752881827025
SALL1	3.13079457145666
PTPRR	3.35399212236448
CADM4	3.56165410541649
IRAK1	6.73910742327408
CFHR5	3.37540195008944
HNRPD	8.02426263191266
TMSB10	12.3706586755463
CXCL3	3.36480887403703
LMAN1	3.93981663871855
SUHW1	3.9107539729574
CHD8	5.9619465858949
SUMO1	8.55883710482857
GP1BA	3.35124606076906
OR7A10	3.89040363676643
DDB1	7.73824114138698
CHRNA10	3.86801674317344
STYK1	3.26678897078538
MYO9B	4.0572042984658
CCNI	9.64033398169434
MMP7	9.56614743397942
EP300	6.2922446702959
CRNKL1	6.74290200293219
C9orf45	2.96561274309565
XAB2	4.18721703896555
RTN1	3.60667415393301
HIC2	4.37673005344774
TBX10	3.71272167412544
CENPQ	4.83170793076271
UTY	3.24224343778958
OR2W1	3.04193665729853
ATP5G2	10.1104622815753
ZEB1	3.64005998655266
ZG16	3.3391652390424
ERG	3.4665781233669
PARN	7.35855180852501
SOD2	5.95294293350805
JOSD3	9.18704754858228
ADAM5P	3.34287020095256
CHD9	5.82324253850312
hCG_40738	4.40250753693880
STK16	5.94635017996949
PDE1C	3.63653833279812
SEMA4D	4.95182166230371
AGPAT1	6.70002584206415
TOB2	6.11656527198909
BANK1	4.8175196641286
MAP3K3	5.387169998933
MAX	5.04030644554744
GRM2	3.7411373592665
OSBPL8	6.9196901543578
PROSC	5.67778726724619
NR4A2	5.32499314476166
RICS	3.73715170178651
PIR	5.76088193948554
PPCS	9.61118930011027
IPO9	6.10914979969835
LONP1	6.69076041677567
EVC	4.40791694360243
CXCL13	5.20850690895796
SCYL3	5.75562895175121
KIAA1199	4.94359635427162
SORL1	8.57279053363659
NAT10	6.96523630166481
CHD1	5.99852802374263
SYN3	3.68214334738208
DMC1	3.73144551406649
SLC22A2	3.79542774861206
SERPINF1	5.988106405844
C20orf27	6.70907255575906
OR7A17	2.95650537578162
RPS6KA5	4.44185124964273
LHB	3.23093691489138
TAOK3	3.84806164701578
STK25	5.69294916805831
SLC12A4	3.76753739875991
BRCA1	3.80299186327072
GBL	6.24616258024345
C14orf108	8.30268967833843
CDC25B	6.98522594072972
BMP3	3.278624281701
MAP1LC3C	3.4092684307294
TMEM180	3.44175970641214
CRYGC	5.26409448995548
SLK	5.96986286260189
POU3F1	3.09289953804698
C20orf32	3.62800269344417
USP52	5.9974951351994
HIGD1B	3.87775883213218
BAZ1B	5.93537523328004
USP6NL	5.46328588134418
SLCO2B1	3.83889046627358
ABCD4	4.84228492407662
DIMT1L	5.46214314275335
SLC25A46	6.80013691581094
LARP7	7.6388638624628
TEK	3.80063788253965
CD160	3.59020417063964
TERF2IP	7.30382226723937
PHF20	6.06242219690317
COL1A1	6.69785406430114
KIAA0090	6.88338796747644
GTPBP1	4.27125812134939
GRK5	3.66776027468016
AP1S2	5.28441930753576
RAB33B	5.17196838916432
CA11	4.17943594391052
ALDOC	5.63927567337566
NUDT1	5.15399571797328
ZNF212	4.74956155958732
ACBD3	6.83857467209156
ZNF83	6.75128038040335
PRDM2	4.79953499244858
GDPD5	6.02565073222754
PDCD4	5.65073251083461
CEP350	6.10152194348996
FOXP3	3.39629224311667
SMYD3	7.14978479048027
CST7	3.86012877546979
SELL	3.89191513108035
CIAO1	6.63115651306505
LGI2	3.43555518070626
WDR45	6.91012400402095
ANKRD6	6.64366278576044
LTBP4	5.17532659749665
PSCD3	3.33230635843924
PYY	3.28751963163359
KCNC1	3.09483864208578
SIRT6	4.27968595369719
CCL19	3.78645170975238
ARHGEF9	3.79078537490581
ABR	4.29996188068994
C10orf22	7.17578662898097
STK17A	5.1630455236732
FOXE1	3.2234571905813
GML	3.01642031703508
CNGA3	2.91803621002397
CD38	4.18929628224724
ZDHHC6	7.00369392582362
NEFH	5.83317191747876
PGBD5	3.88748382697564
CTDSP2	6.33141900569983
RMND5B	6.21234854298478
ZNF257	2.87526255272399
DUSP4	4.48843262850963
FLJ22167	6.50300717541211
EXOSC7	6.9483920971373
ROR2	3.37954706340853
FOXM1	5.61887745154758
ZBTB48	4.29684088908964
BUD31	8.46973359532392
MAOA	4.69362764740257
CCDC41	4.79865017461266
TNNT3	3.97360260870636
FBXO11	5.25774778782481
GYPC	5.98126885654784
PLIN	3.51991286814919
RFXAP	3.36500372034867
C6orf15	3.7334940096274
RNF4	8.44050245696659
F8A1	6.610304074224
PPP1R3D	4.26629572147089
GRB2	7.09650251988801
TPM3	3.2759004154356
SYT13	3.88293227769696
EPB42	3.44138701612672
RP5-1077B9.4	5.75748157157428
EIF1	10.4029749541055
CETN3	8.05699253773285
FPGT	5.74775097049413
PRY	3.55496385684543
NTHL1	5.97138620385598
POLR2B	8.9157310630593
RPS28	11.8504549849180
GDF10	3.12339427944002
COQ9	8.3913568830002
P2RX3	3.0286283062715
GCC2	7.52884169199013
RARRES3	5.92075945100338
PLXNA1	5.37344626617371
WBP4	4.86352047582069
KIAA0100	6.72927885420434
PMF1	7.74411988075122
HS2ST1	5.43122735622033
CRELD2	6.82694254800229
C8G	3.12421835855987
CD82	4.77758020449859
PMM1	4.28708994217177
CBLL1	5.71302648769239
LIM2	3.43584547044353
VAX2	4.70423875632419
SETDB1	6.41548505769455
LRAP	5.47675720306306
GCLM	5.89324245587107
CPEB3	4.09070283361329
PPM1A	6.03109303790009
INTS1	4.02202655909236
MMP16	3.1585947426491
CAMTA1	3.73362671473005
SAMSN1	4.58805544391554
DRD3	2.8150837209451
GMPPA	5.57186753870682
C11orf73	6.89098987653093
AIPL1	3.48524657809252
PTP4A2	9.60066202391223
IL24	3.51619055383319
BDKRB1	3.37871991889469
HPCA	3.38787060697731
MLF1	7.3668332436576
SEC14L1	6.53656809198455
CHFR	5.69709037380594
EMILIN1	3.75231275318383
THADA	6.4695399727476
TAF12	5.63154444193965
NDUFS4	7.64830776554432
ID1	4.31331278297593
PIK3CB	3.74291639008055
COL18A1	7.90693526454417
PDZD3	3.55212847147730
TBC1D17	4.34776773672548
COX8A	9.75207116981364
CDCA4	6.81354205283575
C2orf44	5.39068485905989
C9orf16	7.86023479215142
ERBB2IP	7.7872766744995
EMX2	9.20996628474246
FUS	7.18405295820351
NIPSNAP3B	3.93729532731497
TF	3.30225221030015
CXorf56	4.75164242821557
CLCN4	3.67223065796436
PWP2	5.47567406674466
MMP15	4.19791586430506
MTMR14	6.01975427425723
NPR1	5.96854982102715
DNAL4	6.22831947837906
ELAC2	5.29231376820873
ASS1	10.6498847080642
IPP	6.14752480753915
TMEM59	9.9560210568836
POLR2J	8.57763638805994
SEC23IP	5.94966635071862
RGS4	3.73079568152695
UQCRC1	8.749796506508
SNX6	7.20188191360136
DDX18	8.34537587215212
POLG	4.601518727032
ADAM23	4.11873121388113
ZNHIT2	5.11629937768743
TFR2	3.4527419552241
NCDN	4.28664870437903
RAG1	3.22681022344841
POMT1	4.79597423459565
CYP1A1	3.30213393030115
SNAPC1	5.74896189817684
GNA11	4.83015288309834
CCDC52	2.67325536795039
CAPN1	6.44532546885858
DDHD2	6.30532297803488
UPF3A	6.78744448053394
LAGE3	5.78691638361498
GNRHR	3.06807842262832
UNC13B	5.5725212143029
TTLL4	5.33484842770493
PPBP	2.91042854622909
HTR3A	3.56724693565019
SDC2	5.36463951398851
ANKRD49	8.01055098381601
BTF3	9.81566815189251
COX7A2	11.8632711016902
SARS	8.3994437885159
C13orf18	3.05675445576594
CACNB1	4.11846714432982
QKI	6.26941422109437
SETMAR	6.15161831694839
LAMB4	3.4567352893851
MAN2B1	5.96495685765951
EML3	5.07750275248841
ACADL	3.14024563418199
OFD1	7.92837677531917
CGA	3.35037257788129
EIF3EIP	10.7329526159742
PEX16	4.99836403372417
GNG12	7.38697707149033
HABP4	4.62328283655386
CNTN2	3.75862886198587
ASNSD1	7.63250937049793
FUT4	4.25204877050346
DBH	3.62384231667282
CD53	5.48665939153823
HIST1H2BJ	3.61755916077083
TFAP2B	3.20041418316759
ACF	3.72455454941456
TMEM11	6.6181367755261
CDH8	3.52016376729676
C3orf32	3.52253088819794
AGPS	5.68825084280046
C4orf18	3.14171815972726
PCCB	9.3071233852791
IPO13	6.4028727154748
PECI	7.84994516668813
UNG	7.77802487720406
C6orf105	3.61551671547064
GSTP1	9.27561700496275
SUV420H1	6.50807885605484
ARHGAP15	4.39222006093386
LTBR	6.15370772392679
TDRKH	3.30745404093808
PSG4	3.46373414372419
SLC9A3R1	5.75176755059006
NBPF3	8.75183608240939
SLC9A3	3.55948690724206
OSBP	6.27129759448579
PRR5	5.01750915854158
CHMP7	5.22766779145066
ADRA1A	3.09625510372908
ASAH1	6.34720772729723
FKBP4	7.67904598690147
ZNF350	4.33470947074092
DOM3Z	5.78521158113358
GIPR	3.5638629625204
AHI1	4.92038920381879
BST1	4.09103839764207
NCR2	3.79478301343441
NADSYN1	5.3006798843269
UBE2W	6.37508889519585
RGS14	4.33406019119216
KRT15	3.76669863976438
SCN11A	3.86956202821374
GFI1	3.51191126488262
FHL1	4.30515344822743
SMC6	7.02340090531944
GATA1	3.56615870147295
OSGEP	5.4993366829759
ARMC6	4.9982031246121
HK3	3.37872507762012
PSMD5	7.30637854176738
RSU1	6.77203240746376
RPL4	11.7827232228655
MAD2L1	8.9452561935455
RBPMS	4.07394214055536
EIF4A3	9.22386354768644
E4F1	4.838899889033
DLEC1	3.62080711302755
PRPF3	7.6636520193804
EMR1	3.02249243950365
CHMP2B	7.07072270640229
CAMSAP1	4.47999015045503
RPS21	9.36334220859304
XCR1	3.18584800886434
ARID5A	4.60743710484952
RBM6	5.45280176796163
UBE2N	7.03539684120556
KLF4	4.1153437527096
MGC4172	6.19937415460296
LMO4	6.37605157745527
KLKB1	3.02999048531339
HDAC3	6.12255993486728
HP	3.44202191224504
SCHIP1	5.59983533798539
BTK	3.68654241687356
KRCC1	5.4509227654064
PRND	3.05852557170317
C6orf27	3.28258806234135
PIGL	3.95430921535301
CLCA1	3.55028870865144
C1orf112	5.26199187170483
OLFML2A	4.63028712478859
HUS1	4.52466892007912
SFRS6	7.38808128816736
CXCR7	7.41077584437528
UIMC1	6.26903334056012
FXYD2	3.23611334176759
GOT2	8.1071650239394
ZNF667	3.69750848636483
TFEC	3.43767042698472
ATP7B	6.50184823729537
RAB38	6.24236033403212
POLD2	7.70571326925571
PPM1H	6.01467434851541
DCX	3.29090995390485
NFYC	6.70449133246921
ZNF228	4.01481138697666
KIN	7.0421429559329
PLSCR4	5.8049585413083
HIST1H4I	3.87805765019255
PPARGC1A	5.5166545354127
HIG2	7.56540219013037
KCNK10	3.8055043817101
EXOC1	7.81900756822206
OR6A2	4.00571328683585
ETFA	9.00090847023363
PDAP1	5.34520516295413
C19orf6	3.53669364831377
POLRMT	4.49820486676225
ZNF146	8.60519181251685
MIA2	3.04891103940174
LY6G6E	3.25740597157347
EIF4E2	7.92527770748522
NENF	4.76770559712888
HOXB5	5.06309516895164
ZNF324	4.69752375758912
CUGBP1	4.19670177131005
ENTPD7	4.57727391647622
TTC13	5.63918490617016
GJB5	3.25022857939885
PRSS22	4.21057726664371
CYP3A5	3.43923789571133
MBOAT5	4.99705402709697
CUL4B	5.44293704351967
CENPJ	3.70221137412999
KIAA0664	6.6094959722751
PITX1	3.31948966030888
PDGFRB	5.07791945104162
RDX	6.75407102877066
CELSR3	3.99801791486302
JUND	5.97122681895724
ITSN1	3.93552801768201
CHRNB1	4.33453190271818
EHBP1L1	3.53193966955165
C19orf2	7.59130558800983
FETUB	3.03171112914879
CAMK2B	3.33079518190384
DCTN1	7.1570455734183
TNKS2	6.66718053318023
MRTO4	8.30794814580313
C1QBP	7.64447189384914
TTC3	7.81983936477363
NDUFB8	8.82338211020463
CADPS2	4.41803440675345
EDG2	5.22477997159048
MYF5	2.7995415138897
SEMA3G	3.896358921839
IL23A	3.36971927383584
GJA9	3.80974428740647
R3HDM2	6.64714613735441
C5	3.69039480449039
SLC2A10	6.5052739178389
TRIM45	4.56186709287875
TSP50	4.7921121005906
PAQR3	5.59323563586315
ANKRD26	3.46797090767854
