Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A06_491170
Composite Element REF	Signal
AACS	7.54123584209185
FSTL1	7.50816918868764
ELMO2	5.5966092652651
CREB3L1	4.18447101946405
RPS11	10.4919782025508
PNMA1	7.74991657344304
MMP2	7.24723029025864
SAMD4A	3.76586960830216
SMARCD3	7.66719786166784
A4GNT	3.8235155460092
C9orf39	3.13399099277667
PKNOX2	4.47275701848857
RALYL	3.35448937776395
ZHX3	4.18489228812343
ERCC5	6.77135838836562
RXFP3	3.09896278880114
APBB2	3.68898146160295
BBOX1	6.71883228465516
PRO0478	3.01258634988670
GCSH	8.35961016649261
XDH	3.49768460779051
EDN1	4.73575112639777
MTERF	5.9658607144793
PDCL3	7.69925789861547
CLK4	5.76657804069792
KCNG1	3.58324497726316
CXCR4	6.4210086167958
DECR1	8.38647497097866
SALL1	3.17946616551829
PTPRR	4.73799574633405
CADM4	3.43408681613362
IRAK1	9.27647402693736
CFHR5	3.20670318834834
HNRPD	7.6145685446736
TMSB10	12.164448936697
CXCL3	3.99823386144712
LMAN1	4.20193035870012
SUHW1	3.60733934501542
CHD8	4.94992144035349
SUMO1	8.51543528779654
GP1BA	3.08377649289003
OR7A10	3.60231295645147
DDB1	7.79761819021263
CHRNA10	3.52116501035232
STYK1	3.40122705580135
MYO9B	3.84719817004077
CCNI	10.6591532996345
MMP7	10.8212605438794
EP300	6.78981032045118
CRNKL1	6.84665420575953
C9orf45	3.38659219163272
XAB2	4.60611113850738
RTN1	4.31892986930954
HIC2	3.91966087978316
TBX10	3.43274794229461
CENPQ	4.3751676625431
UTY	3.10749454626648
OR2W1	2.89902264357076
ATP5G2	11.1443802045672
ZEB1	3.40310592863496
ZG16	3.43775575450838
ERG	3.78024989234374
PARN	7.04322758464785
SOD2	4.89782533425559
JOSD3	8.06249861569431
ADAM5P	3.15105897820141
CHD9	6.67762459489156
hCG_40738	3.60788529290276
STK16	5.90817031258064
PDE1C	3.47204450253173
SEMA4D	5.7316878830132
AGPAT1	6.72530353091394
TOB2	6.76129282637343
BANK1	5.26128290363887
MAP3K3	5.43138716450382
MAX	5.24015690475174
GRM2	3.76093542533732
OSBPL8	8.04698624660094
PROSC	6.63318482479405
NR4A2	7.03994013414406
RICS	6.55838053902187
PIR	6.32699076358842
PPCS	9.51643031832369
IPO9	6.20206761097968
LONP1	6.65279531124882
EVC	4.55770500035187
CXCL13	4.04519889873578
SCYL3	5.66426345845798
KIAA1199	4.69215253949253
SORL1	9.58174295006516
NAT10	7.43345478512544
CHD1	6.68537738736897
SYN3	3.53175885821999
DMC1	3.84466228684194
SLC22A2	3.45914228353757
SERPINF1	6.37940454538212
C20orf27	6.06688130473533
OR7A17	3.10866068054613
RPS6KA5	4.70158302899921
LHB	3.29167308118505
TAOK3	5.39818694573287
STK25	6.23344648154879
SLC12A4	3.6370110820684
BRCA1	3.54789038671722
GBL	6.16736577122872
C14orf108	7.77653634541097
CDC25B	6.13861710367078
BMP3	3.27135886833421
MAP1LC3C	3.3364459482862
TMEM180	4.03002787948778
CRYGC	3.66247400017258
SLK	6.35421951420135
POU3F1	3.28143273043366
C20orf32	3.78033050250023
USP52	5.74048384940235
HIGD1B	3.67081776449448
BAZ1B	6.60110551859153
USP6NL	6.00009441538581
SLCO2B1	4.30921278891998
ABCD4	4.51550771617227
DIMT1L	6.58812671931
SLC25A46	7.65023399258354
LARP7	6.94837204430573
TEK	3.58688433010986
CD160	3.52386222147143
TERF2IP	8.16911928619666
PHF20	6.12784149515415
COL1A1	6.69955836863572
KIAA0090	4.75970302199908
GTPBP1	4.72882491655084
GRK5	3.76186436222413
AP1S2	5.39221206727383
RAB33B	5.21923337839431
CA11	5.06183047305454
ALDOC	4.79267612587756
NUDT1	4.84684632344534
ZNF212	5.53145868516712
ACBD3	7.58789446068493
ZNF83	6.64234966095011
PRDM2	4.59804113816625
GDPD5	5.0451107233521
PDCD4	6.95815211965763
CEP350	5.83933461515024
FOXP3	3.12570306943724
SMYD3	7.01053561808245
CST7	4.23535107064862
SELL	4.8493927874967
CIAO1	6.63084256294163
LGI2	3.35080648595657
WDR45	7.68502484951951
ANKRD6	6.65193306828218
LTBP4	3.85670439037216
PSCD3	3.30614904636269
PYY	3.03677243078207
KCNC1	3.21312439725303
SIRT6	4.15968505431208
CCL19	3.51276565562871
ARHGEF9	4.7280106874688
ABR	4.72763248143735
