Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G07_516374
Composite Element REF	Signal
AACS	6.91341957903635
FSTL1	7.1414836794331
ELMO2	5.07850379958683
CREB3L1	3.85558633876005
RPS11	9.77152644411606
PNMA1	7.7357869628956
MMP2	6.59496123976907
SAMD4A	4.10660223525458
SMARCD3	7.68234152112521
A4GNT	3.71568272066148
C9orf39	3.56811790677145
PKNOX2	3.8689990309218
RALYL	3.31003483020337
ZHX3	4.17062346408525
ERCC5	6.47708083636613
RXFP3	3.04634535476336
APBB2	4.63710718364378
BBOX1	5.21762761976858
PRO0478	3.14071199517124
GCSH	7.7335135593141
XDH	3.85025724186126
EDN1	3.4863034020758
MTERF	6.4819834120253
PDCL3	7.78729391438007
CLK4	6.61958103276097
KCNG1	4.83024148965441
CXCR4	8.1119756911909
DECR1	7.29198102854883
SALL1	4.39446151705255
PTPRR	3.13242661653381
CADM4	3.47632644438413
IRAK1	9.08315433894287
CFHR5	3.09396811613204
HNRPD	7.95910740027265
TMSB10	11.6762924215157
CXCL3	3.83427650546425
LMAN1	4.13987949212885
SUHW1	3.29471511060483
CHD8	6.21073836814916
SUMO1	7.73031775595006
GP1BA	3.34909315863954
OR7A10	3.8357515725692
DDB1	7.29652711598826
CHRNA10	3.54100926675679
STYK1	3.19980951261366
MYO9B	4.70323582600273
CCNI	10.6931178870385
MMP7	7.58880508936702
EP300	6.18241587446027
CRNKL1	7.88432742572632
C9orf45	3.51935358502232
XAB2	4.29665313748212
RTN1	4.51434252565887
HIC2	3.69510687866808
TBX10	3.63584031861195
CENPQ	4.21981371971209
UTY	3.18778971475578
OR2W1	2.86346083035822
ATP5G2	10.8728987811882
ZEB1	3.55954338782337
ZG16	3.46612613744702
ERG	3.62097676664379
PARN	6.92916249310555
SOD2	4.14212123956146
JOSD3	7.1479344952823
ADAM5P	3.15464909512033
CHD9	5.84966346827459
hCG_40738	4.11851435407247
STK16	5.14205593767396
PDE1C	3.17949213433382
SEMA4D	5.63424949260656
AGPAT1	6.6217325284544
TOB2	5.93149129290147
BANK1	4.57148336179356
MAP3K3	5.16489542117024
MAX	5.15586434962811
GRM2	4.0349213447657
OSBPL8	7.83528173939167
PROSC	6.16351332616544
NR4A2	7.20242727559551
RICS	4.29334829623729
PIR	3.58075402969512
PPCS	8.71978193399923
IPO9	6.6240595981153
LONP1	6.58757438593617
EVC	4.15490878752481
CXCL13	4.10723990747194
SCYL3	5.14483932008329
KIAA1199	8.24587196139527
SORL1	8.2410807934159
NAT10	6.30524183447966
CHD1	5.95819460967927
SYN3	3.57912082187183
DMC1	3.73726663558407
SLC22A2	3.55993834000808
SERPINF1	6.30910951496861
C20orf27	5.98353842159983
OR7A17	3.03957105243793
RPS6KA5	4.32587855740842
LHB	3.26435010359364
TAOK3	4.95291112758195
STK25	5.77761872882899
SLC12A4	3.58824775356603
BRCA1	3.70691299442037
GBL	6.15020917984231
C14orf108	7.36925347103222
CDC25B	5.99151674267579
BMP3	3.04122165020858
MAP1LC3C	3.41915061495586
TMEM180	3.15144784381065
CRYGC	3.68575838647946
SLK	5.75672692558854
POU3F1	3.28153078852155
C20orf32	3.91355215494376
USP52	7.27080246332229
HIGD1B	3.73122237434681
BAZ1B	6.69852642626905
USP6NL	5.29334296335004
SLCO2B1	4.35881710784966
ABCD4	4.3618227932434
DIMT1L	5.89822337893878
SLC25A46	6.70455982543998
LARP7	7.01859768822892
TEK	3.41043517670406
CD160	3.78612442413462
TERF2IP	8.00034564371993
PHF20	6.19874926790619
COL1A1	7.12719727679118
KIAA0090	5.40124007850925
GTPBP1	4.45639740792706
GRK5	3.67477555578568
AP1S2	5.34072879159165
RAB33B	4.54486376117764
CA11	4.79086410628367
ALDOC	5.39929891935639
NUDT1	4.82256013398848
ZNF212	6.09251650137391
ACBD3	6.8857652520194
ZNF83	6.7307608608078
PRDM2	4.87876902417826
GDPD5	4.448827378493
PDCD4	6.32201793582678
CEP350	5.63967279556044
FOXP3	3.35191837806744
SMYD3	7.89081820344343
CST7	3.86373086944056
SELL	3.58200009853113
CIAO1	6.20464845158592
LGI2	3.60877256761392
WDR45	8.31788938518008
ANKRD6	6.35418291864516
LTBP4	3.96884359563054
PSCD3	3.32824485846073
PYY	3.20084698301813
KCNC1	3.26930720225219
SIRT6	4.08168968443739
CCL19	3.66675397016264
ARHGEF9	4.49093715471307
ABR	4.12742401400585
C10orf22	6.89923410155258
STK17A	4.05213251852012
FOXE1	3.26589456400131
GML	3.07876356075524
CNGA3	3.0040894494451
CD38	3.35867346599063
ZDHHC6	7.45629412272903
NEFH	3.62874944568786
PGBD5	3.48226955706914
CTDSP2	7.5706532135162
RMND5B	5.71984866067677
ZNF257	3.60891578904176
DUSP4	3.93119360022577
FLJ22167	5.98863996517302
EXOSC7	6.21900274274739
ROR2	3.67492863914798
FOXM1	4.65357952661895
ZBTB48	4.87162798306258
BUD31	7.78204427968309
MAOA	4.07790608987407
CCDC41	4.85454075439973
TNNT3	3.91913165305859
FBXO11	5.63767735786069
GYPC	5.66986321101053
PLIN	3.91024269893883
RFXAP	3.71703354024063
C6orf15	3.8540822343935
RNF4	7.95040674292373
F8A1	8.17216301383277
PPP1R3D	4.71846661111202
GRB2	6.57028191748528
TPM3	3.11745794391487
SYT13	3.50788112031112
EPB42	3.46674414377192
RP5-1077B9.4	5.02786466742671
EIF1	10.5100850361505
CETN3	6.75749927293077
FPGT	4.85281531495607
PRY	3.37908746498512
NTHL1	5.57313598435756
POLR2B	8.90741066911755
RPS28	11.6928212859259
GDF10	3.01975444390103
COQ9	7.30314471629492
P2RX3	3.22860147152142
GCC2	7.80253717082757
RARRES3	5.63470338631305
PLXNA1	5.76458310547631
WBP4	5.25558936182017
KIAA0100	6.62446461174968
PMF1	6.14843810119094
HS2ST1	5.49746984883668
CRELD2	7.09902380825033
C8G	3.27689723695443
CD82	5.0836354645466
PMM1	4.12961554392879
CBLL1	4.1943999315997
LIM2	3.28382624425972
VAX2	3.52618328068959
SETDB1	5.96974835834008
LRAP	5.45734480483238
GCLM	5.52570144817552
CPEB3	3.81360487453082
PPM1A	5.48647870717497
INTS1	4.44900263529628
MMP16	3.26436757245224
CAMTA1	3.8778699251844
SAMSN1	5.27253055049370
DRD3	2.91907335350282
GMPPA	4.59345370041108
C11orf73	4.66805427938400
AIPL1	3.69380585618455
PTP4A2	8.89453479374845
IL24	3.48984085722737
BDKRB1	3.1131744644339
HPCA	3.29838859359167
MLF1	6.74038749598108
SEC14L1	6.11130062482119
