Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G04_491278
Composite Element REF	Signal
AACS	6.44086701374308
FSTL1	8.2529724378717
ELMO2	5.3053218646036
CREB3L1	3.7304904534661
RPS11	10.4101685898779
PNMA1	8.23695605953431
MMP2	6.89772185972398
SAMD4A	3.91341884855683
SMARCD3	5.4172913762386
A4GNT	3.5835879340311
C9orf39	3.40861299255662
PKNOX2	4.07081980994176
RALYL	3.53630449484953
ZHX3	4.16279835336915
ERCC5	5.5319258715908
RXFP3	3.00118138094545
APBB2	5.03813448283006
BBOX1	4.1618891889057
PRO0478	3.00217548730807
GCSH	8.1597835868776
XDH	3.80682501991248
EDN1	3.51987412600761
MTERF	7.00566309420694
PDCL3	8.19084060434236
CLK4	6.04932244881771
KCNG1	3.36733929250381
CXCR4	8.95011221613782
DECR1	8.54815810939412
SALL1	3.27045602702299
PTPRR	3.31629258175783
CADM4	3.15212125788518
IRAK1	8.65656746842067
CFHR5	3.08036262641854
HNRPD	8.62511451581474
TMSB10	12.3367179310879
CXCL3	4.05957633992033
LMAN1	3.79870682632941
SUHW1	3.71592105085045
CHD8	4.97321212772541
SUMO1	8.46235323894657
GP1BA	3.13581760939964
OR7A10	3.82475504408076
DDB1	7.90613688544063
CHRNA10	3.61387869689240
STYK1	3.31775940986936
MYO9B	4.00133431210998
CCNI	10.3824762710968
MMP7	8.50003439055735
EP300	7.20039262957377
CRNKL1	7.65775805842707
C9orf45	3.26468612723993
XAB2	4.09824224300542
RTN1	5.10357772076689
HIC2	4.05081118569110
TBX10	3.52057755960917
CENPQ	4.92177630135498
UTY	3.17560802444473
OR2W1	2.90229230165420
ATP5G2	10.7386178137513
ZEB1	3.61956916743117
ZG16	3.72526868141226
ERG	3.72508412106233
PARN	6.7237221807318
SOD2	8.2183758066617
JOSD3	7.86061407669288
ADAM5P	3.26234608174313
CHD9	5.71341724736652
hCG_40738	3.75863943372270
STK16	4.94932660635604
PDE1C	3.48000926315434
SEMA4D	6.63818432178816
AGPAT1	6.14798602790493
TOB2	6.65249675776685
BANK1	3.26051759613215
MAP3K3	5.51202029237236
MAX	5.48137966173654
GRM2	3.77317845360954
OSBPL8	7.22271075067002
PROSC	5.78742574781147
NR4A2	5.11589774631173
RICS	4.79613538663849
PIR	7.10856577190283
PPCS	8.92672579900128
IPO9	6.22268849594056
LONP1	6.78236119292831
EVC	4.67481821822864
CXCL13	4.6006023668208
SCYL3	5.38159826510788
KIAA1199	6.61148256624302
SORL1	7.73624811054546
NAT10	7.16353390230629
CHD1	6.82655692426536
SYN3	3.48088533938709
DMC1	3.92131114743062
SLC22A2	3.36409977994981
SERPINF1	7.35829880326037
C20orf27	6.30687732495657
OR7A17	2.9116546662668
RPS6KA5	4.30579304762297
LHB	3.29019916579163
TAOK3	4.69667818842148
STK25	6.51693028065968
SLC12A4	3.55617718453529
BRCA1	4.45183302427384
GBL	5.94005097630437
C14orf108	8.32957601255736
CDC25B	7.46129832964827
BMP3	3.12191509174558
MAP1LC3C	3.56153081931215
TMEM180	3.73526192599725
CRYGC	3.42978343286279
SLK	6.58271006367996
POU3F1	3.10085014561897
C20orf32	3.79941858964672
USP52	6.17525805989493
HIGD1B	4.00512731186099
BAZ1B	6.81460456507794
USP6NL	6.06478502401019
SLCO2B1	4.75011107294474
ABCD4	4.56204020941046
DIMT1L	5.65542077289897
SLC25A46	8.39446675063528
LARP7	7.40546961944239
TEK	3.61244367845717
CD160	3.65275057045235
TERF2IP	8.05871894409782
PHF20	5.82086814076997
COL1A1	6.98316549815718
KIAA0090	6.40792510996623
GTPBP1	4.47698272840155
GRK5	3.9034889450887
AP1S2	6.65335133778397
RAB33B	4.33507490296238
CA11	3.8915559469014
ALDOC	5.23458430371499
NUDT1	5.3650272229915
ZNF212	5.52829647335806
ACBD3	7.33556509126378
ZNF83	5.69079749498026
PRDM2	4.7708827288197
GDPD5	5.39133262528697
PDCD4	5.98204789045824
CEP350	6.17993520267545
FOXP3	3.29212163411224
SMYD3	6.63814442984227
CST7	4.57943241886278
SELL	4.77684282713315
CIAO1	6.84956316196277
LGI2	3.44788029587072
WDR45	7.23600557619954
ANKRD6	7.7671218192584
LTBP4	3.92534435992889
PSCD3	3.26464418224864
PYY	3.19633016928147
KCNC1	3.02349600132309
SIRT6	4.17903419456167
CCL19	3.89981372295949
ARHGEF9	3.98222245131674
ABR	4.27322021002299
C10orf22	6.73322649365009
STK17A	4.67325730922419
FOXE1	3.38005541285064
GML	3.18706613005066
CNGA3	2.87398060448884
CD38	6.46027190000273
ZDHHC6	8.1901707066474
NEFH	8.73197453013064
PGBD5	3.56899658351976
CTDSP2	7.98018421479022
RMND5B	5.7939390206582
ZNF257	3.13252420442899
DUSP4	3.31144137112811
FLJ22167	7.14570518980354
EXOSC7	6.39994048409001
ROR2	3.48711321209302
FOXM1	6.2977696270738
ZBTB48	4.74332328143509
BUD31	8.25555046499159
MAOA	4.55674003077031
CCDC41	4.36988564307059
TNNT3	3.90732906180077
FBXO11	5.76756750417306
GYPC	6.08477741412492
PLIN	3.5563093497524
RFXAP	3.49180417599069
C6orf15	3.40430352735449
RNF4	9.25963250822358
F8A1	8.47736214929003
PPP1R3D	4.78228829604635
GRB2	7.46388527927143
TPM3	3.10876754499059
SYT13	3.78068783664233
EPB42	3.50966496143091
RP5-1077B9.4	5.92524311220407
EIF1	10.8976560419989
CETN3	7.22095658555426
FPGT	5.73350621528297
PRY	3.53966409270909
NTHL1	4.92179827056203
POLR2B	9.20238572291862
RPS28	11.7418613289033
GDF10	3.03046912491921
COQ9	7.76765013929305
P2RX3	2.85045097881539
GCC2	7.56331324750454
RARRES3	6.5877085124224
PLXNA1	6.3588366881719
WBP4	4.48851745765526
KIAA0100	6.42973223415351
PMF1	6.58916398976496
HS2ST1	5.6072063539131
CRELD2	6.79796810317412
C8G	3.03665422956674
CD82	5.2148335733614
PMM1	4.44239937456818
CBLL1	5.58790693266455
LIM2	3.53915561555588
VAX2	4.16613488020932
SETDB1	5.6811536790306
LRAP	5.19593685124816
GCLM	8.03786612892598
CPEB3	3.71028347226409
PPM1A	6.38704480287699
INTS1	3.93692013703711
MMP16	3.2901455788432
CAMTA1	3.82703794415648
SAMSN1	6.43384888208208
DRD3	2.78190275128392
GMPPA	4.83283111644769
C11orf73	5.47355576327611
AIPL1	3.65380877248966
PTP4A2	10.0463615096011
IL24	3.27250022352965
BDKRB1	3.43870468299163
HPCA	3.2503549513649
MLF1	8.0765168309789
SEC14L1	6.08792165846329
CHFR	6.34908762282138
EMILIN1	3.36671507335787
THADA	6.51405893905923
TAF12	5.75644719112993
NDUFS4	7.9890982958578
ID1	4.66372389020802
PIK3CB	3.74022040636427
COL18A1	7.65111762148906
PDZD3	3.08332723149017
TBC1D17	5.01816247680463
COX8A	10.3782637617338
CDCA4	6.51417442754917
C2orf44	5.07024511732613
C9orf16	7.47197866257829
ERBB2IP	8.53394076006936
EMX2	7.30221985164136
FUS	5.8741496013106
NIPSNAP3B	3.82846241598762
TF	3.27313638666179
CXorf56	5.61620914659846
CLCN4	3.87825816891902
PWP2	6.30977219980147
MMP15	4.19456044508353
MTMR14	6.0229612163312
NPR1	6.11787388086095
DNAL4	5.6880387478736
ELAC2	5.01236589106766
ASS1	10.9017119263695
IPP	5.92060563960026
TMEM59	9.77145108340678
POLR2J	9.21058291441774
SEC23IP	5.9373916915433
RGS4	3.98966336124797
UQCRC1	9.39383662166574
SNX6	6.87821353883726
DDX18	7.47278118431042
POLG	4.34999372891399
ADAM23	3.78687880452928
ZNHIT2	5.00742752413389
TFR2	3.48444604534159
NCDN	4.12922782419968
RAG1	3.31182188868712
POMT1	5.08912748190604
CYP1A1	3.49237032741425
SNAPC1	5.39256689070762
GNA11	5.47960784328661
CCDC52	2.95824081615740
CAPN1	6.37605581809301
DDHD2	6.96017025251294
UPF3A	6.09501770811263
LAGE3	5.83973797995214
GNRHR	3.17704232686541
UNC13B	4.62144916416898
TTLL4	5.1118416899385
PPBP	2.85528435043409
HTR3A	3.88590057973981
SDC2	4.50136221636914
ANKRD49	7.7111942233878
BTF3	10.5757325396800
COX7A2	11.2434198193885
SARS	8.1111543002206
C13orf18	3.59356460089004
CACNB1	4.04238763630988
QKI	6.63429481084328
SETMAR	5.89447650937185
LAMB4	3.2506741575601
MAN2B1	7.64133539229179
EML3	4.88395059750402
ACADL	3.44489090644154
OFD1	8.09833686929882
CGA	3.54316377885965
EIF3EIP	10.3106163870614
PEX16	5.04416662570351
GNG12	7.80267008361446
HABP4	4.87018681093618
CNTN2	3.38738393805398
ASNSD1	7.77042516164009
FUT4	4.13146560377602
DBH	3.48703639907214
CD53	8.61936688212642
HIST1H2BJ	3.58099525864731
TFAP2B	3.35995728575015
ACF	3.85554993621568
TMEM11	6.62818496691056
CDH8	3.51459018181366
C3orf32	3.6019203723577
AGPS	5.98229305322604
C4orf18	3.26915807609431
PCCB	7.8347621908126
IPO13	4.88114272070244
PECI	7.75212692341283
UNG	8.00117175776825
C6orf105	3.94930790250804
GSTP1	9.6404527004416
SUV420H1	7.06431385366823
ARHGAP15	4.82606555798198
LTBR	7.75561530200704
TDRKH	3.27068927476792
PSG4	3.15352914801942
SLC9A3R1	5.86495434381611
NBPF3	9.7512886562128
SLC9A3	3.37849913461334
OSBP	6.16321893237479
PRR5	5.10461474895567
CHMP7	5.54256963391841
ADRA1A	3.10140604461235
ASAH1	7.15367804011292
FKBP4	7.72633635834877
ZNF350	4.28379657763174
DOM3Z	5.94539703959315
GIPR	3.75176387367913
AHI1	4.7054150277588
BST1	4.85328042552486
NCR2	3.51119779984529
NADSYN1	5.35589854749306
UBE2W	5.07282101210136
RGS14	3.85259379916063
KRT15	3.51194889477039
SCN11A	3.85869057520661
GFI1	3.80401518564068
FHL1	6.26686701739672
SMC6	6.58297955448844
GATA1	3.39757475971424
OSGEP	5.513123249871
ARMC6	4.50664837983416
HK3	3.69949694523966
PSMD5	7.40083697120719
RSU1	8.31729336178105
RPL4	11.2186022563104
MAD2L1	8.99813321094075
RBPMS	4.67249224504360
EIF4A3	9.44714327400841
E4F1	5.64495667904412
DLEC1	3.45244888723369
PRPF3	5.83204793450256
EMR1	3.29010253906536
CHMP2B	7.47226555896303
CAMSAP1	4.31273203531878
RPS21	10.2118605264762
XCR1	3.34285487769246
ARID5A	3.93952917805453
RBM6	5.7721884013812
UBE2N	8.7579132599581
KLF4	4.29258184240025
MGC4172	5.94512676739424
LMO4	7.51750504125567
KLKB1	3.20017587831313
HDAC3	6.70567562335793
HP	4.07033176988275
SCHIP1	4.8180635049502
BTK	4.92248078338839
KRCC1	8.99991727397317
PRND	3.2034365781818
C6orf27	3.42991595375182
PIGL	3.65641766172605
CLCA1	3.81525584970403
C1orf112	5.16198111493143
OLFML2A	5.26152237354265
HUS1	4.9958828856746
SFRS6	6.82499737941205
CXCR7	5.88943479879908
UIMC1	6.07066997627848
FXYD2	3.49336477301207
GOT2	8.70801086657208
ZNF667	3.96946899654598
TFEC	5.37877626704974
ATP7B	4.75267729798866
RAB38	5.45771439781187
POLD2	6.48055984678752
PPM1H	5.98881191040662
DCX	3.22876438881833
NFYC	5.12620456712439
ZNF228	3.81998501382768
KIN	6.85093306199791
PLSCR4	5.43331583868975
HIST1H4I	4.53345545194809
PPARGC1A	2.97442194230155
HIG2	8.48311141037182
KCNK10	4.29241642586660
EXOC1	8.14042445752017
OR6A2	3.92418665111135
ETFA	8.93342115231133
PDAP1	5.12929370931244
C19orf6	3.49414511050419
POLRMT	4.42521513481816
ZNF146	7.51640831552001
MIA2	3.17966494413622
LY6G6E	3.28550297071866
EIF4E2	8.38953327081738
NENF	4.98099459224642
HOXB5	3.81145417123175
ZNF324	4.59693643865258
CUGBP1	6.21961035356292
ENTPD7	4.88523787400738
TTC13	6.69949355628651
GJB5	3.1531010943024
PRSS22	4.42127975819847
CYP3A5	3.37430125046795
MBOAT5	4.39430646355113
CUL4B	5.6161439577745
CENPJ	3.72127768750502
KIAA0664	6.84163949253843
PITX1	4.25974900952712
PDGFRB	4.9303301153992
RDX	6.26357725292043
CELSR3	4.53118165675978
JUND	5.86575261830942
ITSN1	5.25111165021721
CHRNB1	3.70818457061612
EHBP1L1	3.93359035146489
C19orf2	9.67622364953336
FETUB	3.08050901714058
CAMK2B	3.0794963399974
DCTN1	6.6568031124386
TNKS2	6.84581352152234
MRTO4	7.97736919884262
C1QBP	6.96311647920933
TTC3	8.12067436848058
NDUFB8	9.00419422959873
CADPS2	4.94341830840717
EDG2	4.64307922439142
MYF5	3.05790713450077
SEMA3G	3.92710473485518
IL23A	3.98181261343140
