Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G10_491192
Composite Element REF	Signal
AACS	7.1418377237695
FSTL1	8.23727620119491
ELMO2	6.06118740658669
CREB3L1	3.91553349771382
RPS11	10.3323750665648
PNMA1	9.64082931403787
MMP2	6.77630420717731
SAMD4A	4.18452928413368
SMARCD3	6.39712413449447
A4GNT	3.65711004650609
C9orf39	3.37615878225246
PKNOX2	4.88537827872282
RALYL	3.88328848702319
ZHX3	4.03338569526116
ERCC5	5.69097988882531
RXFP3	3.05314220183502
APBB2	4.29513216312136
BBOX1	7.42398978326667
PRO0478	3.05618620696574
GCSH	7.53647477722833
XDH	3.97558920091674
EDN1	3.68415640044313
MTERF	6.65808168279824
PDCL3	7.26849331395779
CLK4	6.30173368701794
KCNG1	4.56953614143858
CXCR4	8.72239126740868
DECR1	8.30621928974221
SALL1	2.94962280735298
PTPRR	3.48097394052133
CADM4	3.39003142093692
IRAK1	8.31739122090536
CFHR5	3.10164520607609
HNRPD	8.20287097757769
TMSB10	11.7741348419377
CXCL3	3.81660880339978
LMAN1	4.14796973013595
SUHW1	3.40886574717321
CHD8	6.26347696396352
SUMO1	8.54939644479417
GP1BA	3.20357368724720
OR7A10	3.83900651576674
DDB1	8.04549288886187
CHRNA10	3.78359308298275
STYK1	3.76698579276753
MYO9B	3.97992988660196
CCNI	10.3733926302766
MMP7	6.21371105658871
EP300	6.42322698486824
CRNKL1	8.33244691291384
C9orf45	3.32352802192608
XAB2	4.75519841329203
RTN1	3.74737196287865
HIC2	3.95992616377782
TBX10	3.49762333835906
CENPQ	4.63435419884677
UTY	3.14865019935437
OR2W1	2.91214049073214
ATP5G2	11.0524153143522
ZEB1	3.60325789253336
ZG16	3.52014433976262
ERG	3.60213044362826
PARN	7.12916586743453
SOD2	5.15975002497819
JOSD3	8.20083740655617
ADAM5P	3.30599255128946
CHD9	5.41421462863816
hCG_40738	3.69760530743229
STK16	5.5903566720259
PDE1C	3.71678304591992
SEMA4D	5.92738102661475
AGPAT1	6.02078940861076
TOB2	6.09992145931
BANK1	4.9695550678755
MAP3K3	5.26924298713613
MAX	5.51940433973332
GRM2	3.70100021977079
OSBPL8	7.0339918867407
PROSC	6.4598962096762
NR4A2	8.33206906485774
RICS	5.87090649548856
PIR	5.7725948731014
PPCS	9.04652171582789
IPO9	6.19003864961478
LONP1	6.63334604413965
EVC	4.59104906542793
CXCL13	3.73985002231279
SCYL3	5.93135178810818
KIAA1199	6.06909652031743
SORL1	9.03456911117856
NAT10	7.15643216757376
CHD1	6.60228848679872
SYN3	3.39861401679712
DMC1	3.90084083332949
SLC22A2	3.93482457161739
SERPINF1	5.32585783856617
C20orf27	6.70883067133219
OR7A17	3.26460939418055
RPS6KA5	5.57519656440512
LHB	3.19414890561354
TAOK3	4.60885387853139
STK25	6.317847855064
