Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A11_451966
Composite Element REF	Signal
AACS	6.85495415362178
FSTL1	9.13876082556333
ELMO2	5.11125349686385
CREB3L1	4.81706249974074
RPS11	10.0434860988136
PNMA1	8.53853649175618
MMP2	9.441811999453
SAMD4A	4.29715305430205
SMARCD3	5.09866423803077
A4GNT	3.70654312757019
C9orf39	3.29557571860809
PKNOX2	4.26894913084082
RALYL	3.25264753261045
ZHX3	4.22618284904646
ERCC5	5.7270396345585
RXFP3	3.03116406538914
APBB2	4.06920307727982
BBOX1	3.82070359369104
PRO0478	3.00028683854494
GCSH	7.92062426500782
XDH	3.68597327563913
EDN1	4.5622886640641
MTERF	6.00198572035164
PDCL3	7.10255244084997
CLK4	6.1121731691611
KCNG1	3.8245689930248
CXCR4	7.64769303803287
DECR1	8.72079659792458
SALL1	3.29093118076550
PTPRR	3.32450443220435
CADM4	3.35185935393052
IRAK1	8.39156089389631
CFHR5	3.36144894759596
HNRPD	7.86833275334042
TMSB10	11.9646384968805
CXCL3	3.50609991469247
LMAN1	3.52516663351101
SUHW1	4.07000282291661
CHD8	5.88162716628667
SUMO1	8.13196478878151
GP1BA	3.29952693833716
OR7A10	3.81297741548853
DDB1	7.38156790211899
CHRNA10	3.54665252347177
STYK1	3.56341543307872
MYO9B	4.26467510427161
CCNI	9.2303240875909
MMP7	11.0385637117887
EP300	6.12668163188957
CRNKL1	5.77884264487651
C9orf45	3.20313005196941
XAB2	4.11934296617837
RTN1	3.57528013609937
HIC2	4.08894768324941
TBX10	3.74808093333802
CENPQ	4.91386391596823
UTY	3.08976985266873
OR2W1	3.06901176092908
ATP5G2	10.3208367618686
ZEB1	4.11319863326687
ZG16	3.39277911412355
ERG	3.78157873400283
PARN	6.96851607222257
SOD2	5.3765048575844
JOSD3	7.90703046805053
ADAM5P	3.32046219580214
CHD9	6.52205993039328
hCG_40738	3.94105728072591
STK16	4.89410112007383
PDE1C	3.38550895228208
SEMA4D	5.34844397292085
AGPAT1	5.40932877824535
TOB2	6.01758136763927
BANK1	5.23009316549293
MAP3K3	4.97883760544179
MAX	5.11022569274238
GRM2	3.6529393693748
OSBPL8	7.52790707568848
PROSC	5.96744853470039
NR4A2	4.39179921970276
RICS	4.04928106384451
PIR	6.34499435457358
PPCS	8.032782275106
IPO9	5.91508128396179
LONP1	6.85932368509799
EVC	4.81130795236147
CXCL13	5.39921128666506
SCYL3	5.22368505333321
KIAA1199	6.59388061479562
SORL1	7.31153588631397
NAT10	7.00356972344401
CHD1	6.4744115040669
SYN3	3.42124867778133
DMC1	3.87793852344574
SLC22A2	3.63086188833951
SERPINF1	8.6525574799512
C20orf27	5.5737736022936
OR7A17	3.19728404545206
RPS6KA5	5.1194368518653
