Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B04_464076
Composite Element REF	Signal
AACS	7.41164739587839
FSTL1	8.56642491396501
ELMO2	5.99922234287384
CREB3L1	3.86472665645871
RPS11	10.1905481180949
PNMA1	9.74424257710922
MMP2	7.6509236551095
SAMD4A	4.06162713550928
SMARCD3	5.45157511092236
A4GNT	3.72661585997573
C9orf39	3.90716592502393
PKNOX2	3.97293238447322
RALYL	3.81022309833772
ZHX3	4.12823950098635
ERCC5	5.8949040584417
RXFP3	3.07624443026071
APBB2	3.92170512608908
BBOX1	3.35295831598996
PRO0478	2.77395823900013
GCSH	8.75846102528634
XDH	3.56970347350855
EDN1	3.86100623389059
MTERF	6.81684919138651
PDCL3	7.40707880296638
CLK4	6.9998413372803
KCNG1	4.23908569367309
CXCR4	6.59711574413555
DECR1	7.68125921880528
SALL1	3.57668408603169
PTPRR	3.39788923909509
CADM4	3.29373417654316
IRAK1	8.59278127634569
CFHR5	3.01351930367348
HNRPD	8.44533923628425
TMSB10	11.2419745695666
CXCL3	3.54536539916425
LMAN1	3.90974488360662
SUHW1	3.37655930521806
CHD8	5.89415035095450
SUMO1	8.33102297789473
GP1BA	3.42045281674101
OR7A10	3.63213268680496
DDB1	7.32341257306248
CHRNA10	3.62579901314508
STYK1	3.41201647288079
MYO9B	4.54696297173441
CCNI	9.50155951128846
MMP7	6.68021688971014
EP300	6.00099406113931
CRNKL1	7.85779965471283
C9orf45	3.31806763376171
XAB2	4.7985584198182
RTN1	5.90475110511233
HIC2	4.01417749623352
TBX10	3.44431528872997
CENPQ	4.87471237468393
UTY	3.10277924050729
OR2W1	2.99429136529877
ATP5G2	10.5262794129378
ZEB1	3.70108728590780
ZG16	3.41081491315535
ERG	3.95819044925325
PARN	7.10849877380704
SOD2	3.83033985977263
JOSD3	8.11088772520902
ADAM5P	3.14468437909637
CHD9	6.17688776350203
hCG_40738	3.64623369907909
STK16	5.54788768100601
PDE1C	3.61622171278011
SEMA4D	5.63646232893208
AGPAT1	5.98895662665074
TOB2	5.84077168194293
BANK1	3.36353498060503
MAP3K3	5.07559780275548
MAX	5.19235949398442
GRM2	3.65135492376155
OSBPL8	7.52555868305134
PROSC	5.96422610070248
NR4A2	7.41634964596616
RICS	3.63335757495681
PIR	4.80716622018026
PPCS	8.33802945659427
IPO9	6.38704966889301
LONP1	7.92940985548929
EVC	4.06023546516412
CXCL13	4.04691649327971
SCYL3	5.56906764747538
KIAA1199	6.0154492530993
SORL1	7.09637013017302
NAT10	7.39375729621181
CHD1	7.37442676123389
SYN3	3.6429696426805
DMC1	3.77975421613382
SLC22A2	3.40334768652897
SERPINF1	4.57868801976372
C20orf27	5.61776125137204
OR7A17	3.05017880140868
RPS6KA5	5.90065724737265
LHB	3.34656404949805
TAOK3	4.419675931068
STK25	5.5944350957657
SLC12A4	3.60966143844681
BRCA1	4.34145272101092
GBL	5.02944394813792
C14orf108	8.73659206829127
CDC25B	7.06928077693354
BMP3	3.06797407950986
MAP1LC3C	3.45963823317913
TMEM180	3.57115001700877
CRYGC	3.56617693836363
SLK	6.38037452670694
POU3F1	3.25414299106064
C20orf32	3.72280117451394
USP52	6.6243755854443
HIGD1B	3.80992706066888
BAZ1B	7.05691400809317
USP6NL	6.67522226380953
SLCO2B1	3.61493063890307
ABCD4	5.21440865554903
DIMT1L	6.55146302399622
SLC25A46	6.72129177033929
LARP7	7.55265702066336
TEK	3.93846751617718
CD160	3.27622779532002
TERF2IP	8.09188067794182
PHF20	6.39904852611466
COL1A1	7.08230142389635
KIAA0090	5.5641597262114
GTPBP1	3.90492324086970
GRK5	4.2203043683582
AP1S2	5.66886345711752
RAB33B	4.30641178080228
CA11	4.71562742578177
ALDOC	5.32040476292082
NUDT1	5.23721375434249
ZNF212	6.08526399703274
ACBD3	7.37713227176334
ZNF83	6.92738292565488
PRDM2	4.69213763709166
GDPD5	4.69641383975616
PDCD4	6.72567423589147
CEP350	6.84714578093072
FOXP3	3.17798471374903
SMYD3	7.34608989720876
CST7	3.54430038919947
SELL	3.86012688055207
CIAO1	6.4966301183357
LGI2	3.80958396157431
WDR45	6.56934433461904
ANKRD6	6.07456435938906
LTBP4	4.60953384631615
PSCD3	3.13975242879516
PYY	3.04971014675042
KCNC1	3.18952055576301
SIRT6	3.80157111466527
CCL19	3.35949783743444
ARHGEF9	4.68511491744213
ABR	4.81560112049663
C10orf22	7.74675601680134
STK17A	4.97428022509448
FOXE1	3.63100793110835
GML	3.04525056800643
CNGA3	3.00182323939429
CD38	3.18628383960075
ZDHHC6	7.687221244972
NEFH	6.33892975089128
PGBD5	4.2926829365463
CTDSP2	7.68671370313045
RMND5B	5.58099836285618
ZNF257	4.0975853108227
DUSP4	3.9068707830711
FLJ22167	7.40218885713074
EXOSC7	6.80079002427279
ROR2	3.75493203861288
FOXM1	5.28073750133455
ZBTB48	4.176078317403
BUD31	7.69719825462663
MAOA	4.07110191350226
CCDC41	5.44423237074702
TNNT3	3.43612146490066
FBXO11	6.58400068250572
GYPC	5.32646912509628
PLIN	3.23125985997795
RFXAP	3.5545622709652
C6orf15	3.79446564439771
RNF4	8.58112126116624
F8A1	8.7258193091274
PPP1R3D	4.55590720237787
GRB2	7.44320548663895
TPM3	2.98181696753684
SYT13	3.79678149783890
EPB42	3.47000963953867
RP5-1077B9.4	4.94281783406668
EIF1	10.4464417193986
CETN3	8.66139995476499
FPGT	5.24846559206129
PRY	3.48208019548726
NTHL1	5.28077799006588
POLR2B	8.65641864375795
RPS28	12.2298199699131
GDF10	3.83194340082073
COQ9	7.94734246942377
P2RX3	2.88791707767923
GCC2	7.67766674309163
RARRES3	3.93257657076533
PLXNA1	5.9240942045373
WBP4	4.95514791490244
KIAA0100	6.40782425861506
PMF1	6.55779379748238
HS2ST1	5.7963747538322
CRELD2	5.84045274559101
C8G	3.07424291044314
CD82	4.85845573145698
PMM1	4.60413274279711
CBLL1	5.71036609091875
LIM2	3.53772104487374
VAX2	4.69377757392143
SETDB1	5.71640052393842
LRAP	5.07044396820174
GCLM	5.6208388756707
CPEB3	3.47033888636782
PPM1A	6.65346417932308
INTS1	3.91274546307119
MMP16	3.17926766328171
CAMTA1	4.45169885472508
SAMSN1	3.68700739623459
DRD3	2.81852776365801
GMPPA	4.65597753504302
C11orf73	7.55588041196476
AIPL1	3.69429199051714
PTP4A2	8.28401764997924
IL24	3.21262833196099
BDKRB1	3.36779598419559
HPCA	3.45618230565973
MLF1	5.81830228523084
SEC14L1	7.42728585821847
CHFR	5.42265561566168
EMILIN1	3.47763698487337
THADA	6.96426277074985
TAF12	4.82834154407912
NDUFS4	8.96118232474987
ID1	6.31909709877886
PIK3CB	3.44879108973666
COL18A1	7.73388154049687
PDZD3	3.14804811295732
TBC1D17	4.34162658918259
COX8A	8.9830975490751
