Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B12_433706
Composite Element REF	Signal
AACS	6.39605309009539
FSTL1	8.41831164153366
ELMO2	4.86464562093151
CREB3L1	3.83130608390981
RPS11	9.63660858026353
PNMA1	8.77414550178765
MMP2	6.77547033012879
SAMD4A	3.90034676537526
SMARCD3	5.79049009396666
A4GNT	3.54473408013101
C9orf39	3.42666619434351
PKNOX2	4.05107415468424
RALYL	3.27588237542560
ZHX3	4.24379081863048
ERCC5	6.67888087812968
RXFP3	2.99966855136075
APBB2	3.79772949488808
BBOX1	4.43760109465557
PRO0478	3.06511072408255
GCSH	8.52072968927184
XDH	3.7415643992292
EDN1	6.74506227010267
MTERF	5.96692520383918
PDCL3	7.25915994223043
CLK4	6.22752237722807
KCNG1	3.94431162497831
CXCR4	8.7471982006967
DECR1	8.5445770325673
SALL1	3.25983490705212
PTPRR	3.56912792736908
CADM4	3.34230340322094
IRAK1	8.44733223165572
CFHR5	3.33192765375022
HNRPD	8.11684856366234
TMSB10	11.7709054068285
CXCL3	6.34164056830502
LMAN1	4.37164531993716
SUHW1	3.43898583993092
CHD8	7.11116831235916
SUMO1	8.51351942875623
GP1BA	3.15909125314667
OR7A10	4.06329698290691
DDB1	6.75934888449186
CHRNA10	3.5835163192722
STYK1	4.03159772848348
MYO9B	4.14813114753858
CCNI	9.68399294601911
MMP7	10.5678883212705
EP300	5.92565874406704
CRNKL1	6.93721853667213
C9orf45	3.18028266861422
XAB2	4.56119388454784
RTN1	3.40283564242565
HIC2	4.56186627734122
TBX10	3.67030430985519
CENPQ	4.01641385564144
UTY	3.26843962857885
OR2W1	2.78987159773836
ATP5G2	10.5029296262837
ZEB1	3.43385130108475
ZG16	3.52723477449558
ERG	3.55036281397986
PARN	7.04572567187365
SOD2	5.27559199966188
JOSD3	8.48261054223086
ADAM5P	3.21515199441608
CHD9	6.613695618379
hCG_40738	4.25723431359226
STK16	5.76154808761544
PDE1C	3.68323955321488
SEMA4D	6.08377324728337
AGPAT1	6.49775366981535
TOB2	6.28805103500163
BANK1	4.9760382314633
MAP3K3	5.04411842046257
MAX	5.50133949656416
GRM2	3.57896966100349
OSBPL8	7.96613241258997
PROSC	5.70732690102004
NR4A2	6.63447208122303
RICS	5.29234157497146
PIR	5.49168101169201
PPCS	7.80571268357744
IPO9	6.92687099864718
LONP1	7.23369281038545
EVC	4.2824444034581
CXCL13	3.87986056853384
SCYL3	5.03160782385964
KIAA1199	6.39305587467256
SORL1	7.72541129897135
NAT10	6.82261459042208
CHD1	7.1936688283151
SYN3	3.57270855209484
DMC1	3.94755614790626
SLC22A2	3.48348983812893
SERPINF1	5.47461165261308
C20orf27	5.38567272087247
OR7A17	3.07052700571831
RPS6KA5	4.83016913448995
LHB	3.23761392179105
TAOK3	4.96442645235976
STK25	5.53456411471313
SLC12A4	3.61629362962469
BRCA1	3.19001678969331
GBL	4.9921336907312
C14orf108	8.0769936530775
CDC25B	6.23599272556752
BMP3	3.32468598510806
MAP1LC3C	3.22609492427776
TMEM180	3.61885538910924
CRYGC	3.64181528028401
SLK	7.47465509491932
POU3F1	3.16175098139949
C20orf32	4.01437571279245
USP52	4.85875582387244
HIGD1B	3.76245047370686
BAZ1B	6.44661751861933
USP6NL	6.2796039220017
SLCO2B1	3.76256695781312
ABCD4	4.53144238385159
DIMT1L	6.59797455507485
SLC25A46	7.3185153654819
LARP7	6.88127493475046
TEK	3.47824971059427
CD160	3.82433416156384
TERF2IP	7.09379778342767
PHF20	6.05042760330075
COL1A1	6.4606396192061
KIAA0090	5.25978894245749
GTPBP1	4.2886277214422
GRK5	3.51572522006860
AP1S2	4.58881732477855
RAB33B	4.92747814574751
CA11	4.51628819593764
ALDOC	5.39050604587158
NUDT1	4.6722737194948
ZNF212	5.74102407113
ACBD3	7.53864364404495
ZNF83	4.84511595962345
PRDM2	4.55078646834365
GDPD5	5.07143093733981
PDCD4	7.15974263509729
CEP350	6.66595087061715
FOXP3	3.36520254596689
SMYD3	7.51816748027308
CST7	3.76593909172314
SELL	3.73355110638206
CIAO1	6.41966847381786
LGI2	3.54936918064697
WDR45	7.00309734795567
ANKRD6	6.84381862010077
LTBP4	4.67886648258519
PSCD3	3.53330620321624
PYY	3.27187090195881
KCNC1	3.12269215450986
SIRT6	4.08883465086043
CCL19	3.7436534366889
ARHGEF9	4.85311125117089
ABR	4.98502767504249
