Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_B03_543664
Composite Element REF	Signal
AACS	7.06435957955674
FSTL1	8.80864667036402
ELMO2	5.50547782639892
CREB3L1	3.87635712704282
RPS11	9.76497391322642
PNMA1	8.63070772221418
MMP2	8.18432042844393
SAMD4A	3.91533918809951
SMARCD3	6.56173462023798
A4GNT	3.65332564104468
C9orf39	3.55467994837758
PKNOX2	3.72426246820774
RALYL	3.20124734194817
ZHX3	4.15843510818944
ERCC5	5.90556218641909
RXFP3	3.28873697719493
APBB2	5.0884676792451
BBOX1	7.21931108588118
PRO0478	3.105700741066
GCSH	6.83860054211933
XDH	3.93244519101988
EDN1	3.70746635310764
MTERF	6.87334262964795
PDCL3	7.53435548893574
CLK4	5.90492296532194
KCNG1	3.58981193385568
CXCR4	8.31322253670363
DECR1	7.74632487231292
SALL1	3.10306461145054
PTPRR	3.23935364386439
CADM4	3.34187005084412
IRAK1	9.50145029779204
CFHR5	3.35700289795398
HNRPD	7.65354137009825
TMSB10	11.9480746058065
CXCL3	3.59637336327074
LMAN1	3.74100534326058
SUHW1	3.50139392630089
CHD8	5.53183511102501
SUMO1	7.97292090621923
GP1BA	3.37595390681772
OR7A10	3.72392930269865
DDB1	7.77758913340633
CHRNA10	3.66901587107064
STYK1	3.64058950175261
MYO9B	4.95373616677937
CCNI	10.647372345069
MMP7	8.76832659948173
EP300	6.68301086628788
CRNKL1	6.62736188287214
C9orf45	3.38498671702058
XAB2	3.654121371478
RTN1	5.04261374086954
HIC2	4.17671629441304
TBX10	3.53128078858611
CENPQ	4.74083986888385
UTY	3.09238874610889
OR2W1	2.92791934961327
ATP5G2	10.4305927949559
ZEB1	3.64837393109144
ZG16	3.66929383092755
ERG	3.72613529989441
PARN	7.51151150734159
SOD2	5.68132549898509
JOSD3	7.92488642452644
ADAM5P	3.26691089889344
CHD9	6.13049153883214
hCG_40738	4.16904953526676
STK16	5.12047805082279
PDE1C	3.53011433845375
SEMA4D	5.89442423645981
AGPAT1	6.65950306968015
TOB2	6.15676096455676
BANK1	3.43296185324951
MAP3K3	5.92133503073984
MAX	5.71806561183338
GRM2	3.70676347847103
OSBPL8	7.48730853924329
PROSC	5.51816159593455
NR4A2	6.0201930760471
RICS	4.10050659012694
PIR	3.91818847542298
PPCS	8.82447022861867
IPO9	6.24319098411324
LONP1	6.31015204809913
EVC	3.96803576929794
CXCL13	7.14783949658739
SCYL3	5.02250564656985
KIAA1199	7.04218387806659
SORL1	7.32592561963327
NAT10	7.51128467952014
CHD1	6.34592549705446
SYN3	3.76433313949808
DMC1	3.99085513729926
SLC22A2	3.61157194145697
SERPINF1	8.10287933494769
C20orf27	6.03033929151693
OR7A17	3.18827899725971
RPS6KA5	5.739002116119
LHB	3.75449150554043
TAOK3	5.30807108992669
STK25	6.38370046971689
SLC12A4	3.54291673022331
BRCA1	5.11221008388111
GBL	5.36143422201069
C14orf108	8.53282091930303
CDC25B	7.40851801999748
BMP3	3.27136385562595
MAP1LC3C	3.32520126764262
TMEM180	3.51753471638259
CRYGC	3.57669457964953
SLK	6.75085150589946
POU3F1	3.29117716464719
C20orf32	3.8410021250377
USP52	6.44877344903928
HIGD1B	3.84402807405051
BAZ1B	7.50802068706868
USP6NL	5.4115524935716
SLCO2B1	4.82611842717384
ABCD4	4.78830423004025
DIMT1L	5.8066332006366
SLC25A46	7.51824985849255
LARP7	6.19168668732838
TEK	3.49340056858152
CD160	3.45050033197319
TERF2IP	6.88251515856023
PHF20	6.29256878388977
COL1A1	8.65149496525538
KIAA0090	6.21550396866638
GTPBP1	4.46576367463958
GRK5	3.85309458970843
AP1S2	6.06929126770537
RAB33B	4.2695981322666
CA11	4.3821056284968
ALDOC	5.38144683984926
NUDT1	6.02460166665528
ZNF212	6.0312786782046
ACBD3	7.18920653290922
ZNF83	8.1169009015003
PRDM2	5.08644871799117
GDPD5	4.40564243314094
PDCD4	6.21724909050817
CEP350	6.16970255339853
FOXP3	3.161301677096
SMYD3	6.04209150931793
CST7	5.43681801755613
SELL	4.93836889043069
CIAO1	6.59457507791508
LGI2	3.50113804007538
WDR45	6.57752886624499
ANKRD6	7.97862484500018
LTBP4	4.04894645015966
PSCD3	3.40626093912532
PYY	3.03463711339797
KCNC1	3.4391631842215
SIRT6	3.92609760825668
CCL19	4.49354997189763
ARHGEF9	4.41038975689627
ABR	4.61819257471318
C10orf22	6.5405924264867
STK17A	4.55135834529226
FOXE1	3.47806389523987
GML	3.21660155898026
