Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A08_471876
Composite Element REF	Signal
AACS	6.46046464554955
FSTL1	7.61966173680186
ELMO2	5.72647855857974
CREB3L1	3.54199402559699
RPS11	9.15975803063978
PNMA1	8.81646916079225
MMP2	4.84771115774763
SAMD4A	3.87836594908358
SMARCD3	6.95475923845953
A4GNT	3.49302815348020
C9orf39	3.15082074430828
PKNOX2	4.02442412722569
RALYL	3.62534643402242
ZHX3	3.88524262266597
ERCC5	6.88615044660706
RXFP3	2.98744254036713
APBB2	3.64332908361744
BBOX1	6.45858121089926
PRO0478	2.99114129052425
GCSH	8.08585056441745
XDH	3.54569391523278
EDN1	3.3164007292787
MTERF	5.31371688415696
PDCL3	7.18512798753079
CLK4	5.55767672432883
KCNG1	4.23399890750888
CXCR4	8.03924221245721
DECR1	7.67751147679842
SALL1	3.12519840131124
PTPRR	3.38471130202976
CADM4	3.54771721096879
IRAK1	9.21450930138872
CFHR5	3.12630683107892
HNRPD	7.96810900297049
TMSB10	11.6041279908394
CXCL3	3.87037930128661
LMAN1	5.20686725616656
SUHW1	3.47153704805702
CHD8	6.33116721185996
SUMO1	9.29782321139801
GP1BA	3.11779130536002
OR7A10	3.57032280410687
DDB1	7.63149015593894
CHRNA10	3.70392838492502
STYK1	3.70045993257567
MYO9B	4.18195188816459
CCNI	9.59454569304098
MMP7	8.08644304868543
EP300	5.62663479651587
CRNKL1	6.93947958843576
C9orf45	3.13417623454805
XAB2	4.37621682058639
RTN1	4.14517574607406
HIC2	3.62682392545542
TBX10	3.55590451166017
CENPQ	4.49177677987625
UTY	3.17805205783936
OR2W1	2.92550898551344
ATP5G2	10.4869377386494
ZEB1	3.47899409011051
ZG16	3.56529596095637
ERG	4.04288054542513
PARN	7.18309983428642
SOD2	5.14384607141038
JOSD3	7.41600642506135
ADAM5P	3.20862910090079
CHD9	6.35319771884248
hCG_40738	4.21756461240906
STK16	5.21058648142152
PDE1C	3.46047864422304
SEMA4D	5.73450342009299
AGPAT1	6.21006263191919
TOB2	5.98942343256903
BANK1	3.23117751877772
MAP3K3	4.86002663585599
MAX	5.14111052150717
GRM2	3.5560927328089
OSBPL8	6.9652625518198
PROSC	6.0882069093212
NR4A2	5.89626476712425
RICS	4.08334703569878
PIR	6.117775455395
PPCS	9.47811624697053
IPO9	6.7643053965777
LONP1	7.68881396522687
EVC	4.43221971776424
CXCL13	4.37354609797910
SCYL3	5.45267183545410
KIAA1199	4.68088314447191
SORL1	8.80445474008592
NAT10	7.7598169858051
CHD1	6.47524310820899
SYN3	3.40364777929158
DMC1	3.91585531388253
SLC22A2	3.27515774759928
SERPINF1	4.92238468841381
C20orf27	5.75498584740879
OR7A17	3.08733868466744
RPS6KA5	4.28241272870874
LHB	3.2026841880532
TAOK3	4.77006557875225
STK25	6.83990565502806
SLC12A4	3.66718778950974
BRCA1	3.28922908867832
GBL	5.57078950127620
C14orf108	8.69494126062035
CDC25B	7.20505551531942
BMP3	3.36242090538686
MAP1LC3C	3.3507414822403
TMEM180	3.56871774250831
CRYGC	3.61191993424688
SLK	6.01047039725848
POU3F1	3.18083048988588
C20orf32	3.86016487317713
USP52	5.55698612659654
HIGD1B	3.90050993798397
BAZ1B	7.39210971830285
USP6NL	6.02572033871812
SLCO2B1	4.04574083395946
ABCD4	4.38686040822932
DIMT1L	5.99549045361458
SLC25A46	7.39744132350666
LARP7	7.35422852840542
TEK	3.42648270025152
CD160	3.41666933633431
TERF2IP	7.86649734537408
PHF20	6.12611868501414
COL1A1	6.3409506795358
KIAA0090	4.91367787166774
GTPBP1	4.26398779187466
GRK5	3.45517606364507
AP1S2	5.84612151677035
RAB33B	4.85370170435441
CA11	4.76502370552247
ALDOC	4.4445909314874
NUDT1	4.76236754021294
ZNF212	5.59985156541763
ACBD3	7.90476626196679
ZNF83	6.64100335705186
PRDM2	4.48904703669137
GDPD5	5.11257106642329
PDCD4	5.99956163562229
CEP350	6.13733672220591
FOXP3	3.25451239668062
SMYD3	6.8321216445509
CST7	3.52976903214756
SELL	3.84507507938568
CIAO1	6.56130985679465
LGI2	3.76898931976529
WDR45	7.2722323788605
ANKRD6	7.35709071535669
LTBP4	3.50221911136973
PSCD3	3.16230757407641
PYY	3.08741946050361
KCNC1	3.29512487449906
SIRT6	4.18404024191486
CCL19	3.58669641932111
ARHGEF9	4.8010101620362
ABR	4.4556973304488
C10orf22	6.2473440303159
STK17A	4.36537170643228
FOXE1	3.52276804519744
GML	3.28212041148174
CNGA3	3.14583002003114
CD38	3.49831018662512
