Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_F03_516354
Composite Element REF	Signal
AACS	6.48840688457427
FSTL1	8.44670231862442
ELMO2	4.57347696066924
CREB3L1	4.28606502001806
RPS11	10.0288634890237
PNMA1	6.92132204480706
MMP2	8.55413644442403
SAMD4A	3.71520101851301
SMARCD3	7.20499001684923
A4GNT	3.80753023543339
C9orf39	3.26277144906159
PKNOX2	4.01963042896275
RALYL	3.63663623580758
ZHX3	4.39317714533891
ERCC5	5.08204278643249
RXFP3	3.27264330995119
APBB2	4.00965420474107
BBOX1	5.76454828089738
PRO0478	2.97615835732222
GCSH	6.40433055675517
XDH	3.87112079823118
EDN1	3.77728080328561
MTERF	6.20303398771155
PDCL3	7.22041847967947
CLK4	5.747692077196
KCNG1	3.61012978065898
CXCR4	8.30249655053196
DECR1	8.4744176933681
SALL1	3.27310166044705
PTPRR	3.49353177068595
CADM4	3.45346029804374
IRAK1	8.47064882122144
CFHR5	3.50921298484924
HNRPD	6.81132853366162
TMSB10	12.4673886296454
CXCL3	3.73014908121816
LMAN1	3.69242192706725
SUHW1	3.43103091955335
CHD8	4.84767235789946
SUMO1	7.7159737169294
GP1BA	3.32643127016875
OR7A10	4.04688602716715
DDB1	6.6309094232742
CHRNA10	3.73309685573025
STYK1	3.4470501736237
MYO9B	3.8821393496006
CCNI	9.5912873235576
MMP7	10.8500214028377
EP300	4.64331895354294
CRNKL1	6.36663010746557
C9orf45	3.16277730583678
XAB2	4.15349095619003
RTN1	4.80332007555616
HIC2	3.30630455087307
TBX10	3.60555378086407
CENPQ	4.59954343999299
UTY	3.23713919392935
OR2W1	2.75667267274441
ATP5G2	10.6408603080250
ZEB1	3.6926490207758
ZG16	3.57046514537335
ERG	4.08761061736191
PARN	6.21348057464635
SOD2	7.14057704839124
JOSD3	7.73321345796148
ADAM5P	3.32800264860737
CHD9	4.92176522584277
hCG_40738	3.5880351932815
STK16	5.54391540581209
PDE1C	3.22606698719267
SEMA4D	4.92860656321865
AGPAT1	5.6480144279915
TOB2	4.95229886011993
BANK1	4.33821720595193
MAP3K3	5.23427833078325
MAX	5.16655310872531
GRM2	3.8377290727171
OSBPL8	6.76215298597466
PROSC	5.51017306966095
NR4A2	3.72999925829666
RICS	4.06813846571903
PIR	5.66307051569511
PPCS	9.4307975843702
IPO9	5.22256144581155
LONP1	5.54137458271145
EVC	3.85309182864749
CXCL13	6.94118483322151
SCYL3	5.32216183477058
KIAA1199	5.4027650058742
SORL1	6.49862159622237
NAT10	5.5419630774872
CHD1	4.76837385298661
SYN3	3.54398075643249
DMC1	3.66764486470659
SLC22A2	3.65417743539170
SERPINF1	9.76965082785754
C20orf27	5.1703118723124
OR7A17	3.33839554521319
RPS6KA5	4.07772798346888
LHB	3.23159679457341
TAOK3	4.83126423050753
STK25	4.69707902304407
SLC12A4	3.54794391170025
BRCA1	3.41109366794879
GBL	5.58141265731753
C14orf108	6.80410088119748
CDC25B	5.66952881124027
BMP3	3.33620102455444
MAP1LC3C	3.54633341145915
TMEM180	3.40547455355406
CRYGC	3.75810129492678
SLK	5.1855809729314
POU3F1	3.34156402077084
C20orf32	4.0564579557223
USP52	5.00906453051658
HIGD1B	4.22892097756425
BAZ1B	4.40431392333776
USP6NL	4.49135097249173
SLCO2B1	4.56934526184326
ABCD4	4.7618602038353
DIMT1L	6.08784706002498
SLC25A46	7.28053787244576
LARP7	6.96277829960748
TEK	3.57118462826244
CD160	3.92982212218008
TERF2IP	6.76510162904066
PHF20	5.02958784699306
COL1A1	8.19576658034022
KIAA0090	5.48135219013876
GTPBP1	4.34080701302358
GRK5	3.52157827602057
AP1S2	5.90147293459117
RAB33B	4.79840722920004
CA11	4.04467493448414
ALDOC	5.76191791308728
NUDT1	5.3127716360302
ZNF212	4.77237388026589
ACBD3	6.12799007166153
ZNF83	5.36998851620562
PRDM2	4.6129141547775
GDPD5	4.02169013749902
PDCD4	5.04477880889061
CEP350	4.47596888498667
FOXP3	3.33204542899005
SMYD3	7.45790623321823
CST7	6.02048966234642
SELL	4.75642611723253
CIAO1	5.96374851163399
LGI2	3.75716942231978
WDR45	7.1415161098298
ANKRD6	5.8416212585258
LTBP4	4.07523463096311
PSCD3	3.36229434573821
PYY	3.30764900747399
KCNC1	3.49235810186889
SIRT6	4.2501484706124
CCL19	4.03500897007832
ARHGEF9	4.25590395540069
ABR	4.34283019740924
C10orf22	5.37809213627617
STK17A	5.34519419680369
FOXE1	3.32868875862532
GML	3.15213998514037
CNGA3	2.92236418006451
CD38	4.32072398915647
ZDHHC6	7.22344525883155
NEFH	3.44253922067669
PGBD5	3.45313295496133
CTDSP2	6.27424334476626
RMND5B	4.85580064843413
ZNF257	3.7876579964546
DUSP4	3.95403386085354
FLJ22167	5.2089511260627
EXOSC7	5.85654473532093
ROR2	3.76118669095856
FOXM1	4.58041154868435
ZBTB48	4.41184144778274
BUD31	9.10258383614899
MAOA	3.84354741542152
CCDC41	4.21549952508229
TNNT3	3.66748115292302
FBXO11	4.5703318383882
GYPC	6.51656112587894
PLIN	3.71646562786423
RFXAP	3.4638552280021
C6orf15	3.96031062240368
RNF4	7.30707667875001
F8A1	7.70590791556592
PPP1R3D	4.06267960008998
GRB2	7.04453420024406
TPM3	3.30147484390073
SYT13	3.55867609721706
EPB42	3.74923173061467
RP5-1077B9.4	5.15946764303484
EIF1	10.3849382499018
CETN3	6.94855678718227
FPGT	5.92591557910375
PRY	3.47643028320499
NTHL1	5.53770410332684
POLR2B	8.3584617995415
RPS28	11.6744994044638
GDF10	3.04082865481040
COQ9	6.70876543239855
P2RX3	3.0245641315686
GCC2	6.04310406895193
RARRES3	7.7994026798755
PLXNA1	5.73228192900842
WBP4	4.67268452014991
KIAA0100	4.85674294807481
PMF1	7.21506858052424
HS2ST1	5.18952824710788
CRELD2	6.45345389257926
C8G	2.98419547871178
CD82	5.16378401714982
PMM1	6.25831730166932
CBLL1	3.91371895318957
LIM2	3.28339842070813
VAX2	4.06590830470788
SETDB1	5.21499938630072
LRAP	4.46620357389414
GCLM	5.60171015716234
CPEB3	3.43597222341770
PPM1A	5.64019803893778
INTS1	3.86643867185153
MMP16	3.33402703735772
CAMTA1	3.31446486457598
SAMSN1	6.12843130404933
DRD3	3.00430551802367
GMPPA	5.2020354670089
C11orf73	6.93660999471004
AIPL1	3.85397852397776
PTP4A2	8.3567414282568
IL24	3.53351581249601
BDKRB1	3.09570284910067
HPCA	3.64944488604269
MLF1	7.30216643037084
SEC14L1	4.71892695381167
CHFR	5.01914851871292
EMILIN1	4.19974901664256
THADA	5.84433405594366
TAF12	6.24956762117451
NDUFS4	8.27952698648396
ID1	7.81299904979951
PIK3CB	3.92303699217866
COL18A1	5.87655525939983
PDZD3	3.19694170092419
TBC1D17	4.2454105344815
COX8A	10.2815365897292
CDCA4	6.20734921853497
C2orf44	4.38973806481014
C9orf16	8.29862408082318
ERBB2IP	7.13240527810811
EMX2	4.03292903532274
FUS	5.03647280120279
NIPSNAP3B	3.39521731144271
TF	3.34928473886768
CXorf56	5.61430792434747
CLCN4	3.67910291657968
PWP2	4.9456128815822
MMP15	3.70893178584952
MTMR14	5.53750813559063
NPR1	5.35445763172944
DNAL4	5.70333976272463
ELAC2	4.39992028065125
ASS1	11.3029810641451
IPP	4.78459620861116
TMEM59	10.4247170728867
POLR2J	9.0051103458825
SEC23IP	4.8697492373287
RGS4	4.99925529493275
UQCRC1	8.59504538223448
SNX6	7.59213181260915
DDX18	6.05411341100332
POLG	4.21543672096339
ADAM23	3.94936882272161
ZNHIT2	4.33124964432349
TFR2	3.47449320070488
NCDN	3.97013126220253
RAG1	3.48359156364295
